Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG59,2,5,MLG59,71,14,1,19,1029.7815304482356,14.503965217580783
MLG38,7,14,MLG38,77,13,1,11,1022.1366755226627,13.2745022795151
1-18028,7,14,1-18028,309,12,1,86,1083.4321904499084,3.5062530435272117
MLG56,2,5,MLG56,511,96,1,98,1177.3994728382677,2.3041085574134397
1-1390,19,20,1-1390,98,60,0,11,69.1366755226627,0.7054762808434969
1-1608,2,5,1-1608,307,45,0,197,208.62955254223198,0.6795750897141106
MLG68,15,7,MLG68,642,61,0,445,430.620055234991,0.6707477495872134
1-1580,13,9,1-1580,400,29,0,288,268.2147773206234,0.6705369433015584
1-9379,19,20,1-9379,58,19,0,21,36.44274417962879,0.6283231755108412
1-2423,16,6,1-2423,79,16,0,36,45.901847165077925,0.5810360400642776
1-0008,10,6,1-0008,230,121,0,14,132.62849611975253,0.5766456353032718
1-9838,22,1,1-9838,3,0,0,2,1.661213731393218,0.553737910464406
1-3587,14,8,1-3587,46,17,0,10,25.30606865696609,0.5501319273253498
1-2545,15,7,1-2545,145,27,0,62,78.49762567318976,0.5413629356771708
1-9855,16,8,1-9855,8,1,0,4,4.322427462786436,0.5403034328483045
MLG44,8,15,MLG44,59,26,0,7,31.814248059876263,0.5392245433877333
MLG60,14,8,MLG60,47,9,0,18,23.950923582538962,0.5095941187774248
1-8084,1,4,1-8084,82,10,0,38,41.56306089647114,0.5068665962984286
1-19286,1,4,1-19286,40,6,0,17,20.120316716842353,0.5030079179210588
1-8627,14,8,1-8627,25,5,0,9,12.475461791269481,0.4990184716507792
1-0292,19,20,1-0292,99,21,0,34,49.24063343368471,0.4973801356937849
1-2382,7,14,1-2382,139,29,0,48,68.86912955343723,0.49546136369379307
MLG57,5,17,MLG57,629,110,0,237,306.85382717009634,0.4878439223689926
1-8573,22,7,1-8573,184,86,0,2,87.66121373139322,0.47641963984452834
1-9491,21,2,1-9491,80,28,0,12,37.96728238835931,0.47459102985449136
MLG65,8,15,MLG65,201,35,0,72,94.80369433015585,0.4716601707967953
1-1350,21,2,1-1350,195,43,0,58,91.17519821040332,0.46756511902770936
1-6693,1,4,1-6693,98,8,0,44,44.5467020906508,0.4545581845984775
1-5002,3,3,1-5002,45,7,0,16,20.289709851145744,0.4508824411365721
1-8066,16,10,1-8066,86,12,0,32,38.57941970229149,0.4485979035150173
MLG48,18,21,MLG48,159,56,0,18,70.95092358253896,0.44623222378955324
1-3083,5,17,1-3083,78,17,0,21,34.44274417962879,0.44157364332857424
1-1131,3,3,1-1131,138,25,0,43,60.71609522495419,0.43997170452865353
1-6927,19,20,1-6927,179,35,0,52,78.19155701622367,0.43682434087275795
1-3596,7,14,1-3596,223,40,0,68,96.48126686736941,0.43265142092990766
MLG40,9,15,MLG40,51,17,0,6,21.983641194179654,0.4310517881211697
1-5913,8,12,1-5913,14,6,0,0,6.0,0.42857142857142855
1-11329,21,3,1-11329,14,1,0,6,5.983641194179654,0.42740294244140387
1-5891,15,7,1-5891,96,8,0,39,40.39366776216775,0.42076737252258073
1-8067,6,16,1-8067,322,101,0,41,135.05488149356097,0.41942509780608994
MLG58,10,12,MLG58,71,13,0,20,29.61213731393218,0.41707235653425606
1-10060,19,2,1-10060,36,9,0,7,14.814248059876263,0.4115068905521184
MLG63,8,15,MLG63,380,128,0,32,154.5794197022915,0.4067879465849776
MLG41,8,15,MLG41,66,11,0,19,26.78153044823557,0.4057807643672056
1-6181,16,6,1-6181,659,92,0,211,267.2580486619845,0.40555090844003716
1-6858,9,13,1-6858,23,6,0,4,9.322427462786436,0.40532293316462764
MLG51,5,17,MLG51,248,62,0,46,100.20791582204401,0.4040641767017904
1-8910,3,5,1-8910,137,52,0,4,55.322427462786436,0.4038133391444265
1-9286,2,9,1-9286,81,15,0,21,32.44274417962879,0.40052770592134307
MLG55,11,11,MLG55,92,11,0,31,36.74881283659488,0.3994436177890748
1-3447,20,19,1-3447,110,4,0,48,43.86912955343723,0.3988102686676112
1-7866,11,11,1-7866,318,89,0,45,126.3773089563474,0.3974129212463755
MLG50,11,11,MLG50,319,53,0,87,125.26279731560498,0.3926733458169435
MLG39,11,12,MLG39,23,4,0,6,8.983641194179654,0.3905930953991154
MLG32,10,12,MLG32,52,12,0,10,20.30606865696609,0.39050132032627094
1-7682,7,14,1-7682,141,43,0,14,54.628496119752526,0.3874361426932803
1-7005,20,19,1-7005,285,12,0,118,110.01161015219986,0.38600564965684164
1-1317,6,16,1-1317,414,53,0,128,159.31767880916595,0.3848253111332511
1-5799,4,19,1-5799,7,1,0,2,2.661213731393218,0.3801733901990311
1-18935,7,14,1-18935,30,8,0,4,11.322427462786436,0.3774142487595479
1-6098,1,4,1-6098,1327,146,0,424,498.1773110553622,0.37541621029040106
1-9496,1,21,1-9496,39,3,0,14,14.628496119752526,0.37508964409621864
1-6296,16,6,1-6296,254,27,0,82,95.10976298712194,0.37444788577607063
1-7122,21,2,1-7122,197,33,0,49,73.69973641913384,0.37411033715296366
MLG14,19,20,MLG14,232,53,0,38,84.56306089647114,0.36449595213996183
1-6611,3,3,1-6611,89,26,0,7,31.814248059876263,0.3574634613469243
MLG64,8,15,MLG64,245,25,0,75,87.29551492724568,0.3563082241928395
1-9971,14,8,1-9971,15,2,0,4,5.322427462786436,0.35482849751909573
1-4531,20,18,1-4531,94,29,0,5,33.153034328483045,0.35269185455833024
1-1462,4,19,1-1462,192,48,0,23,67.10395791102201,0.34949978078657296
1-9761,3,3,1-9761,35,11,0,1,11.830606865696609,0.3380173390199031
1-9938,6,16,1-9938,55,11,0,9,18.47546179126948,0.33591748711399055
1-9277,20,19,1-9277,48,2,0,17,16.120316716842353,0.3358399316008824
1-7530,10,13,1-7530,25,5,0,4,8.322427462786436,0.33289709851145743
1-0053,1,4,1-0053,142,20,0,32,46.57941970229149,0.32802408241050346
1-5981,5,17,1-5981,28,5,0,5,9.153034328483045,0.32689408316010876
1-2297,6,16,1-2297,25,4,0,5,8.153034328483045,0.3261213731393218
1-1005,1,4,1-1005,125,15,0,31,40.74881283659488,0.32599050269275903
1-18615,11,11,1-18615,22,3,0,5,7.153034328483045,0.32513792402195657
1-7496,9,13,1-7496,246,40,0,48,79.86912955343723,0.3246712583473058
