Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,1,8,1-7268,70,27,0,29,37.035138696432114,0.5290734099490302
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,20,15,1-4494,16,6,0,6,8.076235592365265,0.5047647245228291
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,18,13,1-7058,80,19,0,58,39.07027739286423,0.4883784674108028
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,10,7,1-11350,100,36,0,36,48.45741355419159,0.4845741355419159
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,20,15,MLG52,125,55,0,16,60.53662824630737,0.484293025970459
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,16,12,1-1131,138,35,0,71,59.56878784298897,0.4316578829202099
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,8,13,MLG59,71,19,0,32,30.073256492614746,0.42356699285372884
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,14,5,MLG40,51,20,0,4,21.384157061576843,0.41929719728582043
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,16,12,1-7140,397,141,0,73,166.2608663737774,0.4187931142916307
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,2,6,1-9277,48,14,0,16,19.536628246307373,0.40701308846473694
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,3,2,1-6878,167,57,0,31,67.72721722722054,0.4055521989653924
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,14,5,MLG60,47,19,0,0,19.0,0.40425531914893614
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,6,9,1-1833,124,44,0,17,49.882667511701584,0.4022795767072708
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,18,11,1-10785,279,101,0,31,111.72721722722054,0.4004559757248048
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,20,15,MLG02,320,92,0,104,127.98808360099792,0.3999627612531185
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,8,13,1-3523,543,161,0,145,211.17569348216057,0.3889055128584909
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,8,13,MLG63,380,119,0,73,144.2608663737774,0.37963385887836154
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,19,14,1-8067,322,112,0,25,120.65098163485527,0.37469248954923995
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,18,11,1-0129,142,37,0,43,51.879688411951065,0.3653499183940216
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,20,15,1-0278,79,17,0,34,28.765335023403168,0.36411816485320464
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,1,8,1-9491,80,17,0,33,28.419295758008957,0.355241196975112
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,3,5,1-2423,79,27,0,3,28.038117796182632,0.3549128834959827
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,16,16,1-4355,49,15,0,6,17.076235592365265,0.3484946039258217
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,6,9,MLG50,319,84,0,77,110.64502343535423,0.3468496032456245
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,10,7,1-7682,141,33,0,37,45.8034528195858,0.3248471831176298
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,1,8,1-8042,52,11,0,17,16.882667511701584,0.32466668291733813
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,11,17,MLG29,164,40,0,37,52.8034528195858,0.3219722732901573
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,16,12,1-8627,25,7,0,3,8.038117796182632,0.3215247118473053
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,7,10,MLG56,511,123,0,118,163.83263331651688,0.3206118068816377
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,10,7,1-3206,45,13,0,4,14.384157061576843,0.3196479347017076
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,3,2,1-0292,99,22,0,27,31.343060165643692,0.31659656732973424
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,13,16,1-1770,35,9,0,6,11.076235592365265,0.316463874067579
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,3,2,1-5913,14,2,0,7,4.422274857759476,0.31587677555424826
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,14,5,MLG75,185,57,0,4,58.38415706157684,0.31559003817068565
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,10,7,MLG31,33,9,0,4,10.384157061576843,0.31467142610838916
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,1,8,1-1350,195,41,0,57,60.72423812747002,0.31140634937164113
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,13,16,MLG68,642,163,0,104,198.98808360099792,0.30995028598286284
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,7,10,1-17758,40,11,0,4,12.384157061576843,0.3096039265394211
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,20,15,MLG53,91,19,0,25,27.65098163485527,0.3038569410423656
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,20,15,1-8066,86,12,0,40,25.841570615768433,0.3004833792531213
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,10,7,1-4929,10,3,0,0,3.0,0.3
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,13,16,1-18558,307,69,0,65,91.4925522506237,0.2980213428359078
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,MLG84,7,10,MLG84,63,16,0,8,18.768314123153687,0.29790974798656644
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,13,16,1-6974,207,51,0,30,61.381177961826324,0.2965274297672769
554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,554,1-10444,17,23,1-10444,8,2,0,1,2.346039265394211,0.29325490817427635
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,18,11,1-1570,142,34,0,22,41.61286383867264,0.29304833689206083
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,9,4,1-1204,39,2,0,27,11.343060165643692,0.29084769655496645
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,7,10,MLG43,14,3,0,3,4.0381177961826324,0.2884369854416166
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,14,5,1-8529,56,15,0,3,16.038117796182632,0.2863949606461184
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,6,9,MLG65,201,29,0,82,57.37521976232529,0.28544885453893176
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,7,10,1-6718,20,5,0,2,5.692078530788422,0.28460392653942107
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-3551,6,9,1-3551,6,1,0,2,1.6920785307884216,0.28201308846473694
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,1,8,MLG45,70,13,0,19,19.574746042490005,0.27963922917842865
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,13,16,1-9553,23,4,0,7,6.422274857759476,0.2792293416417163
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,16,12,1-7024,498,85,0,153,137.94400760531425,0.2769959992074583
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,1-7722,12,21,1-7722,60,0,0,48,16.60988473892212,0.2768314123153687
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,1,8,1-8023,16,2,0,7,4.422274857759476,0.27639217860996723
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,16,16,P-16616,28,6,0,5,7.730196326971054,0.2760784402489662
