Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
359,1-4417,10,15,1-4417,151,18,0,100,115.39225506782532,0.7641871196544723
425,1-6006,15,8,1-6006,57,39,0,2,40.947845101356506,0.7183832473922194
423,1-7122,18,3,1-7122,197,26,0,116,138.97501587867737,0.7054569333943014
362,1-1462,13,8,1-1462,192,22,0,106,125.23579037189484,0.6522697415202856
248,1-2400,18,3,1-2400,49,22,0,10,31.73922550678253,0.6477392960567864
380,1-7004,6,10,1-7004,381,30,0,217,241.34119349718094,0.6334414527485064
364,1-7682,3,4,1-7682,141,40,0,49,87.7222049832344,0.6221432977534355
184,1-8074,8,12,1-8074,145,31,0,60,89.43535304069519,0.616795538211691
440,MLG52,20,16,MLG52,125,66,0,10,75.73922550678253,0.6059138040542602
150,1-7005,13,8,1-7005,285,30,0,144,170.24484729766846,0.5973503413953279
526,1-5002,1,11,1-5002,45,21,0,6,26.84353530406952,0.5965230067571005
109,1-9768,5,6,1-9768,241,23,0,123,142.79247373342514,0.5924998910100628
106,MLG69,5,6,MLG69,576,94,0,253,340.40240532159805,0.5909763981277744
236,1-7024,19,5,1-7024,498,64,0,235,292.8717994093895,0.5880959827497781
384,1-9270,21,17,1-9270,128,17,0,59,74.46143049001694,0.5817299257032573
345,1-1131,17,7,1-1131,138,69,0,11,79.71314805746078,0.5776315076627593
427,1-9379,8,12,1-9379,58,14,0,20,33.47845101356506,0.5772146726476735
463,1-1989,8,4,1-1989,46,3,0,24,26.374141216278076,0.5733508960060452
250,1-9333,18,3,1-9333,102,34,0,25,58.34806376695633,0.572039840852513
232,1-18371,7,13,1-18371,120,13,0,57,68.51358538866043,0.5709465449055036
442,MLG11,12,19,MLG11,87,0,0,51,49.67005008459091,0.570920115914838
189,1-9156,15,9,1-9156,268,78,0,77,152.9920364022255,0.5708658074709907
92,1-7807,6,10,1-7807,239,66,0,71,135.14850109815598,0.5654748999922844
170,1-5043,21,17,1-5043,123,11,0,60,69.43535304069519,0.5645150653715056
272,1-1570,21,17,1-1570,142,11,0,71,80.14850109815598,0.564426064071521
234,MLG29,1,11,MLG29,164,35,0,59,92.46143049001694,0.5637892103049813
434,MLG59,8,12,MLG59,71,14,0,24,37.374141216278076,0.5263963551588462
488,1-11350,4,14,1-11350,100,22,0,31,52.19159907102585,0.5219159907102585
414,1-8285,3,4,1-8285,72,20,0,18,37.53060591220856,0.5212584154473411
385,1-6974,7,13,1-6974,207,15,0,95,107.52264231443405,0.5194330546591017
157,1-6061,1,11,1-6061,40,12,0,9,20.76530295610428,0.5191325739026069
342,MLG65,5,6,MLG65,201,37,0,69,104.20065599679947,0.518411223864674
190,1-2382,7,13,1-2382,139,31,0,42,71.90474712848663,0.5173003390538606
393,1-7819,3,4,1-7819,59,11,0,20,30.478451013565063,0.5165839154841536
533,1-7530,6,10,1-7530,25,9,0,4,12.895690202713013,0.5158276081085205
340,1-3362,6,10,1-3362,117,29,0,32,60.1655216217041,0.5142352275359325
499,1-8627,3,4,1-8627,25,3,0,10,12.739225506782532,0.5095690202713012
58,1-17733,12,19,1-17733,74,0,0,38,37.00905692577362,0.5001223908888327
530,1-4847,15,9,1-4847,2,1,0,0,1.0,0.5
550,1-19568,11,2,1-19568,2,1,0,0,1.0,0.5
280,1-7608,4,14,1-7608,4,2,0,0,2.0,0.5
349,1-3052,13,8,1-3052,166,20,0,64,82.3310432434082,0.49597014002053136
321,1-5172,21,17,1-5172,120,2,0,59,59.46143049001694,0.49551192075014117
167,1-4929,1,11,1-4929,10,3,0,2,4.947845101356506,0.4947845101356506
204,1-9733,10,15,1-9733,4,1,0,1,1.9739225506782532,0.4934806376695633
299,MLG54,17,7,MLG54,595,106,0,192,292.9931297302246,0.49242542811802453
285,1-18615,3,4,1-18615,22,4,0,7,10.817457854747772,0.4917026297612624
381,1-2335,8,12,1-2335,145,43,0,29,71.24375396966934,0.4913362342735817
527,1-5531,11,2,1-5531,8,1,0,3,3.9217676520347595,0.49022095650434494
421,1-8398,7,13,1-8398,54,5,0,22,26.42629611492157,0.4893758539800291
279,MLG43,2,1,MLG43,14,1,0,6,6.843535304069519,0.48882395029067993
406,1-17907,6,10,1-17907,119,27,0,32,58.1655216217041,0.4887858959807067
497,1-8493,21,17,1-8493,38,2,0,17,18.556683361530304,0.48833377267185013
220,MLG73,10,15,MLG73,10,0,0,5,4.869612753391266,0.4869612753391266
159,1-10696,15,9,1-10696,24,0,0,12,11.687070608139038,0.4869612753391266
492,1-6028,1,11,1-6028,2,0,0,1,0.9739225506782532,0.4869612753391266
459,1-2545,11,2,1-2545,145,54,0,17,70.5566833615303,0.4865978162864159
422,1-6878,10,15,1-6878,167,26,0,56,80.53966283798218,0.48227343016755797
102,1-3564,21,17,1-3564,41,5,0,15,19.608838260173798,0.47826434780911703
524,1-9338,15,9,1-9338,29,9,0,5,13.869612753391266,0.4782625087376299
314,1-3139,13,8,1-3139,93,14,0,31,44.19159907102585,0.47517848463468654
378,1-6561,21,17,1-6561,65,8,0,23,30.400218665599823,0.46769567177845883
311,1-20578,15,9,1-20578,19,4,0,5,8.869612753391266,0.4668217238626982
536,1-9971,20,16,1-9971,15,5,0,2,6.947845101356506,0.4631896734237671
223,1-0205,17,7,1-0205,34,6,0,10,15.739225506782532,0.46291839725830974
504,1-5425,2,1,1-5425,17,2,0,6,7.843535304069519,0.4613844296511482
466,1-5981,18,3,1-5981,28,9,0,4,12.895690202713013,0.4605603643826076
99,1-5775,5,9,1-5775,244,78,0,35,112.08728927373886,0.45937413636778224
288,1-8590,5,6,1-8590,24,2,0,9,10.765302956104279,0.44855428983767826
191,1-8328,15,9,1-8328,114,18,0,34,51.11336672306061,0.44836286599175973
101,1-9892,5,6,1-9892,22,4,0,6,9.843535304069519,0.44743342291225086
260,1-0129,21,17,1-0129,142,7,0,58,63.487507939338684,0.447095126333371
391,MLG30,10,15,MLG30,208,33,0,60,91.43535304069519,0.4395930434648807
267,1-6181,10,15,1-6181,659,111,0,182,288.2539042234421,0.4374110837988499
231,1-8450,15,9,1-8450,52,13,0,10,22.73922550678253,0.4372927982073564
74,1-8124,18,3,1-8124,18,3,0,5,7.869612753391266,0.437200708521737
505,1-4747,11,2,1-4747,25,7,0,4,10.895690202713013,0.4358276081085205
439,MLG72,8,12,MLG72,9,1,0,3,3.9217676520347595,0.4357519613371955
448,1-3106,1,11,1-3106,34,7,0,8,14.791380405426025,0.435040600159589
322,1-0296,8,7,1-0296,41,10,0,8,17.791380405426025,0.43393610744941524
276,1-9495,12,19,1-9495,18,0,0,8,7.791380405426025,0.43285446696811253
520,1-2034,1,11,1-2034,16,4,0,3,6.9217676520347595,0.43261047825217247
388,MLG49,8,12,MLG49,185,38,0,43,79.87866967916489,0.43177659286035075
126,1-8488,8,12,1-8488,23,7,0,3,9.92176765203476,0.43138120226238086
307,1-5530,19,5,1-5530,7,3,0,0,3.0,0.42857142857142855
327,P-16616,17,7,P-16616,28,9,0,3,11.92176765203476,0.42577741614409853
478,1-9394,7,13,1-9394,117,5,0,46,49.800437331199646,0.4256447635145269
371,1-1580,4,14,1-1580,400,26,0,147,169.16661494970322,0.42291653737425805
400,1-18709,1,11,1-18709,33,12,0,2,13.947845101356506,0.42266197276837897
52,72-12387,10,15,72-12387,71,30,0,0,30.0,0.4225352112676056
407,1-8421,8,17,1-8421,109,6,0,41,45.93082457780838,0.42138371172301264
224,1-9227,13,8,1-9227,801,92,0,252,337.4284827709198,0.42125902967655404
155,1-9447,13,8,1-9447,7,1,0,2,2.9478451013565063,0.42112072876521517
