Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,MLG45,20,11,MLG45,70,13,1,11,1020.9870662093163,14.585529517275946
4,4,4,4,4,4,4,4,4,1-6240,20,11,1-6240,698,59,1,125,1149.7621160149574,1.6472236619125464
423,423,423,423,423,423,423,423,423,1-7122,13,20,1-7122,197,16,0,198,159.76719176769257,0.8110009734400638
399,399,399,399,399,399,399,399,399,MLG60,15,5,MLG60,47,26,0,8,31.808775424957275,0.6767824558501548
385,385,385,385,385,385,385,385,385,1-6974,19,22,1-6974,207,0,0,186,135.05402863025665,0.6524349209191143
470,470,470,470,470,470,470,470,470,1-1204,2,15,1-1204,39,16,0,11,23.987066209316254,0.6150529797260578
394,394,394,394,394,394,394,394,394,1-2423,3,18,1-2423,79,15,0,42,45.496070981025696,0.5758996326712114
91,91,91,91,91,91,91,91,91,72-12171,14,11,72-12171,19,7,0,5,10.630484640598297,0.5594991916104367
268,268,268,268,268,268,268,268,268,MLG44,14,7,MLG44,59,22,0,14,32.16535699367523,0.5451755422656819
526,526,526,526,526,526,526,526,526,1-5002,11,6,1-5002,45,7,0,23,23.700229346752167,0.5266717632611593
300,300,300,300,300,300,300,300,300,1-4020,17,12,1-4020,37,10,0,13,19.439260065555573,0.5253854071771776
166,166,166,166,166,166,166,166,166,MLG40,14,7,MLG40,51,19,0,10,26.260969281196594,0.5149209662979725
234,234,234,234,234,234,234,234,234,MLG29,11,6,MLG29,164,39,0,60,82.56581568717957,0.5034500956535339
485,485,485,485,485,485,485,485,485,1-5980,8,6,1-5980,29,5,0,13,14.439260065555573,0.4979055195019163
345,345,345,345,345,345,345,345,345,1-1131,3,18,1-1131,138,40,0,38,67.59168326854706,0.4897948062938193
346,346,346,346,346,346,346,346,346,MLG32,14,7,MLG32,52,13,0,17,25.34364777803421,0.4873778418852733
251,251,251,251,251,251,251,251,251,1-7268,6,16,1-7268,70,21,0,17,33.34364777803421,0.4763378254004887
199,199,199,199,199,199,199,199,199,MLG39,8,14,MLG39,23,8,0,4,10.904387712478638,0.4741038135860277
443,443,443,443,443,443,443,443,443,1-3447,8,14,1-3447,110,38,0,19,51.79584163427353,0.4708712875843048
404,404,404,404,404,404,404,404,404,1-4682,16,12,1-4682,16,6,0,2,7.452193856239319,0.46576211601495743
488,488,488,488,488,488,488,488,488,1-11350,2,15,1-11350,100,26,0,27,45.604617059230804,0.45604617059230806
281,281,281,281,281,281,281,281,281,1-9995,13,20,1-9995,24,0,0,15,10.891453921794891,0.45381058007478714
127,127,127,127,127,127,127,127,127,1-9643,2,15,1-9643,8,0,0,5,3.630484640598297,0.45381058007478714
285,285,285,285,285,285,285,285,285,1-18615,8,14,1-18615,22,7,0,4,9.904387712478638,0.4501994414763017
209,209,209,209,209,209,209,209,209,1-9938,15,8,1-9938,55,8,0,23,24.700229346752167,0.4490950790318576
426,426,426,426,426,426,426,426,426,1-4355,18,10,1-4355,49,14,0,11,21.987066209316254,0.4487156369248215
457,457,457,457,457,457,457,457,457,1-8503,11,20,1-8503,16,5,0,3,7.178290784358978,0.44864317402243614
318,318,318,318,318,318,318,318,318,1-2324,15,5,1-2324,25,9,0,3,11.178290784358978,0.44713163137435913
322,322,322,322,322,322,322,322,322,1-0296,18,10,1-0296,41,11,0,10,18.260969281196594,0.44538949466333155
171,171,171,171,171,171,171,171,171,1-8100,7,9,1-8100,19,7,0,2,8.452193856239319,0.44485230822312205
169,169,169,169,169,169,169,169,169,1-9606,2,15,1-9606,16,2,0,7,7.082678496837616,0.442667406052351
63,63,63,63,63,63,63,63,63,1-7066,3,18,1-7066,23,8,0,3,10.178290784358978,0.44253438192865124
138,138,138,138,138,138,138,138,138,1-5515,2,15,1-5515,29,7,0,8,12.808775424957275,0.44168191120542327
483,483,483,483,483,483,483,483,483,1-9491,20,11,1-9491,80,25,0,14,35.16535699367523,0.4395669624209404
473,473,473,473,473,473,473,473,473,1-9452,3,18,1-9452,16,4,0,4,6.904387712478638,0.43152423202991486
560,560,560,560,560,560,560,560,560,1-0027,11,6,1-0027,29,3,0,13,12.439260065555573,0.42894000226053697
434,434,434,434,434,434,434,434,434,MLG59,17,12,MLG59,71,21,0,13,30.439260065555573,0.42872197275430385
499,499,499,499,499,499,499,499,499,1-8627,20,11,1-8627,25,2,0,12,10.713163137435913,0.42852652549743653
498,498,498,498,498,498,498,498,498,1-19915,14,7,1-19915,62,22,0,6,26.356581568717957,0.4251061543341606
384,384,384,384,384,384,384,384,384,1-9270,12,4,1-9270,128,21,0,46,54.40045869350433,0.4250035835430026
347,347,347,347,347,347,347,347,347,1-8188,16,17,1-8188,140,10,0,67,58.64849418401718,0.4189178156001227
313,313,313,313,313,313,313,313,313,1-7521,1,13,1-7521,10,2,0,3,4.178290784358978,0.41782907843589784
353,353,353,353,353,353,353,353,353,MLG50,7,9,MLG50,319,109,0,33,132.96119862794876,0.41680626529137543
217,217,217,217,217,217,217,217,217,1-9630,7,17,1-9630,33,10,0,5,13.630484640598297,0.4130449891090393
552,552,552,552,552,552,552,552,552,MLG46,7,9,MLG46,17,7,0,0,7.0,0.4117647058823529
378,378,378,378,378,378,378,378,378,1-6561,12,4,1-6561,65,10,0,23,26.700229346752167,0.4107727591808026
143,143,143,143,143,143,143,143,143,1-8928,16,17,1-8928,39,10,0,8,15.808775424957275,0.40535321602454555
448,448,448,448,448,448,448,448,448,1-3106,6,16,1-3106,34,10,0,5,13.630484640598297,0.4008966070764205
123,123,123,123,123,123,123,123,123,MLG55,1,13,MLG55,92,18,0,26,36.878520131111145,0.4008534796859907
332,332,332,332,332,332,332,332,332,MLG78,20,11,MLG78,80,24,0,11,31.987066209316254,0.39983832761645316
162,162,162,162,162,162,162,162,162,1-8067,10,8,1-8067,322,40,0,122,128.58382523059845,0.39932864978446725
153,153,153,153,153,153,153,153,153,1-1350,20,11,1-1350,195,41,0,50,77.30484640598297,0.39643510977427165
298,298,298,298,298,298,298,298,298,1-7019,20,11,1-7019,107,12,0,41,41.769974052906036,0.39037358927949567
364,364,364,364,364,364,364,364,364,1-7682,20,11,1-7682,141,23,0,44,54.948264837265015,0.38970400593804977
466,466,466,466,466,466,466,466,466,1-5981,3,18,1-5981,28,8,0,4,10.904387712478638,0.3894424183028085
13,13,13,13,13,13,13,13,13,1-9805,16,17,1-9805,26,5,0,7,10.082678496837616,0.3877953268014468
17,17,17,17,17,17,17,17,17,1-18603,16,17,1-18603,19,3,0,6,7.3565815687179565,0.38718850361673457
537,537,537,537,537,537,537,537,537,1-4494,20,11,1-4494,16,4,0,3,6.178290784358978,0.38614317402243614
414,414,414,414,414,414,414,414,414,1-8285,8,14,1-8285,72,19,0,12,27.713163137435913,0.3849050435754988
237,237,237,237,237,237,237,237,237,1-9667,13,20,1-9667,14,1,0,6,5.3565815687179565,0.38261296919413973
24,24,24,24,24,24,24,24,24,1-7140,16,17,1-7140,397,40,0,154,151.81892693042755,0.3824154330741248
161,161,161,161,161,161,161,161,161,MLG41,14,7,MLG41,66,15,0,14,25.165356993675232,0.38129328778295807
74,74,74,74,74,74,74,74,74,1-8124,16,17,1-8124,18,1,0,8,6.808775424957275,0.3782653013865153
557,557,557,557,557,557,557,557,557,1-9806,8,14,1-9806,8,3,0,0,3.0,0.375
452,452,452,452,452,452,452,452,452,1-8529,15,5,1-8529,56,5,0,22,20.974132418632507,0.3745380789041519
484,484,484,484,484,484,484,484,484,MLG31,6,16,MLG31,33,8,0,6,12.356581568717957,0.37444186571872595
411,411,411,411,411,411,411,411,411,MLG15,8,14,MLG15,105,21,0,25,39.152423202991486,0.3728802209808713
205,205,205,205,205,205,205,205,205,1-8018,16,17,1-8018,58,10,0,16,21.61755084991455,0.372716393964044
206,206,206,206,206,206,206,206,206,1-9752,1,7,1-9752,22,6,0,3,8.178290784358978,0.3717404901981354
122,122,122,122,122,122,122,122,122,MLG42,20,11,MLG42,14,3,0,3,5.178290784358978,0.36987791316849844
214,214,214,214,214,214,214,214,214,1-0053,11,6,1-0053,142,16,0,50,52.30484640598297,0.36834398877452795
327,327,327,327,327,327,327,327,327,P-16616,8,14,P-16616,28,3,0,10,10.260969281196594,0.3664631886141641
331,331,331,331,331,331,331,331,331,MLG75,15,5,MLG75,185,55,0,17,67.34364777803421,0.36401971771910385
403,403,403,403,403,403,403,403,403,1-1770,7,9,1-1770,35,12,0,1,12.72609692811966,0.3636027693748474
218,218,218,218,218,218,218,218,218,1-9416,9,19,1-9416,13,4,0,1,4.726096928119659,0.36354591754766613
278,278,278,278,278,278,278,278,278,1-10762,18,10,1-10762,6,0,0,3,2.1782907843589783,0.3630484640598297
527,527,527,527,527,527,527,527,527,1-5531,13,20,1-5531,8,0,0,4,2.9043877124786377,0.3630484640598297
508,508,508,508,508,508,508,508,508,1-8532,3,18,1-8532,4,0,0,2,1.4521938562393188,0.3630484640598297
550,550,550,550,550,550,550,550,550,1-19568,18,10,1-19568,2,0,0,1,0.7260969281196594,0.3630484640598297
561,561,561,561,561,561,561,561,561,1-9455,6,16,1-9455,2,0,0,1,0.7260969281196594,0.3630484640598297
519,519,519,519,519,519,519,519,519,1-4926,16,17,1-4926,4,0,0,2,1.4521938562393188,0.3630484640598297
329,329,329,329,329,329,329,329,329,1-1317,10,8,1-1317,414,39,0,153,150.0928300023079,0.36254306763842487
201,201,201,201,201,201,201,201,201,1-9902,1,13,1-9902,30,5,0,8,10.808775424957275,0.3602925141652425
392,392,392,392,392,392,392,392,392,1-9609,11,1,1-9609,25,9,0,0,9.0,0.36
356,356,356,356,356,356,356,356,356,1-9761,6,16,1-9761,35,6,0,9,12.534872353076935,0.35813921008791244
253,253,253,253,253,253,253,253,253,1-4649,18,10,1-4649,244,38,0,68,87.37459111213684,0.35809258652515097
279,279,279,279,279,279,279,279,279,MLG43,1,1,MLG43,14,5,0,0,5.0,0.35714285714285715
514,514,514,514,514,514,514,514,514,1-11206,4,1,1-11206,14,5,0,0,5.0,0.35714285714285715
536,536,536,536,536,536,536,536,536,1-9971,18,10,1-9971,15,1,0,6,5.3565815687179565,0.3571054379145304
90,90,90,90,90,90,90,90,90,1-19222,7,9,1-19222,15,1,0,6,5.3565815687179565,0.3571054379145304
259,259,259,259,259,259,259,259,259,1-3596,18,10,1-3596,223,28,0,71,79.55288189649582,0.35673938070177497
369,369,369,369,369,369,369,369,369,1-6594,3,18,1-6594,70,22,0,4,24.904387712478638,0.3557769673211234
102,102,102,102,102,102,102,102,102,1-3564,2,15,1-3564,41,8,0,9,14.534872353076935,0.3545090817823643
396,396,396,396,396,396,396,396,396,1-9963,12,4,1-9963,116,12,0,40,41.04387712478638,0.3538265269378136
328,328,328,328,328,328,328,328,328,1-9497,11,6,1-9497,150,16,0,51,53.03094333410263,0.35353962222735086
450,450,450,450,450,450,450,450,450,1-2297,10,8,1-2297,25,3,0,8,8.808775424957275,0.352351016998291
97,97,97,97,97,97,97,97,97,1-9237,7,9,1-9237,38,9,0,6,13.356581568717957,0.35148898865047257
155,155,155,155,155,155,155,155,155,1-9447,12,4,1-9447,7,1,0,2,2.452193856239319,0.3503134080341884
465,465,465,465,465,465,465,465,465,1-5913,20,11,1-5913,14,2,0,4,4.904387712478638,0.3503134080341884
264,264,264,264,264,264,264,264,264,P-0009,3,18,P-0009,7,1,0,2,2.452193856239319,0.3503134080341884
528,528,528,528,528,528,528,528,528,1-6718,14,7,1-6718,20,7,0,0,7.0,0.35
365,365,365,365,365,365,365,365,365,MLG48,8,14,MLG48,159,20,0,49,55.57874947786331,0.3495518835085743
302,302,302,302,302,302,302,302,302,MLG51,13,20,MLG51,248,43,0,60,86.56581568717957,0.34905570841604666
350,350,350,350,350,350,350,350,350,1-2282,8,14,1-2282,219,40,0,50,76.30484640598297,0.3484239561917031
3,3,3,3,3,3,3,3,3,1-8222,1,13,1-8222,12,2,0,3,4.178290784358978,0.34819089869658154
193,193,193,193,193,193,193,193,193,1-9553,9,19,1-9553,23,8,0,0,8.0,0.34782608695652173
62,62,62,62,62,62,62,62,62,1-9818,3,18,1-9818,28,9,0,1,9.72609692811966,0.3473606045757021
504,504,504,504,504,504,504,504,504,1-5425,14,7,1-5425,17,3,0,4,5.904387712478638,0.3473169242634493
339,339,339,339,339,339,339,339,339,1-3523,2,15,1-3523,543,84,0,144,188.55795764923096,0.3472522240317329
400,400,400,400,400,400,400,400,400,1-18709,11,6,1-18709,33,2,0,13,11.439260065555573,0.3466442444107749
106,106,106,106,106,106,106,106,106,MLG69,18,10,MLG69,576,107,0,127,199.21430987119675,0.3458581768597166
416,416,416,416,416,416,416,416,416,1-18203,4,1,1-18203,29,10,0,0,10.0,0.3448275862068966
355,355,355,355,355,355,355,355,355,1-9498,12,4,1-9498,64,1,0,29,22.056810915470123,0.3446376705542207
558,558,558,558,558,558,558,558,558,1-0055,20,11,1-0055,18,4,0,3,6.178290784358978,0.34323837690883213
128,128,128,128,128,128,128,128,128,1-19286,13,20,1-19286,40,5,0,12,13.713163137435913,0.3428290784358978
341,341,341,341,341,341,341,341,341,1-0031,2,15,1-0031,13,3,0,2,4.452193856239319,0.3424764504799476
427,427,427,427,427,427,427,427,427,1-9379,8,14,1-9379,58,11,0,12,19.713163137435913,0.33988212305923987
395,395,395,395,395,395,395,395,395,1-6787,18,10,1-6787,56,3,0,22,18.974132418632507,0.3388237931898662
145,145,145,145,145,145,145,145,145,MLG06,12,4,MLG06,18,1,0,7,6.082678496837616,0.33792658315764534
191,191,191,191,191,191,191,191,191,1-8328,2,15,1-8328,114,21,0,24,38.426326274871826,0.3370730374988757
240,240,240,240,240,240,240,240,240,MLG33,8,14,MLG33,20,6,0,1,6.726096928119659,0.33630484640598296
305,305,305,305,305,305,305,305,305,1-7866,2,15,1-7866,318,32,0,103,106.78798359632492,0.3358112691708331
190,190,190,190,190,190,190,190,190,1-2382,8,14,1-2382,139,27,0,27,46.604617059230804,0.3352850148146101
208,208,208,208,208,208,208,208,208,1-10468,10,8,1-10468,549,67,0,161,183.90160542726517,0.33497560187115694
154,154,154,154,154,154,154,154,154,1-18994,2,15,1-18994,28,5,0,6,9.356581568717957,0.33416362745421274
506,506,506,506,506,506,506,506,506,1-6227,14,7,1-6227,52,5,0,17,17.34364777803421,0.3335316880391194
539,539,539,539,539,539,539,539,539,1-9436,6,16,1-9436,21,7,0,0,7.0,0.3333333333333333
438,438,438,438,438,438,438,438,438,MLG10,17,5,MLG10,60,12,0,11,19.987066209316254,0.3331177701552709
103,103,103,103,103,103,103,103,103,1-8820,6,16,1-8820,83,16,0,16,27.61755084991455,0.3327415765049946
14,14,14,14,14,14,14,14,14,1-6098,11,6,1-6098,1327,150,0,399,439.7126743197441,0.3313584584172902
446,446,446,446,446,446,446,446,446,1-3534,9,19,1-3534,279,67,0,35,92.41339248418808,0.3312307974343659
516,516,516,516,516,516,516,516,516,1-5036,11,6,1-5036,14,1,0,5,4.630484640598297,0.33074890289987835
294,294,294,294,294,294,294,294,294,1-3509,16,13,1-3509,35,5,0,9,11.534872353076935,0.32956778151648386
358,358,358,358,358,358,358,358,358,1-9831,10,8,1-9831,132,2,0,57,43.38752490282059,0.3286933704759135
398,398,398,398,398,398,398,398,398,1-0303,16,17,1-0303,212,18,0,71,69.55288189649582,0.3280796315872444
312,312,312,312,312,312,312,312,312,1-3108,20,11,1-3108,18,3,0,4,5.904387712478638,0.3280215395821465
241,241,241,241,241,241,241,241,241,1-19448,16,17,1-19448,45,6,0,12,14.713163137435913,0.32695918083190917
144,144,144,144,144,144,144,144,144,1-7744,17,12,1-7744,37,7,0,7,12.082678496837616,0.3265588782929085
270,270,270,270,270,270,270,270,270,1-1390,8,14,1-1390,98,18,0,19,31.79584163427353,0.324447363615036
429,429,429,429,429,429,429,429,429,1-6693,11,6,1-6693,98,10,0,30,31.782907843589783,0.3243153861590794
405,405,405,405,405,405,405,405,405,1-3104,18,10,1-3104,16,3,0,3,5.178290784358978,0.32364317402243614
221,221,221,221,221,221,221,221,221,1-8023,9,19,1-8023,16,3,0,3,5.178290784358978,0.32364317402243614
272,272,272,272,272,272,272,272,272,1-1570,12,4,1-1570,142,18,0,38,45.59168326854706,0.3210681920320215
486,486,486,486,486,486,486,486,486,1-8678,2,15,1-8678,17,4,0,2,5.452193856239319,0.3207172856611364
562,562,562,562,562,562,562,562,562,1-0003,20,11,1-0003,17,4,0,2,5.452193856239319,0.3207172856611364
430,430,430,430,430,430,430,430,430,1-3141,12,4,1-3141,136,8,0,49,43.57874947786331,0.3204319814548773
375,375,375,375,375,375,375,375,375,MLG14,3,18,MLG14,232,54,0,28,74.33071398735046,0.3203910085661658
174,174,174,174,174,174,174,174,174,MLG38,8,14,MLG38,77,18,0,9,24.534872353076935,0.318634705884116
266,266,266,266,266,266,266,266,266,1-2103,12,4,1-2103,26,1,0,10,8.260969281196594,0.31772958773833054
149,149,149,149,149,149,149,149,149,MLG58,13,20,MLG58,71,5,0,24,22.426326274871826,0.3158637503503074
311,311,311,311,311,311,311,311,311,1-20578,2,15,1-20578,19,6,0,0,6.0,0.3157894736842105
295,295,295,295,295,295,295,295,295,1-3639,10,4,1-3639,17,1,0,6,5.3565815687179565,0.3150930334539974
387,387,387,387,387,387,387,387,387,1-10539,20,11,1-10539,63,14,0,8,19.808775424957275,0.31442500674535356
236,236,236,236,236,236,236,236,236,1-7024,16,17,1-7024,498,57,0,136,155.74918222427368,0.3127493618961319
73,73,73,73,73,73,73,73,73,1-5355,12,4,1-5355,53,2,0,20,16.52193856239319,0.31173468985647523
547,547,547,547,547,547,547,547,547,MLG67,16,17,MLG67,27,4,0,6,8.356581568717957,0.30950302106362804
