Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
99,99,99,99,99,99,1-8826,11,1-8826,14,123,16,0,16,28.16270224750042,0.22896505892276764
310,310,310,310,310,310,1-10071,18,1-10071,21,30,0,0,9,6.841520014218986,0.22805066714063288
208,208,208,208,208,208,1-5355,18,1-5355,21,53,6,0,8,12.08135112375021,0.22795002120283414
149,149,149,149,149,149,1-5877,18,1-5877,21,79,2,0,21,17.9635466998443,0.2273866670866367
156,156,156,156,156,156,1-2294,11,1-2294,8,75,4,0,17,16.922871137969196,0.22563828183958928
84,84,84,84,84,84,1-2382,20,1-2382,10,139,13,0,24,31.24405337125063,0.22477736238309806
233,233,233,233,233,233,1-3587,10,1-3587,5,46,5,0,7,10.321182233281434,0.22437352681046593
351,351,351,351,351,351,1-2324,10,1-2324,5,25,1,0,6,5.561013342812657,0.2224405337125063
303,303,303,303,303,303,1-18714,8,1-18714,2,32,1,0,8,7.08135112375021,0.22129222261719406
417,417,417,417,417,417,1-5425,4,1-5425,8,17,3,0,1,3.7601688904687762,0.22118640532169273
76,76,76,76,76,76,1-2335,15,1-2335,17,145,13,0,25,32.004222261719406,0.22071877421875452
150,150,150,150,150,150,1-3083,20,1-3083,4,78,2,0,20,17.203377809375525,0.2205561257612247
503,503,503,503,503,503,1-5531,13,1-5531,17,8,1,0,1,1.7601688904687762,0.22002111130859703
261,261,261,261,261,261,1-5214,10,1-5214,5,40,5,0,5,8.800844452343881,0.22002111130859703
505,505,505,505,505,505,1-9855,16,1-9855,6,8,1,0,1,1.7601688904687762,0.22002111130859703
510,510,510,510,510,510,1-10444,15,1-10444,17,8,1,0,1,1.7601688904687762,0.22002111130859703
184,184,184,184,184,184,1-2701,15,1-2701,17,61,5,0,11,13.361857795156538,0.21904684910092687
272,272,272,272,272,272,1-19229,22,1-19229,13,38,3,0,7,8.321182233281434,0.21897847982319563
72,72,72,72,72,72,1-9497,5,1-9497,11,150,7,0,34,32.84574227593839,0.2189716151729226
386,386,386,386,386,386,1-4855,20,1-4855,12,22,1,0,5,4.800844452343881,0.21822020237926731
36,36,36,36,36,36,MLG64,22,MLG64,13,245,29,0,32,53.32540449500084,0.21765471222449323
60,60,60,60,60,60,1-3068,10,1-3068,5,180,11,0,37,39.12624894734472,0.21736804970747067
512,512,512,512,512,512,1-5799,18,1-5799,21,7,0,0,2,1.5203377809375525,0.2171911115625075
511,511,511,511,511,511,1-3033,9,1-3033,4,7,0,0,2,1.5203377809375525,0.2171911115625075
515,515,515,515,515,515,1-3646,5,1-3646,11,7,0,0,2,1.5203377809375525,0.2171911115625075
514,514,514,514,514,514,P-0009,15,P-0009,17,7,0,0,2,1.5203377809375525,0.2171911115625075
95,95,95,95,95,95,1-5626,18,1-5626,21,125,4,0,30,26.805066714063287,0.2144405337125063
400,400,400,400,400,400,1-8646,13,1-8646,16,20,2,0,3,4.280506671406329,0.21402533357031645
161,161,161,161,161,161,1-8285,20,1-8285,10,72,4,0,15,15.402533357031643,0.21392407440321726
169,169,169,169,169,169,1-7268,20,1-7268,4,70,2,0,17,14.922871137969196,0.21318387339955994
350,350,350,350,350,350,1-9609,1,1-9609,1,25,0,0,7,5.321182233281434,0.21284728933125735
269,269,269,269,269,269,1-8551,7,1-8551,14,38,2,0,8,8.08135112375021,0.21266713483553185
462,462,462,462,462,462,1-4052,17,1-4052,20,13,2,0,1,2.7601688904687762,0.21232068388221356
217,217,217,217,217,217,1-9770,17,1-9770,20,50,3,0,10,10.601688904687762,0.21203377809375523
206,206,206,206,206,206,1-8544,5,1-8544,11,54,0,0,15,11.402533357031643,0.21115802513021562
45,45,45,45,45,45,1-3596,17,1-3596,20,223,31,0,21,46.9635466998443,0.21059886412486234
230,230,230,230,230,230,1-9345,20,1-9345,10,47,0,0,13,9.882195576094091,0.21025948034242747
190,190,190,190,190,190,1-7819,9,1-7819,4,59,1,0,15,12.402533357031643,0.21021242978019736
473,473,473,473,473,473,1-5161,9,1-5161,4,12,1,0,2,2.5203377809375525,0.2100281484114627
55,55,55,55,55,55,1-1462,7,1-1462,14,192,14,0,34,39.84574227593839,0.20752990768717913
134,134,134,134,134,134,1-8659,6,1-8659,12,91,12,0,9,18.841520014218986,0.20704967048592293
235,235,235,235,235,235,1-1989,4,1-1989,4,46,8,0,2,9.520337780937552,0.20696386480299028
125,125,125,125,125,125,1-1390,17,1-1390,20,98,18,0,3,20.28050667140633,0.20694394562659518
162,162,162,162,162,162,1-7614,12,1-7614,18,72,8,0,9,14.841520014218986,0.20613222241970813
338,338,338,338,338,338,1-3589,6,1-3589,12,27,1,0,6,5.561013342812657,0.20596345714120953
345,345,345,345,345,345,1-3584,18,1-3584,21,26,3,0,3,5.280506671406329,0.20309641043870494
214,214,214,214,214,214,1-8450,13,1-8450,16,52,9,0,2,10.520337780937552,0.20231418809495294
262,262,262,262,262,262,1-8172,11,1-8172,19,40,2,0,8,8.08135112375021,0.20203377809375525
19,19,19,19,19,19,1-7863,14,1-7863,15,351,23,0,63,70.8906400995329,0.20196763561120484
176,176,176,176,176,176,1-6561,18,1-6561,21,65,4,0,12,13.122026685625315,0.20187733362500485
286,286,286,286,286,286,1-1770,16,1-1770,4,35,4,0,4,7.040675561875105,0.2011621589107173
148,148,148,148,148,148,1-0278,11,1-0278,19,79,6,0,13,15.882195576094091,0.20104045033030496
78,78,78,78,78,78,1-1570,18,1-1570,21,142,14,0,19,28.44320891890675,0.20030428816131512
533,533,533,533,533,533,1-3217,21,1-3217,14,5,1,0,0,1.0,0.2
31,31,31,31,31,31,1-9156,15,1-9156,17,268,33,0,27,53.52456004265696,0.1997185076218543
229,229,229,229,229,229,1-18423,3,1-18423,8,47,1,0,11,9.361857795156538,0.19918846372673485
211,211,211,211,211,211,1-8042,12,1-8042,18,52,5,0,7,10.321182233281434,0.19848427371695065
228,228,228,228,228,228,MLG60,10,MLG60,5,47,4,0,7,9.321182233281434,0.1983230262400305
2,2,2,2,2,2,1-6240,9,1-6240,4,698,35,0,134,136.86263132281601,0.1960782683707966
410,410,410,410,410,410,1-3108,13,1-3108,16,18,2,0,2,3.5203377809375525,0.19557432116319737
247,247,247,247,247,247,1-6734,14,1-6734,15,44,1,0,10,8.601688904687762,0.1954929296519946
146,146,146,146,146,146,MLG78,11,MLG78,19,80,8,0,10,15.601688904687762,0.19502111130859703
384,384,384,384,384,384,1-0358,15,1-0358,17,22,2,0,3,4.280506671406329,0.19456848506392402
218,218,218,218,218,218,1-9610,17,1-9610,20,49,8,0,2,9.520337780937552,0.19429260777423576
222,222,222,222,222,222,1-8705,14,1-8705,5,48,4,0,7,9.321182233281434,0.19419129652669653
467,467,467,467,467,467,1-0031,9,1-0031,4,13,1,0,2,2.5203377809375525,0.19387213699519634
325,325,325,325,325,325,1-9338,9,1-9338,6,29,4,0,2,5.5203377809375525,0.1903564752047432
542,542,542,542,542,542,1-8093,5,1-8093,11,4,0,0,1,0.7601688904687762,0.19004222261719406
545,545,545,545,545,545,1-4926,1,1-4926,11,4,0,0,1,0.7601688904687762,0.19004222261719406
475,475,475,475,475,475,1-4499,18,1-4499,21,12,0,0,3,2.2805066714063287,0.19004222261719406
434,434,434,434,434,434,1-4149,14,1-4149,15,16,0,0,4,3.040675561875105,0.19004222261719406
541,541,541,541,541,541,1-8532,1,1-8532,1,4,0,0,1,0.7601688904687762,0.19004222261719406
365,365,365,365,365,365,1-8590,13,1-8590,16,24,3,0,2,4.5203377809375525,0.18834740753906468
441,441,441,441,441,441,1-9997,4,1-9997,11,16,3,0,0,3.0,0.1875
438,438,438,438,438,438,1-5163,17,1-5163,20,16,3,0,0,3.0,0.1875
371,371,371,371,371,371,1-6035,18,1-6035,21,23,2,0,3,4.280506671406329,0.18610898571331863
294,294,294,294,294,294,1-3106,5,1-3106,11,34,1,0,7,6.321182233281434,0.18591712450827746
202,202,202,202,202,202,1-6787,5,1-6787,11,56,2,0,11,10.361857795156538,0.18503317491350962
274,274,274,274,274,274,1-7744,1,1-7744,1,37,0,0,9,6.841520014218986,0.18490594633024288
79,79,79,79,79,79,1-0129,18,1-0129,21,142,8,0,24,26.24405337125063,0.18481727726232838
172,172,172,172,172,172,1-6900,14,1-6900,15,67,7,0,7,12.321182233281434,0.1838982422877826
306,306,306,306,306,306,1-1972,8,1-1972,2,32,2,0,5,5.800844452343881,0.18127638913574629
164,164,164,164,164,164,72-0103,7,72-0103,14,71,9,0,5,12.800844452343881,0.1802935838358293
87,87,87,87,87,87,1-3141,18,1-3141,21,136,10,0,19,24.44320891890675,0.17972947734490255
132,132,132,132,132,132,MLG55,17,MLG55,20,92,15,0,2,16.520337780937552,0.17956888892323428
33,33,33,33,33,33,1-6296,1,1-6296,1,254,0,0,60,45.610133428126574,0.1795674544414432
38,38,38,38,38,38,1-4649,6,1-4649,12,244,24,0,26,43.76439115218818,0.17936225882044338
18,18,18,18,18,18,MLG63,13,MLG63,16,380,20,0,63,67.8906400995329,0.17865957920929712
295,295,295,295,295,295,1-1942,6,1-1942,12,34,3,0,4,6.040675561875105,0.17766692829044425
316,316,316,316,316,316,1-8181,5,1-8181,11,30,0,0,7,5.321182233281434,0.17737274110938112
25,25,25,25,25,25,1-18028,9,1-18028,4,309,6,0,64,54.65080899000168,0.17686345951456853
250,250,250,250,250,250,1-18234,1,1-18234,1,43,0,0,10,7.601688904687762,0.1767834628997154
420,420,420,420,420,420,1-8678,12,1-8678,6,17,3,0,0,3.0,0.17647058823529413
258,258,258,258,258,258,1-17758,8,1-17758,8,40,4,0,4,7.040675561875105,0.17601688904687762
392,392,392,392,392,392,MLG33,17,MLG33,20,20,2,0,2,3.5203377809375525,0.17601688904687762
397,397,397,397,397,397,1-9839,18,1-9839,21,20,2,0,2,3.5203377809375525,0.17601688904687762
493,493,493,493,493,493,1-0033,6,1-0033,6,10,1,0,1,1.7601688904687762,0.17601688904687762
466,466,466,466,466,466,1-9416,24,1-9416,7,13,0,0,3,2.2805066714063287,0.17542359010817912
460,460,460,460,460,460,1-20791,20,1-20791,10,13,0,0,3,2.2805066714063287,0.17542359010817912
7,7,7,7,7,7,MLG69,11,MLG69,19,576,47,0,70,100.21182233281434,0.17397885821669157
224,224,224,224,224,224,1-9277,20,1-9277,14,48,3,0,7,8.321182233281434,0.1733579631933632
381,381,381,381,381,381,1-9752,1,1-9752,1,22,0,0,5,3.800844452343881,0.17276565692472187
248,248,248,248,248,248,1-6217,3,1-6217,8,44,0,0,10,7.601688904687762,0.17276565692472187
379,379,379,379,379,379,1-7182,10,1-7182,5,22,0,0,5,3.800844452343881,0.17276565692472187
436,436,436,436,436,436,1-9115,10,1-9115,5,16,2,0,1,2.7601688904687762,0.17251055565429851
328,328,328,328,328,328,1-9110,8,1-9110,2,29,5,0,0,5.0,0.1724137931034483
107,107,107,107,107,107,MLG37,20,MLG37,10,116,4,0,21,19.9635466998443,0.17209954051589915
106,106,106,106,106,106,1-9963,18,1-9963,21,116,7,0,17,19.922871137969196,0.1717488891204241
13,13,13,13,13,13,1-1258,14,1-1258,15,435,23,0,68,74.69148455187678,0.1717045621882225
287,287,287,287,287,287,1-2596,8,1-2596,2,35,6,0,0,6.0,0.17142857142857143
377,377,377,377,377,377,1-9892,15,1-9892,17,22,3,0,1,3.7601688904687762,0.17091676774858075
66,66,66,66,66,66,MLG48,21,MLG48,6,159,27,0,0,27.0,0.16981132075471697
236,236,236,236,236,236,1-9794,15,1-9794,17,46,4,0,5,7.800844452343881,0.16958357505095395
177,177,177,177,177,177,1-9498,17,1-9498,20,64,4,0,9,10.841520014218986,0.16939875022217166
415,415,415,415,415,415,1-9465,5,1-9465,11,18,0,0,4,3.040675561875105,0.1689264201041725
189,189,189,189,189,189,MLG10,8,MLG10,6,60,7,0,4,10.040675561875105,0.1673445926979184
375,375,375,375,375,375,1-7213,1,1-7213,1,23,0,0,5,3.800844452343881,0.165254106623647
304,304,304,304,304,304,1-1592,22,1-1592,13,32,3,0,3,5.280506671406329,0.16501583348144777
3,3,3,3,3,3,1-6181,1,1-6181,1,659,0,0,143,108.704151337035,0.16495318867531866
101,101,101,101,101,101,1-18371,15,1-18371,17,120,12,0,10,19.601688904687762,0.16334740753906468
454,454,454,454,454,454,1-5913,1,1-5913,1,14,0,0,3,2.2805066714063287,0.1628933336718806
450,450,450,450,450,450,1-11206,18,1-11206,21,14,0,0,3,2.2805066714063287,0.1628933336718806
244,244,244,244,244,244,1-19448,9,1-19448,4,45,2,0,7,7.321182233281434,0.1626929385173652
355,355,355,355,355,355,1-4747,18,1-4747,21,25,1,0,4,4.040675561875105,0.16162702247500418
265,265,265,265,265,265,1-1204,17,1-1204,20,39,4,0,3,6.280506671406329,0.16103863260016227
193,193,193,193,193,193,1-8094,9,1-8094,4,58,4,0,7,9.321182233281434,0.1607100385048523
301,301,301,301,301,301,1-8400,4,1-8400,9,33,3,0,3,5.280506671406329,0.16001535367897965
237,237,237,237,237,237,1-8418,4,1-8418,9,46,2,0,7,7.321182233281434,0.15915613550611812
276,276,276,276,276,276,1-2573,13,1-2573,16,37,2,0,5,5.800844452343881,0.15677957979307786
173,173,173,173,173,173,1-1207,20,1-1207,10,66,1,0,12,10.122026685625315,0.15336404069129264
414,414,414,414,414,414,MLG06,17,MLG06,20,18,2,0,1,2.7601688904687762,0.15334271613715422
