Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-9444,6,11,1-9444,24,2,0,2,2.0558633022010326,0.08566097092504303
351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,1,22,1-19229,38,3,0,9,3.251384859904647,0.08556275947117492
456,456,456,456,456,456,456,456,456,456,456,456,456,456,1-8186,3,20,1-8186,26,2,0,8,2.2234532088041306,0.08551743110785118
480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,19,2,1-1005,125,10,0,24,10.670359626412392,0.08536287701129913
191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,18,20,1-8328,114,9,0,25,9.698291277512908,0.08507273050449919
430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,5,17,1-3141,136,10,0,56,11.564172461628914,0.08503067986491848
89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,1,22,1-18004,12,1,0,0,1.0,0.08333333333333333
449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,15,10,1-1935,12,1,0,0,1.0,0.08333333333333333
214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,19,2,1-0053,142,11,0,29,11.810017881914973,0.08316914001348573
314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,9,7,1-3139,93,7,0,25,7.698291277512908,0.08277732556465492
92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,11,15,1-7807,239,18,0,53,19.480377508327365,0.0815078556833781
446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,11,15,1-3534,279,21,0,59,22.647967414930463,0.08117551044777943
59,59,59,59,59,59,59,59,59,59,59,59,59,59,1-9331,10,14,1-9331,25,2,0,1,2.0279316511005163,0.08111726604402066
338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,13,9,1-6296,254,18,0,92,20.5697119012475,0.08098311772144685
39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,6,11,1-7467,64,5,0,6,5.167589906603098,0.0807435922906734
396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,5,17,1-9963,116,8,0,47,9.312787601724267,0.0802826517390023
357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,6,11,1-4760,40,3,0,7,3.1955215577036142,0.07988803894259036
379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,9,7,1-4640,87,6,0,33,6.9217444863170385,0.07956028145191998
265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,18,13,1-11330,14,1,0,4,1.1117266044020653,0.07940904317157609
341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,4,18,1-0031,13,1,0,1,1.0279316511005163,0.07907166546927048
358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,12,4,1-9831,132,9,0,51,10.424514206126332,0.07897359247065404
421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,18,13,1-8398,54,4,0,7,4.195521557703614,0.07769484366117804
329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,12,4,1-1317,414,28,0,148,32.133884362876415,0.07761807817119908
170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,5,17,1-5043,123,8,0,55,9.536240810528398,0.07753041309372681
333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,14,18,1-11329,14,1,0,3,1.083794953301549,0.07741392523582492
237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,13,9,1-9667,14,1,0,3,1.083794953301549,0.07741392523582492
64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,12,4,1-9674,144,10,0,39,11.089334392920136,0.07700926661750095
247,247,247,247,247,247,247,247,247,247,247,247,247,247,1-20467,17,12,1-20467,13,1,0,0,1.0,0.07692307692307693
305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,6,11,1-7866,318,20,0,158,24.41320087388158,0.07677107193044522
124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,10,14,1-8427,189,14,0,10,14.279316511005163,0.07555193921166753
22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,1,22,1-7995,14,1,0,2,1.0558633022010326,0.07541880730007376
526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,1,22,1-5002,45,3,0,13,3.363111464306712,0.07473581031792693
133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,6,11,1-8576,55,4,0,2,4.055863302201033,0.07374296913092787
173,173,173,173,173,173,173,173,173,173,173,173,173,173,1-9588,11,15,1-9588,14,1,0,1,1.0279316511005163,0.0734236893643226
306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,6,11,1-18377,14,1,0,1,1.0279316511005163,0.0734236893643226
223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,3,20,1-0205,34,2,0,16,2.446906417608261,0.07196783581200768
330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,9,7,1-4531,94,6,0,21,6.586564673110843,0.07006983694798768
438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,18,13,MLG10,60,4,0,7,4.195521557703614,0.06992535929506023
292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,6,17,1-9997,16,1,0,4,1.1117266044020653,0.06948291277512908
457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,11,15,1-8503,16,1,0,4,1.1117266044020653,0.06948291277512908
256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,9,7,1-9277,48,3,0,12,3.335179813206196,0.06948291277512908
184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,16,21,1-8074,145,10,0,1,10.027931651100516,0.0691581493179346
388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,1,22,MLG49,185,12,0,21,12.586564673110843,0.06803548471951806
248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,11,15,1-2400,49,3,0,11,3.3072481621056795,0.06749486045113631
378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,5,17,1-6561,65,4,0,13,4.363111464306712,0.0671247917585648
40,40,40,40,40,40,40,40,40,40,40,40,40,40,1-7722,11,15,1-7722,60,4,0,0,4.0,0.06666666666666667
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1-9185,10,14,1-9185,31,2,0,2,2.0558633022010326,0.06631817103874299
236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,1,1-7024,498,33,0,0,33.0,0.06626506024096386
428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,10,14,1-2701,61,4,0,1,4.027931651100516,0.06603166641148388
51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,12,4,1-9925,93,6,0,3,6.083794953301549,0.06541715003550053
359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,13,9,1-4417,151,9,0,31,9.865881184116006,0.06533696148421196
328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,19,2,1-9497,150,9,0,28,9.782086230814457,0.06521390820542972
209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,12,4,1-9938,55,3,0,21,3.5865646731108427,0.0652102667838335
80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,5,17,1-9115,16,1,0,1,1.0279316511005163,0.06424572819378227
522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,1,22,1-5282,17,1,0,3,1.083794953301549,0.06375264431185582
267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,13,9,1-6181,659,36,0,199,41.55839856900275,0.06306282028680235
406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,11,15,1-17907,119,7,0,17,7.474838068708777,0.06281376528326704
397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,13,9,1-9808,74,4,0,23,4.642427975311875,0.0627355131798902
326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,11,15,1-8826,123,7,0,25,7.698291277512908,0.06258773396351958
366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,20,5,1-5163,16,1,0,0,1.0,0.0625
272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,5,17,1-1570,142,8,0,25,8.698291277512908,0.06125557237685147
141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,2,19,MLG45,70,4,0,10,4.279316511005163,0.06113309301435947
383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,11,15,1-8551,38,2,0,11,2.3072481621056795,0.060717056897517885
461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,1,22,1-9651,38,2,0,11,2.3072481621056795,0.060717056897517885
474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,7,1,1-8400,33,2,0,0,2.0,0.06060606060606061
66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,3,20,1-7536,17,1,0,1,1.0279316511005163,0.06046656771179508
403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,17,22,1-1770,35,2,0,4,2.1117266044020653,0.060335045840059005
171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,11,15,1-8100,19,1,0,5,1.1396582555025816,0.05998201344750429
511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,6,17,1-9697,20,1,0,7,1.1955215577036142,0.05977607788518071
180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,5,17,1-0037,35,2,0,3,2.083794953301549,0.05953699866575854
453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,10,12,1-8397,51,3,0,1,3.0279316511005163,0.059371208845108166
26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-9907,17,12,1-9907,17,1,0,0,1.0,0.058823529411764705
276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-9495,2,17,1-9495,18,1,0,2,1.0558633022010326,0.058659072344501816
105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,7,1,1-1258,435,25,0,0,25.0,0.05747126436781609
494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,15,10,1-3265,19,1,0,3,1.083794953301549,0.057041839647449945
233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,18,13,MLG07,90,5,0,3,5.083794953301549,0.05648661059223943
70,70,70,70,70,70,70,70,70,70,70,70,70,70,1-2584,18,13,1-2584,36,2,0,1,2.0279316511005163,0.05633143475279212
303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,2,19,1-8157,75,4,0,8,4.2234532088041306,0.05631270945072174
268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,1,22,MLG44,59,3,0,11,3.3072481621056795,0.05605505359501152
460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,5,17,1-7993,24,1,0,12,1.3351798132061958,0.055632492216924824
34,34,34,34,34,34,34,34,34,34,34,34,34,34,1-6642,2,19,1-6642,36,2,0,0,2.0,0.05555555555555555
290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,9,7,1-8341,197,9,0,61,10.703830717131495,0.054334166076809624
102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,6,11,1-3564,41,2,0,8,2.2234532088041306,0.05423056606839343
37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,10,14,1-5508,38,2,0,2,2.0558633022010326,0.0541016658473956
390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,16,21,MLG64,245,12,0,32,12.893812835216522,0.05262780749067968
150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,9,7,1-7005,285,12,0,102,14.849028412252665,0.052101854078079525
344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,19,2,1-6035,23,1,0,7,1.1955215577036142,0.0519791981610267
85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,19,2,1-8084,82,4,0,9,4.251384859904647,0.05184615682810545
489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,16,21,1-9578,42,2,0,6,2.167589906603098,0.051609283490549954
482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,9,7,1-4390,45,2,0,11,2.3072481621056795,0.05127218138012621
298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,13,9,1-7019,107,5,0,16,5.446906417608261,0.050905667454282814
285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,4,18,1-18615,22,1,0,4,1.1117266044020653,0.05053302747282115
116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,7,1,1-20047,20,1,0,0,1.0,0.05
411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,2,19,MLG15,105,4,0,42,5.173129346221685,0.049267898535444624
310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,10,14,1-4855,22,1,0,3,1.083794953301549,0.049263406968252224
291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,13,9,MLG02,320,13,0,94,15.625575203448534,0.04882992251077667
463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,1,22,1-1989,46,1,0,44,2.228992648422718,0.048456361922233
121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,10,14,1-7070,129,6,0,8,6.2234532088041306,0.048243823324063025
533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,11,15,1-7530,25,1,0,7,1.1955215577036142,0.04782086230814457
210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,2,1,1-7842,21,1,0,0,1.0,0.047619047619047616
227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,11,15,1-3068,180,7,0,55,8.536240810528398,0.0474235600584911
123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,16,21,MLG55,92,4,0,11,4.3072481621056795,0.04681791480549652
429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,19,2,1-6693,98,4,0,21,4.586564673110843,0.04680168033786574
172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,12,4,1-8573,184,6,0,92,8.569711901247501,0.04657452120243207
71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,7,13,1-6532,27,1,0,9,1.2513848599046469,0.04634758740387581
336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,11,15,1-1827,24,1,0,4,1.1117266044020653,0.046321941850086056
13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,2,12,1-9805,26,1,0,7,1.1955215577036142,0.04598159837321593
407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,5,17,1-8421,109,4,0,36,5.0055394396185875,0.04592238017998704
296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,12,4,1-9404,100,4,0,21,4.586564673110843,0.04586564673110843
362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,9,7,1-1462,192,6,0,100,8.793165110051632,0.045797734948185585
443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,9,7,1-3447,110,4,0,36,5.0055394396185875,0.04550490399653261
472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,18,1,1-9518,22,1,0,0,1.0,0.045454545454545456
324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,7,1,1-6734,44,2,0,0,2.0,0.045454545454545456
269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,6,11,1-7839,24,1,0,3,1.083794953301549,0.045158123054231204
281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,1,22,1-9995,24,1,0,3,1.083794953301549,0.045158123054231204
140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,12,4,1-2294,75,3,0,13,3.363111464306712,0.04484148619075616
335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,9,7,1-8910,137,5,0,39,6.0893343929201365,0.044447696298687125
376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-7874,9,7,1-7874,258,9,0,87,11.43005364574492,0.04430253351063922
507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,7,20,1-6909,36,1,0,21,1.5865646731108427,0.04407124091974563
88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,5,17,1-5626,125,5,0,18,5.502769719809294,0.04402215775847435
495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,15,6,MLG08,107,4,0,25,4.698291277512908,0.04390926427582157
481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,14,6,1-10038,76,3,0,12,3.335179813206196,0.04388394491060784
459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,2,19,1-2545,145,5,0,47,6.312787601724267,0.043536466218788046
380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,11,15,1-7004,381,12,0,163,16.55285912938416,0.043445824486572596
361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,16,21,1-0008,230,9,0,32,9.893812835216522,0.04301657754441966
87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,2,19,MLG35,49,2,0,3,2.083794953301549,0.042526427618398956
103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,12,4,1-8820,83,3,0,18,3.5027697198092937,0.042202044816979443
454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,11,15,1-0272,111,3,0,58,4.6200357638299465,0.04162194381828781
485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,19,2,1-5980,29,1,0,7,1.1955215577036142,0.04122488130012463
515,515,515,515,515,515,515,515,515,515,515,515,515,515,1-6531,11,15,1-6531,27,1,0,4,1.1117266044020653,0.04117505942229872
53,53,53,53,53,53,53,53,53,53,53,53,53,53,1-9850,14,6,1-9850,27,1,0,2,1.0558633022010326,0.03910604822966787
253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,9,7,1-4649,244,8,0,52,9.452445857226849,0.03873953220174938
422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,13,9,1-6878,167,4,0,86,6.4021219946444035,0.03833605984817008
513,513,513,513,513,513,513,513,513,513,513,513,513,513,1-8094,9,7,1-8094,58,2,0,5,2.1396582555025816,0.03689065957763072
431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,12,4,1-7614,72,2,0,22,2.614496324211359,0.036312448947379984
72,72,72,72,72,72,72,72,72,72,72,72,72,72,1-9614,19,2,1-9614,30,1,0,3,1.083794953301549,0.03612649844338497
257,257,257,257,257,257,257,257,257,257,257,257,257,257,1-9504,13,9,1-9504,30,1,0,3,1.083794953301549,0.03612649844338497
8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,19,2,1-8181,30,1,0,3,1.083794953301549,0.03612649844338497
132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,9,7,1-9110,29,1,0,1,1.0279316511005163,0.03544591900346608
2,2,2,2,2,2,2,2,2,2,2,2,2,2,MLG17,4,18,MLG17,153,5,0,13,5.363111464306712,0.03505301610657982
6,6,6,6,6,6,6,6,6,6,6,6,6,6,1-8021,6,11,1-8021,58,2,0,0,2.0,0.034482758620689655
203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,2,19,1-1250,34,1,0,6,1.167589906603098,0.03434087960597347
5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,12,4,1-5549,35,1,0,7,1.1955215577036142,0.034157758791531836
216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,4,22,1-9887,36,1,0,7,1.1955215577036142,0.03320893215843373
79,79,79,79,79,79,79,79,79,79,79,79,79,79,1-9739,15,10,1-9739,31,1,0,0,1.0,0.03225806451612903
98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-8127,16,21,1-8127,32,1,0,1,1.0279316511005163,0.032122864096891135
347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,18,13,1-8188,140,3,0,52,4.452445857226849,0.03180318469447749
321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,5,17,1-5172,120,3,0,22,3.614496324211359,0.030120802701761325
61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-7341,19,2,1-7341,110,3,0,7,3.1955215577036142,0.029050195979123766
475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,1,22,1-18234,43,1,0,8,1.2234532088041306,0.028452400204747222
243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,11,15,1-1015,155,3,0,50,4.396582555025816,0.02836504874210204
492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,2,19,1-6028,2,0,0,2,0.05586330220103264,0.02793165110051632
496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,18,13,1-3176,3,0,0,3,0.08379495330154896,0.02793165110051632
367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,19,2,1-8544,54,1,0,18,1.5027697198092937,0.027829068885357293
510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,6,11,1-3206,45,1,0,8,1.2234532088041306,0.027187849084536236
409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,5,17,1-9645,69,1,0,31,1.865881184116006,0.027041756291536316
56,56,56,56,56,56,56,56,56,56,56,56,56,56,1-5877,14,6,1-5877,79,2,0,4,2.1117266044020653,0.026730716511418548
83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,9,7,1-18423,47,1,0,9,1.2513848599046469,0.026625209785205252
542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,3,15,1-1191,53,0,0,50,1.396582555025816,0.026350614245770114
441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,9,7,1-19166,45,1,0,6,1.167589906603098,0.025946442368957733
188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,19,2,1-20167,56,1,0,16,1.446906417608261,0.02583761460014752
491,491,491,491,491,491,491,491,491,491,491,491,491,491,MLG09,3,20,MLG09,125,2,0,40,3.1172660440206528,0.02493812835216522
200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,19,2,1-4634,48,1,0,6,1.167589906603098,0.024324789720897872
462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,8,24,1-1183,45,0,0,39,1.0893343929201365,0.02420743095378081
30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,17,12,1-8418,46,1,0,4,1.1117266044020653,0.024167969660914463
529,529,529,529,529,529,529,529,529,529,529,529,529,529,1-6217,20,5,1-6217,44,1,0,2,1.0558633022010326,0.023996893231841652
293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,13,9,1-8066,86,1,0,38,2.06140274181962,0.023969799323483955
425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,10,15,1-6006,57,0,0,47,1.312787601724267,0.02303136143375907
391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,13,9,MLG30,208,3,0,56,4.564172461628914,0.021943136834754393
260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,5,17,1-0129,142,2,0,39,3.0893343929201365,0.021755876006479834
33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,7,1,1-7991,46,1,0,0,1.0,0.021739130434782608
111,111,111,111,111,111,111,111,111,111,111,111,111,111,1-19897,17,12,1-19897,53,1,0,4,1.1117266044020653,0.020975973667963495
7,7,7,7,7,7,7,7,7,7,7,7,7,7,1-8767,7,1,1-8767,48,1,0,0,1.0,0.020833333333333332
316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,4,18,1-7441,111,2,0,10,2.279316511005163,0.020534382982028497
544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,4,17,1-5799,7,0,0,5,0.1396582555025816,0.019951179357511655
36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,6,11,1-2714,61,1,0,5,1.1396582555025816,0.018682922221353798
432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,9,7,1-6914,73,1,0,13,1.3631114643067122,0.018672759785023453
48,48,48,48,48,48,48,48,48,48,48,48,48,48,1-0405,1,22,1-0405,64,1,0,6,1.167589906603098,0.018243592290673405
365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,5,17,MLG48,159,1,0,60,2.675899066030979,0.016829553874408675
24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,13,9,1-7140,397,1,0,202,6.6421935223042965,0.016730966051144325
500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,13,9,1-0292,99,1,0,23,1.6424279753118753,0.01659018156880682
94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,17,12,1-3083,78,1,0,10,1.2793165110051632,0.016401493730835427
436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,1,19,1-5161,12,0,0,7,0.19552155770361423,0.016293463141967852
369,369,369,369,369,369,369,369,369,369,369,369,369,369,1-6594,15,18,1-6594,70,1,0,2,1.0558633022010326,0.015083761460014751
0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-0103,6,11,72-0103,71,1,0,1,1.0279316511005163,0.014477910578880511
127,127,127,127,127,127,127,127,127,127,127,127,127,127,1-9643,1,22,1-9643,8,0,0,4,0.11172660440206528,0.01396582555025816
278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,5,17,1-10762,6,0,0,3,0.08379495330154896,0.01396582555025816
516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,19,9,1-5036,14,0,0,7,0.19552155770361423,0.01396582555025816
159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,2,19,1-10696,24,0,0,12,0.33517981320619583,0.01396582555025816
60,60,60,60,60,60,60,60,60,60,60,60,60,60,1-18202,18,13,1-18202,23,0,0,11,0.3072481621056795,0.013358615743725197
536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,10,13,1-9971,15,0,0,7,0.19552155770361423,0.013034770513574283
538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,15,10,1-9576,10,0,0,4,0.11172660440206528,0.011172660440206528
230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,9,7,1-3089,16,0,0,6,0.16758990660309792,0.01047436916269362
238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,18,9,1-9855,8,0,0,3,0.08379495330154896,0.01047436916269362
163,163,163,163,163,163,163,163,163,163,163,163,163,163,1-9137,9,7,1-9137,111,1,0,3,1.083794953301549,0.009763918498212152
255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,1,22,1-9946,12,0,0,4,0.11172660440206528,0.009310550366838774
549,549,549,549,549,549,549,549,549,549,549,549,549,549,1-4842,11,15,1-4842,6,0,0,2,0.05586330220103264,0.009310550366838774
471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,14,24,1-9794,46,0,0,15,0.4189747665077448,0.009108147097994452
250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,8,24,1-9333,102,0,0,33,0.9217444863170385,0.009036710650167045
337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,9,7,1-18613,25,0,0,8,0.22345320880413055,0.008938128352165222
289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,9,7,1-1592,32,0,0,10,0.2793165110051632,0.00872864096891135
160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,17,12,1-19813,20,0,0,6,0.16758990660309792,0.008379495330154895
509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,9,7,1-18935,30,0,0,9,0.2513848599046469,0.008379495330154895
442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,12,4,MLG11,87,0,0,26,0.7262229286134243,0.008347389984062347
295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,12,4,1-3639,17,0,0,5,0.1396582555025816,0.00821519150015186
