Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,11,12,MLG52,125,58,0,46,80.71269220113754,0.6457015376091003
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,11,12,1-3206,45,17,0,24,28.85010027885437,0.6411133395300971
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,2,6,1-1183,45,8,0,39,27.25641295313835,0.6056980656252967
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,2,6,MLG48,159,23,0,136,90.15056824684143,0.5669847059549775
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,18,4,1-1390,98,40,0,24,51.85010027885437,0.5290826559066772
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,18,10,1-9630,33,12,0,7,15.456279247999191,0.4683720984242179
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,6,14,1-9768,241,93,0,35,110.28139623999596,0.4575991545228048
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,1,15,1-6927,179,60,0,44,81.72518384456635,0.4565652728746723
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,13,9,1-5980,29,9,0,6,11.962525069713593,0.4125008644728825
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,1,15,MLG32,52,14,0,15,21.40631267428398,0.4116598591208458
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,17,13,1-7058,80,6,0,54,32.66272562742233,0.40828407034277914
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,2,6,1-4682,16,5,0,3,6.481262534856796,0.40507890842854977
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,2,6,MLG60,47,16,0,5,18.468770891427994,0.3929525721580424
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,13,9,MLG45,70,19,0,17,27.39382103085518,0.39134030044078827
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,17,13,1-1258,435,90,0,152,165.050635099411,0.37942674735496784
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,11,12,MLG56,511,133,0,121,192.74425557255745,0.37719032401674646
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,8,15,1-1224,151,37,0,38,55.76265877485275,0.3692891309592898
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,19,11,1-6980,128,7,0,80,46.5003342628479,0.3632838614284992
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,19,11,MLG55,92,14,0,39,33.25641295313835,0.36148274949063425
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,16,8,1-7682,141,48,0,6,50.96252506971359,0.36143634801215313
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,8,3,1-8067,322,51,0,128,114.20053482055664,0.3546600460265734
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,1,14,1-5799,7,1,0,3,2.4812625348567963,0.35446607640811373
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,1,15,1-9379,58,12,0,17,20.39382103085518,0.3516176039802617
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,8,3,1-2294,75,3,0,46,25.712692201137543,0.34283589601516723
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,18,4,1-2382,139,41,0,11,46.431295961141586,0.33403810043986754
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,10,8,1-3596,223,58,0,31,73.30637952685356,0.32872815931324467
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,17,13,1-0129,142,34,0,25,46.34385445713997,0.3263651722333801
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,7,7,1-4355,49,8,0,16,15.90006685256958,0.324491160256522
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,16,16,1-9697,20,3,0,7,6.456279247999191,0.3228139623999596
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,20,9,1-9609,25,6,0,4,7.975016713142395,0.3190006685256958
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,19,11,1-2282,219,30,0,78,68.5128259062767,0.3128439539099393
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,13,9,1-6098,1327,275,0,267,406.83236560225487,0.3065805317273963
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,2,6,1-7467,64,16,0,7,19.45627924799919,0.30400436324998736
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,10,8,MLG69,576,147,0,56,174.65023398399353,0.3032122117777665
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,14,7,1-7866,318,22,0,150,96.06312674283981,0.3020853042227667
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,10,MLG75,185,40,0,32,55.80013370513916,0.30162234435210356
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,6,14,1-7024,498,67,0,164,147.9756852388382,0.2971399301984703
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,19,11,1-1833,124,20,0,34,36.78764206171036,0.2966745327557287
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,17,13,1-10785,279,51,0,64,82.60026741027832,0.2960583061300298
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,19,11,1-8450,52,3,0,25,15.343854457139969,0.2950741241757686
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,17,13,1-9270,128,25,0,25,37.34385445713997,0.291748862946406
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,1,11,1-5161,12,2,0,3,3.4812625348567963,0.2901052112380664
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,6,14,1-0303,212,22,0,80,61.5003342628479,0.2900959163341882
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,15,10,MLG68,642,62,0,250,185.4385445713997,0.2888450850021802
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,14,14,72-12171,19,4,0,3,5.481262534856796,0.2884875018345682
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,16,5,1-1608,307,28,0,121,87.74425557255745,0.28581190740246726
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,5,22,P-16616,28,8,0,0,8.0,0.2857142857142857
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,20,16,1-3509,35,5,0,10,9.937541782855988,0.2839297652244568
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,5,22,1-9491,80,21,0,3,22.481262534856796,0.28101578168570995
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,20,16,MLG30,208,11,0,96,58.40040111541748,0.2807711592087379
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,1,15,MLG41,66,13,0,11,18.431295961141586,0.27926206001729675
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,13,9,1-5002,45,7,0,11,12.431295961141586,0.27625102135870194
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,7,20,1-2545,145,29,0,22,39.86259192228317,0.2749144270502288
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,10,8,1-18558,307,72,0,25,84.34385445713997,0.27473568227081424
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,3,18,1-3516,156,0,0,86,42.46285933256149,0.27219781623436856
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,2,6,MLG49,185,21,0,59,50.13149651885033,0.2709810622640558
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,10,8,MLG62,525,79,0,126,141.21302646398544,0.2689771932647342
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,20,16,1-4417,151,9,0,64,40.60026741027832,0.268875943114426
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,9,21,1-6561,65,12,0,11,17.431295961141586,0.26817378401756287
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,14,7,1-11350,100,8,0,38,26.762658774852753,0.26762658774852754
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,15,10,MLG58,71,15,0,8,18.95003342628479,0.26690187924344777
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,1,15,MLG38,77,10,0,21,20.368837743997574,0.2645303603116568
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,14,7,1-3523,543,92,0,104,143.35043454170227,0.2639971170197095
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,19,11,MLG57,629,56,0,217,163.14465668797493,0.25937147327182025
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,8,3,1-6858,23,1,0,10,5.9375417828559875,0.258153990558956
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,5,22,1-18709,33,7,0,3,8.481262534856796,0.25700795560172107
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,11,12,MLG50,319,31,0,103,81.85668036341667,0.25660401367842217
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,2,3,1-9496,39,2,0,16,9.90006685256958,0.2538478680146046
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,7,20,MLG40,51,4,0,18,12.887575209140778,0.2526975531204074
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,16,5,1-1350,195,16,0,67,49.08152994513512,0.25170015356479547
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,17,13,1-5043,123,20,0,22,30.862591922283173,0.250915381481977
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,5,6,1-11329,14,3,0,1,3.4937541782855988,0.24955386987754277
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,6,14,1-18615,22,4,0,3,5.481262534856796,0.24914829703894528
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,7,5,1-4855,22,3,0,5,5.468770891427994,0.2485804950649088
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,13,20,1-9997,16,2,0,4,3.975016713142395,0.2484385445713997
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,16,5,1-4494,16,1,0,6,3.9625250697135925,0.24765781685709953
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,5,16,1-9902,30,0,0,15,7.406312674283981,0.24687708914279938
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,15,5,1-4926,4,0,0,2,0.9875083565711975,0.24687708914279938
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,6,14,1-6974,207,18,0,66,50.58777576684952,0.244385390178017
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,8,3,1-10468,549,29,0,211,133.18213161826134,0.24259040367625015
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,2,12,1-1177,17,4,0,0,4.0,0.23529411764705882
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,8,3,1-17733,74,5,0,25,17.34385445713997,0.23437641158297257
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,5,22,MLG14,232,44,0,21,54.368837743997574,0.23434843855171367
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,19,21,1-5425,17,2,0,4,3.975016713142395,0.23382451253778794
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,1,15,MLG35,49,7,0,9,11.443787604570389,0.23354668580755897
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,6,14,1-6647,62,6,0,17,14.393821030855179,0.23215840372347063
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,11,10,1-18994,28,6,0,1,6.493754178285599,0.23191979208162852
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,17,13,1-9963,116,19,0,16,26.90006685256958,0.23189712803939294
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,14,23,1-1204,39,7,0,4,8.975016713142395,0.23012863367031783
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,6,14,1-7204,26,4,0,4,5.975016713142395,0.22980833512086135
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,1,15,1-0037,35,8,0,0,8.0,0.22857142857142856
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,16,5,1-8285,72,8,0,17,16.39382103085518,0.22769195876187748
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,17,13,1-6734,44,5,0,10,9.937541782855988,0.22585322233763608
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,15,3,1-9938,55,1,0,23,12.356346100568771,0.22466083819215948
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,8,3,1-9457,11,0,0,5,2.4687708914279938,0.2244337174025449
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,20,3,1-8646,20,1,0,7,4.456279247999191,0.22281396239995957
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,11,12,MLG51,248,26,0,59,55.13149651885033,0.22230442144697712
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,7,20,1-9651,38,4,0,9,8.443787604570389,0.22220493696237864
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,17,13,1-7863,351,58,0,40,77.75016713142395,0.2215104476678745
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,6,14,1-3108,18,2,0,4,3.975016713142395,0.22083426184124416
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,1,15,1-9740,34,7,0,1,7.493754178285599,0.22040453465545878
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1-9850,19,11,1-9850,27,1,0,10,5.9375417828559875,0.21990895492059212
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,11,12,1-1250,34,5,0,5,7.468770891427994,0.21966973210082336
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,16,5,1-2701,61,5,0,17,13.393821030855179,0.21957083657139637
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,5,6,1-18613,25,4,0,3,5.481262534856796,0.21925050139427185
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,5,22,1-8627,25,4,0,3,5.481262534856796,0.21925050139427185
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,19,11,1-2324,25,2,0,7,5.456279247999191,0.21825116991996765
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,13,9,1-6693,98,9,0,25,21.34385445713997,0.21779443323612213
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,18,4,1-3083,78,16,0,2,16.987508356571198,0.2177885686739897
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,11,11,1-8023,16,1,0,5,3.4687708914279938,0.2167981807142496
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,20,16,1-6181,659,50,0,188,142.82578551769257,0.21673108576281117
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,8,3,1-9674,144,4,0,55,31.15647980570793,0.21636444309519398
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,2,6,1-8488,23,3,0,4,4.975016713142395,0.21630507448445196
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,8,3,1-4319,163,6,0,59,35.13149651885033,0.2155306534898793
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,17,13,1-7441,111,17,0,14,23.912558495998383,0.21542845491890436
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,15,20,MLG42,14,2,0,2,2.9875083565711975,0.21339345404079982
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,1,4,MLG43,14,2,0,2,2.9875083565711975,0.21339345404079982
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,16,5,1-9283,235,8,0,85,49.969105154275894,0.2126344900181953
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,6,14,1-9667,14,1,0,4,2.975016713142395,0.21250119379588536
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,10,8,1-5036,14,1,0,4,2.975016713142395,0.21250119379588536
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,9,21,1-11206,14,1,0,4,2.975016713142395,0.21250119379588536
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,20,16,MLG02,320,27,0,82,67.4878426194191,0.21089950818568468
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,14,7,1-4760,40,3,0,11,8.431295961141586,0.21078239902853965
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,18,4,1-10038,76,16,0,0,16.0,0.21052631578947367
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,2,20,1-19229,38,4,0,8,7.95003342628479,0.2092114059548629
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,8,4,1-3312,36,6,0,3,7.481262534856796,0.20781284819046655
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,15,10,1-9055,12,2,0,1,2.4937541782855988,0.20781284819046655
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,7,20,1-18234,43,3,0,12,8.925050139427185,0.20755930556807406
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-6743,1,15,1-6743,58,11,0,2,11.987508356571198,0.20668117856157237
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,1,10,1-0027,29,4,0,4,5.975016713142395,0.2060350590738757
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,5,22,1-1942,34,7,0,0,7.0,0.20588235294117646
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,11,12,1-19205,12,0,0,5,2.4687708914279938,0.20573090761899948
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,14,7,1-8678,17,2,0,3,3.4812625348567963,0.20478014910922332
