Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,15,6,1-6858,23,1,0,13,10.375233352184296,0.45109710226888244
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,1,13,1-0303,212,66,0,39,94.12570005655289,0.44398915121015514
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,21,2,1-0292,99,23,0,28,43.19281029701233,0.43629101310113466
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,14,22,1-7441,111,41,0,9,47.49054616689682,0.4278427582603317
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,21,12,1-6878,167,9,0,86,71.02077448368073,0.425274098704675
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,3,21,MLG13,140,18,0,57,59.10679239034653,0.4221913742167609
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,7,11,1-6693,98,33,0,11,40.93288975954056,0.41768254856674036
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,22,3,1-18371,120,18,0,44,49.73155903816223,0.41442965865135195
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,2,18,1-7682,141,30,0,39,58.12570005655289,0.4122390074932829
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,4,7,MLG64,245,51,0,68,100.03968214988708,0.40832523326484527
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,20,8,1-2545,145,39,0,28,59.19281029701233,0.40822627791042987
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,18,9,1-1258,435,68,0,148,174.7334258556366,0.4016860364497393
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,7,2,1-5980,29,8,0,5,11.605858981609344,0.4002020338485981
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,1,13,MLG49,185,42,0,44,73.73155903816223,0.3985489677738499
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,11,16,1-19286,40,8,0,11,15.932889759540558,0.39832224398851396
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,6,14,1-8023,16,2,0,6,6.327030777931213,0.39543942362070084
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,2,3,1-4494,16,2,0,6,6.327030777931213,0.39543942362070084
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,12,5,1-7536,17,6,0,1,6.721171796321869,0.3953630468424629
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,2,2,1-9404,100,33,0,9,39.49054616689682,0.3949054616689682
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,1,13,1-1833,124,25,0,33,48.798669278621674,0.39353765547275543
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,9,15,1-3596,223,58,0,40,86.84687185287476,0.3894478558424877
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,4,7,1-8018,58,16,0,9,22.49054616689682,0.38776803736029
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,23,20,1-9553,23,6,0,4,8.884687185287476,0.386290747186412
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,13,17,1-4682,16,4,0,3,6.163515388965607,0.3852197118103504
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,9,15,1-7845,36,8,0,8,13.769374370574951,0.3824826214048598
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,20,8,1-3523,543,105,0,142,207.40639507770538,0.38196389517072815
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,4,7,MLG35,49,10,0,12,18.654061555862427,0.38069513379311076
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,14,3,1-4355,49,15,0,5,18.605858981609344,0.3797114077879458
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,10,4,1-7496,246,60,0,46,93.17390263080597,0.3787557017512438
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,4,7,1-9518,22,4,0,6,8.327030777931213,0.37850139899687335
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,1-9850,10,4,1-9850,27,3,0,10,10.211717963218689,0.378211776415507
557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,1-9806,6,14,1-9806,8,3,0,0,3.0,0.375
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,13,17,1-20167,56,13,0,11,20.932889759540558,0.37380160284893854
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,4,7,1-9902,30,4,0,10,11.211717963218689,0.37372393210728966
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,22,3,1-13247,29,0,0,15,10.817576944828033,0.3730198946492425
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,10,4,1-4700,31,5,0,9,11.49054616689682,0.3706627795773168
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,7,11,1-4760,40,9,0,8,14.769374370574951,0.36923435926437376
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,3,21,1-9645,69,6,0,27,25.47163850069046,0.36915418116942694
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,12,5,1-9610,49,13,0,7,18.048202574253082,0.36833066478067517
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,7,11,MLG38,77,11,0,24,28.308123111724854,0.3676379624899332
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,18,9,1-9270,128,36,0,15,46.81757694482803,0.365762319881469
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,4,7,MLG41,66,14,0,14,24.096405148506165,0.36509704770463886
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,6,14,MLG57,629,113,0,161,229.1086592078209,0.3642427014432765
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,21,2,1-7019,107,28,0,15,38.81757694482803,0.3627810929423181
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,12,5,1-8172,40,13,0,2,14.442343592643738,0.36105858981609346
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,3,21,1-21192,4,0,0,2,1.4423435926437378,0.36058589816093445
530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,1-4847,14,1,1-4847,2,0,0,1,0.7211717963218689,0.36058589816093445
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,10,4,1-1191,53,9,0,14,19.096405148506165,0.3603095311038899
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,5,10,1-6098,1327,201,0,381,475.76645439863205,0.3585278480773414
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,22,3,1-7991,46,7,0,13,16.375233352184296,0.35598333374313684
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,4,7,1-18935,30,7,0,5,10.605858981609344,0.3535286327203115
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,10,4,1-5214,40,4,0,14,14.096405148506165,0.3524101287126541
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,10,4,1-3587,46,6,0,14,16.096405148506165,0.3499218510544818
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,20,8,1-9655,27,8,0,2,9.442343592643738,0.34971642935717545
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,6,8,1-5799,7,1,0,2,2.442343592643738,0.34890622752053396
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,7,11,MLG45,70,10,0,20,24.423435926437378,0.34890622752053396
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,13,17,MLG65,201,41,0,40,69.84687185287476,0.34749687488992415
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,10,4,1-4640,87,10,0,28,30.19281029701233,0.3470437965173831
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,18,9,1-7752,29,5,0,7,10.048202574253082,0.34648974393976145
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,15,19,1-9491,80,14,0,19,27.70226413011551,0.34627830162644385
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,13,17,1-8678,17,3,0,4,5.884687185287476,0.34615806972279267
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,16,23,1-9794,46,5,0,15,15.817576944828033,0.34386036836582684
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,11,16,1-7866,318,17,0,128,109.30998992919922,0.343742106695595
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,21,12,MLG30,208,52,0,27,71.47163850069046,0.3436136466379349
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,4,21,1-5355,53,13,0,7,18.048202574253082,0.340532124042511
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-17657,5,10,1-17657,8,2,0,1,2.721171796321869,0.3401464745402336
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,19,18,1-6532,27,7,0,3,9.163515388965607,0.33938945885057803
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,15,19,1-9457,11,3,0,1,3.721171796321869,0.3382883451201699
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,10,4,1-3362,117,20,0,27,39.47163850069046,0.337364431629833
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,17,6,1-1317,414,35,0,145,139.569910466671,0.3371253876006546
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,12,5,1-7024,498,103,0,89,167.18428987264633,0.335711425447081
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,20,8,1-6914,73,10,0,20,24.423435926437378,0.334567615430649
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,6,14,1-9838,3,1,0,0,1.0,0.3333333333333333
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,14,22,1-8042,52,13,0,6,17.327030777931213,0.33321213034483105
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,6,14,1-2282,219,21,0,72,72.92436933517456,0.3329879878318473
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,15,19,MLG11,87,8,0,29,28.913982093334198,0.33234462176246204
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,1-9345,20,8,1-9345,47,12,0,5,15.605858981609344,0.3320395528001988
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,17,6,1-10468,549,42,0,194,181.90732848644257,0.33134303913741814
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,5,10,1-6035,23,4,0,5,7.6058589816093445,0.33068952093953674
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,6,14,MLG39,23,4,0,5,7.6058589816093445,0.33068952093953674
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,6,14,1-11329,14,1,0,5,4.6058589816093445,0.32898992725781034
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,2,2,1-1131,138,23,0,31,45.356325685977936,0.32866902670998505
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,18,9,1-3141,136,28,0,23,44.586951315402985,0.3278452302603161
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,19,18,1-0055,18,3,0,4,5.884687185287476,0.3269270658493042
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,8,1,1-8488,23,1,0,9,7.49054616689682,0.32567592029986175
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,10,4,1-20578,19,4,0,3,6.163515388965607,0.3243955467876635
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,23,20,1-4098,16,3,0,3,5.163515388965607,0.3227197118103504
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,4,7,1-5282,17,4,0,2,5.442343592643738,0.3201378583908081
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,12,5,MLG75,185,39,0,28,59.19281029701233,0.31996113674060717
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,14,22,1-1204,39,8,0,6,12.327030777931213,0.3160777122546465
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,3,21,1-8627,25,5,0,4,7.884687185287476,0.315387487411499
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,11,16,MLG60,47,4,0,15,14.817576944828033,0.3152675945708092
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,2,2,1-8544,54,17,0,0,17.0,0.3148148148148148
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,19,18,1-1608,307,28,0,95,96.51132065057755,0.31436912264031774
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,8,1,1-8503,16,5,0,0,5.0,0.3125
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,15,19,MLG58,71,12,0,14,22.096405148506165,0.31121697392262204
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,10,4,1-3534,279,35,0,71,86.20319753885269,0.3089720341894362
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,21,12,1-6296,254,35,0,60,78.27030777931213,0.3081508180287879
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,6,14,1-4855,22,1,0,8,6.769374370574951,0.30769883502613415
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,13,17,1-5803,15,1,0,5,4.6058589816093445,0.30705726544062295
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,21,12,1-6181,659,89,0,157,202.22397202253342,0.30686490443480036
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,5,10,1-9436,21,5,0,2,6.442343592643738,0.30677826631636845
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,17,6,1-5197,72,6,0,22,21.865779519081116,0.30369138220945996
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,1,13,1-9805,26,5,0,4,7.884687185287476,0.30325719943413365
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,2,2,1-5626,125,27,0,15,37.81757694482803,0.30254061555862427
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,1,22,1-9697,20,1,0,7,6.048202574253082,0.3024101287126541
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,18,9,1-6561,65,16,0,5,19.605858981609344,0.30162859971706685
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,5,10,1-1005,125,11,0,37,37.68335646390915,0.3014668517112732
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,14,22,MLG44,59,12,0,8,17.76937437057495,0.30117583678940596
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,17,16,1-8493,38,10,0,2,11.442343592643738,0.30111430506957204
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,10,4,1-9055,12,0,0,5,3.6058589816093445,0.3004882484674454
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,6,14,1-5161,12,0,0,5,3.6058589816093445,0.3004882484674454
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,14,22,MLG73,10,3,0,0,3.0,0.3
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,18,9,1-18487,23,4,0,4,6.884687185287476,0.29933422544728155
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,23,20,1-5413,39,3,0,12,11.654061555862427,0.29882209117595965
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,6,20,1-4052,13,1,0,4,3.8846871852874756,0.29882209117595965
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,3,21,1-0053,142,25,0,24,42.30812311172485,0.2979445289558088
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,8,1,1-18377,14,2,0,3,4.163515388965607,0.2973939563546862
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,1-9588,11,16,1-9588,14,2,0,3,4.163515388965607,0.2973939563546862
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,15,19,1-9110,29,5,0,5,8.605858981609344,0.29675375798652914
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,7,11,MLG31,33,4,0,8,9.769374370574951,0.29604164759318036
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,19,18,1-7819,59,3,0,20,17.423435926437378,0.2953124733294471
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,4,7,1-3265,19,2,0,5,5.6058589816093445,0.29504520955838653
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,10,4,1-8267,133,11,0,39,39.12570005655289,0.29417819591393146
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,20,8,1-19229,38,9,0,3,11.163515388965607,0.2937767207622528
