Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,21,19,1-9286,81,31,0,34,55.935627937316895,0.6905633078681098
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,18,19,1-6858,23,3,0,15,14.001012325286865,0.6087396663168202
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,19,21,1-0303,212,54,0,90,120.00607395172119,0.5660663865647226
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,9,9,1-5775,244,61,0,89,126.2726731300354,0.5175109554509647
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,17,11,1-1989,46,20,0,5,23.667004108428955,0.514500089313673
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,15,4,1-5002,45,15,0,9,21.60060739517212,0.48001349767049156
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,22,8,1-1131,138,15,0,69,65.60465669631958,0.47539606301680853
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,10,12,MLG48,159,9,0,89,74.2726731300354,0.46712373037758115
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,21,19,1-6692,71,18,0,20,32.66801643371582,0.46011290751712425
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,3,14,MLG64,245,45,0,92,112.47287559509277,0.45907296161262356
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,1,5,MLG41,66,14,0,22,30.134818077087402,0.45658815268314246
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,19,21,MLG55,92,13,0,39,41.60263204574585,0.4522025222363679
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,15,4,MLG50,319,56,0,119,143.27469778060913,0.44913698363827315
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,10,12,1-6181,659,198,0,123,288.2083010673523,0.4373418832585012
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,19,21,1-9491,80,12,0,30,34.00202465057373,0.42502530813217165
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,20,2,1-1350,195,64,0,23,80.8682188987732,0.41470881486550354
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,20,2,1-1608,307,80,0,64,126.93765258789062,0.4134776957260281
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,3,14,1-8328,114,35,0,14,45.267611503601074,0.39708431143509715
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,16,21,MLG49,185,27,0,63,73.20425176620483,0.3956986581957018
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,11,3,1-1462,192,26,0,68,75.87125587463379,0.39516279101371765
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,9,9,1-18004,12,1,0,5,4.667004108428955,0.3889170090357463
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,9,18,1-9770,50,15,0,6,19.400404930114746,0.3880080986022949
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,2,10,1-9452,16,4,0,3,6.200202465057373,0.3875126540660858
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,17,11,MLG52,125,15,0,45,48.003036975860596,0.38402429580688474
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,14,8,1-6647,62,15,0,12,23.800809860229492,0.38388403000370147
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,14,18,1-9156,268,65,0,51,102.40344190597534,0.38210239517154976
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,22,8,1-8124,18,1,0,8,6.867206573486328,0.381511476304796
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,4,13,1-6787,56,3,0,25,21.335020542144775,0.3809825096811567
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,7,15,1-9768,241,14,0,106,91.74048709869385,0.38066592157134377
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,2,7,1-0292,99,14,0,32,37.46882629394531,0.37847299286813446
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,1,5,MLG38,77,18,0,15,29.001012325286865,0.3766365237050242
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,3,14,1-8634,10,3,0,1,3.733400821685791,0.3733400821685791
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,22,8,1-7140,397,65,0,113,147.87429285049438,0.37247932707933096
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,15,4,1-5036,14,3,0,3,5.200202465057373,0.3714430332183838
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,21,19,1-5163,16,3,0,4,5.933603286743164,0.37085020542144775
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,16,16,MLG57,629,172,0,82,232.13886737823486,0.3690602025091174
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,1,5,1-0027,29,7,0,5,10.667004108428955,0.3678277278768605
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,3,14,1-11330,14,0,0,7,5.133805751800537,0.3667004108428955
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,16,16,1-19567,2,0,0,1,0.733400821685791,0.3667004108428955
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,11,3,1-8826,123,20,0,34,44.935627937316895,0.3653303084334707
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,1,18,1-5654,15,4,0,2,5.466801643371582,0.36445344289143883
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,13,6,1-7866,318,34,0,110,114.67409038543701,0.36061034712401574
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,17,11,1-7964,202,14,0,80,72.67206573486328,0.359762701657739
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,10,12,1-8705,48,7,0,14,17.267611503601074,0.3597419063250224
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,1,5,MLG31,33,6,0,8,11.867206573486328,0.35961232040867663
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,1,5,MLG65,201,37,0,48,72.20323944091797,0.3592200967209849
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,21,19,MLG63,380,55,0,111,136.4074912071228,0.35896708212400735
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,11,3,MLG13,140,20,0,41,50.06943368911743,0.3576388120651245
