Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
454,454,454,454,454,1-0272,11,4,1-0272,111,56,0,15,65.35324192047119,0.5887679452294702
364,364,364,364,364,1-7682,21,3,1-7682,141,61,0,31,80.33003330230713,0.569716548243313
526,526,526,526,526,1-5002,14,13,1-5002,45,12,0,13,20.1061429977417,0.4468031777275933
209,209,209,209,209,1-9938,20,18,1-9938,55,5,0,31,24.33003330230713,0.4423642418601296
427,427,427,427,427,1-9379,18,15,1-9379,58,19,0,8,23.98839569091797,0.41359302915375806
292,292,292,292,292,1-9997,6,6,1-9997,16,4,0,4,6.494197845458984,0.4058873653411865
217,217,217,217,217,1-9630,5,14,1-9630,33,5,0,13,13.1061429977417,0.3971558484164151
510,510,510,510,510,1-3206,2,12,1-3206,45,2,0,25,17.588736534118652,0.3908608118693034
73,73,73,73,73,1-5355,12,14,1-5355,53,15,0,9,20.611945152282715,0.38890462551476823
484,484,484,484,484,MLG31,14,13,MLG31,33,7,0,9,12.611945152282715,0.38218015612977924
387,387,387,387,387,1-10539,16,17,1-10539,63,22,0,2,23.247098922729492,0.36900157020205543
282,282,282,282,282,1-1608,9,3,1-1608,307,34,0,124,111.32013320922852,0.3626062970984642
353,353,353,353,353,MLG50,22,5,MLG50,319,46,0,110,114.59044075012207,0.35921768260226355
470,470,470,470,470,1-1204,3,3,1-1204,39,7,0,11,13.859044075012207,0.3553601044874925
234,234,234,234,234,MLG29,5,23,MLG29,164,58,0,0,58.0,0.35365853658536583
268,268,268,268,268,MLG44,11,4,MLG44,59,14,0,11,20.859044075012207,0.3535431199154611
392,392,392,392,392,1-9609,4,20,1-9609,25,0,0,14,8.729692459106445,0.34918769836425784
345,345,345,345,345,1-1131,15,2,1-1131,138,43,0,7,47.36484622955322,0.34322352340255957
259,259,259,259,259,1-3596,11,4,1-3596,223,63,0,19,74.84743976593018,0.33563874334497834
338,338,338,338,338,1-6296,1,8,1-6296,254,53,0,51,84.80102252960205,0.3338622934236301
490,490,490,490,490,1-3551,5,23,1-3551,6,2,0,0,2.0,0.3333333333333333
327,327,327,327,327,P-16616,14,13,P-16616,28,8,0,2,9.247098922729492,0.33025353295462473
250,250,250,250,250,1-9333,3,7,1-9333,102,8,0,41,33.56552791595459,0.32907380309759404
485,485,485,485,485,1-5980,6,16,1-5980,29,5,0,7,9.364846229553223,0.3229257320535594
141,141,141,141,141,MLG45,6,16,MLG45,70,7,0,25,22.588736534118652,0.322696236201695
157,157,157,157,157,1-6061,6,2,1-6061,40,11,0,3,12.870648384094238,0.32176620960235597
540,540,540,540,540,1-5413,2,12,1-5413,39,5,0,12,12.482593536376953,0.3200665009327424
357,357,357,357,357,1-4760,17,11,1-4760,40,9,0,6,12.741296768188477,0.3185324192047119
330,330,330,330,330,1-4531,1,22,1-4531,94,16,0,22,29.718088150024414,0.31614987393642996
328,328,328,328,328,1-9497,6,16,1-9497,150,21,0,42,47.189077377319336,0.3145938491821289
488,488,488,488,488,1-11350,14,13,1-11350,100,27,0,7,31.364846229553223,0.3136484622955322
150,150,150,150,150,1-7005,7,22,1-7005,285,20,0,111,89.21399021148682,0.3130315446017081
161,161,161,161,161,MLG41,19,6,MLG41,66,15,0,9,20.611945152282715,0.3123021992770108
492,492,492,492,492,1-6028,15,2,1-6028,2,0,0,1,0.6235494613647461,0.31177473068237305
313,313,313,313,313,1-7521,2,20,1-7521,10,0,0,5,3.1177473068237305,0.31177473068237305
561,561,561,561,561,1-9455,1,8,1-9455,2,0,0,1,0.6235494613647461,0.31177473068237305
545,545,545,545,545,1-19567,13,9,1-19567,2,0,0,1,0.6235494613647461,0.31177473068237305
527,527,527,527,527,1-5531,7,22,1-5531,8,0,0,4,2.4941978454589844,0.31177473068237305
166,166,166,166,166,MLG40,1,8,MLG40,51,9,0,11,15.859044075012207,0.31096164852965114
430,430,430,430,430,1-3141,13,9,1-3141,136,18,0,38,41.69487953186035,0.3065799965577967
260,260,260,260,260,1-0129,12,14,1-0129,142,31,0,20,43.47098922729492,0.3061337269527811
176,176,176,176,176,1-8042,9,15,1-8042,52,14,0,3,15.870648384094238,0.3052047766171969
322,322,322,322,322,1-0296,17,8,1-0296,41,10,0,4,12.494197845458984,0.30473653281607277
122,122,122,122,122,MLG42,22,5,MLG42,14,3,0,2,4.247098922729492,0.3033642087663923
426,426,426,426,426,1-4355,17,11,1-4355,49,3,0,19,14.847439765930176,0.3030089748149015
255,255,255,255,255,1-9946,1,8,1-9946,12,3,0,1,3.623549461364746,0.3019624551137288
349,349,349,349,349,1-3052,7,22,1-3052,166,12,0,61,50.03651714324951,0.3014248020677681
138,138,138,138,138,1-5515,19,6,1-5515,29,5,0,6,8.741296768188477,0.3014240264892578
203,203,203,203,203,1-1250,11,4,1-1250,34,9,0,2,10.247098922729492,0.30138526243322034
295,295,295,295,295,1-3639,22,5,1-3639,17,2,0,5,5.1177473068237305,0.30104395922492533
263,263,263,263,263,1-6927,20,18,1-6927,179,15,0,62,53.66006660461426,0.29977690840566623
346,346,346,346,346,MLG32,1,8,MLG32,52,8,0,12,15.482593536376953,0.2977421833918645
261,261,261,261,261,1-1942,1,8,1-1942,34,7,0,5,10.11774730682373,0.2975808031418744
539,539,539,539,539,1-9436,14,13,1-9436,21,5,0,2,6.247098922729492,0.29748090108235675
462,462,462,462,462,1-1183,3,7,1-1183,45,4,0,15,13.353241920471191,0.29673870934380425
358,358,358,358,358,1-9831,20,18,1-9831,132,3,0,58,39.16586875915527,0.29671112696329754
422,422,422,422,422,1-6878,4,20,1-6878,167,0,0,79,49.26040744781494,0.2949724996875146
384,384,384,384,384,1-9270,12,14,1-9270,128,19,0,30,37.70648384094238,0.29458190500736237
153,153,153,153,153,1-1350,9,3,1-1350,195,25,0,52,57.4245719909668,0.29448498456906047
