Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG59,2,2,MLG59,71,14,1,13,1017.878838124685,14.336321663727958
MLG38,7,7,MLG38,77,8,1,13,1011.878838124685,13.141283612008896
1-18028,7,7,1-18028,309,4,1,136,1044.5786142274737,3.3805133146520188
MLG56,2,2,MLG56,511,53,1,32,1062.5479092299938,2.0793501159099685
MLG44,8,8,MLG44,59,25,0,7,27.088605144061148,0.45912890074679913
1-3587,14,15,1-3587,46,17,0,11,20.282093797810376,0.44091508256109513
1-7682,7,7,1-7682,141,46,0,32,55.54790922999382,0.39395680304960157
MLG40,9,8,MLG40,51,17,0,9,19.685349470935762,0.3859872445281522
1-9379,19,21,1-9379,58,15,0,23,21.86255975905806,0.376940685501001
1-1827,4,5,1-1827,24,8,0,3,8.89511649031192,0.3706298537629967
1-5002,3,3,1-5002,45,14,0,8,16.386977307498455,0.36415505127774345
MLG63,8,8,MLG63,380,127,0,14,131.1772102881223,0.34520318496874286
MLG48,18,20,MLG48,159,52,0,3,52.89511649031192,0.332673688618314
1-8067,6,9,1-8067,322,78,0,96,106.64372768998146,0.33119170090056355
1-8627,14,15,1-8627,25,4,0,13,7.8788381246849895,0.31515352498739957
1-1580,13,14,1-1580,400,43,0,270,123.56048412807286,0.30890121032018214
1-1942,20,22,1-1942,34,9,0,5,10.491860817186534,0.3085841416819569
1-6927,19,21,1-6927,179,37,0,56,53.708841152489185,0.3000493919133474
1-9277,20,6,1-9277,48,9,0,17,14.072326778434217,0.29317347455071285
1-2382,7,7,1-2382,139,28,0,39,39.63651437405497,0.2851547796694602
1-5913,8,8,1-5913,14,3,0,3,3.8951164903119206,0.27822260645085145
1-7842,12,13,1-7842,21,5,0,2,5.596744326874614,0.26651163461307686
MLG60,14,15,MLG60,47,8,0,15,12.475582451559603,0.26543792450126813
1-3265,9,20,1-3265,19,4,0,3,4.895116490311921,0.2576377100164169
1-1989,21,13,1-1989,46,7,0,16,11.77395461499691,0.2559555351086285
MLG50,11,12,MLG50,319,63,0,57,80.00721331592649,0.25080631133519277
1-10539,21,22,1-10539,63,7,0,28,15.354420576244593,0.24372096152769196
1-6858,9,23,1-6858,23,5,0,2,5.596744326874614,0.24333670986411365
1-3083,5,4,1-3083,78,10,0,30,18.951164903119206,0.2429636526040924
1-2545,15,16,1-2545,145,35,0,0,35.0,0.2413793103448276
1-18558,15,16,1-18558,307,72,0,3,72.89511649031192,0.2374433761899411
MLG14,19,21,MLG14,232,46,0,30,54.951164903119206,0.23685846940999658
MLG75,9,23,MLG75,185,40,0,11,43.282093797810376,0.23395726377194798
1-9491,21,22,1-9491,80,12,0,21,18.265815432183444,0.22832269290229307
1-9667,16,19,1-9667,14,2,0,4,3.1934886537492275,0.2281063324106591
1-11329,21,12,1-11329,14,2,0,4,3.1934886537492275,0.2281063324106591
1-9394,12,13,1-9394,117,18,0,29,26.6527927396819,0.22780164734770855
1-0027,9,23,1-0027,29,6,0,2,6.596744326874614,0.22747394230602117
MLG45,21,22,MLG45,70,12,0,13,15.87883812468499,0.22684054463835698
1-6611,3,3,1-6611,89,14,0,20,19.967443268746138,0.224353295154451
1-7268,21,22,1-7268,70,13,0,9,15.685349470935762,0.22407642101336803
1-7608,7,7,1-7608,4,0,0,3,0.8951164903119206,0.22377912257798016
1-17907,3,3,1-17907,119,15,0,38,26.33814221061766,0.22132892613964422
1-5981,5,4,1-5981,28,5,0,4,6.1934886537492275,0.2211960233481867
MLG41,8,8,MLG41,66,11,0,12,14.580465961247683,0.2209161509279952
1-3362,22,11,1-3362,117,16,0,32,25.54790922999382,0.21835819854695573
MLG39,11,24,MLG39,23,5,0,0,5.0,0.21739130434782608
MLG55,11,12,MLG55,92,16,0,13,19.87883812468499,0.21607432744222815
1-7496,9,23,1-7496,246,44,0,30,52.951164903119206,0.21524863781755774
