,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
114,1-3106,13,1-3106,11,34,4,0,11,12.04907900094986,0.3543846764985253
115,MLG02,6,MLG02,1,320,16,0,133,113.32068246603012,0.3541271327063441
116,1-5775,3,1-5775,6,244,71,0,21,86.36642354726791,0.3539607522429013
117,1-11350,12,1-11350,18,100,31,0,6,35.39040672779083,0.3539040672779083
118,1-9887,6,1-9887,1,36,1,0,16,12.707751274108888,0.352993090947469
119,1-11206,8,1-11206,21,14,2,0,4,4.926937818527222,0.3519241298948015
120,1-11329,16,1-11329,5,14,2,0,4,4.926937818527222,0.3519241298948015
121,1-18377,15,1-18377,14,14,2,0,4,4.926937818527222,0.3519241298948015
122,1-9110,7,1-9110,2,29,8,0,3,10.195203363895416,0.3515587366860488
123,1-0278,17,1-0278,19,79,8,0,27,27.756830275058743,0.3513522819627689
124,MLG58,19,MLG58,13,71,11,0,19,24.902954638004303,0.3507458399718915
125,1-8529,17,1-8529,19,56,2,0,24,19.56162691116333,0.3493147662707737
126,1-3535,10,1-3535,16,315,33,0,105,109.83211773633955,0.3486733896391732
127,1-5282,11,1-5282,17,17,3,0,4,5.926937818527222,0.3486434010898365
128,1-4855,14,1-4855,12,22,4,0,5,7.658672273159027,0.348121466961774
129,1-4531,15,1-4531,21,94,18,0,20,32.63468909263611,0.347177543538682
130,1-4136,12,1-4136,18,5,1,0,1,1.7317344546318054,0.346346890926361
131,1-9761,19,1-9761,13,35,7,0,7,12.122141182422638,0.346346890926361
132,1-4051,19,1-4051,13,5,1,0,1,1.7317344546318054,0.346346890926361
133,1-5425,4,1-5425,8,17,0,0,8,5.853875637054443,0.3443456257090849
134,1-3523,12,1-3523,18,543,111,0,103,186.368648827076,0.3432203477478379
135,1-6914,15,1-6914,14,73,6,0,26,25.02509582042694,0.3428095317866704
136,1-5172,8,1-5172,21,120,3,0,52,41.05019164085388,0.342084930340449
137,1-9497,13,1-9497,11,150,18,0,45,50.92805045843125,0.3395203363895416
138,1-9808,6,1-9808,1,74,6,0,26,25.02509582042694,0.33817697054631
139,1-9404,4,1-9404,8,100,11,0,31,33.68376809358597,0.3368376809358597
140,MLG64,19,MLG64,13,245,40,0,58,82.44059836864471,0.3364922382393662
141,1-3447,14,1-3447,12,110,12,0,34,36.87897145748138,0.3352633768861944
142,1-6532,8,1-6532,21,27,1,0,11,9.04907900094986,0.335151074109254
143,1-4319,4,1-4319,8,163,18,0,50,54.58672273159027,0.3348878695189587
144,1-9034,17,1-9034,19,3,1,0,0,1.0,0.3333333333333333
145,1-7682,16,1-7682,5,141,36,0,15,46.97601681947708,0.3331632398544474
146,1-6035,8,1-6035,21,23,4,0,5,7.658672273159027,0.3329857510069142
147,1-6927,4,1-6927,8,179,9,0,69,59.489677369594574,0.3323445663105842
148,1-8157,11,1-8157,17,75,19,0,8,24.853875637054443,0.3313850084940592
149,1-1769,4,1-1769,8,89,3,0,36,29.342440366744995,0.3296903411993819
150,1-7874,15,1-7874,14,258,11,0,101,84.90517991781235,0.3290898446426835
151,MLG14,3,MLG14,6,232,55,0,29,76.22029918432236,0.328535772346217
152,1-18994,17,1-18994,19,28,7,0,3,9.195203363895416,0.328400120139122
153,1-1935,6,1-1935,1,12,1,0,4,3.9269378185272217,0.3272448182106018
154,1-0205,15,1-0205,14,34,3,0,11,11.04907900094986,0.3249729117926429
155,1-6594,8,1-6594,21,70,0,0,31,22.683768093585968,0.3240538299083709
156,1-4760,12,1-4760,18,40,10,0,4,12.926937818527222,0.3231734454631805
157,1-3139,15,1-3139,14,93,11,0,26,30.02509582042694,0.3228504926927628
158,1-6647,9,1-6647,15,62,17,0,4,19.92693781852722,0.3214022228794713
159,1-10468,4,1-10468,8,549,59,0,159,175.34577828645706,0.3193912172795211
160,MLG78,17,MLG78,19,80,16,0,13,25.51254791021347,0.3189068488776684
161,1-7213,6,1-7213,1,23,0,0,10,7.317344546318054,0.3181454150573067
162,1-9674,4,1-9674,8,144,18,0,38,45.805909276008606,0.3180965921945042
163,1-4634,13,1-4634,11,48,5,0,14,15.244282364845276,0.3175892159342766
164,1-0027,20,1-0027,11,29,4,0,7,9.122141182422638,0.3145565924973323
165,1-9283,2,1-9283,10,235,48,0,35,73.61070591211319,0.3132370464345242
166,1-4640,18,1-4640,7,87,17,0,14,27.24428236484528,0.3131526708602905
167,1-7024,9,1-7024,15,498,74,0,110,154.4907900094986,0.3102224698985915
168,1-4355,12,1-4355,18,49,10,0,7,15.122141182422638,0.3086151261718906
169,1-1570,8,1-1570,21,142,13,0,42,43.73284709453583,0.3079777964403931
170,1-4494,19,1-4494,12,16,2,0,4,4.926937818527222,0.3079336136579513
171,1-2573,10,1-2573,16,37,7,0,6,11.390406727790833,0.3078488304808333
172,MLG54,14,MLG54,12,595,69,0,156,183.15057492256165,0.3078160923068262
173,1-5197,4,1-5197,8,72,6,0,22,22.09815800189972,0.3069188611374961
174,1-9500,8,1-9500,21,33,5,0,7,10.122141182422638,0.3067315509825041
175,1-7140,6,1-7140,1,397,36,0,117,121.61293119192123,0.3063298014909855
176,1-1608,7,1-1608,2,307,38,0,76,93.6118185520172,0.3049244903974502
177,1-9902,6,1-9902,1,30,4,0,7,9.122141182422638,0.3040713727474212
178,1-9227,15,1-9227,14,801,67,0,240,242.6162691116333,0.3028917217373699
179,1-18498,19,1-18498,13,13,1,0,4,3.9269378185272217,0.3020721398867093
180,1-8067,4,1-8067,8,322,36,0,83,96.73395973443984,0.3004160240199995
181,1-8074,5,1-8074,9,145,15,0,39,43.53764373064041,0.3002596119354511
182,MLG49,20,MLG49,3,185,35,0,28,55.48856472969055,0.299938187728057
183,MLG42,11,MLG42,17,14,2,0,3,4.195203363895416,0.2996573831353868
184,MLG50,3,MLG50,6,319,64,0,43,95.46458154916763,0.2992620111259173
185,1-9997,20,1-9997,11,16,4,0,1,4.731734454631805,0.2957334034144878
186,1-9650,4,1-9650,8,25,3,0,6,7.390406727790832,0.2956162691116333
187,MLG13,15,MLG13,14,140,12,0,40,41.26937818527222,0.2947812727519444
188,1-9417,4,1-9417,8,76,7,0,21,22.36642354726792,0.2942950466745778
189,1-6228,8,1-6228,21,48,9,0,7,14.122141182422638,0.294211274633805
190,1-5803,11,1-5803,17,15,0,0,6,4.3904067277908325,0.2926937818527221
191,1-17790,6,1-17790,1,5,0,0,2,1.4634689092636108,0.2926937818527221
192,1-5406,17,1-5406,19,10,0,0,4,2.9269378185272217,0.2926937818527221
193,1-5424,15,1-5424,14,5,0,0,2,1.4634689092636108,0.2926937818527221
194,1-9996,8,1-9996,21,28,6,0,3,8.195203363895416,0.2926858344248363
195,1-10451,19,1-10451,13,46,1,0,17,13.439485728740692,0.2921627332334933
196,1-18371,11,1-18371,17,120,16,0,26,35.02509582042694,0.2918757985035578
197,1-2545,12,1-2545,18,145,24,0,25,42.293361365795135,0.291678354246863
198,1-8042,12,1-8042,18,52,10,0,7,15.122141182422638,0.2908104073542815
199,1-9516,15,1-9516,14,76,6,0,22,22.09815800189972,0.2907652368671016
200,1-3564,8,1-3564,21,41,6,0,8,11.853875637054443,0.2891189179769376
201,1-7897,11,1-7897,17,95,12,0,21,27.36642354726792,0.2880676162870306
202,1-0272,2,1-0272,10,111,29,0,4,31.92693781852722,0.2876300704371822
203,1-8181,13,1-8181,11,30,2,0,9,8.585610091686249,0.2861870030562083
204,1-5626,8,1-5626,21,125,5,0,42,35.73284709453583,0.2858627767562866
205,1-8124,4,1-8124,8,18,0,0,7,5.122141182422638,0.2845633990234799
206,1-0296,18,1-0296,7,41,8,0,5,11.658672273159029,0.2843578603209519
207,1-19166,17,1-19166,19,45,12,0,1,12.731734454631804,0.2829274323251512
208,1-20167,13,1-20167,11,56,7,0,12,15.780813455581663,0.281800240278244
209,1-20467,13,1-20467,11,13,0,0,5,3.658672273159027,0.2814363287045405
210,1-2294,4,1-2294,8,75,5,0,22,21.09815800189972,0.2813087733586629
211,1-6974,11,1-6974,17,207,15,0,59,58.17233282327652,0.2810257624312875
212,1-8488,12,1-8488,18,23,5,0,2,6.463468909263611,0.2810203873592874
213,1-8341,15,1-8341,14,197,12,0,59,55.17233282327652,0.2800626031638402
214,1-7341,8,1-7341,21,110,0,0,42,30.732847094535828,0.2793895190412348
215,1-9651,20,1-9651,3,38,4,0,9,10.585610091686249,0.2785686866233223
216,1-1177,5,1-1177,7,17,4,0,1,4.731734454631805,0.2783373208606944
217,1-9892,11,1-9892,17,22,1,0,7,6.122141182422638,0.2782791446555744
218,1-19286,3,1-19286,6,40,6,0,7,11.122141182422638,0.2780535295605659
219,1-7496,18,1-7496,7,246,42,0,36,68.342440366745,0.2778147982388008
220,1-3141,8,1-3141,21,136,7,0,42,37.73284709453583,0.2774474051068811
221,1-6900,9,1-6900,15,67,12,0,9,18.58561009168625,0.2773971655475559
222,1-5531,11,1-5531,17,8,0,0,3,2.1952033638954163,0.274400420486927
223,1-9861,6,1-9861,1,8,0,0,3,2.1952033638954163,0.274400420486927
224,1-10696,8,1-10696,21,24,0,0,9,6.585610091686249,0.274400420486927
225,1-17835,2,1-17835,1,17,1,0,5,4.658672273159027,0.2740395454799427
226,1-8634,16,1-8634,5,10,2,0,1,2.7317344546318054,0.2731734454631805
227,1-9768,17,1-9768,19,241,35,0,42,65.73284709453583,0.2727504028818914
228,MLG31,3,MLG31,6,33,6,0,4,8.926937818527222,0.2705132672280976
229,1-19915,8,1-19915,21,62,5,0,16,16.707751274108887,0.2694798592598207
230,1-8398,17,1-8398,19,54,5,0,13,14.51254791021347,0.2687508872261754
231,1-9286,2,1-9286,10,81,7,0,20,21.63468909263611,0.2670949270695816
232,1-9588,5,1-9588,9,14,3,0,1,3.731734454631805,0.266552461045129
233,1-6980,8,1-6980,21,128,1,0,45,33.928050458431244,0.2650628942064941
234,1-1183,5,1-1183,10,45,9,0,4,11.926937818527222,0.2650430626339383
235,1-8285,2,1-8285,10,72,11,0,11,19.04907900094986,0.2645705416798591
236,1-8573,11,1-8573,17,184,12,0,50,48.58672273159027,0.2640582757151645
237,1-9870,6,1-9870,1,27,2,0,7,7.122141182422638,0.263783006756394
238,1-1592,19,1-1592,13,32,4,0,6,8.390406727790833,0.2622002102434635
239,1-9667,8,1-9667,21,14,0,0,5,3.658672273159027,0.2613337337970733
240,1-9818,10,1-9818,16,28,0,0,10,7.317344546318054,0.2613337337970733
241,1-8084,13,1-8084,11,82,3,0,25,21.29336136579513,0.2596751386072577
242,1-5508,15,1-5508,14,38,4,0,8,9.853875637054443,0.2593125167645906
243,1-1317,4,1-1317,8,414,28,0,108,107.027321100235,0.2585200992759299
244,1-7536,15,1-7536,14,17,0,0,6,4.3904067277908325,0.2582592192818136
245,1-9496,4,1-9496,8,39,2,0,11,10.04907900094986,0.2576686923320477
246,1-19549,8,1-19549,21,29,6,0,2,7.463468909263611,0.257360996871159
247,1-5515,16,1-5515,5,29,6,0,2,7.463468909263611,0.257360996871159
248,1-20047,8,1-20047,21,20,0,0,7,5.122141182422638,0.2561070591211319
249,1-9963,8,1-9963,21,116,15,0,20,29.63468909263611,0.2554714576951388
250,1-3589,14,1-3589,12,27,1,0,8,6.853875637054443,0.2538472458168312
251,1-1224,4,1-1224,8,151,9,0,40,38.26937818527222,0.2534395906309418
252,1-8576,6,1-8576,1,55,0,0,19,13.902954638004305,0.25278099341826
253,MLG62,5,MLG62,9,525,61,0,98,132.70997655391693,0.2527809077217465
254,1-7608,6,1-7608,1,4,1,0,0,1.0,0.25
255,1-17657,3,1-17657,6,8,2,0,0,2.0,0.25
256,1-2701,11,1-2701,17,61,5,0,14,15.244282364845276,0.249906268276152
257,1-7964,6,1-7964,1,202,8,0,58,50.44059836864472,0.2497059325180431
258,1-9578,7,1-9578,2,42,9,0,2,10.46346890926361,0.249130212125324
259,1-20578,5,1-20578,9,19,4,0,1,4.731734454631805,0.2490386555069371
260,1-8066,6,1-8066,1,86,3,0,25,21.29336136579513,0.2475972251836643
261,MLG44,19,MLG44,13,59,8,0,9,14.585610091686249,0.2472137303675635
262,1-9995,6,1-9995,1,24,3,0,4,5.926937818527222,0.2469557424386342
263,1-9630,10,1-9630,16,33,3,0,7,8.122141182422638,0.2461254903764435
264,1-20012,13,1-20012,11,12,0,0,4,2.9269378185272217,0.2439114848772684
265,1-9504,6,1-9504,1,30,0,0,10,7.317344546318054,0.2439114848772684
266,1-3587,16,1-3587,5,46,9,0,3,11.195203363895416,0.2433739861716395
267,1-8910,15,1-8910,14,137,9,0,33,33.14723700284958,0.2419506350572962
268,MLG84,7,MLG84,2,63,10,0,7,15.122141182422638,0.2400339870225815
269,1-2714,10,1-2714,16,61,0,0,20,14.634689092636108,0.2399129359448542
270,1-18935,10,1-18935,16,30,5,0,3,7.195203363895416,0.2398401121298472
271,1-1972,7,1-1972,2,32,4,0,5,7.658672273159027,0.2393335085362196
272,1-7845,20,1-7845,3,36,7,0,2,8.46346890926361,0.2350963585906558
273,1-19229,19,1-19229,13,38,6,0,4,8.926937818527222,0.2349194162770321
274,1-9770,21,1-9770,20,50,11,0,1,11.731734454631804,0.2346346890926361
275,1-8400,20,1-8400,9,33,7,0,1,7.731734454631805,0.234294983473691
276,1-18714,7,1-18714,2,32,6,0,2,7.463468909263611,0.2332334034144878
277,1-0055,2,1-0055,5,18,2,0,3,4.195203363895416,0.2330668535497453
278,1-6718,11,1-6718,17,20,1,0,5,4.658672273159027,0.2329336136579513
279,1-9518,6,1-9518,1,22,0,0,7,5.122141182422638,0.232824599201029
280,1-2153,12,1-2153,18,13,3,0,0,3.0,0.2307692307692307
281,1-8427,20,1-8427,3,189,23,0,28,43.48856472969055,0.2300982260830188
282,1-1580,12,1-1580,18,400,62,0,41,92.00111263990402,0.23000278159976
283,1-8826,15,1-8826,14,123,7,0,29,28.22029918432236,0.2294333267018077
284,1-17758,4,1-17758,8,40,1,0,11,9.04907900094986,0.2262269750237465
285,1-3362,18,1-3362,7,117,11,0,21,26.36642354726792,0.2253540474125462
286,1-8590,10,1-8590,16,24,1,0,6,5.3904067277908325,0.224600280324618
287,1-9457,4,1-9457,8,11,1,0,2,2.463468909263611,0.2239517190239646
288,1-8127,19,1-8127,13,32,2,0,7,7.122141182422638,0.2225669119507074
289,MLG72,18,MLG72,7,9,2,0,0,2.0,0.2222222222222222
290,MLG11,12,MLG11,18,87,17,0,3,19.195203363895416,0.2206345214240852
291,1-9338,3,1-9338,6,29,2,0,6,6.3904067277908325,0.2203588526824425
292,1-5555,4,1-5555,8,10,0,0,3,2.1952033638954163,0.2195203363895416
293,1-1957,11,1-1957,17,47,3,0,10,10.317344546318054,0.2195179690705969
294,1-6227,8,1-6227,21,52,7,0,6,11.390406727790833,0.2190462832267467
295,1-18563,6,1-18563,1,8,1,0,1,1.7317344546318054,0.2164668068289756
296,1-8705,9,1-8705,5,48,6,0,6,10.390406727790833,0.2164668068289756
297,1-2034,21,1-2034,19,16,2,0,2,3.463468909263611,0.2164668068289756
298,1-19004,6,1-19004,1,60,2,0,15,12.97601681947708,0.2162669469912846
299,1-3534,18,1-3534,7,279,31,0,40,60.26937818527222,0.2160192766497212
300,1-8659,14,1-8659,12,91,13,0,9,19.58561009168625,0.2152264845240247
301,1-3206,12,1-3206,18,45,6,0,5,9.658672273159029,0.2146371616257561
302,1-7070,20,1-7070,3,129,24,0,5,27.658672273159027,0.2144083121950312
303,1-9831,4,1-9831,8,132,7,0,29,28.22029918432236,0.2137901453357754
304,1-7866,12,1-7866,18,318,59,0,12,67.78081345558167,0.2131472121244706
305,1-4649,14,1-4649,12,244,29,0,31,51.68376809358597,0.2118187216950244
306,1-0358,11,1-0358,17,22,1,0,5,4.658672273159027,0.2117578305981376
307,1-9740,8,1-9740,21,34,2,0,7,7.122141182422638,0.2094747406594893
308,1-9447,6,1-9447,1,7,0,0,2,1.4634689092636108,0.2090669870376587
309,1-7839,21,1-7839,20,24,5,0,0,5.0,0.2083333333333333
310,1-2103,8,1-2103,21,26,1,0,6,5.3904067277908325,0.2073233356842627
311,1-6538,11,1-6538,17,44,1,0,11,9.04907900094986,0.2056608863852241
312,1-8018,19,1-8018,13,58,6,0,8,11.853875637054443,0.2043771661561111
313,1-6743,4,1-6743,8,58,0,0,16,11.707751274108888,0.2018577805880842
314,MLG51,20,MLG51,3,248,17,0,45,49.92805045843125,0.2013227841065775
315,1-17907,18,1-17907,7,119,18,0,8,23.853875637054443,0.2004527364458356
316,1-3647,6,1-3647,1,5,1,0,0,1.0,0.2
317,1-8906,12,1-8906,18,15,3,0,0,3.0,0.2
318,MLG53,9,MLG53,15,91,13,0,7,18.12214118242264,0.1991444085980509
319,MLG63,10,MLG63,16,380,39,0,50,75.58672273159027,0.198912428241027
320,1-8928,21,1-8928,20,39,7,0,1,7.731734454631805,0.1982496014008155
321,1-18423,4,1-18423,8,47,2,0,10,9.317344546318054,0.198241373325916
322,1-8988,6,1-8988,1,29,2,0,5,5.658672273159027,0.1951266301089319
323,1-11330,13,1-11330,11,14,2,0,1,2.7317344546318054,0.1951238896165575
324,MLG68,16,MLG68,5,642,38,0,119,125.07640010118484,0.1948230531171103
325,1-6531,6,1-6531,1,27,0,0,7,5.122141182422638,0.1897089326823199
326,1-9452,1,1-9452,4,16,3,0,0,3.0,0.1875
327,1-0008,6,1-0008,1,230,2,0,56,42.9771294593811,0.1868570846060048
328,1-13247,11,1-13247,17,29,1,0,6,5.3904067277908325,0.1858760940617528
329,1-9185,16,1-9185,5,31,5,0,1,5.731734454631805,0.1848946598268324
330,1-9733,18,1-9733,7,4,0,0,1,0.7317344546318054,0.1829336136579513
331,1-21192,14,1-21192,12,4,0,0,1,0.7317344546318054,0.1829336136579513
332,1-9643,6,1-9643,1,8,0,0,2,1.4634689092636108,0.1829336136579513
333,1-5929,15,1-5929,14,4,0,0,1,0.7317344546318054,0.1829336136579513
334,1-20641,17,1-20641,21,16,0,0,4,2.9269378185272217,0.1829336136579513
335,1-9697,21,1-9697,6,20,0,0,5,3.658672273159027,0.1829336136579513
336,1-8100,16,1-8100,5,19,2,0,2,3.463468909263611,0.1822878373296637
337,1-1250,20,1-1250,3,34,4,0,3,6.195203363895416,0.1822118636439828
338,1-19222,13,1-19222,11,15,2,0,1,2.7317344546318054,0.182115630308787
339,1-5653,8,1-5653,21,11,2,0,0,2.0,0.1818181818181818
340,1-0405,8,1-0405,21,64,10,0,2,11.46346890926361,0.1791167017072439
341,1-1258,9,1-1258,15,435,25,0,72,77.68488073348999,0.1785859327206666
