Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
212,212,212,212,212,212,212,MLG32,4,MLG32,8,52,18,1,10,1018.724363476038,19.590853143769962
34,34,34,34,34,34,34,MLG51,4,MLG51,8,248,8,2,51,2011.6942537277937,8.111670377934653
30,30,30,30,30,30,30,1-10785,16,1-10785,17,279,34,2,78,2039.6500351130962,7.3105736025559
58,58,58,58,58,58,58,MLG49,20,MLG49,21,185,24,1,10,1024.724363476038,5.539050613383989
18,18,18,18,18,18,18,MLG63,16,MLG63,17,380,67,2,20,2068.448726952076,5.443286123558095
54,54,54,54,54,54,54,1-1350,20,1-1350,21,195,15,1,45,1018.2596356421709,5.221844285344466
45,45,45,45,45,45,45,1-3596,19,1-3596,15,223,34,1,63,1038.5634898990393,4.657235380713181
43,43,43,43,43,43,43,MLG14,19,MLG14,15,232,37,1,20,1038.448726952076,4.476072098931362
41,41,41,41,41,41,41,1-9283,4,1-9283,8,235,18,1,24,1019.7384723424911,4.33931264826592
31,31,31,31,31,31,31,1-9156,17,1-9156,12,268,19,1,81,1024.8673441559076,3.8241318811787597
12,12,12,12,12,12,12,1-7024,17,1-7024,12,498,35,1,44,1038.187199294567,2.0847132515955162
239,239,239,239,239,239,239,1-5002,10,1-5002,3,45,23,0,2,23.144872695207596,0.5143305043379466
161,161,161,161,161,161,161,1-8285,8,1-8285,2,72,30,0,10,30.72436347603798,0.4267272705005275
46,46,46,46,46,46,46,1-2282,8,1-2282,2,219,87,0,27,88.95578138530254,0.40619078258129016
174,174,174,174,174,174,174,MLG41,8,MLG41,2,66,26,0,11,26.796799823641777,0.40601211854002695
332,332,332,332,332,332,332,P-16616,12,P-16616,15,28,8,0,5,8.36218173801899,0.29864934778639246
165,165,165,165,165,165,165,MLG59,17,MLG59,12,71,20,0,3,20.217309042811394,0.28475083158889286
84,84,84,84,84,84,84,1-2382,8,1-2382,6,139,34,0,61,38.41861720383167,0.2763929295239689
64,64,64,64,64,64,64,MLG29,15,MLG29,18,164,44,0,18,45.30385425686836,0.27624301376139243
126,126,126,126,126,126,126,1-6693,15,1-6693,18,98,25,0,16,26.158981561660767,0.2669283832822527
40,40,40,40,40,40,40,1-7807,2,1-7807,11,239,60,0,13,60.94167251884937,0.2549860774847254
151,151,151,151,151,151,151,MLG38,8,MLG38,2,77,18,0,21,19.521163299679756,0.25352160129454226
299,299,299,299,299,299,299,MLG31,8,MLG31,2,33,8,0,5,8.36218173801899,0.25339944660663605
27,27,27,27,27,27,27,1-1608,6,1-1608,5,307,73,0,53,76.83912642300129,0.2502903140814374
403,403,403,403,403,403,403,72-12171,14,72-12171,20,19,4,0,10,4.724363476037979,0.24865070926515678
11,11,11,11,11,11,11,MLG56,6,MLG56,5,511,117,0,109,124.89556188881397,0.24441401543799213
166,166,166,166,166,166,166,MLG58,2,MLG58,11,71,17,0,3,17.217309042811394,0.2424973104621323
29,29,29,29,29,29,29,1-3534,12,1-3534,6,279,56,0,67,60.85323528945446,0.2181119544424891
28,28,28,28,28,28,28,1-7005,7,1-7005,4,285,48,0,167,60.09687004983425,0.2108662107011728
22,22,22,22,22,22,22,MLG50,5,MLG50,14,319,62,0,53,65.83912642300129,0.20639224584012944
129,129,129,129,129,129,129,1-4531,7,1-4531,4,94,17,0,32,19.317963123321533,0.20551024599278228
217,217,217,217,217,217,217,1-9770,5,1-9770,14,50,9,0,17,10.231417909264565,0.2046283581852913
140,140,140,140,140,140,140,1-8066,4,1-8066,8,86,17,0,7,17.507054433226585,0.20357040038635565
358,358,358,358,358,358,358,1-8627,16,1-8627,17,25,5,0,1,5.072436347603798,0.20289745390415193
533,533,533,533,533,533,533,1-3217,18,1-3217,16,5,1,0,0,1.0,0.2
475,475,475,475,475,475,475,1-4499,17,1-4499,12,12,2,0,5,2.3621817380189896,0.19684847816824913
439,439,439,439,439,439,439,1-4682,19,1-4682,15,16,3,0,2,3.144872695207596,0.19655454345047474
437,437,437,437,437,437,437,1-4098,11,1-4098,7,16,3,0,2,3.144872695207596,0.19655454345047474
146,146,146,146,146,146,146,MLG78,2,MLG78,11,80,15,0,8,15.579490780830383,0.19474363476037979
297,297,297,297,297,297,297,1-9630,10,1-9630,17,33,6,0,5,6.36218173801899,0.19279338600057544
262,262,262,262,262,262,262,1-8172,5,1-8172,14,40,7,0,9,7.651927128434181,0.19129817821085454
300,300,300,300,300,300,300,1-18709,15,1-18709,18,33,6,0,4,6.289745390415192,0.1905983451640967
143,143,143,143,143,143,143,1-9286,6,1-9286,5,81,15,0,5,15.36218173801899,0.18965656466690112
425,425,425,425,425,425,425,1-0003,21,1-0003,22,17,3,0,3,3.2173090428113937,0.18925347310655258
7,7,7,7,7,7,7,MLG69,10,MLG69,3,576,100,0,120,108.69236171245575,0.18870201686190236
482,482,482,482,482,482,482,1-9457,3,1-9457,9,11,2,0,1,2.072436347603798,0.18840330432761798
265,265,265,265,265,265,265,1-1204,20,1-1204,21,39,7,0,4,7.289745390415192,0.1869165484721844
269,269,269,269,269,269,269,1-8551,21,1-8551,22,38,7,0,1,7.072436347603798,0.18611674598957362
195,195,195,195,195,195,195,1-9379,19,1-9379,15,58,10,0,9,10.651927128434181,0.18365391600748587
208,208,208,208,208,208,208,1-5355,21,1-5355,22,53,9,0,10,9.72436347603798,0.18347855615165998
184,184,184,184,184,184,184,1-2701,11,1-2701,7,61,10,0,16,11.158981561660767,0.1829341239616519
384,384,384,384,384,384,384,1-0358,2,1-0358,11,22,4,0,0,4.0,0.18181818181818182
163,163,163,163,163,163,163,1-6692,18,1-6692,16,71,12,0,11,12.796799823641777,0.18023661723439122
410,410,410,410,410,410,410,1-3108,20,1-3108,17,18,3,0,3,3.2173090428113937,0.17873939126729965
258,258,258,258,258,258,258,1-17758,3,1-17758,9,40,7,0,2,7.144872695207596,0.1786218173801899
357,357,357,357,357,357,357,1-9650,16,1-9650,12,25,4,0,6,4.4346180856227875,0.1773847234249115
132,132,132,132,132,132,132,MLG55,5,MLG55,14,92,14,0,32,16.317963123321533,0.17736916438392972
404,404,404,404,404,404,404,1-20578,3,1-20578,9,19,3,0,5,3.3621817380189896,0.17695693357994682
421,421,421,421,421,421,421,1-5282,21,1-5282,22,17,3,0,0,3.0,0.17647058823529413
275,275,275,275,275,275,275,1-4020,21,1-4020,22,37,6,0,6,6.4346180856227875,0.17390859690872398
473,473,473,473,473,473,473,1-5161,19,1-5161,15,12,2,0,1,2.072436347603798,0.17270302896698317
97,97,97,97,97,97,97,1-1833,5,1-1833,14,124,18,0,45,21.259635642170906,0.17144867453363635
503,503,503,503,503,503,503,1-5531,6,1-5531,5,8,1,0,5,1.3621817380189896,0.1702727172523737
235,235,235,235,235,235,235,1-1989,21,1-1989,22,46,6,0,24,7.73847234249115,0.16822765961937283
394,394,394,394,394,394,394,1-9697,16,1-9697,17,20,3,0,5,3.3621817380189896,0.16810908690094947
524,524,524,524,524,524,524,1-7525,17,1-7525,12,6,1,0,0,1.0,0.16666666666666666
519,519,519,519,519,519,519,1-10762,16,1-10762,17,6,1,0,0,1.0,0.16666666666666666
354,354,354,354,354,354,354,1-7530,21,1-7530,22,25,4,0,2,4.144872695207596,0.16579490780830383
430,430,430,430,430,430,430,1-8023,5,1-8023,14,16,2,0,9,2.651927128434181,0.16574544552713633
85,85,85,85,85,85,85,1-1131,12,1-1131,6,138,18,0,61,22.418617203831673,0.1624537478538527
346,346,346,346,346,346,346,1-9805,6,1-9805,5,26,4,0,3,4.217309042811394,0.16220419395428437
103,103,103,103,103,103,103,1-3362,13,1-3362,20,117,16,0,41,18.969890251755714,0.16213581411757022
123,123,123,123,123,123,123,1-11350,10,1-11350,3,100,15,0,16,16.158981561660767,0.16158981561660768
505,505,505,505,505,505,505,1-9855,17,1-9855,12,8,1,0,4,1.2897453904151917,0.16121817380189896
37,37,37,37,37,37,37,1-5775,14,1-5775,19,244,36,0,45,39.259635642170906,0.16090014607447092
35,35,35,35,35,35,35,1-7496,13,1-7496,20,246,34,0,74,39.360289722681046,0.1600011777344758
53,53,53,53,53,53,53,1-8341,7,1-8341,4,197,27,0,62,31.49105355143547,0.15985306371287042
47,47,47,47,47,47,47,1-0303,20,1-0303,21,212,27,0,94,33.809016674757004,0.15947649374885378
337,337,337,337,337,337,337,1-6532,21,1-6532,22,27,4,0,4,4.289745390415192,0.15887945890426636
449,449,449,449,449,449,449,MLG43,6,MLG43,17,14,2,0,3,2.2173090428113937,0.15837921734367097
4,4,4,4,4,4,4,MLG68,14,MLG68,19,642,100,0,23,101.66603599488735,0.15835831151851612
48,48,48,48,48,48,48,MLG30,9,MLG30,1,208,28,0,62,32.49105355143547,0.15620698822805515
348,348,348,348,348,348,348,1-3087,3,1-3087,9,26,4,0,0,4.0,0.15384615384615385
189,189,189,189,189,189,189,MLG10,8,MLG10,2,60,9,0,2,9.144872695207596,0.1524145449201266
125,125,125,125,125,125,125,1-1390,19,1-1390,15,98,11,0,51,14.694253727793694,0.14994136456932342
452,452,452,452,452,452,452,1-9588,6,1-9588,5,14,2,0,1,2.072436347603798,0.14803116768598557
