Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,1-9491,7,1-9491,10,80,22,1,28,1030.821718096733,12.885271476209164
93,93,93,93,93,MLG52,7,MLG52,10,125,17,1,24,1024.5614726543427,8.19649178123474
132,132,132,132,132,MLG55,17,MLG55,20,92,43,0,9,45.835552245378494,0.498212524406288
332,332,332,332,332,P-16616,15,P-16616,16,28,7,0,11,10.465674966573715,0.37377410594906124
217,217,217,217,217,1-9770,17,1-9770,20,50,18,0,2,18.63012272119522,0.37260245442390444
124,124,124,124,124,1-0292,1,1-0292,1,99,29,0,22,35.93134993314743,0.3629429286176508
169,169,169,169,169,1-7268,3,1-7268,4,70,8,0,54,25.013313472270966,0.3573330496038709
195,195,195,195,195,1-9379,6,1-9379,9,58,15,0,17,20.356043130159378,0.35096626086481686
84,84,84,84,84,1-2382,7,1-2382,10,139,38,0,31,47.766902178525925,0.34364677826277645
358,358,358,358,358,1-8627,4,1-8627,6,25,7,0,5,8.575306802988052,0.3430122721195221
215,215,215,215,215,MLG40,15,MLG40,16,51,15,0,7,17.205429524183273,0.33736136321927984
228,228,228,228,228,MLG60,11,MLG60,5,47,12,0,11,15.465674966573715,0.32905691418241945
165,165,165,165,165,MLG59,6,MLG59,9,71,18,0,16,23.040981769561768,0.32452086999382773
168,168,168,168,168,MLG45,6,MLG45,9,70,20,0,8,22.520490884780884,0.32172129835401264
43,43,43,43,43,MLG14,4,MLG14,6,232,69,0,13,73.09579768776894,0.3150680934817627
25,25,25,25,25,1-18028,3,1-18028,4,309,11,0,272,96.69669008255005,0.31293427211181246
85,85,85,85,85,1-1131,9,1-1131,12,138,39,0,12,42.780736327171326,0.31000533570414
57,57,57,57,57,MLG75,11,MLG75,5,185,43,0,43,56.54763850569725,0.30566291084160674
22,22,22,22,22,MLG50,4,MLG50,6,319,69,0,86,96.0952770113945,0.301239112888384
46,46,46,46,46,1-2282,17,1-2282,20,219,61,0,15,65.72592040896416,0.3001183580317998
17,17,17,17,17,1-7004,12,1-7004,19,381,53,0,193,113.80684259533882,0.2987056236098132
54,54,54,54,54,1-1350,2,1-1350,2,195,51,0,19,56.9861658513546,0.2922367479556646
174,174,174,174,174,MLG41,6,MLG41,9,66,16,0,10,19.150613605976105,0.29016081221175916
15,15,15,15,15,1-1580,13,1-1580,18,400,47,0,210,113.1628857254982,0.2829072143137455
11,11,11,11,11,MLG56,2,MLG56,2,511,138,0,16,143.04098176956177,0.27992364338466097
81,81,81,81,81,1-7682,11,1-7682,5,141,33,0,20,39.30122721195221,0.2787321078861859
104,104,104,104,104,1-9394,14,1-9394,17,117,14,0,59,32.58862027525902,0.27853521602785486
386,386,386,386,386,1-4855,9,1-4855,12,22,5,0,3,5.945184081792831,0.2702356400814923
441,441,441,441,441,1-9997,8,1-9997,11,16,3,0,4,4.260245442390442,0.2662653401494026
447,447,447,447,447,1-9971,16,1-9971,15,15,2,0,6,3.890368163585663,0.25935787757237755
244,244,244,244,244,1-19448,3,1-19448,4,45,5,0,21,11.61628857254982,0.2581397460566627
55,55,55,55,55,1-1462,10,1-1462,14,192,17,0,103,49.45132014155388,0.2575589590705931
409,409,409,409,409,1-5744,3,1-5744,4,18,4,0,2,4.630122721195221,0.2572290400664012
264,264,264,264,264,1-8928,17,1-8928,20,39,10,0,0,10.0,0.2564102564102564
456,456,456,456,456,1-7995,3,1-7995,4,14,2,0,5,3.5753068029880524,0.25537905735628946
451,451,451,451,451,1-11329,11,1-11329,5,14,2,0,5,3.5753068029880524,0.25537905735628946
299,299,299,299,299,MLG31,4,MLG31,6,33,7,0,4,8.260245442390442,0.2503104679512255
28,28,28,28,28,1-7005,10,1-7005,14,285,21,0,158,70.77969497442245,0.2483498069277981
331,331,331,331,331,1-5981,13,1-5981,18,28,6,0,3,6.945184081792831,0.24804228863545827
189,189,189,189,189,MLG10,4,MLG10,6,60,7,0,25,14.876534014940262,0.2479422335823377
111,111,111,111,111,1-0272,7,1-0272,10,111,25,0,8,27.520490884780884,0.2479323503133413
281,281,281,281,281,1-3312,5,1-3312,8,36,7,0,6,8.890368163585663,0.24695467121071285
45,45,45,45,45,1-3596,17,1-3596,20,223,51,0,9,53.835552245378494,0.24141503249048651
267,267,267,267,267,1-5413,7,1-5413,10,39,5,0,14,9.410859048366547,0.24130407816324478
257,257,257,257,257,1-19286,4,1-19286,6,40,8,0,5,9.575306802988052,0.23938267007470132
62,62,62,62,62,1-6878,1,1-6878,1,167,22,0,57,39.9584975540638,0.2392724404434958
265,265,265,265,265,1-1204,17,1-1204,20,39,9,0,1,9.31506136059761,0.23884772719481054
329,329,329,329,329,1-5980,8,1-5980,11,29,5,0,6,6.890368163585663,0.23759890219260907
118,118,118,118,118,MLG15,6,MLG15,9,105,5,0,63,24.84886571764946,0.2366558639776139
41,41,41,41,41,1-9283,7,1-9283,10,235,42,0,42,55.23257714509964,0.23503224317063676
74,74,74,74,74,1-8074,6,1-8074,9,145,22,0,38,33.9723317027092,0.2342919427773048
155,155,155,155,155,1-8157,6,1-8157,17,75,14,0,11,17.465674966573715,0.23287566622098288
455,455,455,455,455,1-18377,10,1-18377,14,14,2,0,4,3.260245442390442,0.23287467445646012
47,47,47,47,47,1-0303,16,1-0303,15,212,18,0,99,49.19107469916344,0.23203337122246903
490,490,490,490,490,1-8634,11,1-8634,5,10,2,0,1,2.3150613605976105,0.23150613605976106
127,127,127,127,127,1-5891,3,1-5891,4,96,13,0,29,22.136779457330704,0.23059145268052816
76,76,76,76,76,1-2335,14,1-2335,17,145,29,0,14,33.41085904836655,0.2304197175749417
369,369,369,369,369,MLG39,7,MLG39,10,23,4,0,4,5.260245442390442,0.22870632358219312
203,203,203,203,203,1-9938,5,1-9938,8,55,9,0,11,12.465674966573715,0.22664863575588573
348,348,348,348,348,1-3087,3,1-3087,4,26,4,0,6,5.890368163585663,0.22655262167637163
344,344,344,344,344,1-2103,18,1-2103,21,26,4,0,6,5.890368163585663,0.22655262167637163
151,151,151,151,151,MLG38,6,MLG38,9,77,13,0,14,17.410859048366547,0.2261150525761889
324,324,324,324,324,1-5515,11,1-5515,5,29,4,0,8,6.520490884780884,0.22484451326830635
143,143,143,143,143,1-9286,7,1-9286,10,81,10,0,26,18.191595375537872,0.22458759722886262
406,406,406,406,406,1-3265,13,1-3265,18,19,3,0,4,4.260245442390442,0.22422344433633903
233,233,233,233,233,1-3587,11,1-3587,5,46,8,0,7,10.205429524183273,0.2218571635692016
368,368,368,368,368,1-6858,18,1-6858,21,23,1,0,13,5.095797687768936,0.22155642120734506
269,269,269,269,269,1-8551,10,1-8551,14,38,4,0,14,8.410859048366547,0.22133839600964597
429,429,429,429,429,1-9452,3,1-9452,4,16,1,0,8,3.520490884780884,0.22003068029880524
171,171,171,171,171,1-9645,4,1-9645,6,69,6,0,29,15.136779457330704,0.2193736153236334
172,172,172,172,172,1-6900,16,1-6900,15,67,9,0,18,14.671104490756989,0.2189717088172685
236,236,236,236,236,1-9794,14,1-9794,17,46,9,0,3,9.945184081792831,0.21619965395201807
63,63,63,63,63,1-3052,10,1-3052,14,166,9,0,85,35.78021565079689,0.21554346777588487
183,183,183,183,183,1-19915,18,1-19915,21,62,10,0,10,13.150613605976105,0.21210667106413073
44,44,44,44,44,1-0008,1,1-0008,1,230,1,0,151,48.57426545023918,0.2111924584793008
521,521,521,521,521,1-3551,5,1-3551,8,6,0,0,4,1.260245442390442,0.21004090706507364
277,277,277,277,277,1-10060,5,1-10060,8,36,0,0,24,7.561472654342651,0.21004090706507364
7,7,7,7,7,MLG69,12,MLG69,19,576,43,0,247,120.82015606760979,0.20975721539515588
351,351,351,351,351,1-2324,16,1-2324,5,25,3,0,7,5.205429524183273,0.20821718096733094
4,4,4,4,4,MLG68,11,MLG68,5,642,38,0,302,133.14853090047836,0.2073964655770691
130,130,130,130,130,1-3139,10,1-3139,14,93,11,0,26,19.191595375537872,0.20636124059718142
297,297,297,297,297,1-9630,15,1-9630,16,33,3,0,12,6.780736327171326,0.20547685839913107
401,401,401,401,401,1-8100,11,1-8100,5,19,2,0,6,3.890368163585663,0.20475621913608752
208,208,208,208,208,1-5355,18,1-5355,21,53,6,0,15,10.725920408964157,0.20237585677290862
275,275,275,275,275,1-4020,3,1-4020,4,37,2,0,17,7.356043130159378,0.198811976490794
9,9,9,9,9,1-3523,13,1-3523,18,543,81,0,82,106.83503156900406,0.1967495977329725
126,126,126,126,126,1-6693,8,1-6693,11,98,12,0,23,19.24641129374504,0.19639195197699022
412,412,412,412,412,1-0055,11,1-0055,5,18,1,0,8,3.520490884780884,0.19558282693227133
5,5,5,5,5,MLG57,3,MLG57,4,629,44,0,250,122.76534014940262,0.19517542154118064
420,420,420,420,420,1-8678,18,1-8678,6,17,3,0,1,3.3150613605976105,0.19500360944691827
129,129,129,129,129,1-4531,18,1-4531,21,94,6,0,39,18.28739306330681,0.19454673471602987
159,159,159,159,159,1-6914,10,1-6914,14,73,6,0,26,14.191595375537872,0.19440541610325854
147,147,147,147,147,1-2423,1,1-2423,1,79,4,0,36,15.342208981513977,0.19420517698118958
163,163,163,163,163,1-6692,14,1-6692,17,71,10,0,12,13.780736327171326,0.19409487784748347
31,31,31,31,31,1-9156,14,1-9156,17,268,36,0,50,51.753068029880524,0.19310846279806165
445,445,445,445,445,1-5654,3,1-5654,4,15,1,0,6,2.890368163585663,0.19269121090571087
37,37,37,37,37,1-5775,4,1-5775,6,244,39,0,25,46.87653401494026,0.1921169426841814
176,176,176,176,176,1-6561,18,1-6561,21,65,3,0,30,12.451840817928314,0.19156678181428174
0,0,0,0,0,1-6098,8,1-6098,11,1327,133,0,383,253.6685011088848,0.1911593829004407
181,181,181,181,181,MLG84,2,MLG84,2,63,11,0,3,11.945184081792831,0.18960609653639415
534,534,534,534,534,1-8379,18,1-8379,21,5,0,0,3,0.9451840817928314,0.18903681635856628
345,345,345,345,345,1-3584,18,1-3584,21,26,3,0,6,4.890368163585663,0.1880910832148332
