Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,141,MLG45,20,11,MLG45,70,25,1,15,1034.764860868454,14.782355155263629
4,4,4,4,4,4,4,4,4,4,4,4,1-6240,20,11,1-6240,698,72,1,143,1165.0916736125946,1.6691857788146054
322,322,322,322,322,322,322,322,322,322,322,322,1-0296,18,16,1-0296,41,24,0,8,29.20792579650879,0.71238843406119
166,166,166,166,166,166,166,166,166,166,166,166,MLG40,14,9,MLG40,51,18,0,20,31.019814491271973,0.6082316566916073
131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,12,1-9283,235,95,0,72,141.8713321685791,0.6037077964620388
370,370,370,370,370,370,370,370,370,370,370,370,MLG62,13,8,MLG62,525,28,0,443,316.3888909816742,0.6026455066317604
413,413,413,413,413,413,413,413,413,413,413,413,1-8314,16,18,1-8314,36,4,0,24,19.623777389526367,0.5451049274868436
124,124,124,124,124,124,124,124,124,124,124,124,1-8427,20,11,1-8427,189,45,0,89,102.93817448616028,0.5446464258526998
268,268,268,268,268,268,268,268,268,268,268,268,MLG44,14,9,MLG44,59,17,0,23,31.97278666496277,0.5419116383891994
463,463,463,463,463,463,463,463,463,463,463,463,1-1989,19,20,1-1989,46,21,0,6,24.905944347381592,0.541433572769165
217,217,217,217,217,217,217,217,217,217,217,217,1-9630,7,18,1-9630,33,12,0,9,17.858916521072388,0.5411792885173451
483,483,483,483,483,483,483,483,483,483,483,483,1-9491,20,11,1-9491,80,24,0,28,42.22774028778076,0.5278467535972595
387,387,387,387,387,387,387,387,387,387,387,387,1-10539,20,11,1-10539,63,9,0,37,33.08665680885315,0.5251850287119547
399,399,399,399,399,399,399,399,399,399,399,399,MLG60,15,14,MLG60,47,20,0,7,24.55693507194519,0.522487980254153
299,299,299,299,299,299,299,299,299,299,299,299,MLG54,7,6,MLG54,595,62,0,376,306.7725124359131,0.5155840545141397
123,123,123,123,123,123,123,123,123,123,123,123,MLG55,1,15,MLG55,92,20,0,41,46.690619707107544,0.5075067359468212
140,140,140,140,140,140,140,140,140,140,140,140,1-2294,4,1,1-2294,75,37,0,0,37.0,0.49333333333333335
272,272,272,272,272,272,272,272,272,272,272,272,1-1570,12,13,1-1570,142,50,0,30,69.52972173690796,0.48964592772470394
398,398,398,398,398,398,398,398,398,398,398,398,1-0303,16,18,1-0303,212,28,0,116,103.51492404937744,0.4882779436291389
506,506,506,506,506,506,506,506,506,506,506,506,1-6227,14,6,1-6227,52,5,0,31,25.180712461471558,0.4842444704129146
499,499,499,499,499,499,499,499,499,499,499,499,1-8627,20,11,1-8627,25,8,0,6,11.905944347381592,0.47623777389526367
302,302,302,302,302,302,302,302,302,302,302,302,MLG51,13,8,MLG51,248,63,0,84,117.68322086334229,0.47452911638444467
305,305,305,305,305,305,305,305,305,305,305,305,1-7866,2,10,1-7866,318,72,0,117,148.16591477394104,0.46593054960358815
346,346,346,346,346,346,346,346,346,346,346,346,MLG32,14,9,MLG32,52,13,0,17,24.066842317581177,0.46282389072271496
422,422,422,422,422,422,422,422,422,422,422,422,1-6878,17,15,1-6878,167,12,0,98,75.79709100723267,0.453874796450495
270,270,270,270,270,270,270,270,270,270,270,270,1-1390,8,19,1-1390,98,32,0,17,43.06684231758118,0.43945757466919566
149,149,149,149,149,149,149,149,149,149,149,149,MLG58,13,8,MLG58,71,20,0,17,31.066842317581177,0.4375611594025518
248,248,248,248,248,248,248,248,248,248,248,248,1-2400,1,15,1-2400,49,5,0,25,21.274768114089966,0.43417894110387684
331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,14,MLG75,185,49,0,44,77.64359188079834,0.4196950912475586
139,139,139,139,139,139,139,139,139,139,139,139,1-7863,12,13,1-7863,351,53,0,144,146.7426643371582,0.4180702687668325
364,364,364,364,364,364,364,364,364,364,364,364,1-7682,20,6,1-7682,141,46,0,19,58.368823766708374,0.4139632891255913
209,209,209,209,209,209,209,209,209,209,209,209,1-9938,15,7,1-9938,55,9,0,21,22.67080521583557,0.4121964584697377
478,478,478,478,478,478,478,478,478,478,478,478,1-9394,19,20,1-9394,117,2,0,70,47.569350719451904,0.4065756471748026
443,443,443,443,443,443,443,443,443,443,443,443,1-3447,8,19,1-3447,110,42,0,4,44.603962898254395,0.4054905718023127
153,153,153,153,153,153,153,153,153,153,153,153,1-1350,20,11,1-1350,195,52,0,41,78.69061970710754,0.4035416395236284
501,501,501,501,501,501,501,501,501,501,501,501,1-18487,17,13,1-18487,23,4,0,8,9.207925796508789,0.4003445998482082
414,414,414,414,414,414,414,414,414,414,414,414,1-8285,8,19,1-8285,72,26,0,4,28.603962898254395,0.39727726247575545
332,332,332,332,332,332,332,332,332,332,332,332,MLG78,20,11,MLG78,80,27,0,7,31.55693507194519,0.3944616883993149
498,498,498,498,498,498,498,498,498,498,498,498,1-19915,14,9,1-19915,62,13,0,17,24.066842317581177,0.388174876090019
476,476,476,476,476,476,476,476,476,476,476,476,1-19205,1,15,1-19205,12,4,0,1,4.650990724563599,0.38758256038029987
384,384,384,384,384,384,384,384,384,384,384,384,1-9270,12,13,1-9270,128,28,0,33,49.482693910598755,0.3865835461765528
88,88,88,88,88,88,88,88,88,88,88,88,1-5626,12,13,1-5626,125,19,0,45,48.29458260536194,0.3863566608428955
409,409,409,409,409,409,409,409,409,409,409,409,1-9645,18,17,1-9645,69,1,0,39,26.388638257980347,0.38244403272435284
327,327,327,327,327,327,327,327,327,327,327,327,P-16616,8,19,P-16616,28,8,0,4,10.603962898254395,0.37871296065194265
253,253,253,253,253,253,253,253,253,253,253,253,1-4649,18,12,1-4649,244,67,0,38,91.73764753341675,0.37597396530088834
456,456,456,456,456,456,456,456,456,456,456,456,1-8186,19,20,1-8186,26,0,0,15,9.76486086845398,0.3755715718636146
161,161,161,161,161,161,161,161,161,161,161,161,MLG41,14,9,MLG41,66,15,0,15,24.76486086845398,0.37522516467354516
127,127,127,127,127,127,127,127,127,127,127,127,1-9643,2,10,1-9643,8,3,0,0,3.0,0.375
366,366,366,366,366,366,366,366,366,366,366,366,1-5163,18,12,1-5163,16,4,0,3,5.952972173690796,0.37206076085567474
99,99,99,99,99,99,99,99,99,99,99,99,1-5775,13,8,1-5775,244,38,0,81,90.73024868965149,0.3718452815149651
427,427,427,427,427,427,427,427,427,427,427,427,1-9379,8,19,1-9379,58,17,0,7,21.55693507194519,0.3716712943438826
353,353,353,353,353,353,353,353,353,353,353,353,MLG50,7,6,MLG50,319,113,0,6,116.90594434738159,0.3664763145685943
388,388,388,388,388,388,388,388,388,388,388,388,MLG49,13,8,MLG49,185,50,0,27,67.57674956321716,0.3652797273687414
143,143,143,143,143,143,143,143,143,143,143,143,1-8928,16,18,1-8928,39,9,0,8,14.207925796508789,0.3643057896540715
259,259,259,259,259,259,259,259,259,259,259,259,1-3596,18,12,1-3596,223,42,0,60,81.05944347381592,0.36349526221442113
199,199,199,199,199,199,199,199,199,199,199,199,MLG39,8,19,MLG39,23,7,0,2,8.301981449127197,0.36095571517944336
218,218,218,218,218,218,218,218,218,218,218,218,1-9416,9,22,1-9416,13,4,0,1,4.650990724563599,0.35776851727412295
514,514,514,514,514,514,514,514,514,514,514,514,1-11206,4,1,1-11206,14,5,0,0,5.0,0.35714285714285715
49,49,49,49,49,49,49,49,49,49,49,49,1-2178,15,14,1-2178,12,1,0,5,4.254953622817993,0.3545794685681661
536,536,536,536,536,536,536,536,536,536,536,536,1-9971,18,12,1-9971,15,4,0,2,5.301981449127197,0.3534654299418131
208,208,208,208,208,208,208,208,208,208,208,208,1-10468,10,7,1-10468,549,117,0,118,193.81690549850464,0.3530362577386241
228,228,228,228,228,228,228,228,228,228,228,228,1-17835,13,8,1-17835,17,4,0,3,5.952972173690796,0.3501748337465174
558,558,558,558,558,558,558,558,558,558,558,558,1-0055,20,11,1-0055,18,5,0,2,6.301981449127197,0.3501100805070665
363,363,363,363,363,363,363,363,363,363,363,363,1-10785,12,13,1-10785,279,57,0,60,96.05944347381592,0.34429908055131153
505,505,505,505,505,505,505,505,505,505,505,505,1-4747,6,17,1-4747,25,6,0,4,8.603962898254395,0.34415851593017577
207,207,207,207,207,207,207,207,207,207,207,207,1-7058,12,13,1-7058,80,7,0,31,27.180712461471558,0.33975890576839446
496,496,496,496,496,496,496,496,496,496,496,496,1-3176,1,15,1-3176,3,1,0,0,1.0,0.3333333333333333
162,162,162,162,162,162,162,162,162,162,162,162,1-8067,10,7,1-8067,322,57,0,77,107.1262857913971,0.3326903285447115
70,70,70,70,70,70,70,70,70,70,70,70,1-2584,7,6,1-2584,36,10,0,3,11.952972173690796,0.33202700482474434
281,281,281,281,281,281,281,281,281,281,281,281,1-9995,13,8,1-9995,24,6,0,3,7.952972173690796,0.33137384057044983
324,324,324,324,324,324,324,324,324,324,324,324,1-6734,12,13,1-6734,44,10,0,7,14.55693507194519,0.3308394334532998
151,151,151,151,151,151,151,151,151,151,151,151,1-9870,20,11,1-9870,27,5,0,6,8.905944347381592,0.3298497906437627
113,113,113,113,113,113,113,113,113,113,113,113,1-4499,10,7,1-4499,12,2,0,3,3.952972173690796,0.32941434780756634
216,216,216,216,216,216,216,216,216,216,216,216,1-9887,2,10,1-9887,36,6,0,9,11.858916521072388,0.32941434780756634
91,91,91,91,91,91,91,91,91,91,91,91,72-12171,14,9,72-12171,19,3,0,5,6.254953622817993,0.32920808541147334
191,191,191,191,191,191,191,191,191,191,191,191,1-8328,2,10,1-8328,114,29,0,13,37.46287941932678,0.32862174929234017
339,339,339,339,339,339,339,339,339,339,339,339,1-3523,2,10,1-3523,543,59,0,182,177.48031187057495,0.3268514030765653
251,251,251,251,251,251,251,251,251,251,251,251,1-7268,6,17,1-7268,70,15,0,12,22.811888694763184,0.3258841242109026
561,561,561,561,561,561,561,561,561,561,561,561,1-9455,6,17,1-9455,2,0,0,1,0.6509907245635986,0.3254953622817993
220,220,220,220,220,220,220,220,220,220,220,220,MLG73,1,15,MLG73,10,0,0,5,3.254953622817993,0.3254953622817993
492,492,492,492,492,492,492,492,492,492,492,492,1-6028,10,16,1-6028,2,0,0,1,0.6509907245635986,0.3254953622817993
525,525,525,525,525,525,525,525,525,525,525,525,1-3175,1,15,1-3175,6,0,0,3,1.952972173690796,0.3254953622817993
39,39,39,39,39,39,39,39,39,39,39,39,1-7467,14,9,1-7467,64,11,0,15,20.76486086845398,0.32445095106959343
510,510,510,510,510,510,510,510,510,510,510,510,1-3206,2,10,1-3206,45,8,0,10,14.509907245635986,0.32244238323635527
351,351,351,351,351,351,351,351,351,351,351,351,1-19229,16,18,1-19229,38,3,0,14,12.11387014389038,0.31878605641816793
64,64,64,64,64,64,64,64,64,64,64,64,1-9674,10,7,1-9674,144,19,0,41,45.690619707107544,0.31729597018824685
411,411,411,411,411,411,411,411,411,411,411,411,MLG15,8,19,MLG15,105,15,0,28,33.22774028778076,0.31645466940743583
459,459,459,459,459,459,459,459,459,459,459,459,1-2545,15,14,1-2545,145,25,0,32,45.831703186035156,0.31608071162782864
298,298,298,298,298,298,298,298,298,298,298,298,1-7019,20,11,1-7019,107,22,0,18,33.717833042144775,0.31511993497331564
358,358,358,358,358,358,358,358,358,358,358,358,1-9831,10,7,1-9831,132,9,0,50,41.54953622817993,0.31476921384984796
369,369,369,369,369,369,369,369,369,369,369,369,1-6594,3,23,1-6594,70,22,0,0,22.0,0.3142857142857143
396,396,396,396,396,396,396,396,396,396,396,396,1-9963,12,13,1-9963,116,24,0,19,36.368823766708374,0.3135243428164515
176,176,176,176,176,176,176,176,176,176,176,176,1-8042,14,9,1-8042,52,0,0,25,16.274768114089966,0.3129763098863455
511,511,511,511,511,511,511,511,511,511,511,511,1-9697,8,19,1-9697,20,3,0,5,6.254953622817993,0.3127476811408997
457,457,457,457,457,457,457,457,457,457,457,457,1-8503,11,5,1-8503,16,5,0,0,5.0,0.3125
562,562,562,562,562,562,562,562,562,562,562,562,1-0003,20,6,1-0003,17,4,0,2,5.301981449127197,0.31188126171336455
494,494,494,494,494,494,494,494,494,494,494,494,1-3265,1,15,1-3265,19,2,0,6,5.905944347381592,0.3108391761779785
416,416,416,416,416,416,416,416,416,416,416,416,1-18203,4,1,1-18203,29,9,0,0,9.0,0.3103448275862069
405,405,405,405,405,405,405,405,405,405,405,405,1-3104,18,12,1-3104,16,3,0,3,4.952972173690796,0.30956076085567474
128,128,128,128,128,128,128,128,128,128,128,128,1-19286,13,8,1-19286,40,9,0,5,12.254953622817993,0.3063738405704498
426,426,426,426,426,426,426,426,426,426,426,426,1-4355,18,12,1-4355,49,15,0,0,15.0,0.30612244897959184
300,300,300,300,300,300,300,300,300,300,300,300,1-4020,17,16,1-4020,37,10,0,2,11.301981449127197,0.30545895808451884
190,190,190,190,190,190,190,190,190,190,190,190,1-2382,8,19,1-2382,139,30,0,19,42.368823766708374,0.3048116817748804
179,179,179,179,179,179,179,179,179,179,179,179,1-4052,7,18,1-4052,13,2,0,3,3.952972173690796,0.3040747825915997
71,71,71,71,71,71,71,71,71,71,71,71,1-6532,2,10,1-6532,27,3,0,8,8.207925796508789,0.30399725172254777
205,205,205,205,205,205,205,205,205,205,205,205,1-8018,16,18,1-8018,58,11,0,10,17.509907245635986,0.30189495251096526
293,293,293,293,293,293,293,293,293,293,293,293,1-8066,1,15,1-8066,86,9,0,26,25.925758838653564,0.301462312077367
241,241,241,241,241,241,241,241,241,241,241,241,1-19448,16,18,1-19448,45,9,0,7,13.55693507194519,0.30126522382100424
77,77,77,77,77,77,77,77,77,77,77,77,1-2153,17,16,1-2153,13,0,0,6,3.905944347381592,0.3004572574908917
263,263,263,263,263,263,263,263,263,263,263,263,1-6927,14,9,1-6927,179,44,0,15,53.76486086845398,0.30036235122041327
206,206,206,206,206,206,206,206,206,206,206,206,1-9752,1,15,1-9752,22,4,0,4,6.6039628982543945,0.3001801317388361
365,365,365,365,365,365,365,365,365,365,365,365,MLG48,8,19,MLG48,159,22,0,39,47.38863825798035,0.29804175005019085
378,378,378,378,378,378,378,378,378,378,378,378,1-6561,12,13,1-6561,65,12,0,11,19.160897970199585,0.2947830456953782
244,244,244,244,244,244,244,244,244,244,244,244,MLG57,6,17,MLG57,629,88,0,148,184.3466272354126,0.2930788986254572
547,547,547,547,547,547,547,547,547,547,547,547,MLG67,16,18,MLG67,27,4,0,6,7.905944347381592,0.2928127536067256
504,504,504,504,504,504,504,504,504,504,504,504,1-5425,14,9,1-5425,17,3,0,3,4.952972173690796,0.2913513043347527
296,296,296,296,296,296,296,296,296,296,296,296,1-9404,10,7,1-9404,100,16,0,20,29.019814491271973,0.2901981449127197
222,222,222,222,222,222,222,222,222,222,222,222,1-4149,18,12,1-4149,16,2,0,4,4.6039628982543945,0.28774768114089966
537,537,537,537,537,537,537,537,537,537,537,537,1-4494,20,14,1-4494,16,2,0,4,4.6039628982543945,0.28774768114089966
121,121,121,121,121,121,121,121,121,121,121,121,1-7070,20,11,1-7070,129,13,0,37,37.08665680885315,0.28749346363452055
201,201,201,201,201,201,201,201,201,201,201,201,1-9902,1,15,1-9902,30,6,0,4,8.603962898254395,0.2867987632751465
72,72,72,72,72,72,72,72,72,72,72,72,1-9614,18,12,1-9614,30,6,0,4,8.603962898254395,0.2867987632751465
544,544,544,544,544,544,544,544,544,544,544,544,1-5799,8,1,1-5799,7,2,0,0,2.0,0.2857142857142857
403,403,403,403,403,403,403,403,403,403,403,403,1-1770,7,6,1-1770,35,10,0,0,10.0,0.2857142857142857
232,232,232,232,232,232,232,232,232,232,232,232,1-18371,19,20,1-18371,120,14,0,31,34.18071246147156,0.284839270512263
267,267,267,267,267,267,267,267,267,267,267,267,1-6181,1,15,1-6181,659,51,0,210,187.7080521583557,0.2848377119246672
294,294,294,294,294,294,294,294,294,294,294,294,1-3509,16,6,1-3509,35,8,0,3,9.952972173690796,0.28437063353402275
391,391,391,391,391,391,391,391,391,391,391,391,MLG30,17,16,MLG30,208,18,0,63,59.012415647506714,0.2837135367668592
397,397,397,397,397,397,397,397,397,397,397,397,1-9808,1,15,1-9808,74,4,0,26,20.925758838653564,0.28278052484666977
419,419,419,419,419,419,419,419,419,419,419,419,1-6692,19,20,1-6692,71,9,0,17,20.066842317581177,0.28263158193776305
197,197,197,197,197,197,197,197,197,197,197,197,1-8646,10,7,1-8646,20,5,0,1,5.650990724563599,0.2825495362281799
465,465,465,465,465,465,465,465,465,465,465,465,1-5913,20,5,1-5913,14,2,0,3,3.952972173690796,0.28235515526362825
500,500,500,500,500,500,500,500,500,500,500,500,1-0292,17,16,1-0292,99,24,0,6,27.905944347381592,0.2818782257311272
407,407,407,407,407,407,407,407,407,407,407,407,1-8421,12,13,1-8421,109,17,0,21,30.67080521583557,0.2813835340902346
321,321,321,321,321,321,321,321,321,321,321,321,1-5172,12,13,1-5172,120,7,0,41,33.690619707107544,0.2807551642258962
170,170,170,170,170,170,170,170,170,170,170,170,1-5043,12,13,1-5043,123,20,0,22,34.32179594039917,0.2790389913853591
266,266,266,266,266,266,266,266,266,266,266,266,1-2103,12,13,1-2103,26,4,0,5,7.254953622817993,0.279036677800692
549,549,549,549,549,549,549,549,549,549,549,549,1-4842,1,15,1-4842,6,1,0,1,1.6509907245635986,0.2751651207605998
552,552,552,552,552,552,552,552,552,552,552,552,MLG46,7,11,MLG46,17,4,0,1,4.650990724563599,0.2735876896802117
295,295,295,295,295,295,295,295,295,295,295,295,1-3639,10,22,1-3639,17,4,0,1,4.650990724563599,0.2735876896802117
148,148,148,148,148,148,148,148,148,148,148,148,1-0001,14,9,1-0001,17,4,0,1,4.650990724563599,0.2735876896802117
343,343,343,343,343,343,343,343,343,343,343,343,1-4319,10,7,1-4319,163,27,0,27,44.57674956321716,0.2734769911853814
81,81,81,81,81,81,81,81,81,81,81,81,1-7770,20,11,1-7770,11,3,0,0,3.0,0.2727272727272727
350,350,350,350,350,350,350,350,350,350,350,350,1-2282,8,19,1-2282,219,48,0,18,59.717833042144775,0.2726841691422136
74,74,74,74,74,74,74,74,74,74,74,74,1-8124,16,18,1-8124,18,1,0,6,4.905944347381592,0.2725524637434218
348,348,348,348,348,348,348,348,348,348,348,348,1-17758,2,10,1-17758,40,5,0,9,10.858916521072388,0.2714729130268097
458,458,458,458,458,458,458,458,458,458,458,458,1-7182,20,11,1-7182,22,4,0,3,5.952972173690796,0.27058964425867255
103,103,103,103,103,103,103,103,103,103,103,103,1-8820,6,17,1-8820,83,12,0,16,22.415851593017578,0.2700705011206937
210,210,210,210,210,210,210,210,210,210,210,210,1-7842,13,8,1-7842,21,5,0,1,5.650990724563599,0.26909479640779044
533,533,533,533,533,533,533,533,533,533,533,533,1-7530,9,22,1-7530,25,4,0,4,6.6039628982543945,0.2641585159301758
97,97,97,97,97,97,97,97,97,97,97,97,1-9237,7,6,1-9237,38,10,0,0,10.0,0.2631578947368421
311,311,311,311,311,311,311,311,311,311,311,311,1-20578,2,10,1-20578,19,3,0,3,4.952972173690796,0.2606827459837261
538,538,538,538,538,538,538,538,538,538,538,538,1-9576,1,15,1-9576,10,0,0,4,2.6039628982543945,0.26039628982543944
277,277,277,277,277,277,277,277,277,277,277,277,1-4051,18,12,1-4051,5,0,0,2,1.3019814491271973,0.26039628982543944
475,475,475,475,475,475,475,475,475,475,475,475,1-18234,1,15,1-18234,43,0,0,17,11.066842317581177,0.25736842599025994
236,236,236,236,236,236,236,236,236,236,236,236,1-7024,16,18,1-7024,498,80,0,73,127.5223228931427,0.2560689214721741
406,406,406,406,406,406,406,406,406,406,406,406,1-17907,9,22,1-17907,119,14,0,25,30.274768114089966,0.25440981608478963
470,470,470,470,470,470,470,470,470,470,470,470,1-1204,2,10,1-1204,39,6,0,6,9.905944347381592,0.2539985730097844
329,329,329,329,329,329,329,329,329,329,329,329,1-1317,10,7,1-1317,414,56,0,75,104.8243043422699,0.25319880275910606
402,402,402,402,402,402,402,402,402,402,402,402,1-5744,1,15,1-5744,18,0,0,7,4.55693507194519,0.25316305955251056
93,93,93,93,93,93,93,93,93,93,93,93,1-20003,14,9,1-20003,21,4,0,2,5.301981449127197,0.2524753071012951
342,342,342,342,342,342,342,342,342,342,342,342,MLG65,7,12,MLG65,201,35,0,24,50.62377738952637,0.25185958900261873
