Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
526,1-5002,14,4,1-5002,45,19,0,16,27.73247528076172,0.6162772284613716
270,1-1390,2,20,1-1390,98,8,0,78,50.57081699371338,0.51602874483381
362,1-1462,7,18,1-1462,192,20,0,125,88.22246313095093,0.45949199547370273
483,1-9491,21,8,1-9491,80,16,0,35,35.10228967666626,0.43877862095832826
260,1-0129,12,3,1-0129,142,31,0,57,62.10944318771362,0.43739044498389873
464,1-10060,17,17,1-10060,36,14,0,3,15.637339115142822,0.4343705309761895
426,1-4355,17,5,1-4355,49,13,0,15,21.18669557571411,0.4323815423615125
364,1-7682,21,8,1-7682,141,53,0,14,60.640915870666504,0.4300774175224575
282,1-1608,9,15,1-1608,307,23,0,194,128.88126277923584,0.4198086735479995
484,MLG31,14,19,MLG31,33,11,0,5,13.728898525238037,0.4160272280375163
485,1-5980,6,12,1-5980,29,4,0,14,11.640915870666504,0.4014108920919484
234,MLG29,5,19,MLG29,164,40,0,44,64.01430702209473,0.3903311403786264
345,1-1131,15,7,1-1131,138,44,0,17,53.278254985809326,0.38607431149137195
342,MLG65,15,7,MLG65,201,39,0,70,77.20457935333252,0.38410238484245035
327,P-16616,14,4,P-16616,28,8,0,5,10.728898525238037,0.3831749473299299
363,1-10785,12,3,1-10785,279,22,0,148,102.7753963470459,0.36837059622597096
427,1-9379,18,2,1-9379,58,19,0,4,21.18311882019043,0.3652261865550074
399,MLG60,21,8,MLG60,47,10,0,13,17.095136165618896,0.36372630139614676
434,MLG59,16,11,MLG59,71,18,0,14,25.640915870666504,0.36113966015023247
139,1-7863,8,17,1-7863,351,53,0,135,126.680260181427,0.3609124221693077
209,1-9938,20,10,1-9938,55,11,0,16,19.73247528076172,0.35877227783203125
123,MLG55,21,8,MLG55,92,4,0,53,32.92632436752319,0.35789483008177386
387,1-10539,16,11,1-10539,63,19,0,6,22.274678230285645,0.3535663211156452
349,1-3052,7,18,1-3052,166,25,0,61,58.29256200790405,0.35116001209580755
454,1-0272,11,14,1-0272,111,6,0,59,38.20100259780884,0.34415317655683636
472,1-9518,2,20,1-9518,22,1,0,12,7.549356460571289,0.34315256638960406
302,MLG51,22,9,MLG51,248,72,0,24,85.09871292114258,0.34313997145622005
488,1-11350,14,4,1-11350,100,19,0,28,34.28183174133301,0.3428183174133301
256,1-9277,7,18,1-9277,48,6,0,19,16.36981439590454,0.3410377999146779
539,1-9436,14,4,1-9436,21,6,0,2,7.091559410095215,0.3376933052426293
193,1-9553,11,14,1-9553,23,5,0,5,7.728898525238037,0.33603906631469727
158,1-7599,21,8,1-7599,3,1,0,0,1.0,0.3333333333333333
476,1-19205,4,1,1-19205,12,4,0,0,4.0,0.3333333333333333
357,1-4760,17,5,1-4760,40,10,0,6,13.274678230285645,0.3318669557571411
398,1-0303,21,8,1-0303,212,32,0,70,70.20457935333252,0.3311536761949647
91,72-12171,9,15,72-12171,19,3,0,6,6.2746782302856445,0.33024622264661285
99,1-5775,19,13,1-5775,244,36,0,80,79.6623764038086,0.32648514919593685
223,1-0205,5,19,1-0205,34,10,0,2,11.091559410095215,0.32622233559103575
562,1-0003,9,7,1-0003,17,5,0,1,5.545779705047607,0.32622233559103575
339,1-3523,17,5,1-3523,543,91,0,157,176.68741369247437,0.3253911854373377
122,MLG42,22,9,MLG42,14,4,0,1,4.545779705047607,0.3246985503605434
305,1-7866,17,5,1-7866,318,50,0,97,102.94063138961792,0.3237126773258425
331,MLG75,18,2,MLG75,185,55,0,8,59.36623764038086,0.32089858183989656
263,1-6927,20,10,1-6927,179,30,0,50,57.28898525238037,0.32005019694067244
500,1-0292,2,20,1-0292,99,13,0,34,31.556509971618652,0.318752625975946
388,MLG49,21,8,MLG49,185,18,0,75,58.93347787857056,0.3185593398841652
157,1-6061,6,12,1-6061,40,4,0,16,12.732475280761719,0.318311882019043
527,1-5531,7,18,1-5531,8,2,0,1,2.5457797050476074,0.3182224631309509
430,1-3141,13,16,1-3141,136,18,0,46,43.10586643218994,0.31695490023669076
384,1-9270,12,3,1-9270,128,18,0,41,40.376967906951904,0.31544506177306175
269,1-7839,14,4,1-7839,24,7,0,1,7.545779705047607,0.31440748771031696
524,1-9338,21,8,1-9338,29,8,0,2,9.091559410095215,0.3135020486239729
170,1-5043,12,3,1-5043,123,15,0,43,38.46852731704712,0.31275225461013917
540,1-5413,2,20,1-5413,39,4,0,15,12.186695575714111,0.3124793737362593
466,1-5981,14,4,1-5981,28,6,0,5,8.728898525238037,0.31174637590135845
382,1-18558,11,14,1-18558,307,51,0,81,95.2081561088562,0.3101242869995316
217,1-9630,5,19,1-9630,33,10,0,0,10.0,0.30303030303030304
386,MLG68,8,17,MLG68,642,60,0,246,194.26180744171143,0.30258848511170006
506,1-6227,2,20,1-6227,52,7,0,16,15.732475280761719,0.30254760155311
407,1-8421,12,3,1-8421,109,10,0,42,32.92274761199951,0.30204355607339
498,1-19915,13,16,1-19915,62,5,0,25,18.644492626190186,0.30071762300306754
67,1-7481,11,14,1-7481,33,5,0,9,9.912017345428467,0.3003641619826808
393,1-7819,9,15,1-7819,59,4,0,25,17.644492626190186,0.29905919705407097
307,1-5530,2,20,1-5530,7,1,0,2,2.091559410095215,0.29879420144217356
31,1-8938,2,20,1-8938,30,4,0,9,8.912017345428467,0.29706724484761554
502,1-20012,14,4,1-20012,12,3,0,1,3.5457797050476074,0.2954816420873006
159,1-10696,18,2,1-10696,24,6,0,2,7.091559410095215,0.2954816420873006
153,1-1350,9,15,1-1350,195,36,0,39,57.28540849685669,0.2937713256249061
214,1-0053,16,11,1-0053,142,30,0,21,41.461373805999756,0.29198150567605463
358,1-9831,20,10,1-9831,132,10,0,52,38.380544662475586,0.2907617019884514
44,1-5214,11,14,1-5214,40,5,0,12,11.549356460571289,0.28873391151428224
162,1-8067,20,10,1-8067,322,43,0,90,92.12017345428467,0.28608749519964183
303,1-8157,8,17,1-8157,75,11,0,19,21.36981439590454,0.2849308586120605
94,1-3083,17,12,1-3083,78,14,0,15,22.18669557571411,0.28444481507325786
404,1-4682,21,2,1-4682,16,4,0,1,4.545779705047607,0.28411123156547546
310,1-4855,9,15,1-4855,22,4,0,4,6.18311882019043,0.28105085546320135
403,1-1770,11,15,1-1770,35,7,0,5,9.728898525238037,0.27796852929251537
479,1-9286,13,16,1-9286,81,5,0,32,22.464950561523438,0.2773450686607832
511,1-9697,9,3,1-9697,20,5,0,1,5.545779705047607,0.2772889852523804
344,1-6035,6,12,1-6035,23,2,0,8,6.366237640380859,0.27679294088612433
340,1-3362,10,6,1-3362,117,22,0,19,32.36981439590454,0.2766650803068764
319,1-3584,14,17,1-3584,26,5,0,4,7.18311882019043,0.276273800776555
124,1-8427,9,15,1-8427,189,14,0,70,52.20457935333252,0.27621470557318795
278,1-10762,8,17,1-10762,6,0,0,3,1.6373391151428223,0.2728898525238037
394,1-2423,2,20,1-2423,79,3,0,34,21.556509971618652,0.2728672148306159
354,1-9417,20,10,1-9417,76,12,0,16,20.73247528076172,0.27279572737844365
552,MLG46,5,19,MLG46,17,3,0,3,4.637339115142822,0.27278465383193073
353,MLG50,22,9,MLG50,319,70,0,31,86.91917085647583,0.27247388983221266
390,MLG64,16,11,MLG64,245,30,0,67,66.5672402381897,0.2717030213803661
316,1-7441,12,3,1-7441,111,17,0,24,30.098712921142578,0.27115957586614936
415,1-1957,22,9,1-1957,47,10,0,5,12.728898525238037,0.270827628196554
88,1-5626,12,3,1-5626,125,12,0,40,33.8311882019043,0.2706495056152344
322,1-0296,17,5,1-0296,41,5,0,11,11.003576755523682,0.26837992086643125
400,1-18709,17,12,1-18709,33,5,0,7,8.820457935333252,0.26728660410100763
208,1-10468,20,10,1-10468,549,81,0,120,146.4935646057129,0.266837093999477
462,1-1183,3,22,1-1183,45,0,0,22,12.007153511047363,0.26682563357883027
465,1-5913,2,20,1-5913,14,1,0,5,3.728898525238037,0.2663498946598598
318,1-2324,4,1,1-2324,25,5,0,3,6.637339115142822,0.2654935646057129
240,MLG33,14,4,MLG33,20,2,0,6,5.2746782302856445,0.2637339115142822
183,1-9496,11,10,1-9496,39,1,0,17,10.278254985809326,0.2635449996361366
143,1-8928,2,20,1-8928,39,1,0,17,10.278254985809326,0.2635449996361366
161,MLG41,19,13,MLG41,66,7,0,19,17.36981439590454,0.26317900599855365
5,1-5549,14,4,1-5549,35,7,0,4,9.18311882019043,0.26237482343401225
480,1-1005,16,11,1-1005,125,25,0,14,32.640915870666504,0.26112732696533203
126,1-8488,2,20,1-8488,23,0,0,11,6.003576755523682,0.2610250763271166
224,1-9227,7,18,1-9227,801,134,0,136,208.2260398864746,0.2599576028545251
279,MLG43,2,20,MLG43,14,2,0,3,3.6373391151428223,0.25980993679591585
244,MLG57,22,9,MLG57,629,84,0,144,162.59227752685547,0.2584932870061295
