Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
309,309,1-3516,3,2,1-3516,156,75,0,0,75.0,0.4807692307692308
434,434,MLG59,9,13,MLG59,71,30,0,13,32.64926701784134,0.45984883123720194
270,270,1-1390,18,18,1-1390,98,41,0,18,44.66821587085724,0.45579812113119633
268,268,MLG44,7,20,MLG44,59,22,0,5,23.0189488530159,0.39015167547484575
217,217,1-9630,18,18,1-9630,33,11,0,9,12.83410793542862,0.38891236167965515
166,166,MLG40,7,6,MLG40,51,19,0,4,19.81515908241272,0.3885325310277004
359,359,1-4417,20,1,1-4417,151,58,0,0,58.0,0.3841059602649007
109,109,1-9768,6,8,1-9768,241,84,0,21,88.27958518266678,0.3663053327081609
389,389,1-0278,7,6,1-0278,79,28,0,2,28.40757954120636,0.35958961444565013
506,506,1-6227,7,6,1-6227,52,12,0,29,17.909903347492218,0.3444212182210042
551,551,1-9838,9,1,1-9838,3,1,0,0,1.0,0.3333333333333333
365,365,MLG48,2,9,MLG48,159,30,0,109,52.21308499574661,0.32838418236318623
322,322,1-0296,10,6,1-0296,41,12,0,5,13.0189488530159,0.3175353378784366
342,342,MLG65,18,18,MLG65,201,41,0,105,62.39792591333389,0.310437442354895
190,190,1-2382,18,18,1-2382,139,39,0,18,42.66821587085724,0.3069655818047283
234,234,MLG29,9,13,MLG29,164,35,0,64,48.042545318603516,0.29294234950368
360,360,1-6611,3,2,1-6611,89,25,0,0,25.0,0.2808988764044944
378,378,1-6561,9,13,1-6561,65,16,0,11,18.24168747663498,0.2806413457943843
352,352,MLG63,7,6,MLG63,380,98,0,31,104.31748288869858,0.2745196918123647
153,153,1-1350,16,12,1-1350,195,39,0,69,53.061494171619415,0.2721102265211252
429,429,1-6693,13,14,1-6693,98,22,0,22,26.48337495326996,0.2702385199313261
449,449,1-1935,10,11,1-1935,12,3,0,1,3.20378977060318,0.2669824808835983
436,436,1-5161,1,20,1-5161,12,3,0,1,3.20378977060318,0.2669824808835983
257,257,1-9504,20,1,1-9504,30,8,0,0,8.0,0.26666666666666666
391,391,MLG30,20,1,MLG30,208,55,0,0,55.0,0.2644230769230769
383,383,1-8551,7,6,1-8551,38,9,0,5,10.0189488530159,0.2636565487635763
218,218,1-9416,2,9,1-9416,13,2,0,7,3.4265283942222595,0.2635791072478661
272,272,1-1570,17,7,1-1570,142,22,0,75,37.284232795238495,0.26256501968477813
141,141,MLG45,13,14,MLG45,70,16,0,11,18.24168747663498,0.2605955353804997
228,228,1-17835,13,14,1-17835,17,4,0,2,4.40757954120636,0.2592693847768447
409,409,1-9645,6,8,1-9645,69,3,0,73,17.876653254032135,0.25908193121785705
154,154,1-18994,11,17,1-18994,28,6,0,6,7.22273862361908,0.25795495084353853
251,251,1-7268,16,12,1-7268,70,15,0,14,17.85305678844452,0.2550436684063503
282,282,1-1608,16,12,1-1608,307,60,0,84,77.11834073066711,0.25119980694028377
520,520,1-2034,1,20,1-2034,16,3,0,5,4.0189488530159,0.25118430331349373
204,204,1-9733,16,12,1-9733,4,1,0,0,1.0,0.25
508,508,1-8532,14,10,1-8532,4,1,0,0,1.0,0.25
563,563,1-21192,3,2,1-21192,4,1,0,0,1.0,0.25
523,523,1-9861,15,15,1-9861,8,2,0,0,2.0,0.25
15,15,1-8093,6,8,1-8093,4,1,0,0,1.0,0.25
144,144,1-7744,9,13,1-7744,37,8,0,6,9.22273862361908,0.2492632060437589
72,72,1-9614,6,8,1-9614,30,7,0,2,7.40757954120636,0.246919318040212
403,403,1-1770,2,9,1-1770,35,7,0,8,8.63031816482544,0.24658051899501254
558,558,1-0055,16,12,1-0055,18,3,0,7,4.4265283942222595,0.24591824412345886
260,260,1-0129,17,7,1-0129,142,29,0,28,34.70611357688904,0.2444092505414721
514,514,1-11206,9,13,1-11206,14,3,0,2,3.40757954120636,0.24339853865759714
346,346,MLG32,1,20,MLG32,52,10,0,13,12.649267017841339,0.2432551349584873
484,484,MLG31,9,13,MLG31,33,7,0,5,8.0189488530159,0.2429984500913909
149,149,MLG58,15,15,MLG58,71,16,0,6,17.22273862361908,0.24257378343125463
560,560,1-0027,1,20,1-0027,29,6,0,5,7.0189488530159,0.2420327190695138
427,427,1-9379,1,20,1-9379,58,13,0,5,14.0189488530159,0.24170601470717068
320,320,MLG13,7,6,MLG13,140,32,0,9,33.83410793542862,0.24167219953877586
462,462,1-1183,2,9,1-1183,45,7,0,19,10.872005641460419,0.2416001253657871
444,444,1-3217,5,22,1-3217,5,1,0,1,1.20378977060318,0.240757954120636
536,536,1-9971,6,8,1-9971,15,3,0,3,3.61136931180954,0.240757954120636
526,526,1-5002,13,14,1-5002,45,9,0,9,10.83410793542862,0.240757954120636
433,433,1-5654,5,22,1-5654,15,3,0,3,3.61136931180954,0.240757954120636
337,337,1-18613,5,22,1-18613,25,6,0,0,6.0,0.24
504,504,1-5425,19,16,1-5425,17,3,0,5,4.0189488530159,0.2364087560597588
331,331,MLG75,15,15,MLG75,185,39,0,23,43.68716472387314,0.2361468363452602
327,327,P-16616,5,22,P-16616,28,6,0,3,6.61136931180954,0.23612033256462642
412,412,1-6858,8,19,1-6858,23,4,0,7,5.4265283942222595,0.23593601714009824
162,162,1-8067,8,19,1-8067,322,69,0,30,75.1136931180954,0.23327233887607265
511,511,1-9697,16,9,1-9697,20,3,0,8,4.6303181648254395,0.23151590824127197
266,266,1-2103,14,10,1-2103,26,5,0,5,6.0189488530159,0.23149803280830383
240,240,MLG33,13,14,MLG33,20,4,0,3,4.61136931180954,0.230568465590477
515,515,1-6531,7,6,1-6531,27,6,0,1,6.20378977060318,0.2297699915038215
459,459,1-2545,7,6,1-2545,145,28,0,26,33.29853403568268,0.22964506231505297
446,446,1-3534,3,2,1-3534,279,64,0,0,64.0,0.22939068100358423
