Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,MLG45,20,14,MLG45,70,25,1,15,1028.5868682712317,14.694098118160452
4,4,4,4,4,4,4,4,4,4,4,1-6240,20,14,1-6240,698,73,1,139,1106.2383126467466,1.584868642760382
454,454,454,454,454,454,454,454,454,454,454,1-0272,9,4,1-0272,111,54,0,32,61.65198564529419,0.5554232941017495
140,140,140,140,140,140,140,140,140,140,140,1-2294,4,2,1-2294,75,39,0,6,40.43474730849266,0.5391299641132354
131,131,131,131,131,131,131,131,131,131,131,1-9283,18,15,1-9283,235,95,0,62,109.82572218775749,0.4673434986713085
302,302,302,302,302,302,302,302,302,302,302,MLG51,13,3,MLG51,248,88,0,70,104.73871859908104,0.42233354273823
399,399,399,399,399,399,399,399,399,399,399,MLG60,15,2,MLG60,47,19,0,3,19.71737365424633,0.4195185883882198
438,438,438,438,438,438,438,438,438,438,438,MLG10,17,22,MLG10,60,25,0,0,25.0,0.4166666666666667
483,483,483,483,483,483,483,483,483,483,483,1-9491,20,14,1-9491,80,25,0,29,31.93461199104786,0.39918264988809826
462,462,462,462,462,462,462,462,462,462,462,1-1183,13,3,1-1183,45,6,0,45,16.760604813694954,0.3724578847487768
346,346,346,346,346,346,346,346,346,346,346,MLG32,14,12,MLG32,52,15,0,18,19.30424192547798,0.37123542164380735
332,332,332,332,332,332,332,332,332,332,332,MLG78,20,14,MLG78,80,28,0,7,29.673871859908104,0.3709233982488513
562,562,562,562,562,562,562,562,562,562,562,1-0003,20,9,1-0003,17,5,0,4,5.956498205661774,0.350382247391869
241,241,241,241,241,241,241,241,241,241,241,1-19448,16,7,1-19448,45,14,0,7,15.673871859908104,0.3483082635535134
124,124,124,124,124,124,124,124,124,124,124,1-8427,20,14,1-8427,189,45,0,87,65.80383597314358,0.34816844430234695
246,246,246,246,246,246,246,246,246,246,246,MLG56,4,5,MLG56,511,126,0,204,174.78140848875046,0.3420379813869872
322,322,322,322,322,322,322,322,322,322,322,1-0296,18,15,1-0296,41,8,0,25,13.978113785386086,0.34092960452161186
39,39,39,39,39,39,39,39,39,39,39,1-7467,14,12,1-7467,64,18,0,15,21.58686827123165,0.33729481673799455
537,537,537,537,537,537,537,537,537,537,537,1-4494,20,14,1-4494,16,5,0,1,5.239124551415443,0.3274452844634652
470,470,470,470,470,470,470,470,470,470,470,1-1204,2,13,1-1204,39,6,0,27,12.456362888216972,0.3193939202106916
153,153,153,153,153,153,153,153,153,153,153,1-1350,20,14,1-1350,195,52,0,41,61.80410660803318,0.3169441364514522
166,166,166,166,166,166,166,166,166,166,166,MLG40,14,12,MLG40,51,11,0,21,16.021615579724312,0.31414932509263355
217,217,217,217,217,217,217,217,217,217,217,1-9630,7,9,1-9630,33,9,0,5,10.195622757077217,0.30895826536597626
426,426,426,426,426,426,426,426,426,426,426,1-4355,18,15,1-4355,49,15,0,0,15.0,0.30612244897959184
268,268,268,268,268,268,268,268,268,268,268,MLG44,14,12,MLG44,59,12,0,25,17.978113785386086,0.3047137929726455
114,114,114,114,114,114,114,114,114,114,114,1-7496,3,11,1-7496,246,58,0,68,74.26046949625015,0.3018718272205291
388,388,388,388,388,388,388,388,388,388,388,MLG49,13,3,MLG49,185,46,0,39,55.32585750520229,0.2990586892173097
305,305,305,305,305,305,305,305,305,305,305,1-7866,2,13,1-7866,318,75,0,82,94.60821321606636,0.2975101044530389
435,435,435,435,435,435,435,435,435,435,435,1-9610,19,19,1-9610,49,14,0,2,14.478249102830887,0.29547447148634465
540,540,540,540,540,540,540,540,540,540,540,1-5413,3,11,1-5413,39,10,0,6,11.43474730849266,0.29319864893570924
429,429,429,429,429,429,429,429,429,429,429,1-6693,11,18,1-6693,98,26,0,11,28.630370065569878,0.29214663332214164
253,253,253,253,253,253,253,253,253,253,253,1-4649,18,15,1-4649,244,64,0,30,71.1737365424633,0.2916956415674726
381,381,381,381,381,381,381,381,381,381,381,1-2335,19,19,1-2335,145,39,0,13,42.108619168400764,0.29040427012690184
331,331,331,331,331,331,331,331,331,331,331,MLG75,15,2,MLG75,185,48,0,22,53.260740131139755,0.28789589260075543
411,411,411,411,411,411,411,411,411,411,411,MLG15,8,21,MLG15,105,29,0,5,30.195622757077217,0.2875773595912116
419,419,419,419,419,419,419,419,419,419,419,1-6692,19,19,1-6692,71,18,0,10,20.391245514154434,0.28720064104442866
387,387,387,387,387,387,387,387,387,387,387,1-10539,20,14,1-10539,63,9,0,37,17.847608402371407,0.2832953714662128
236,236,236,236,236,236,236,236,236,236,236,1-7024,16,7,1-7024,498,73,0,279,139.71574984490871,0.2805537145480095
272,272,272,272,272,272,272,272,272,272,272,1-1570,12,16,1-1570,142,33,0,28,39.695487439632416,0.27954568619459447
558,558,558,558,558,558,558,558,558,558,558,1-0055,20,22,1-0055,18,5,0,0,5.0,0.2777777777777778
471,471,471,471,471,471,471,471,471,471,471,1-9794,15,19,1-9794,46,12,0,3,12.71737365424633,0.2764646446575289
415,415,415,415,415,415,415,415,415,415,415,1-1957,19,19,1-1957,47,12,0,4,12.956498205661774,0.27567017458854837
327,327,327,327,327,327,327,327,327,327,327,P-16616,8,21,P-16616,28,6,0,7,7.673871859908104,0.27406685213957516
394,394,394,394,394,394,394,394,394,394,394,1-2423,3,11,1-2423,79,16,0,23,21.4998646825552,0.2721501858551291
191,191,191,191,191,191,191,191,191,191,191,1-8328,2,13,1-8328,114,28,0,11,30.630370065569878,0.26868745671552524
251,251,251,251,251,251,251,251,251,251,251,1-7268,6,6,1-7268,70,14,0,19,18.543366476893425,0.2649052353841918
