Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,1,15,1-4051,5,4,0,2,5.655757188796997,1.1311514377593994
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,6,5,1-8503,16,11,0,6,15.967271566390991,0.997954472899437
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,1,15,1-6028,2,1,0,1,1.8278785943984985,0.9139392971992493
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,8,16,1-4052,13,5,0,8,11.623028755187988,0.8940791350144607
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,6,5,MLG65,201,147,0,34,175.14787220954895,0.8713824488037262
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,18,7,1-7058,80,53,0,14,64.59030032157898,0.8073787540197372
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,16,8,1-4355,49,22,0,21,39.38545048236847,0.8037847037218055
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,16,8,1-8400,33,5,0,25,25.696964859962463,0.7786959048473474
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,6,5,MLG54,595,35,0,511,458.04596173763275,0.769825145777534
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,16,8,P-16616,28,9,0,15,21.418178915977478,0.7649349612849099
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,20,3,1-6858,23,6,0,14,17.59030032157898,0.7647956661556078
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,7,6,1-6980,128,85,0,15,97.41817891597748,0.761079522781074
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,20,3,1-4494,16,7,0,6,11.967271566390991,0.747954472899437
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-3551,6,5,1-3551,6,2,0,3,4.483635783195496,0.7472726305325826
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,4,4,1-9794,46,9,0,30,33.836357831954956,0.7355729963468469
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,4,4,1-7521,10,4,0,4,7.311514377593994,0.7311514377593994
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,14,9,MLG60,47,18,0,19,33.72969329357147,0.7176530487993931
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,14,9,MLG73,10,3,0,5,7.139392971992493,0.7139392971992493
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,3,12,1-5913,14,0,0,12,9.934543132781982,0.7096102237701416
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,2,10,1-21192,4,2,0,1,2.8278785943984985,0.7069696485996246
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,8,16,1-6909,36,7,0,22,25.213329076766968,0.7003702521324158
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,20,3,MLG62,525,28,0,403,361.6350735425949,0.6888287115097046
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,10,11,1-10762,6,4,0,0,4.0,0.6666666666666666
