Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,7,7,1-1608,307,113,0,242,236.14315164089203,0.7691959336836874
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,19,13,MLG31,33,14,0,5,16.544279992580414,0.5013418179569822
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,10,6,MLG50,319,115,0,82,156.7261918783188,0.49130467673454165
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,14,14,MLG59,71,22,0,24,34.212543964385986,0.4818668163998026
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,10,6,MLG54,595,71,0,397,273.01583141088486,0.4588501368250166
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,2,10,1-6878,167,13,0,123,75.58928781747818,0.4526304659729232
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,12,8,MLG51,248,85,0,44,107.38966393470764,0.43302283844640177
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,19,13,1-7682,141,40,0,39,59.84538394212723,0.4244353471072853
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,13,4,MLG62,525,19,0,382,213.38299143314362,0.40644379320598784
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,2,10,1-2423,79,1,0,61,32.04021590948105,0.40557235328457025
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,1,17,MLG32,52,13,0,15,20.63283997774124,0.39678538418733156
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,9,1-9283,235,84,0,16,92.14169597625732,0.39209232330322263
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,12,8,1-0003,17,3,0,7,6.561991989612579,0.38599952880073995
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,19,13,1-11350,100,35,0,7,38.56199198961258,0.3856199198961258
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,19,13,1-8627,25,8,0,3,9.526567995548248,0.3810627198219299
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,18,9,MLG68,642,126,0,222,238.96603167057037,0.37222123313172956
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,6,1,1-8267,133,48,0,0,48.0,0.3609022556390977
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,13,4,MLG69,576,104,0,204,207.80662369728088,0.3607753883633349
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,16,9,1-2294,75,27,0,0,27.0,0.36
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,2,10,1-7140,397,71,0,139,141.7309837937355,0.3570049969615504
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,9,2,1-5002,45,14,0,4,16.03542399406433,0.3563427554236518
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,16,5,1-8067,322,107,0,15,114.63283997774124,0.3560026086265256
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,10,6,MLG58,71,18,0,14,25.12398397922516,0.3538589292848614
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,8,18,1-1570,142,13,0,73,50.14648789167404,0.353144280927282
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,13,4,1-4760,40,11,0,6,14.053135991096497,0.3513283997774124
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,14,14,1-3523,543,120,0,137,189.71327179670334,0.3493798743954021
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,18,16,1-4355,49,14,0,6,17.053135991096497,0.34802318349176525
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,13,4,1-18558,307,67,0,76,105.67305588722229,0.34421190842743415
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,9,9,1-6061,40,13,0,1,13.508855998516083,0.33772139996290207
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,1,6,1-6227,52,2,0,30,17.265679955482483,0.3320323068362016
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,18,9,1-7268,70,21,0,4,23.03542399406433,0.32907748562949046
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,18,9,1-8427,189,54,0,15,61.63283997774124,0.32609968242191134
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,5,12,1-5531,8,2,0,1,2.5088559985160828,0.31360699981451035
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,2,10,1-6181,659,79,0,249,205.7051436305046,0.31214741066844404
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,9,2,1-0053,142,37,0,14,44.12398397922516,0.31073228154383914
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,5,12,1-3052,166,18,0,65,51.07563990354538,0.3076845777322011
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,13,4,1-3596,223,42,0,52,68.4605119228363,0.3069978113131673
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,9,19,1-18709,33,4,0,12,10.106271982192993,0.3062506661270604
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,7,7,1-1350,195,25,0,67,59.093351900577545,0.303042830259372
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,15,14,1-10539,63,14,0,10,19.088559985160828,0.30299301563747344
