Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,17,13,MLG60,47,18,0,13,29.269822001457214,0.6227621702437706
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,11,8,1-9034,3,1,0,1,1.866909384727478,0.6223031282424927
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,22,6,1-9997,16,3,0,8,9.935275077819824,0.620954692363739
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,8,14,1-5425,17,7,0,4,10.467637538909912,0.6157433846417595
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,10,12,1-7993,24,4,0,12,14.402912616729736,0.6001213590304056
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,1,18,1-8646,20,11,0,1,11.866909384727478,0.5933454692363739
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,8,14,MLG65,201,70,0,56,118.54692554473877,0.5897856992275561
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,17,13,1-11330,14,3,0,6,8.201456308364868,0.5858183077403477
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,10,12,1-9416,13,5,0,3,7.600728154182434,0.5846713964755719
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,2,23,1-9995,24,14,0,0,14.0,0.5833333333333334
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,21,10,1-2294,75,13,0,35,43.34182846546173,0.5778910462061564
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,17,13,1-19448,45,13,0,15,26.00364077091217,0.5778586837980483
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,1,18,MLG31,33,13,0,7,19.068365693092346,0.5778292634270408
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,21,10,1-4051,5,2,0,1,2.866909384727478,0.5733818769454956
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,7,11,1-4760,40,16,0,8,22.935275077819824,0.5733818769454956
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,20,4,1-9938,55,15,0,19,31.471278309822083,0.5722050601785833
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,6,15,1-8066,86,29,0,23,48.938915848731995,0.5690571610317674
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,11,8,1-4355,49,7,0,24,27.805825233459473,0.5674658210910096
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1-2178,17,13,1-2178,12,5,0,2,6.733818769454956,0.5611515641212463
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,21,10,MLG15,105,35,0,27,58.40655338764191,0.5562528894061134
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,17,13,1-8488,23,11,0,2,12.733818769454956,0.5536442943241285
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,7,11,1-5036,14,6,0,2,7.733818769454956,0.5524156263896397
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,1,18,1-20578,19,6,0,5,10.33454692363739,0.5439235222967047
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,22,6,1-5002,45,7,0,20,24.33818769454956,0.5408486154344346
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,9,3,1-3535,315,92,0,89,169.15493524074554,0.5369997944150652
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,19,19,1-9379,58,18,0,15,31.00364077091217,0.5345455305329685
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,19,19,MLG43,14,4,0,4,7.467637538909912,0.533402681350708
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,8,14,1-4855,22,10,0,2,11.733818769454956,0.5333553986115889
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,1-5877,3,22,1-5877,79,0,0,48,41.611650466918945,0.5267297527458095
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,9,3,MLG40,51,17,0,11,26.53600323200226,0.5203137888627893
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,8,14,1-6909,36,10,0,10,18.66909384727478,0.5185859402020773
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,13,9,1-8544,54,28,0,0,28.0,0.5185185185185185
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,17,13,MLG75,185,48,0,54,94.81310677528381,0.512503279866399
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,6,15,1-2423,79,36,0,5,40.33454692363739,0.510563885109334
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,1,18,1-5980,29,7,0,9,14.802184462547302,0.5104201538809414
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,21,10,1-18615,22,5,0,7,11.068365693092346,0.5031075315041975
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,1,18,1-9417,76,20,0,21,38.20509707927704,0.502698645779961
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,10,12,1-1462,192,21,0,87,96.42111647129059,0.5021933149546385
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,10,12,1-9277,48,11,0,15,24.00364077091217,0.5000758493940035
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,5,1,1-6028,2,1,0,0,1.0,0.5
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,18,7,MLG67,27,10,0,4,13.467637538909912,0.49880139032999676
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,22,6,1-0027,29,4,0,12,14.402912616729736,0.4966521591975771
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,1,18,1-7845,36,17,0,1,17.866909384727478,0.4963030384646522
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,4,24,1-2701,61,12,0,21,30.20509707927704,0.4951655258897875
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,12,17,1-3516,156,6,0,82,77.0865695476532,0.4941446765875205
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,17,13,1-4098,16,7,0,1,7.866909384727478,0.4916818365454674
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,19,19,MLG41,66,15,0,20,32.33818769454956,0.4899725408265085
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,6,15,1-0292,99,17,0,36,48.20873785018921,0.4869569479817092
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,9,3,1-5913,14,5,0,2,6.733818769454956,0.4809870549610683
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,3,22,MLG59,71,9,0,29,34.14037215709686,0.4808503120717868
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,8,14,1-10539,63,25,0,6,30.201456308364868,0.4793881953708709
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,9,3,P-16616,28,3,0,12,13.402912616729736,0.47867545059749056
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,6,15,1-4417,151,19,0,61,71.88147246837616,0.4760362415124249
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,8,14,1-3596,223,81,0,29,106.14037215709686,0.4759657944264433
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,15,5,1-9394,117,47,0,10,55.66909384727478,0.47580422091687846
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,7,11,1-0296,41,16,0,4,19.467637538909912,0.47482042777829053
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,15,5,1-6061,40,12,0,8,18.935275077819824,0.4733818769454956
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,3,22,MLG52,125,6,0,61,58.88147246837616,0.4710517797470093
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,8,14,1-3108,18,4,0,5,8.33454692363739,0.4630303846465217
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,11,8,1-11350,100,9,0,43,46.277103543281555,0.46277103543281556
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,17,13,1-8678,17,7,0,1,7.866909384727478,0.4627593755722046
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,12,17,1-3587,46,10,0,13,21.269822001457214,0.4623874348142873
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,20,4,1-3312,36,7,0,11,16.53600323200226,0.45933342311117387
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,15,5,1-2282,219,74,0,29,99.14037215709686,0.4526957632744149
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,15,5,1-8095,46,13,0,9,20.802184462547302,0.45222140135972394
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1-2153,10,12,1-2153,13,5,0,1,5.866909384727478,0.4513007219021137
557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,1-9806,7,11,1-9806,8,1,0,3,3.600728154182434,0.45009101927280426
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,21,10,MLG56,511,44,0,214,229.5186083316803,0.4491557892987873
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,10,12,1-8910,137,11,0,58,61.280744314193726,0.4473047030233119
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,17,13,1-9338,29,6,0,8,12.935275077819824,0.4460439682006836
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,13,9,1-5161,12,1,0,5,5.33454692363739,0.44454557696978253
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,19,19,1-1850,30,9,0,5,13.33454692363739,0.4444848974545797
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,16,20,1-9697,20,8,0,1,8.866909384727478,0.4433454692363739
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,22,6,1-3584,26,7,0,5,11.33454692363739,0.4359441124475919
530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,1-4847,17,13,1-4847,2,0,0,1,0.866909384727478,0.433454692363739
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,14,2,1-19568,2,0,0,1,0.866909384727478,0.433454692363739
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,1-6594,15,5,1-6594,70,6,0,28,30.273462772369385,0.4324780396052769
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,12,17,1-9655,27,3,0,10,11.66909384727478,0.43218866101017706
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,21,10,1-3104,16,6,0,1,6.866909384727478,0.4291818365454674
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,18,7,MLG64,245,80,0,28,104.27346277236938,0.42560597049946686
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,3,22,1-3068,180,19,0,66,76.21601939201355,0.42342232995563084
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,1,18,1-4682,16,5,0,2,6.733818769454956,0.42086367309093475
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,10,12,1-3052,166,23,0,54,69.81310677528381,0.4205608841884567
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,22,6,1-6693,98,13,0,32,40.7411003112793,0.415725513380401
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,11,8,1-2714,61,1,0,28,25.273462772369385,0.4143190618421211
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,6,15,1-9902,30,2,0,12,12.402912616729736,0.4134304205576579
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,20,4,1-6927,179,29,0,51,73.21237862110138,0.4090077017938625
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,20,4,1-9674,144,18,0,47,58.74474108219147,0.40794959084855187
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,22,6,1-0053,142,20,0,43,57.277103543281555,0.4033598841076166
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,15,5,1-1608,307,109,0,17,123.73745954036713,0.40305361413800367
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,1-3216,8,14,1-3216,5,2,0,0,2.0,0.4
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,8,14,MLG69,576,101,0,149,230.16949832439423,0.39959982347985107
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,19,19,1-18935,30,5,0,8,11.935275077819824,0.3978425025939941
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,1,18,1-8188,140,51,0,5,55.33454692363739,0.39524676374026707
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,20,4,1-1317,414,94,0,79,162.48584139347076,0.39247787776200665
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,18,7,MLG44,59,11,0,14,23.136731386184692,0.3921479895963507
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,6,15,1-6878,167,35,0,35,65.34182846546173,0.39126843392492056
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,20,4,1-8820,83,16,0,19,32.47127830982208,0.39122022060026607
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,9,3,1-6692,71,19,0,10,27.66909384727478,0.3897055471447152
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,6,15,1-3509,35,4,0,11,13.536003232002258,0.3867429494857788
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,21,10,1-18028,309,37,0,95,119.35639154911041,0.38626663931750943
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,9,3,1-9770,50,8,0,13,19.269822001457214,0.3853964400291443
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,6,15,1-9752,22,5,0,4,8.467637538909912,0.38489261540499603
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,22,6,1-6098,1327,196,0,362,509.82119727134705,0.38419080427381086
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,19,19,MLG14,232,55,0,38,87.94255661964417,0.37906274405019036
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,12,17,1-7042,117,13,0,36,44.20873785018921,0.37785246025802743
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,13,9,1-9855,8,3,0,0,3.0,0.375
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,12,17,1-1015,155,39,0,22,58.07200646400452,0.374658106219384
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,20,4,1-19229,38,9,0,6,14.201456308364868,0.37372253443065445
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,1,18,1-4136,5,1,0,1,1.866909384727478,0.3733818769454956
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,9,3,1-1957,47,8,0,11,17.53600323200226,0.3731064517447289
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,15,5,1-4020,37,12,0,2,13.733818769454956,0.37118429106635015
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,7,11,1-1942,34,3,0,11,12.536003232002258,0.36870597741183114
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,19,19,1-7182,22,2,0,7,8.068365693092346,0.3667438951405612
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,21,10,MLG50,319,37,0,92,116.75566339492798,0.36600521440416295
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,16,20,1-7752,29,8,0,3,10.600728154182434,0.3655423501442219
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,3,22,1-9333,102,26,0,13,37.269822001457214,0.3653904117789923
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,9,3,1-6538,44,10,0,7,16.068365693092346,0.3651901293884624
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,20,4,1-10468,549,89,0,128,199.9644012451172,0.3642338820493938
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,20,4,1-8578,11,4,0,0,4.0,0.36363636363636365
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,1,18,1-2382,139,28,0,26,50.53964400291443,0.36359456117204625
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,11,8,1-5515,29,1,0,11,10.536003232002258,0.36331045627593994
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,14,2,1-9794,46,1,0,18,16.604368925094604,0.3609645418498827
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,18,7,1-8427,189,63,0,6,68.20145630836487,0.3608542661818247
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,17,13,1-1592,32,2,0,11,11.536003232002258,0.36050010100007057
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,10,12,1-4531,94,20,0,16,33.87055015563965,0.36032500165574094
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,10,12,1-9227,801,90,0,225,285.05461156368256,0.3558734226762579
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,3,22,1-5803,15,1,0,5,5.33454692363739,0.355636461575826
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,6,15,1-6296,254,30,0,69,89.81674754619598,0.35360924230785823
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,20,4,1-9404,100,17,0,21,35.20509707927704,0.35205097079277037
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,12,17,1-6611,89,6,0,29,31.140372157096863,0.3498918219898524
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,14,2,MLG42,14,4,0,1,4.866909384727478,0.3476363846233913
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,20,4,1-17790,5,0,0,2,1.733818769454956,0.34676375389099123
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1-10232,17,13,1-10232,5,0,0,2,1.733818769454956,0.34676375389099123
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,3,22,1-8627,25,0,0,10,8.66909384727478,0.34676375389099123
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,22,6,1-9497,150,26,0,30,52.00728154182434,0.34671521027882896
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,13,9,MLG55,92,24,0,9,31.802184462547302,0.3456759180711663
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,4,24,1-7991,46,15,0,1,15.866909384727478,0.3449328127114669
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,10,12,1-5744,18,1,0,6,6.201456308364868,0.3445253504647149
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,6,15,MLG30,208,17,0,63,71.61529123783112,0.344304284797265
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,6,15,1-6181,659,93,0,154,226.50404524803162,0.3437087181305487
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,9,3,1-8928,39,3,0,12,13.402912616729736,0.34366442606999326
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,22,6,1-1005,125,14,0,33,42.608009696006775,0.3408640775680542
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,22,6,1-20167,56,6,0,15,19.00364077091217,0.33935072805200306
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,7,11,1-9651,38,12,0,1,12.866909384727478,0.33860287854545995
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,15,5,1-19286,40,4,0,11,13.536003232002258,0.33840008080005646
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,13,9,1-9286,81,17,0,12,27.402912616729736,0.33830756316950295
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,16,20,1-1258,435,86,0,70,146.68365693092346,0.3372038090366057
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,15,5,1-6914,73,22,0,3,24.600728154182434,0.3369962760846909
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,18,7,1-2103,26,7,0,2,8.733818769454956,0.3359161065174983
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,11,8,1-7866,318,50,0,65,106.34911000728607,0.33443116354492475
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-9892,9,3,1-9892,22,3,0,5,7.33454692363739,0.3333884965289723
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,20,4,1-2297,25,4,0,5,8.33454692363739,0.3333818769454956
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,19,19,1-9925,93,18,0,15,31.00364077091217,0.33337248140765774
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,15,5,1-8906,15,5,0,0,5.0,0.3333333333333333
549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,1-4842,15,5,1-4842,6,2,0,0,2.0,0.3333333333333333
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,7,11,1-1131,138,30,0,18,45.604368925094604,0.3304664414861928
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,13,9,MLG53,91,4,0,30,30.00728154182434,0.3297503466134543
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,12,17,1-17907,119,8,0,36,39.20873785018921,0.3294851920183967
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,20,4,1-4319,163,25,0,33,53.608009696006775,0.32888349506752623
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,1,18,1-1204,39,5,0,9,12.802184462547302,0.3282611400653154
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,15,5,1-9650,25,3,0,6,8.201456308364868,0.32805825233459474
