Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,21,9,1-11329,14,4,0,2,4.068879157304764,0.2906342255217688
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,13,4,1-4531,94,26,0,38,27.308703988790512,0.2905181275403246
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,15,6,1-9394,117,33,0,27,33.92986862361431,0.2899988771249086
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,20,15,MLG31,33,9,0,11,9.3788353651762,0.2842071322780667
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,16,17,1-8928,39,11,0,0,11.0,0.28205128205128205
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,2,7,1-2335,145,40,0,21,40.72323115170002,0.2808498700117243
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,19,10,MLG14,232,63,0,58,64.99749556183815,0.2801616188010265
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,1,13,1-5744,18,5,0,1,5.034439578652382,0.2796910877029101
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,1,13,1-8341,197,53,0,39,54.343143567442894,0.27585352064691826
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,8,8,1-1005,125,34,0,13,34.447714522480965,0.2755817161798477
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,6,2,1-0358,22,6,0,1,6.034439578652382,0.27429270812056283
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,19,10,1-8181,30,8,0,4,8.137758314609528,0.27125861048698424
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,20,15,1-3587,46,12,0,13,12.447714522480965,0.2706024896191514
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,16,17,1-7964,202,54,0,4,54.13775831460953,0.2680087045277699
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,21,9,1-8532,4,1,0,2,1.0688791573047638,0.26721978932619095
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,13,4,1-6980,128,33,0,29,33.998747780919075,0.2656152170384303
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,11,14,1-9553,23,6,0,2,6.068879157304764,0.26386431118716364
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,1,13,MLG30,208,54,0,15,54.51659367978573,0.2620990080758929
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,6,2,1-4700,31,8,0,2,8.068879157304764,0.2602864244291859
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,8,8,1-9496,39,10,0,3,10.103318735957146,0.2590594547681319
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,12,18,1-21192,4,1,0,1,1.034439578652382,0.2586098946630955
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,19,10,1-5531,8,2,0,2,2.068879157304764,0.2586098946630955
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,13,4,1-9055,12,3,0,2,3.068879157304764,0.255739929775397
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,8,8,1-6061,40,10,0,5,10.17219789326191,0.25430494733154774
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,8,8,1-3089,16,4,0,2,4.068879157304764,0.25430494733154774
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,10,11,1-3312,36,9,0,4,9.137758314609528,0.25382661985026467
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,11,14,1-7467,64,16,0,7,16.241077050566673,0.25376682891510427
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,6,2,1-9946,12,3,0,1,3.034439578652382,0.2528699648876985
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,2,7,1-8627,25,6,0,9,6.309956207871437,0.25239824831485747
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,14,3,1-4020,37,9,0,9,9.309956207871437,0.2516204380505794
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,7,12,1-3564,41,10,0,8,10.275516629219055,0.2506223568102209
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,2,7,1-19813,20,5,0,0,5.0,0.25
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,16,17,1-9861,8,2,0,0,2.0,0.25
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,1-5929,2,7,1-5929,4,1,0,0,1.0,0.25
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,9,1,1-9855,8,2,0,0,2.0,0.25
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,10,11,1-6296,254,62,0,33,63.1365060955286,0.24856892163593938
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,8,8,1-9609,25,6,0,6,6.206637471914291,0.24826549887657165
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,2,7,1-8988,29,7,0,5,7.1721978932619095,0.24731716873316928
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,2,7,1-0205,34,8,0,8,8.275516629219055,0.2433975479182075
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,2,7,1-9436,21,5,0,2,5.068879157304764,0.24137519796689352
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,17,16,1-3639,17,4,0,3,4.103318735957146,0.24137169035042033
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,16,17,1-5891,96,23,0,1,23.034439578652382,0.23994207894429564
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,7,12,1-3523,543,126,0,102,129.51283702254295,0.23851351201204965
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,6,2,1-1989,46,10,0,28,10.964308202266693,0.23835452613623245
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,12,18,1-9416,13,3,0,2,3.068879157304764,0.23606762748498183
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,21,9,1-9379,58,13,0,16,13.55103325843811,0.23363850445582948
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,16,17,1-6914,73,17,0,1,17.034439578652382,0.23334848737879976
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,18,5,1-3447,110,25,0,16,25.55103325843811,0.23228212053125555
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,18,5,MLG50,319,71,0,88,74.0306829214096,0.23207110633670724
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,6,2,1-18615,22,5,0,3,5.103318735957146,0.23196903345259753
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,20,15,1-6909,36,8,0,10,8.344395786523819,0.23178877184788385
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,12,18,1-3534,279,62,0,38,63.30870398879051,0.22691291752254664
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,15,6,1-3535,315,68,0,98,71.37507870793343,0.22658755145375692
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,2,7,MLG39,23,5,0,5,5.1721978932619095,0.22487816927225693
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,20,15,MLG64,245,54,0,29,54.998747780919075,0.22448468482007786
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,1-9549,15,6,1-9549,18,4,0,1,4.034439578652382,0.22413553214735454
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,2,7,1-9794,46,10,0,9,10.309956207871437,0.22412948277981384
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,7,12,1-18714,32,7,0,3,7.103318735957146,0.2219787104986608
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,18,5,1-4649,244,53,0,32,54.10206651687622,0.22172978080686975
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,21,9,1-1390,98,21,0,16,21.55103325843811,0.21990850263712358
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,14,3,1-8285,72,15,0,19,15.654351994395256,0.2174215554777119
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,8,8,1-8646,20,4,0,10,4.344395786523819,0.21721978932619096
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,21,9,1-2382,139,29,0,31,30.06762693822384,0.21631386286491971
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,7,12,1-3265,19,4,0,3,4.103318735957146,0.21596414399774452
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,14,3,MLG56,511,107,0,87,109.99624334275723,0.21525683628719613
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,14,3,1-18203,29,6,0,7,6.241077050566673,0.2152095534678163
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,2,7,1-8100,19,4,0,2,4.068879157304764,0.21415153459498756
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,15,6,1-5424,5,1,0,2,1.0688791573047638,0.21377583146095275
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,1-3216,1,13,1-3216,5,1,0,2,1.0688791573047638,0.21377583146095275
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,21,9,1-4747,25,5,0,10,5.344395786523819,0.21377583146095275
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1-19222,6,2,1-19222,15,3,0,6,3.2066374719142914,0.21377583146095275
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,1,13,1-8573,184,36,0,96,39.30619955062866,0.21362064973167752
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,10,11,1-6181,659,138,0,63,140.16969345510006,0.21270059704871025
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,1,13,1-18603,19,4,0,1,4.034439578652382,0.21233892519223063
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,6,2,1-5515,29,6,0,4,6.137758314609528,0.2116468384348113
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1-9607,2,7,1-9607,19,4,0,0,4.0,0.21052631578947367
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,16,17,1-18234,43,9,0,1,9.034439578652382,0.21010324601517166
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,20,15,MLG63,380,79,0,22,79.7576707303524,0.2098886071851379
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,15,6,1-9770,50,10,0,13,10.447714522480965,0.2089542904496193
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,16,17,MLG68,642,133,0,29,133.99874778091908,0.208720790936011
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,19,10,1-4390,45,9,0,10,9.344395786523819,0.20765323970052932
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,9,1,1-5555,10,2,0,2,2.068879157304764,0.20688791573047638
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,12,18,1-9761,35,7,0,6,7.206637471914291,0.20590392776897976
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,15,6,1-9333,102,20,0,27,20.92986862361431,0.20519479042759128
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,19,10,1-9645,69,13,0,33,14.136506095528603,0.20487689993519714
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,19,10,1-9650,25,5,0,3,5.103318735957146,0.20413274943828583
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,7,12,1-2545,145,29,0,17,29.585472837090492,0.20403774370407235
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,10,11,1-3509,35,7,0,4,7.137758314609528,0.2039359518459865
