Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,16,12,1-5775,244,102,0,22,107.03842687606812,0.4386820773609349
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-17657,8,6,1-17657,8,3,0,2,3.458038806915283,0.4322548508644104
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,17,13,1-6228,48,19,0,7,20.60313582420349,0.42923199633757275
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,13,7,1-1015,155,61,0,23,66.26744627952576,0.4275319114808113
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,10,3,1-5981,28,10,0,8,11.832155227661133,0.422576972416469
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,20,5,MLG45,70,23,0,27,29.183523893356323,0.41690748419080464
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,6,4,1-10451,46,17,0,9,19.061174631118774,0.4143733615460603
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1-9643,4,11,1-9643,8,3,0,1,3.2290194034576416,0.4036274254322052
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,20,5,MLG33,20,6,0,9,8.061174631118774,0.40305873155593874
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,5,8,1-1131,138,49,0,28,55.412543296813965,0.4015401688174925
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,6,4,1-8172,40,16,0,0,16.0,0.4
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,8,6,1-8705,48,17,0,8,18.832155227661133,0.39233656724294025
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,13,7,1-7530,25,7,0,12,9.7482328414917,0.389929313659668
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,7,9,MLG15,105,37,0,15,40.435291051864624,0.38509801001775834
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,8,6,1-2324,25,8,0,7,9.603135824203491,0.38412543296813967
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,20,5,1-9997,16,5,0,5,6.145097017288208,0.384068563580513
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,9,10,1-18203,29,11,0,0,11.0,0.3793103448275862
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,9,10,1-9416,13,4,0,4,4.916077613830566,0.3781598164485051
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,1-18563,12,14,1-18563,8,3,0,0,3.0,0.375
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,8,6,1-0003,17,5,0,6,6.37411642074585,0.37494802474975586
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,8,6,1-11329,14,5,0,1,5.229019403457642,0.3735013859612601
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,12,14,MLG56,511,171,0,83,190.00861048698425,0.3718368111291277
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,18,15,1-0292,99,29,0,32,36.32862091064453,0.3669557667741872
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,8,6,1-18377,14,3,0,9,5.061174631118774,0.36151247365134104
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,8,6,1-5891,96,29,0,24,34.4964656829834,0.3593381841977437
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,9,10,1-19286,40,12,0,9,14.061174631118774,0.35152936577796934
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,1-6594,9,10,1-6594,70,24,0,2,24.458038806915283,0.34940055438450407
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,17,13,1-5555,10,3,0,2,3.458038806915283,0.34580388069152834
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,5,8,1-20012,12,3,0,5,4.145097017288208,0.345424751440684
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,10,3,1-18558,307,77,0,122,104.94036722183228,0.3418253003968478
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,6,4,1-6561,65,20,0,9,22.061174631118774,0.33940268663259654
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,6,4,1-1570,142,43,0,21,47.809407472610474,0.33668596811697515
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,5,8,1-8018,58,17,0,11,19.519213438034058,0.33653816272472514
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,12,14,1-3587,46,14,0,6,15.37411642074585,0.33421992219012714
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,8,6,MLG75,185,50,0,51,61.67998957633972,0.3334053490612958
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,12,14,1-3176,3,1,0,0,1.0,0.3333333333333333
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,9,10,MLG60,47,13,0,11,15.519213438034058,0.3301960305964693
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,1-2714,6,4,1-2714,61,20,0,0,20.0,0.32786885245901637
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,17,13,1-7481,33,4,0,29,10.641562700271606,0.3224715969779275
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,5,8,1-9818,28,9,0,0,9.0,0.32142857142857145
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,20,5,1-17835,17,5,0,2,5.458038806915283,0.3210611062891343
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,8,6,1-9379,58,13,0,24,18.4964656829834,0.31890458074109307
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,21,18,1-2103,26,8,0,1,8.229019403457642,0.3165007462868324
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1-9607,12,14,1-9607,19,6,0,0,6.0,0.3157894736842105
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,17,13,1-2297,25,6,0,8,7.832155227661133,0.31328620910644533
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,20,5,1-9609,25,6,0,8,7.832155227661133,0.31328620910644533
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,10,3,1-9971,15,4,0,3,4.687058210372925,0.31247054735819496
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,16,12,MLG58,71,20,0,9,22.061174631118774,0.3107207694523771
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,6,4,1-19915,62,19,0,1,19.22901940345764,0.3101454742493168
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,2,21,1-4926,4,1,0,1,1.2290194034576416,0.3072548508644104
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,10,3,1-8093,4,1,0,1,1.2290194034576416,0.3072548508644104
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,12,14,1-9645,69,21,0,0,21.0,0.30434782608695654
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,8,6,1-5161,12,2,0,7,3.603135824203491,0.30026131868362427
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,1-4855,8,6,1-4855,22,5,0,7,6.603135824203491,0.30014253746379504
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,1,22,1-9277,48,13,0,6,14.37411642074585,0.2994607587655385
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,12,14,1-9761,35,10,0,1,10.229019403457642,0.2922576972416469
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,6,4,1-5172,120,33,0,8,34.83215522766113,0.29026796023050944
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,7,9,1-4355,49,10,0,18,14.122349262237549,0.2882112094334194
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,6,4,1-9667,14,4,0,0,4.0,0.2857142857142857
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,13,7,1-7807,239,52,0,68,67.57331943511963,0.2827335541218394
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,16,12,1-6647,62,14,0,15,17.435291051864624,0.2812143718042681
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,9,10,1-11350,100,25,0,13,27.97725224494934,0.2797725224494934
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,17,13,1-9902,30,7,0,6,8.37411642074585,0.27913721402486164
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,4,11,1-8285,72,17,0,13,19.97725224494934,0.27746183673540753
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,12,14,1-18603,19,5,0,1,5.229019403457642,0.27521154755040217
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,4,11,1-8023,16,3,0,6,4.37411642074585,0.2733822762966156
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,6,4,1-1258,435,114,0,19,118.35136866569519,0.27207211187516134
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,10,3,MLG08,107,8,0,92,29.069785118103027,0.2716802347486264
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,20,5,1-19205,12,3,0,1,3.2290194034576416,0.2690849502881368
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,10,3,1-1827,24,3,0,15,6.435291051864624,0.268137127161026
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,8,6,MLG68,642,139,0,144,171.9787940979004,0.26787974158551464
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,2,21,1-18487,23,5,0,5,6.145097017288208,0.26717813118644385
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,6,4,1-8988,29,7,0,3,7.687058210372925,0.2650709727714802
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,6,4,1-9270,128,28,0,24,33.4964656829834,0.2616911381483078
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,7,9,1-3523,543,101,0,173,140.620356798172,0.25896934953622835
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,20,5,1-6098,1327,246,0,425,343.3332464694977,0.25872889711341196
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,21,18,1-0053,142,33,0,15,36.435291051864624,0.256586556703272
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,18,15,1-0008,230,3,0,240,57.964656829833984,0.2520202470862347
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,17,13,1-7467,64,12,0,18,16.12234926223755,0.2519117072224617
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,4,11,1-9283,235,42,0,75,59.17645525932312,0.25181470323116223
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,13,7,1-7004,381,78,0,78,95.86351346969604,0.25161027157400534
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,4,11,1-7268,70,10,0,33,17.557640314102173,0.2508234330586025
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,13,7,1-3362,117,19,0,45,29.305873155593872,0.2504775483384092
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,9,10,1-9861,8,2,0,0,2.0,0.25
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,5,8,1-18613,25,6,0,1,6.229019403457642,0.24916077613830567
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,10,3,1-6980,128,0,0,139,31.833697080612183,0.24870075844228268
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,8,6,1-9553,23,5,0,3,5.687058210372925,0.24726340045099673
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,14,20,MLG32,52,11,0,8,12.832155227661133,0.24677221591656023
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,2,21,1-7521,10,2,0,2,2.458038806915283,0.2458038806915283
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,16,12,1-8627,25,5,0,5,6.145097017288208,0.2458038806915283
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,18,15,1-9576,10,2,0,2,2.458038806915283,0.2458038806915283
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,4,11,1-7536,17,0,0,18,4.122349262237549,0.242491133072797
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,12,14,1-3106,34,8,0,1,8.229019403457642,0.24202998245463653
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,17,13,1-18028,309,27,0,208,74.63603591918945,0.2415405693177652
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,21,18,MLG13,140,31,0,12,33.7482328414917,0.241058806010655
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,5,8,MLG54,595,115,0,121,142.71134781837463,0.2398510047367641
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-7341,10,3,1-7341,110,23,0,14,26.206271648406982,0.2382388331673362
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,17,13,1-1833,124,13,0,72,29.489397048950195,0.2378177181366951
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,12,14,1-3206,45,7,0,16,10.664310455322266,0.23698467678493923
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,6,4,1-5043,123,27,0,8,28.832155227661133,0.2344077660785458
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,7,9,1-7744,37,5,0,16,8.664310455322266,0.23417055284654772
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,18,15,1-6878,167,21,0,79,39.09253287315369,0.23408702319253705
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1-9185,8,6,1-9185,31,7,0,1,7.229019403457642,0.2331941743050852
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,13,7,1-0278,79,5,0,58,18.283125400543213,0.23143196709548372
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,18,15,1-5654,15,3,0,2,3.458038806915283,0.23053592046101887
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,13,7,1-8328,114,17,0,40,26.160776138305664,0.22948049244127774
546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1-7527,5,8,1-7527,1,0,0,1,0.2290194034576416,0.2290194034576416
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,1,22,1-1191,53,10,0,9,12.061174631118774,0.2275693326626184
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,4,11,1-8427,189,31,0,51,42.67998957633972,0.22582005066846414
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,12,14,MLG51,248,53,0,13,55.97725224494934,0.22571472679415056
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,4,11,1-7070,129,23,0,26,28.95450448989868,0.22445352317750916
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,1-0031,7,9,1-0031,13,2,0,4,2.9160776138305664,0.22431366260235125
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,13,7,1-0358,22,4,0,4,4.916077613830566,0.22345807335593484
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,2,21,1-4929,10,2,0,1,2.2290194034576416,0.22290194034576416
