Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-9495,5,20,1-9495,18,3,0,5,6.719978630542755,0.3733321461412642
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,13,8,MLG33,20,3,0,6,7.463974356651306,0.3731987178325653
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,1,19,1-19568,2,0,0,1,0.743995726108551,0.3719978630542755
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,10,1,1-7608,4,0,0,2,1.487991452217102,0.3719978630542755
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,20,4,1-6181,659,90,0,208,244.7511110305786,0.37139774056233477
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,3,6,1-8826,123,4,0,56,45.66376066207886,0.37125008668356796
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,20,4,1-6878,167,21,0,55,61.919764935970306,0.37077703554473235
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,17,13,1-9963,116,10,0,44,42.735811948776245,0.368412171972209
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,4,15,1-4649,244,14,0,102,89.8875640630722,0.36839165599619755
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,20,4,MLG30,208,23,0,72,76.56769227981567,0.3681139051914215
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,13,8,1-17835,17,4,0,3,6.231987178325653,0.3665874810779796
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,1-8906,5,20,1-8906,15,4,0,2,5.487991452217102,0.36586609681447346
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,1,19,MLG07,90,3,0,40,32.75982904434204,0.3639981004926893
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,17,13,1-9270,128,16,0,41,46.50382477045059,0.36331113101914525
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,3,6,1-9516,76,9,0,25,27.599893152713776,0.36315648885149704
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,1,19,1-4634,48,7,0,14,17.415940165519714,0.36283208678166073
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,14,3,1-11350,100,34,0,3,36.23198717832565,0.36231987178325653
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,14,3,1-18423,47,17,0,0,17.0,0.3617021276595745
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,13,8,1-6098,1327,200,0,376,479.7423930168152,0.3615240339237492
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,12,21,1-3089,16,5,0,1,5.743995726108551,0.35899973288178444
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,9,MLG75,185,38,0,38,66.27183759212494,0.35822614914662126
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,18,12,1-17758,40,9,0,7,14.207970082759857,0.35519925206899644
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,17,13,1-3141,136,17,0,42,48.24782049655914,0.35476338600411134
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,19,10,1-5355,53,9,0,13,18.671944439411163,0.3523008384794559
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,15,9,1-1592,32,6,0,7,11.207970082759857,0.35024906508624554
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,1,19,MLG32,52,7,0,15,18.159935891628265,0.3492295363774666
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,13,8,1-8084,82,10,0,25,28.599893152713776,0.3487791847891924
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,5,20,P-16616,28,9,0,1,9.743995726108551,0.3479998473610197
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,20,4,1-3509,35,1,0,15,12.159935891628265,0.34742673976080757
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,11,11,1-18994,28,6,0,5,9.719978630542755,0.34714209394795553
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,14,3,1-2103,26,6,0,4,8.975982904434204,0.34523011170900786
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,1,19,1-7991,46,1,0,20,15.87991452217102,0.3452155330906744
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,17,13,1-10785,279,18,0,105,96.11955124139786,0.34451452057848697
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,19,10,MLG57,629,108,0,146,216.62337601184845,0.3443932845975333
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,4,15,1-9110,29,4,0,8,9.951965808868408,0.3431712347885658
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,1,19,1-0027,29,4,0,8,9.951965808868408,0.3431712347885658
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,20,4,1-2423,79,4,0,31,27.063867509365082,0.34258060138436813
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,19,10,1-2282,219,40,0,47,74.9677991271019,0.34231871747535114
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,1,19,1-5653,11,3,0,1,3.743995726108551,0.3403632478280501
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,6,9,1-7845,36,10,0,3,12.231987178325653,0.339777421620157
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,5,11,1-11329,14,4,0,1,4.743995726108551,0.3388568375791822
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,3,6,1-17907,119,6,0,46,40.22380340099335,0.3380151546301962
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,6,7,1-10696,24,8,0,0,8.0,0.3333333333333333
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,5,20,1-5654,15,5,0,0,5.0,0.3333333333333333
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,1-6594,1,19,1-6594,70,1,0,30,23.31987178325653,0.3331410254750933
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,11,11,MLG56,511,65,0,141,169.9033973813057,0.33249197139198766
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,3,6,1-3534,279,31,0,83,92.75164526700974,0.3324431730000349
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,10,14,1-0296,41,12,0,2,13.487991452217102,0.3289754012735879
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,18,12,1-2382,139,27,0,25,45.599893152713776,0.32805678527132215
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,14,3,72-12171,19,4,0,3,6.231987178325653,0.3279993251750344
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,1-9646,15,9,1-9646,105,29,0,7,34.20797008275986,0.3257901912643796
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,7,14,MLG63,380,96,0,37,123.52784186601639,0.3250732680684642
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,4,15,1-8095,46,9,0,8,14.951965808868408,0.3250427349754002
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,8,17,1-6858,23,0,0,10,7.43995726108551,0.3234764026558917
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,12,21,1-0003,17,4,0,2,5.487991452217102,0.322823026601006
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,14,3,1-8678,17,4,0,2,5.487991452217102,0.322823026601006
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,3,6,1-3068,180,11,0,62,57.127735018730164,0.317376305659612
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,6,7,1-10539,63,17,0,4,19.975982904434204,0.3170790937211778
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,4,15,1-8341,197,14,0,65,62.35972219705582,0.31654681318302447
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,3,6,1-8328,114,7,0,39,36.01583331823349,0.31592836244064465
515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,1-6531,7,14,1-6531,27,7,0,2,8.487991452217102,0.3143700537858186
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,11,11,MLG50,319,25,0,101,100.14356833696365,0.3139296813070961
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,2,13,1-18487,23,2,0,7,7.207970082759857,0.31339000359825464
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,20,4,1-9808,74,6,0,23,23.111901700496674,0.3123229959526578
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,19,10,1-9946,12,3,0,1,3.743995726108551,0.31199964384237927
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,7,14,1-9651,38,11,0,1,11.743995726108551,0.30905251910811976
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,12,21,1-5515,29,3,0,8,8.951965808868408,0.30868847616787615
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,13,8,1-9436,21,2,0,6,6.463974356651306,0.3078083026976812
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,14,3,1-3584,26,8,0,0,8.0,0.3076923076923077
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,4,15,1-1462,192,15,0,59,58.89574784040451,0.3067486866687735
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,7,14,1-2545,145,28,0,22,44.36790597438812,0.305985558444056
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,14,3,1-19915,62,13,0,8,18.951965808868408,0.30567686788497433
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-2670,19,10,1-2670,104,31,0,1,31.74399572610855,0.30523072813565916
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,20,4,MLG02,320,19,0,105,97.11955124139786,0.3034985976293683
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,3,6,1-3587,46,5,0,12,13.927948713302612,0.3027814937674481
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,2,22,1-7995,14,2,0,3,4.231987178325653,0.30228479845183237
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,13,8,1-6693,98,11,0,25,29.599893152713776,0.30203972604809975
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,7,4,1-18234,43,1,0,16,12.903931617736816,0.30009143297062363
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,5,20,1-4929,10,3,0,0,3.0,0.3
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,5,20,1-5555,10,3,0,0,3.0,0.3
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,18,12,MLG54,595,139,0,53,178.4317734837532,0.29988533358613984
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,15,9,MLG58,71,16,0,7,21.207970082759857,0.2987038039825332
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,3,6,1-5214,40,3,0,12,11.927948713302612,0.2981987178325653
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,1,19,1-9836,5,0,0,2,1.487991452217102,0.2975982904434204
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,5,20,1-18709,33,6,0,5,9.719978630542755,0.2945448069861441
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,6,13,1-8172,40,5,0,9,11.69596153497696,0.292399038374424
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,13,8,1-6061,40,2,0,13,11.671944439411163,0.2917986109852791
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,17,13,1-7441,111,13,0,26,32.34388887882233,0.29138638629569663
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-3551,10,1,1-3551,6,1,0,1,1.743995726108551,0.29066595435142517
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,3,11,1-1015,155,7,0,51,44.9437820315361,0.28995988407442647
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,8,17,1-3312,36,0,0,14,10.415940165519714,0.2893316712644365
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,4,15,1-4531,94,7,0,27,27.087884604930878,0.2881689851588391
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,15,9,1-4052,13,3,0,1,3.743995726108551,0.2879996712391193
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,3,6,1-5508,38,2,0,12,10.927948713302612,0.2875775977184898
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,1,19,1-9379,58,1,0,21,16.62391024827957,0.28661914221171675
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,6,4,MLG67,27,4,0,5,7.719978630542755,0.2859251344645465
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,14,3,1-7842,21,6,0,0,6.0,0.2857142857142857
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,2,22,1-18377,14,4,0,0,4.0,0.2857142857142857
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,1,19,1-3589,27,1,0,9,7.695961534976959,0.28503561240655406
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,19,10,1-8450,52,8,0,9,14.69596153497696,0.28261464490340305
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,7,14,1-0278,79,20,0,3,22.231987178325653,0.28141755921931205
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,3,6,1-7042,117,15,0,24,32.855897426605225,0.28081963612483096
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,7,14,1-19547,66,17,0,2,18.487991452217102,0.28012108260935004
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,8,17,1-8067,322,0,0,121,90.02348285913467,0.27957603372402073
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,2,22,1-1177,17,4,0,1,4.743995726108551,0.2790585721240324
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,3,6,1-5282,17,1,0,5,4.719978630542755,0.2776458017966327
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,7,14,1-8551,38,9,0,2,10.487991452217102,0.2759997750583448
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,16,2,1-1608,307,72,0,17,84.64792734384537,0.27572614769982207
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,9,23,1-5981,28,4,0,5,7.719978630542755,0.27571352251938414
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,19,10,1-1833,124,20,0,19,34.13591879606247,0.2752896677101812
