Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,2,24,1-0129,142,0,1,12,1004.2727357149124,7.072343209259946
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,2,24,1-0303,212,0,1,33,1011.7500232160091,4.772405769886835
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,19,6,MLG51,248,50,1,71,1075.2803529798985,4.335807874918945
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,19,6,MLG54,595,67,1,55,1086.583372026682,1.8261905412213142
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,19,6,1-2423,79,40,0,35,52.46214583516121,0.6640777953817875
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,17,12,MLG48,159,79,0,22,86.83334881067276,0.546121690633162
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,12,5,1-8267,133,56,0,22,63.83334881067276,0.47994999105768993
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,16,8,1-0292,99,36,0,22,43.83334881067276,0.44276109909770467
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,15,14,1-5355,53,23,0,0,23.0,0.4339622641509434
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,9,7,1-5043,123,36,0,47,52.734881550073624,0.42873887439084246
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,14,9,1-7866,318,107,0,68,131.21216905117035,0.4126168838087118
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,14,9,1-2545,145,36,0,63,58.431862503290176,0.4029783620916564
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,12,5,1-7004,381,71,0,227,151.82591727375984,0.3984932211909707
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,12,5,1-9516,76,26,0,10,29.560613095760345,0.38895543547053085
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,19,6,MLG52,125,39,0,22,46.83334881067276,0.3746667904853821
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,19,6,1-2294,75,23,0,14,27.984858334064484,0.3731314444541931
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,21,7,MLG31,33,7,0,14,11.984858334064484,0.36317752527468133
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,9,7,MLG60,47,16,0,3,17.068183928728104,0.36315284954740645
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,13,4,MLG29,164,42,0,48,59.09094285964966,0.36031062719298573
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,11,10,1-7024,498,152,0,74,178.34853690862656,0.3581295921859971
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,10,3,1-1570,142,39,0,30,49.681839287281036,0.3498721076569087
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,16,8,1-5775,244,67,0,49,84.44700416922569,0.3460942793820725
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,11,10,1-7863,351,82,0,110,121.1667440533638,0.3452043990124325
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,13,4,1-5002,45,13,0,7,15.492429167032242,0.3442762037118276
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,6,11,1-9938,55,15,0,11,18.91667440533638,0.3439395346424796
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,17,12,1-6181,659,172,0,152,226.12131905555725,0.3431279500084329
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,20,13,1-8188,140,18,0,83,47.55308869481087,0.33966491924864906
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,12,5,1-8532,4,1,0,1,1.3560613095760345,0.33901532739400864
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,20,13,1-1942,34,9,0,7,11.492429167032242,0.3380126225597718
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,21,2,1-5981,28,8,0,4,9.424245238304138,0.33658018708229065
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,10,3,1-9270,128,27,0,45,43.022758930921555,0.33611530414782465
