Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,21,22,MLG44,59,5,1,8,1012.881139755249,17.16747694500422
168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,7,15,MLG45,70,11,1,27,1037.5988466739655,14.822840666770935
84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,21,22,1-2382,139,20,1,12,1031.8217096328735,7.423177767142975
6,6,6,6,6,6,6,6,6,6,6,6,6,MLG54,7,15,MLG54,595,25,1,93,1116.61824965477,1.8766693271508739
40,40,40,40,40,40,40,40,40,40,40,40,40,1-7807,5,13,1-7807,239,75,0,104,177.4548168182373,0.7424887732980641
323,323,323,323,323,323,323,323,323,323,323,323,323,1-13247,19,21,1-13247,29,19,0,1,19.985142469406128,0.6891428437726251
169,169,169,169,169,169,169,169,169,169,169,169,169,1-7268,16,4,1-7268,70,10,0,35,44.47998642921448,0.6354283775602069
78,78,78,78,78,78,78,78,78,78,78,78,78,1-1570,18,19,1-1570,142,7,0,83,88.76682496070862,0.6251184856387931
145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,18,19,1-9491,80,21,0,26,46.613704204559326,0.5826713025569916
49,49,49,49,49,49,49,49,49,49,49,49,49,1-6974,7,15,1-6974,207,62,0,58,119.13826322555542,0.5755471653408475
75,75,75,75,75,75,75,75,75,75,75,75,75,1-2545,4,12,1-2545,145,40,0,43,82.3611261844635,0.5680077667894035
143,143,143,143,143,143,143,143,143,143,143,143,143,1-9286,16,4,1-9286,81,13,0,31,43.539416551589966,0.5375236611307403
345,345,345,345,345,345,345,345,345,345,345,345,345,1-3584,19,20,1-3584,26,5,0,9,13.866282224655151,0.5333185471021212
64,64,64,64,64,64,64,64,64,64,64,64,64,MLG29,6,14,MLG29,164,34,0,54,87.19769334793091,0.53169325212153
176,176,176,176,176,176,176,176,176,176,176,176,176,1-6561,18,19,1-6561,65,3,0,32,34.524559020996094,0.5311470618614784
81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,18,19,1-7682,141,13,0,61,73.0936906337738,0.5183949690338567
29,29,29,29,29,29,29,29,29,29,29,29,29,1-3534,10,18,1-3534,279,65,0,80,143.81139755249023,0.5154530378225456
121,121,121,121,121,121,121,121,121,121,121,121,121,1-9333,20,21,1-9333,102,24,0,29,52.56913161277771,0.5153836432625266
228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,4,12,MLG60,47,11,0,13,23.806852102279663,0.5065287681336098
156,156,156,156,156,156,156,156,156,156,156,156,156,1-2294,8,16,1-2294,75,21,0,15,35.77713704109192,0.4770284938812256
358,358,358,358,358,358,358,358,358,358,358,358,358,1-8627,5,13,1-8627,25,3,0,9,11.866282224655151,0.47465128898620607
28,28,28,28,28,28,28,28,28,28,28,28,28,1-7005,14,6,1-7005,285,9,0,128,135.09823608398438,0.47402889854029606
406,406,406,406,406,406,406,406,406,406,406,406,406,1-3265,17,3,1-3265,19,4,0,5,8.92571234703064,0.4697743340542442
148,148,148,148,148,148,148,148,148,148,148,148,148,1-0278,18,19,1-0278,79,5,0,32,36.524559020996094,0.4623361901391911
331,331,331,331,331,331,331,331,331,331,331,331,331,1-5981,3,11,1-5981,28,3,0,10,12.85142469406128,0.4589794533593314
256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,2,2,1-0296,41,6,0,13,18.806852102279663,0.4587037098116991
57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,4,12,MLG75,185,40,0,45,84.33141112327576,0.4558454655312203
97,97,97,97,97,97,97,97,97,97,97,97,97,1-1833,2,2,1-1833,124,23,0,33,55.50970149040222,0.4476588829871147
260,260,260,260,260,260,260,260,260,260,260,260,260,1-4760,17,3,1-4760,40,6,0,12,17.821709632873535,0.44554274082183837
125,125,125,125,125,125,125,125,125,125,125,125,125,1-1390,7,15,1-1390,98,19,0,25,43.6285617351532,0.4451894054607469
58,58,58,58,58,58,58,58,58,58,58,58,58,MLG49,20,21,MLG49,185,24,0,59,82.12340569496155,0.4439103010538462
46,46,46,46,46,46,46,46,46,46,46,46,46,1-2282,13,10,1-2282,219,45,0,52,96.22740840911865,0.43939455894574725
