Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,3,MLG40,3,51,11,1,13,1014.5420964062214,19.89298228247493
168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,5,MLG45,5,70,17,1,16,1021.3595032691956,14.590850046702794
9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,3,1-3523,3,543,92,1,150,1132.8703431487083,2.0863173906974373
8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,5,1-10468,5,549,56,1,156,1098.5051568746567,2.000920140026697
85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,12,1-1131,12,138,67,0,28,74.62913072109222,0.5407908023267552
212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,10,MLG32,19,52,20,0,11,22.997158497571945,0.4422530480302297
195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,8,1-9379,9,58,22,0,8,24.17975163459778,0.4168922695620307
112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,4,1-3447,4,110,38,0,17,42.63197222352028,0.38756338385018435
203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,8,1-9938,6,55,20,0,1,20.272468954324722,0.36859034462408585
228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,2,MLG60,2,47,16,0,4,17.08987581729889,0.3636143790914657
267,267,267,267,267,267,267,267,267,267,267,267,267,1-5413,16,1-5413,16,39,10,0,14,13.814565360546112,0.3542196246293875
61,61,61,61,61,61,61,61,61,61,61,61,61,1-6927,10,1-6927,19,179,48,0,48,61.07850980758667,0.34122072518204843
394,394,394,394,394,394,394,394,394,394,394,394,394,1-9697,15,1-9697,20,20,4,0,10,6.724689543247223,0.33623447716236116
239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,7,1-5002,7,45,9,0,22,14.99431699514389,0.3332070443365309
34,34,34,34,34,34,34,34,34,34,34,34,34,MLG51,16,MLG51,16,248,70,0,44,81.98863399028778,0.3305993306059991
299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,13,MLG31,19,33,8,0,10,10.724689543247223,0.3249905922196128
165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,5,MLG59,5,71,17,0,22,22.99431699514389,0.32386361964991395
57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,8,MLG75,9,185,50,0,32,58.71900653839111,0.31740003534265465
123,123,123,123,123,123,123,123,123,123,123,123,123,1-11350,2,1-11350,2,100,28,0,10,30.724689543247223,0.30724689543247224
345,345,345,345,345,345,345,345,345,345,345,345,345,1-3584,7,1-3584,17,26,4,0,14,7.814565360546112,0.30056020617485046
146,146,146,146,146,146,146,146,146,146,146,146,146,MLG78,15,MLG78,15,80,17,0,21,22.721848040819168,0.2840231005102396
242,242,242,242,242,242,242,242,242,242,242,242,242,1-3206,13,1-3206,13,45,9,0,13,12.54209640622139,0.27871325347158643
369,369,369,369,369,369,369,369,369,369,369,369,369,MLG39,9,MLG39,20,23,5,0,5,6.3623447716236115,0.2766236857227657
163,163,163,163,163,163,163,163,163,163,163,163,163,1-6692,12,1-6692,12,71,15,0,17,19.63197222352028,0.2765066510354969
166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,12,MLG58,12,71,15,0,17,19.63197222352028,0.2765066510354969
256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,3,1-0296,3,41,5,0,23,11.266785949468613,0.2747996573041125
26,26,26,26,26,26,26,26,26,26,26,26,26,1-18558,17,1-18558,17,307,77,0,27,84.3566617667675,0.2747773998917508
125,125,125,125,125,125,125,125,125,125,125,125,125,1-1390,16,1-1390,16,98,23,0,14,26.814565360546112,0.27361801388312357
5,5,5,5,5,5,5,5,5,5,5,5,5,MLG57,16,MLG57,16,629,118,0,183,167.86181864142418,0.2668709358369224
43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,2,MLG14,2,232,56,0,18,60.904441177845,0.2625191430079526
275,275,275,275,275,275,275,275,275,275,275,275,275,1-4020,11,1-4020,11,37,8,0,6,9.634813725948334,0.2604003709715766
174,174,174,174,174,174,174,174,174,174,174,174,174,MLG41,10,MLG41,19,66,15,0,8,17.17975163459778,0.2602992671908754
77,77,77,77,77,77,77,77,77,77,77,77,77,1-9674,6,1-9674,6,144,34,0,12,37.26962745189667,0.25881685730483794
64,64,64,64,64,64,64,64,64,64,64,64,64,MLG29,7,MLG29,7,164,28,0,53,42.44085457921028,0.25878569865372125
22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,15,MLG50,15,319,43,0,144,82.23552942276001,0.25779162828451413
13,13,13,13,13,13,13,13,13,13,13,13,13,1-1258,15,1-1258,15,435,91,0,73,110.89023366570473,0.25492007739242467
71,71,71,71,71,71,71,71,71,71,71,71,71,1-4417,18,1-4417,18,151,21,0,64,38.43801307678223,0.25455637799193526
332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,17,P-16616,17,28,7,0,0,7.0,0.25
213,213,213,213,213,213,213,213,213,213,213,213,213,1-6227,17,1-6227,19,52,5,0,29,12.901599675416946,0.24810768606571051
350,350,350,350,350,350,350,350,350,350,350,350,350,1-9609,12,1-9609,12,25,4,0,8,6.179751634597778,0.24719006538391114
154,154,154,154,154,154,154,154,154,154,154,154,154,1-9417,6,1-9417,6,76,15,0,13,18.54209640622139,0.24397495271343933
286,286,286,286,286,286,286,286,286,286,286,286,286,1-1770,15,1-1770,11,35,6,0,9,8.4522205889225,0.24149201682635715
7,7,7,7,7,7,7,7,7,7,7,7,7,MLG69,13,MLG69,13,576,104,0,126,138.331088244915,0.24015813931408855
45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,4,1-3596,4,223,42,0,42,53.443696081638336,0.23965782996250376
84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,4,1-2382,4,139,25,0,30,33.17406862974167,0.2386623642427458
122,122,122,122,122,122,122,122,122,122,122,122,122,1-9404,6,1-9404,6,100,19,0,16,23.359503269195557,0.23359503269195556
247,247,247,247,247,247,247,247,247,247,247,247,247,1-6734,14,1-6734,14,44,7,0,12,10.269627451896667,0.23340062390674243
78,78,78,78,78,78,78,78,78,78,78,78,78,1-1570,14,1-1570,14,142,26,0,25,32.81172385811806,0.23106847787407084
80,80,80,80,80,80,80,80,80,80,80,80,80,1-0053,7,1-0053,7,142,25,0,27,32.3566617667675,0.22786381525892607
404,404,404,404,404,404,404,404,404,404,404,404,404,1-20578,5,1-20578,5,19,4,0,1,4.272468954324722,0.2248667870697222
418,418,418,418,418,418,418,418,418,418,418,418,418,1-17835,16,1-17835,16,17,3,0,3,3.817406862974167,0.22455334488083334
66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,6,MLG48,6,159,13,0,82,35.34245425462723,0.22227958650708948
439,439,439,439,439,439,439,439,439,439,439,439,439,1-4682,16,1-4682,16,16,3,0,2,3.5449379086494446,0.2215586192905903
429,429,429,429,429,429,429,429,429,429,429,429,429,1-9452,10,1-9452,19,16,3,0,2,3.5449379086494446,0.2215586192905903
214,214,214,214,214,214,214,214,214,214,214,214,214,1-8450,12,1-8450,12,52,9,0,9,11.4522205889225,0.22023501132543272
91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,14,1-9270,14,128,24,0,14,27.814565360546112,0.2173012918792665
327,327,327,327,327,327,327,327,327,327,327,327,327,1-8988,2,1-8988,2,29,6,0,1,6.272468954324722,0.21629203290774904
