Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,13,11,1-5002,45,21,0,8,21.302167296409607,0.473381495475769
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,18,3,MLG65,201,90,0,106,94.00371667742729,0.4676801824747627
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,11,5,MLG52,125,58,0,3,58.1133127361536,0.46490650188922883
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,5,14,P-16616,28,12,0,1,12.0377709120512,0.4299203897161143
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,13,11,MLG45,70,27,0,14,27.528792768716812,0.39326846812452587
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,18,MLG75,185,72,0,4,72.1510836482048,0.3900058575578638
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,15,18,MLG58,71,27,0,2,27.0755418241024,0.3813456594944
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,11,5,1-3206,45,17,0,2,17.0755418241024,0.37945648498005335
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,7,7,MLG40,51,19,0,6,19.226625472307205,0.3769926563197491
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,7,7,1-0278,79,28,0,24,28.90650188922882,0.36590508720542814
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,13,11,MLG33,20,7,0,2,7.075541824102402,0.3537770912051201
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,3,10,1-8267,133,46,0,8,46.30216729640961,0.34813659621360604
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,19,4,1-6980,128,37,0,55,39.07740016281605,0.3052921887720004
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,10,7,1-0296,41,12,0,11,12.41548003256321,0.3028165861600783
