Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,22,MLG40,3,51,7,1,0,1007.0,19.745098039215687
168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,5,MLG45,5,70,17,1,16,1028.6155891418457,14.69450841631208
32,32,32,32,32,32,32,32,32,32,32,32,32,32,1-7874,22,1-7874,19,258,56,1,0,1056.0,4.093023255813954
8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,5,1-10468,5,549,61,1,151,1170.6221225261688,2.1322807331988503
189,189,189,189,189,189,189,189,189,189,189,189,189,189,MLG10,7,MLG10,20,60,27,0,17,39.34156346321106,0.655692724386851
81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,13,1-7682,11,141,28,0,88,91.88574028015137,0.6516719168805062
85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,12,1-1131,12,138,35,0,53,73.47663903236389,0.5324394132779993
256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,7,1-0296,3,41,5,0,23,21.6974093914032,0.5292051071073951
267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-5413,17,1-5413,16,39,10,0,14,20.16364049911499,0.5170164230542306
239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,3,1-5002,7,45,10,0,18,23.067537784576416,0.5126119507683649
394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-9697,11,1-9697,20,20,7,0,4,9.903897285461426,0.4951948642730713
128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-7897,21,1-7897,10,95,3,0,60,46.55845928192139,0.4900890450728567
326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-0027,3,1-0027,7,29,4,0,14,14.16364049911499,0.48840139652120657
165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,5,MLG59,5,71,19,0,21,34.245460748672485,0.48233043307989415
56,56,56,56,56,56,56,56,56,56,56,56,56,56,1-8427,13,1-8427,11,189,9,0,110,88.85717535018921,0.470143784921636
22,22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,16,MLG50,15,319,43,0,144,147.54030227661133,0.4625087845661797
203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,4,1-9938,6,55,18,0,10,25.259743213653564,0.4592680584300648
66,66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,4,MLG48,6,159,13,0,82,72.52989435195923,0.456162857559492
41,41,41,41,41,41,41,41,41,41,41,41,41,41,1-9283,13,1-9283,11,235,19,0,121,106.84289288520813,0.45465060802216223
112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,6,1-3447,4,110,34,0,22,49.97143507003784,0.4542857733639804
37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5775,11,1-5775,20,244,3,0,146,108.99225091934204,0.4466895529481231
277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-10060,11,1-10060,20,36,7,0,12,15.711691856384277,0.43643588489956325
