Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,16,8,MLG38,77,33,0,19,42.1263570189476,0.5470955457006182
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,13,6,1-3206,45,14,0,22,24.567360758781433,0.545941350195143
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,2,21,1-7122,197,11,0,199,106.58658140897751,0.5410486365937944
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,12,11,MLG32,52,19,0,16,26.68535327911377,0.5131798707521878
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,12,11,MLG40,51,16,0,19,25.1263570189476,0.49267366703818827
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,4,19,1-6974,207,0,0,211,101.35059636831284,0.4896164075763905
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,15,5,1-7682,141,50,0,39,68.73304861783981,0.48746842991375755
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,13,6,1-3083,78,31,0,13,37.24434953927994,0.4774916607599992
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,18,10,MLG54,595,76,0,389,262.8501515984535,0.4417649606696698
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,9,12,MLG62,525,20,0,434,228.465207695961,0.43517182418278283
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,14,14,MLG58,71,24,0,8,27.842676639556885,0.39215037520502655
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,17,8,1-10060,36,6,0,16,13.68535327911377,0.3801487021976047
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,16,10,1-0003,17,5,0,3,6.441003739833832,0.3788825729314019
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,7,2,1-9995,24,9,0,0,9.0,0.375
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,6,7,1-3141,136,26,0,52,50.97739815711975,0.3748338099788217
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,8,13,1-6098,1327,237,0,513,483.41163951158524,0.3642891028723325
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,6,7,1-1258,435,77,0,168,157.69620943069458,0.36252002167975766
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,19,9,1-7004,381,56,0,160,132.8535327911377,0.348696936459679
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,7,4,1-6734,44,9,0,13,15.244349539279938,0.3464624895290895
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,14,14,MLG75,185,55,0,16,62.68535327911377,0.33883974745466905
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,16,8,1-3362,117,24,0,32,39.37070655822754,0.3365017654549362
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,19,9,1-1131,138,36,0,21,46.08702617883682,0.33396395781765814
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,8,13,MLG45,70,20,0,7,23.362342059612274,0.33374774370874677
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,4,19,1-1183,45,0,0,31,14.890371978282928,0.330897155072954
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,7,4,1-7441,111,25,0,24,36.528029918670654,0.32908135061865457
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,16,5,MLG31,33,7,0,8,10.842676639556885,0.32856595877445105
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,16,8,1-4640,87,18,0,22,28.567360758781433,0.3283604684917406
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,12,2,1-9286,81,25,0,3,26.441003739833832,0.32643214493622014
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,9,12,MLG69,576,138,0,101,186.51379257440567,0.3238086676638987
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,20,2,1-1350,195,52,0,23,63.047695338726044,0.32332151455756947
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,18,10,MLG52,125,34,0,12,39.76401495933533,0.3181121196746826
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,6,7,1-9963,116,21,0,32,36.37070655822754,0.31354057377782363
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,12,11,MLG44,59,13,0,11,18.283680379390717,0.3098928877862833
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,6,7,1-0129,142,26,0,37,43.77237945795059,0.30825619336584925
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,8,13,1-5002,45,8,0,12,13.764014959335327,0.30586699909634063
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,4,19,1-2034,16,0,0,10,4.803345799446106,0.3002091124653816
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,6,7,1-1570,142,33,0,19,42.1263570189476,0.29666448604892676
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,4,1-7024,498,67,0,167,147.21587485074997,0.2956142065276104
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,12,11,1-8285,72,13,0,16,20.68535327911377,0.2872965733210246
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,20,2,1-4390,45,11,0,4,12.921338319778442,0.28714085155063207
