Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,7,1-9491,10,80,22,1,28,1023.5522608906031,12.794403261132539
93,93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,7,MLG52,10,125,17,1,25,1018.3859472237527,8.147087577790021
132,132,132,132,132,132,132,132,132,132,132,132,132,132,MLG55,17,MLG55,20,92,44,0,9,44.498941000550985,0.4836841413103368
257,257,257,257,257,257,257,257,257,257,257,257,257,257,1-19286,17,1-19286,6,40,16,0,2,16.11087577790022,0.4027718944475055
212,212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,21,MLG32,13,52,17,0,0,17.0,0.3269230769230769
215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,15,MLG40,16,51,16,0,7,16.388065222650766,0.3213346122088386
124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-0292,1,1-0292,1,99,29,0,22,30.21963355690241,0.30524882380709506
43,43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,4,MLG14,6,232,69,0,13,69.72069255635142,0.3005202265359975
46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-2282,17,1-2282,20,219,63,0,18,63.99788200110197,0.29222777169452957
358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-8627,4,1-8627,6,25,7,0,5,7.277189444750547,0.2910875777900219
85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,9,1-1131,12,138,39,0,13,39.72069255635142,0.2878311054808074
281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-3312,5,1-3312,8,36,10,0,6,10.332627333700657,0.28701742593612933
84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,7,1-2382,10,139,38,0,31,39.718574557453394,0.2857451407011036
168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,6,MLG45,9,70,19,0,8,19.443503111600876,0.2777643301657268
195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,6,1-9379,9,58,15,0,17,15.942444112151861,0.27486972607158383
91,91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,21,1-9270,13,128,35,0,0,35.0,0.2734375
332,332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,15,P-16616,16,28,7,0,11,7.609816778451204,0.27177917065897156
11,11,11,11,11,11,11,11,11,11,11,11,11,11,MLG56,2,MLG56,2,511,137,0,16,137.88700622320175,0.2698375855639956
228,228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,11,MLG60,5,47,12,0,11,12.609816778451204,0.2682939740096001
165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,6,MLG59,9,71,18,0,17,18.94244411215186,0.2667949874950966
54,54,54,54,54,54,54,54,54,54,54,54,54,54,1-1350,2,1-1350,2,195,49,0,18,49.99788200110197,0.256399394877446
45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,17,1-3596,20,223,56,0,9,56.498941000550985,0.2533584798230986
57,57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,11,MLG75,5,185,44,0,43,46.38382922485471,0.25072340121543085
174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG41,6,MLG41,9,66,16,0,9,16.498941000550985,0.24998395455380282
81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,11,1-7682,5,141,33,0,21,34.1641956679523,0.2422992600563993
466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-9416,20,1-9416,7,13,3,0,2,3.110875777900219,0.2392981367615553
386,386,386,386,386,386,386,386,386,386,386,386,386,386,1-4855,9,1-4855,12,22,5,0,3,5.1663136668503284,0.23483243940228765
22,22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,4,MLG50,6,319,69,0,86,73.76765844970942,0.23124657821225522
111,111,111,111,111,111,111,111,111,111,111,111,111,111,1-0272,7,1-0272,10,111,25,0,9,25.498941000550985,0.22972018919415302
394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-9697,17,1-9697,6,20,4,0,1,4.0554378889501095,0.20277189444750549
441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-9997,8,1-9997,11,16,3,0,4,3.221751555800438,0.20135947223752737
236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-9794,14,1-9794,17,46,9,0,4,9.221751555800438,0.20047285990870517
435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-4494,7,1-4494,12,16,3,0,3,3.1663136668503284,0.19789460417814553
155,155,155,155,155,155,155,155,155,155,155,155,155,155,1-8157,6,1-8157,17,75,14,0,11,14.609816778451204,0.19479755704601606
376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-18487,9,1-18487,13,23,4,0,8,4.443503111600876,0.19319578746090765
41,41,41,41,41,41,41,41,41,41,41,41,41,41,1-9283,7,1-9283,10,235,43,0,42,45.3283913359046,0.19288677164214724
109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-7441,21,1-7441,13,111,21,0,0,21.0,0.1891891891891892
299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,4,MLG31,6,33,6,0,4,6.221751555800438,0.18853792593334662
420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8678,6,1-8678,6,17,3,0,3,3.1663136668503284,0.18625374510884285
329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-5980,8,1-5980,11,29,5,0,6,5.332627333700657,0.18388370116209163
