Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,1-9491,5,1-9491,10,80,10,1,23,1024.9437865018845,12.811797331273556
93,93,93,93,93,MLG52,5,MLG52,10,125,17,1,23,1031.9437865018845,8.255550292015077
91,91,91,91,91,1-9270,12,1-9270,13,128,49,0,23,63.94378650188446,0.49956083204597235
267,267,267,267,267,1-5413,5,1-5413,10,39,8,0,16,18.39567756652832,0.47168404016739285
401,401,401,401,401,1-8100,16,1-8100,5,19,5,0,6,8.89837908744812,0.4683357414446379
17,17,17,17,17,1-7004,17,1-7004,19,381,53,0,193,178.39786064624786,0.4682358547145613
300,300,300,300,300,1-18709,5,1-18709,10,33,5,0,16,15.39567756652832,0.46653568383419153
299,299,299,299,299,MLG31,10,MLG31,6,33,12,0,5,15.2486492395401,0.46208027998606366
15,15,15,15,15,1-1580,18,1-1580,18,400,47,0,210,183.4432680606842,0.4586081701517105
52,52,52,52,52,1-7122,9,1-7122,20,197,10,0,123,89.91677129268646,0.4564303111303881
235,235,235,235,235,1-1989,7,1-1989,4,46,4,0,26,20.89297604560852,0.45419513142627216
104,104,104,104,104,1-9394,19,1-9394,17,117,14,0,59,52.33406102657318,0.44729966689378786
212,212,212,212,212,MLG32,12,MLG32,13,52,17,0,9,22.84756863117218,0.43937631983023423
28,28,28,28,28,1-7005,15,1-7005,14,285,21,0,160,124.9567756652832,0.43844482689573056
55,55,55,55,55,1-1462,15,1-1462,14,192,18,0,100,82.972984790802,0.4321509624520938
88,88,88,88,88,1-8267,11,1-8267,7,133,16,0,60,54.9837908744812,0.41341196146226467
228,228,228,228,228,MLG60,16,MLG60,5,47,12,0,11,19.14702832698822,0.4073835814252813
47,47,47,47,47,1-0303,21,1-0303,15,212,7,0,121,85.61731159687042,0.4038552433814643
125,125,125,125,125,1-1390,9,1-1390,20,98,9,0,46,38.88757300376892,0.3968119694262135
265,265,265,265,265,1-1204,17,1-1204,20,39,7,0,13,15.44648802280426,0.3960637954565195
63,63,63,63,63,1-3052,15,1-3052,14,166,11,0,83,64.92757737636566,0.39112998419497386
45,45,45,45,45,1-3596,9,1-3596,20,223,26,0,93,86.42487585544586,0.3875554971096227
57,57,57,57,57,MLG75,16,MLG75,5,185,43,0,43,70.93838346004486,0.3834507214056479
392,392,392,392,392,MLG33,12,MLG33,20,20,7,0,1,7.64972984790802,0.382486492395401
268,268,268,268,268,1-8493,23,1-8493,21,38,0,0,22,14.29405665397644,0.37615938563095896
118,118,118,118,118,MLG15,4,MLG15,9,105,5,0,53,39.43568193912506,0.37557792322976247
22,22,22,22,22,MLG50,10,MLG50,6,319,61,0,87,117.52649676799774,0.3684216199623754
278,278,278,278,278,1-7845,6,1-7845,3,36,8,0,8,13.19783878326416,0.3666066328684489
4,4,4,4,4,MLG68,16,MLG68,5,642,37,0,302,233.21841406822205,0.3632685577386636
466,466,466,466,466,1-9416,4,1-9416,7,13,4,0,1,4.64972984790802,0.3576715267621554
7,7,7,7,7,MLG69,17,MLG69,19,576,43,0,248,204.13300228118896,0.35439757340484196
84,84,84,84,84,1-2382,5,1-2382,10,139,20,0,45,49.2378431558609,0.3542290874522367
462,462,462,462,462,1-4052,5,1-4052,20,13,2,0,4,4.59891939163208,0.3537630301255446
203,203,203,203,203,1-9938,3,1-9938,8,55,3,0,25,19.2432461977005,0.34987720359455454
85,85,85,85,85,1-1131,14,1-1131,12,138,39,0,14,48.09621787071228,0.34852331790371216
215,215,215,215,215,MLG40,20,MLG40,16,51,15,0,4,17.59891939163208,0.3450768508163153
412,412,412,412,412,1-0055,16,1-0055,5,18,1,0,8,6.19783878326416,0.3443243768480089
111,111,111,111,111,1-0272,5,1-0272,10,111,18,0,31,38.14162528514862,0.3436182458121497
224,224,224,224,224,1-9277,15,1-9277,14,48,3,0,20,15.9945969581604,0.333220769961675
159,159,159,159,159,1-6914,15,1-6914,14,73,6,0,28,24.19243574142456,0.331403229334583
435,435,435,435,435,1-4494,14,1-4494,12,16,4,0,2,5.29945969581604,0.3312162309885025
81,81,81,81,81,1-7682,16,1-7682,5,141,33,0,21,46.64432680606842,0.3308108284118328
329,329,329,329,329,1-5980,8,1-5980,11,29,5,0,7,9.54810893535614,0.32924513570193586
441,441,441,441,441,1-9997,13,1-9997,11,16,2,0,5,5.2486492395401,0.32804057747125626
168,168,168,168,168,MLG45,4,MLG45,9,70,19,0,6,22.89837908744812,0.3271197012492589
165,165,165,165,165,MLG59,4,MLG59,9,71,18,0,8,23.19783878326416,0.3267301237079459
423,423,423,423,423,MLG46,5,MLG46,10,17,1,0,7,5.54810893535614,0.3263593491385965
73,73,73,73,73,MLG12,6,MLG12,3,146,12,0,54,47.08541178703308,0.3225028204591307
218,218,218,218,218,1-9610,9,1-9610,20,49,8,0,12,15.79675817489624,0.3223828198958416
169,169,169,169,169,1-7268,7,1-7268,4,70,5,0,27,22.54270589351654,0.32203865562166484
195,195,195,195,195,1-9379,4,1-9379,9,58,16,0,4,18.59891939163208,0.32067102399365655
0,0,0,0,0,1-6098,13,1-6098,11,1327,124,0,463,424.82491958141327,0.32013935160618934
179,179,179,179,179,1-7467,12,1-7467,13,64,19,0,2,20.29945969581604,0.3171790577471256
35,35,35,35,35,1-7496,11,1-7496,7,246,42,0,54,77.08541178703308,0.31335533246761416
296,296,296,296,296,1-0205,15,1-0205,14,34,4,0,10,10.4972984790802,0.30874407291412354
263,263,263,263,263,1-6061,14,1-6061,11,40,11,0,2,12.29945969581604,0.307486492395401
325,325,325,325,325,1-9338,10,1-9338,6,29,5,0,6,8.89837908744812,0.3068406581878662
102,102,102,102,102,1-17907,11,1-17907,7,119,17,0,30,36.4918954372406,0.30665458350622354
80,80,80,80,80,1-0053,13,1-0053,11,142,13,0,47,43.53730285167694,0.3066007243075841
417,417,417,417,417,1-5425,3,1-5425,8,17,0,0,8,5.19783878326416,0.3057552225449506
239,239,239,239,239,1-5002,13,1-5002,11,45,4,0,15,13.7459477186203,0.3054655048582289
155,155,155,155,155,1-8157,19,1-8157,17,75,19,0,6,22.89837908744812,0.30531172116597494
386,386,386,386,386,1-4855,14,1-4855,12,22,4,0,4,6.59891939163208,0.29995088143782184
281,281,281,281,281,1-3312,3,1-3312,8,36,3,0,12,10.79675817489624,0.29990994930267334
463,463,463,463,463,1-20467,13,1-20467,11,13,0,0,6,3.89837908744812,0.29987531441908616
32,32,32,32,32,1-7874,15,1-7874,14,258,12,0,100,76.972984790802,0.2983449022899302
177,177,177,177,177,1-9498,9,1-9498,20,64,8,0,17,19.04540741443634,0.2975844908505678
199,199,199,199,199,1-20167,13,1-20167,11,56,3,0,21,16.64432680606842,0.29722012153693605
332,332,332,332,332,P-16616,20,P-16616,16,28,7,0,2,8.29945969581604,0.29640927485057283
493,493,493,493,493,1-0033,14,1-0033,6,10,1,0,3,2.94918954372406,0.294918954372406
406,406,406,406,406,1-3265,18,1-3265,18,19,3,0,4,5.59891939163208,0.2946799679806358
5,5,5,5,5,MLG57,7,MLG57,4,629,49,0,208,184.14380836486816,0.29275645209041046
174,174,174,174,174,MLG41,4,MLG41,9,66,16,0,5,19.2486492395401,0.2916462005990924
321,321,321,321,321,1-7752,7,1-7752,4,29,0,0,13,8.44648802280426,0.2912582076829055
137,137,137,137,137,1-6611,11,1-6611,7,89,9,0,26,25.89297604560852,0.29093231511919687
