Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,20,14,MLG45,70,13,1,28,1036.5893983840942,14.808419976915632
4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,20,14,1-6240,698,53,1,182,1206.3310894966125,1.7282680365280982
166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,14,17,MLG40,51,23,0,18,38.164613246917725,0.7483257499395632
399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,15,11,MLG60,47,25,0,10,33.424785137176514,0.7111656412165216
346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,14,17,MLG32,52,15,0,25,36.061962842941284,0.6934992854411786
268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,14,17,MLG44,59,27,0,14,38.79469919204712,0.6575372744414766
467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,13,22,1-13247,29,1,0,21,18.69204878807068,0.6445534064851958
387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,20,14,1-10539,63,2,0,43,38.22657608985901,0.606771049045381
483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,20,14,1-9491,80,17,0,34,45.64426946640015,0.5705533683300018
91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,14,14,72-12171,19,4,0,8,10.739828109741211,0.5652541110390111
463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,19,22,1-1989,46,22,0,4,25.369914054870605,0.5515198707580566
139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,12,12,1-7863,351,52,0,167,192.69391179084778,0.548985503677629
526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,11,10,1-5002,45,11,0,16,24.479656219482422,0.5439923604329427
234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,11,10,MLG29,164,56,0,39,88.8566620349884,0.5418089148474903
153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,20,14,1-1350,195,50,0,66,105.60358190536499,0.541556830283923
364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,20,14,1-7682,141,32,0,52,75.80888271331787,0.5376516504490629
217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,7,15,1-9630,33,11,0,8,17.73982810974121,0.5375705487800367
413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,16,9,1-8314,36,2,0,20,18.849570274353027,0.5235991742875841
394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,3,20,1-2423,79,6,0,41,40.541619062423706,0.5131850514230849
124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,20,14,1-8427,189,3,0,111,96.5151150226593,0.5106619842468746
272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,12,12,1-1570,142,46,0,29,70.43187689781189,0.49599913308318233
161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,14,17,MLG41,66,15,0,21,32.69204878807068,0.49533407254652545
473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,3,20,1-9452,16,2,0,7,7.89734959602356,0.4935843497514725
140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,4,2,1-2294,75,37,0,0,37.0,0.49333333333333335
322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,18,13,1-0296,41,8,0,14,19.79469919204712,0.4827975412694419
434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,17,7,MLG59,71,8,0,30,33.27435541152954,0.46865289312013436
298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,20,14,1-7019,107,44,0,7,49.89734959602356,0.46633037005629496
384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,12,12,1-9270,128,31,0,34,59.64426946640015,0.46597085520625114
15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,10,16,1-8093,4,1,0,1,1.8424785137176514,0.46061962842941284
251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,6,8,1-7268,70,15,0,20,31.849570274353027,0.4549938610621861
131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,13,1-9283,235,95,0,14,106.79469919204712,0.45444552847679626
332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,20,14,MLG78,80,22,0,17,36.32213473320007,0.4540266841650009
553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,20,14,1-5555,10,2,0,3,4.527435541152954,0.45274355411529543
172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,1,6,1-8573,184,74,0,10,82.42478513717651,0.4479607887890028
206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,1,6,1-9752,22,9,0,1,9.842478513717651,0.44738538698716596
319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,11,10,1-3584,26,4,0,9,11.582306623458862,0.4454733316714947
388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,13,18,MLG49,185,35,0,56,82.17879676818848,0.44420971226047823
149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,13,18,MLG58,71,11,0,24,31.219484329223633,0.4397110468904737
331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,11,MLG75,185,55,0,30,80.27435541152954,0.43391543465691645
363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,12,12,1-10785,279,56,0,75,119.18588852882385,0.42718956461944035
266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,12,12,1-2103,26,6,0,6,11.054871082305908,0.425187349319458
562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,20,15,1-0003,17,3,0,5,7.212392568588257,0.42425838638754454
88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,12,12,1-5626,125,19,0,40,52.699140548706055,0.4215931243896484
302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,13,18,MLG51,248,54,0,60,104.54871082305908,0.4215673823510447
561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,6,8,1-9455,2,0,0,1,0.8424785137176514,0.4212392568588257
280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,14,17,1-7608,4,0,0,2,1.6849570274353027,0.4212392568588257
527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,13,18,1-5531,8,0,0,4,3.3699140548706055,0.4212392568588257
103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,6,8,1-8820,83,13,0,26,34.904441356658936,0.42053543803203536
345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,3,20,1-1131,138,31,0,32,57.959312438964844,0.41999501767365827
361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,17,7,1-0008,230,61,0,42,96.38409757614136,0.41906129380931023
528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,14,17,1-6718,20,5,0,4,8.369914054870605,0.41849570274353026
400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,11,10,1-18709,33,2,0,14,13.79469919204712,0.4180211876377915
396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,12,12,1-9963,116,25,0,27,47.74691987037659,0.4116113781929016
422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,17,6,1-6878,167,24,0,53,68.65136122703552,0.41108599537147017
353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,7,15,MLG50,319,70,0,72,130.6584529876709,0.4095876269205984
378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,12,12,1-6561,65,12,0,17,26.322134733200073,0.4049559189723088
355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,12,12,1-9498,64,4,0,26,25.904441356658936,0.40475689619779587
90,90,90,90,90,90,90,90,90,90,90,90,90,1-19222,7,15,1-19222,15,1,0,6,6.054871082305908,0.40365807215372723
461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,6,8,1-9651,38,1,0,17,15.322134733200073,0.4032140719263177
552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,7,15,MLG46,17,6,0,1,6.842478513717651,0.4024987361010383
499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,20,14,1-8627,25,5,0,6,10.054871082305908,0.4021948432922363
316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,12,12,1-7441,111,5,0,47,44.596490144729614,0.4017701814840506
46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,1,6,1-8566,5,2,0,0,2.0,0.4
560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,11,10,1-0027,29,4,0,9,11.582306623458862,0.39938988356754695
537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,20,14,1-4494,16,3,0,4,6.3699140548706055,0.39811962842941284
398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,16,9,1-0303,212,43,0,49,84.28144717216492,0.39755399609511755
128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,13,18,1-19286,40,10,0,7,15.89734959602356,0.397433739900589
391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,17,7,MLG30,208,16,0,79,82.55580258369446,0.3969028970369926
123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,1,6,MLG55,92,32,0,5,36.21239256858826,0.39361296270204627
145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,12,12,MLG06,18,2,0,6,7.054871082305908,0.3919372823503282
248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,1,6,1-2400,49,4,0,18,19.164613246917725,0.3911145560595454
97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,7,15,1-9237,38,8,0,8,14.739828109741211,0.3878902134142424
197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,10,16,1-8646,20,1,0,8,7.739828109741211,0.38699140548706057
300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,17,7,1-4020,37,10,0,5,14.212392568588257,0.3841187180699529
93,93,93,93,93,93,93,93,93,93,93,93,93,1-20003,14,17,1-20003,21,3,0,6,8.054871082305908,0.3835652896336147
417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,16,9,1-10451,46,10,0,9,17.582306623458862,0.3822240570317144
466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,3,9,1-5981,28,3,0,9,10.582306623458862,0.37793952226638794
193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,9,19,1-9553,23,7,0,2,8.684957027435303,0.3776068272797958
30,30,30,30,30,30,30,30,30,30,30,30,30,1-8418,17,7,1-8418,46,8,0,11,17.267263650894165,0.3753752967585688
244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,6,8,MLG57,629,75,0,191,235.9133961200714,0.3750610431161708
442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,6,8,MLG11,87,17,0,18,32.164613246917725,0.3697081982404336
170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,12,12,1-5043,123,21,0,29,45.43187689781189,0.36936485282773895
532,532,532,532,532,532,532,532,532,532,532,532,532,1-19447,15,11,1-19447,15,3,0,3,5.527435541152954,0.3684957027435303
444,444,444,444,444,444,444,444,444,444,444,444,444,1-3217,3,20,1-3217,5,1,0,1,1.8424785137176514,0.3684957027435303
459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,15,11,1-2545,145,22,0,37,53.1717050075531,0.3667014138451938
412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,14,17,1-6858,23,0,0,10,8.424785137176514,0.36629500596419623
308,308,308,308,308,308,308,308,308,308,308,308,308,1-6743,6,8,1-6743,58,1,0,24,21.219484329223633,0.3658531780900626
228,228,228,228,228,228,228,228,228,228,228,228,228,1-17835,13,18,1-17835,17,2,0,5,6.212392568588257,0.3654348569757798
294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,16,9,1-3509,35,6,0,8,12.739828109741211,0.3639950888497489
403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,7,15,1-1770,35,6,0,8,12.739828109741211,0.3639950888497489
122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,20,14,MLG42,14,0,0,6,5.054871082305908,0.36106222016470774
259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,18,13,1-3596,223,45,0,42,80.38409757614136,0.3604668052741765
321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,12,12,1-5172,120,7,0,43,43.22657608985901,0.3602214674154917
392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,11,2,1-9609,25,9,0,0,9.0,0.36
514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,4,2,1-11206,14,5,0,0,5.0,0.35714285714285715
407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,12,12,1-8421,109,17,0,26,38.904441356658936,0.3569214803363205
143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,16,9,1-8928,39,12,0,2,13.684957027435303,0.35089633403680265
250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,19,22,1-9333,102,5,0,36,35.32922649383545,0.34636496562583774
405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,18,13,1-3104,16,3,0,3,5.527435541152954,0.34546472132205963
57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,10,16,1-1224,151,10,0,50,52.12392568588257,0.34519156083365937
74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,16,9,1-8124,18,2,0,5,6.212392568588257,0.3451329204771254
416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,4,2,1-18203,29,10,0,0,10.0,0.3448275862068966
338,338,338,338,338,338,338,338,338,338,338,338,338,1-6296,17,7,1-6296,254,24,0,75,87.18588852882385,0.3432515296410388
29,29,29,29,29,29,29,29,29,29,29,29,29,1-18735,2,5,1-18735,27,0,0,11,9.267263650894165,0.3432319870701543
498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,14,17,1-19915,62,12,0,11,21.267263650894165,0.3430203814660349
277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,18,13,1-4051,5,0,0,2,1.6849570274353027,0.3369914054870605
