Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,3,20,1-3139,93,15,2,26,2035.7422933578491,21.889702079116656
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,18,21,MLG40,51,11,1,0,1011.0,19.823529411764707
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,3,20,MLG49,185,9,2,45,2044.9001231193542,11.053514179023537
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,2,10,1-0129,142,24,1,30,1047.9334154129028,7.379812784597907
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,18,21,1-4319,163,37,1,0,1037.0,6.361963190184049
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,2,10,1-0303,212,13,1,45,1048.9001231193542,4.947642090185633
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,19,2,MLG51,248,74,1,10,1081.9778051376343,4.362813730393687
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,19,2,MLG54,595,56,1,17,1069.5622687339783,1.7975836449310558
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,4,18,1-6919,43,0,0,86,68.60912418365479,1.5955610275268555
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,7,5,1-1204,39,15,0,34,42.12453746795654,1.0801163453322191
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,14,7,1-0296,41,14,0,33,40.326756954193115,0.9835794379071492
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,7,5,1-8397,51,10,0,50,49.88902568817139,0.9782161899641448
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,5,6,1-9946,12,10,0,2,11.595561027526855,0.9662967522939047
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,1-6918,3,20,1-6918,43,3,0,45,38.90012311935425,0.9046540260314941
530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,1-4847,7,5,1-4847,2,1,0,1,1.7977805137634277,0.8988902568817139
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,7,5,1-13247,29,22,0,5,25.98890256881714,0.8961690540971428
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,1-6916,8,16,1-6916,43,0,0,46,36.697903633117676,0.8534396193748297
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,11,11,1-18203,29,11,0,16,23.764488220214844,0.8194651110418911
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,13,8,1-7521,10,4,0,5,7.988902568817139,0.7988902568817139
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,2,10,1-6909,36,0,0,36,28.7200984954834,0.7977805137634277
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,19,2,1-8398,54,41,0,0,41.0,0.7592592592592593
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1-8767,15,15,1-8767,48,34,0,0,34.0,0.7083333333333334
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,20,14,1-7058,80,8,0,61,56.66461133956909,0.7083076417446137
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,5,6,1-7614,72,2,0,61,50.66461133956909,0.7036751574940152
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,10,9,1-4052,13,5,0,5,8.988902568817139,0.6914540437551645
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,5,6,72-12171,19,5,0,10,12.977805137634277,0.683042375664962
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,20,14,1-11206,14,3,0,8,9.382244110107422,0.6701602935791016
