Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,MLG40,22,MLG40,3,51,0,1,8,1004.808376789093,19.702125035080254
168,168,168,168,168,168,168,MLG45,5,MLG45,5,70,17,1,16,1026.616753578186,14.665953622545516
32,32,32,32,32,32,32,1-7874,22,1-7874,19,258,0,1,15,1009.0157064795494,3.9109135910060053
8,8,8,8,8,8,8,1-10468,5,1-10468,5,549,56,1,156,1149.7633473873138,2.0942866072628665
66,66,66,66,66,66,66,MLG48,6,MLG48,6,159,13,0,135,94.14135831594467,0.5920840145656897
147,147,147,147,147,147,147,1-2423,8,1-2423,12,79,40,0,8,44.80837678909302,0.5671946428999116
67,67,67,67,67,67,67,1-3516,18,1-3516,8,156,17,0,95,74.09947437047958,0.47499663057999736
267,267,267,267,267,267,267,1-5413,14,1-5413,16,39,10,0,14,18.41465938091278,0.47217075335673797
165,165,165,165,165,165,165,MLG59,5,MLG59,5,71,20,0,22,33.2230361700058,0.4679300869014901
81,81,81,81,81,81,81,1-7682,10,1-7682,11,141,39,0,43,64.84502524137497,0.45989379603812036
256,256,256,256,256,256,256,1-0296,3,1-0296,3,41,5,0,23,18.824083268642426,0.4591239821620104
142,142,142,142,142,142,142,1-8084,7,1-8084,7,82,23,0,24,37.42513036727905,0.45640402886925674
203,203,203,203,203,203,203,1-9938,6,1-9938,6,55,18,0,11,24.6115180850029,0.44748214700005273
54,54,54,54,54,54,54,1-1350,10,1-1350,11,195,72,0,24,86.42513036727905,0.4432057967552772
31,31,31,31,31,31,31,1-9156,9,1-9156,10,268,55,0,104,117.50889825820923,0.4384660382769001
386,386,386,386,386,386,386,1-4855,10,1-4855,11,22,6,0,6,9.606282591819763,0.43664920871908014
71,71,71,71,71,71,71,1-4417,16,1-4417,18,151,28,0,63,65.86596721410751,0.43619845837157295
74,74,74,74,74,74,74,1-8074,9,1-8074,10,145,31,0,53,62.85549622774124,0.43348618088097407
239,239,239,239,239,239,239,1-5002,7,1-5002,7,45,11,0,14,19.41465938091278,0.4314368751313951
210,210,210,210,210,210,210,1-1191,18,1-1191,10,53,13,0,16,22.616753578186035,0.42673119958841577
112,112,112,112,112,112,112,1-3447,4,1-3447,4,110,34,0,21,46.62198907136917,0.4238362642851743
62,62,62,62,62,62,62,1-6878,16,1-6878,18,167,18,0,85,69.08900338411331,0.4137066070904989
22,22,22,22,22,22,22,MLG50,13,MLG50,15,319,43,0,144,129.55078220367432,0.4061153047137126
143,143,143,143,143,143,143,1-9286,10,1-9286,11,81,15,0,29,32.43036586046219,0.40037488716619984
242,242,242,242,242,242,242,1-3206,11,1-3206,13,45,12,0,10,18.010470986366272,0.40023268858591715
217,217,217,217,217,217,217,1-9770,9,1-9770,10,50,17,0,5,20.005235493183136,0.4001047098636627
195,195,195,195,195,195,195,1-9379,17,1-9379,9,58,20,0,5,23.005235493183136,0.3966419912617782
228,228,228,228,228,228,228,MLG60,2,MLG60,2,47,16,0,4,18.40418839454651,0.39157847647971294
101,101,101,101,101,101,101,1-18371,9,1-18371,10,120,33,0,23,46.824083268642426,0.39020069390535356
34,34,34,34,34,34,34,MLG51,14,MLG51,16,248,70,0,44,96.4460723400116,0.38889545298391776
358,358,358,358,358,358,358,1-8627,10,1-8627,11,25,4,0,9,9.409423887729645,0.3763769555091858
218,218,218,218,218,218,218,1-9610,17,1-9610,10,49,17,0,2,18.202094197273254,0.37147131014843376
146,146,146,146,146,146,146,MLG78,13,MLG78,15,80,17,0,21,29.62198907136917,0.37027486339211463
56,56,56,56,56,56,56,1-8427,10,1-8427,11,189,17,0,88,69.8921446800232,0.36979970730171
57,57,57,57,57,57,57,MLG75,17,MLG75,9,185,59,0,14,67.41465938091278,0.36440356422115017
38,38,38,38,38,38,38,1-4649,11,1-4649,13,244,36,0,88,88.8921446800232,0.3643120683607508
262,262,262,262,262,262,262,1-8172,9,1-8172,10,40,4,0,17,14.217800676822662,0.35544501692056657
5,5,5,5,5,5,5,MLG57,14,MLG57,16,629,114,0,181,222.78952485322952,0.35419638291451433
114,114,114,114,114,114,114,1-7152,18,1-7152,8,109,1,0,62,38.264920115470886,0.35105431298597145
23,23,23,23,23,23,23,1-7866,3,1-7866,3,318,31,0,134,111.54031121730804,0.3507556956519121
247,247,247,247,247,247,247,1-6734,12,1-6734,14,44,7,0,14,15.41465938091278,0.35033316774801776
24,24,24,24,24,24,24,1-3535,9,1-3535,10,315,35,0,125,110.1308873295784,0.34962186453834415
308,308,308,308,308,308,308,1-4700,14,1-4700,8,31,6,0,8,10.808376789093018,0.3486573157771941
41,41,41,41,41,41,41,1-9283,10,1-9283,11,235,24,0,96,81.70052146911621,0.3476617934856009
30,30,30,30,30,30,30,1-10785,12,1-10785,14,279,28,0,114,96.5193692445755,0.34594756001639965
236,236,236,236,236,236,236,1-9794,9,1-9794,10,46,8,0,13,15.813612282276154,0.3437741800494816
26,26,26,26,26,26,26,1-18558,15,1-18558,17,307,77,0,46,104.64816653728485,0.340873506636107
123,123,123,123,123,123,123,1-11350,2,1-11350,2,100,28,0,10,34.01047098636627,0.3401047098636627
297,297,297,297,297,297,297,1-9630,17,1-9630,14,33,10,0,2,11.202094197273254,0.33945739991737134
345,345,345,345,345,345,345,1-3584,7,1-3584,17,26,4,0,8,8.808376789093018,0.33878372265742374
19,19,19,19,19,19,19,1-7863,12,1-7863,14,351,17,0,169,118.57695966959,0.3378260959247578
163,163,163,163,163,163,163,1-6692,9,1-6692,12,71,10,0,23,23.824083268642426,0.33555046857242854
9,9,9,9,9,9,9,1-3523,3,1-3523,3,543,92,0,150,182.15706479549408,0.3354642077265084
265,265,265,265,265,265,265,1-1204,9,1-1204,10,39,4,0,15,13.015706479549408,0.33373606357818997
29,29,29,29,29,29,29,1-3534,18,1-3534,8,279,23,0,116,92.72146344184875,0.3323349944152285
111,111,111,111,111,111,111,1-0272,18,1-0272,8,111,5,0,53,36.85549622774124,0.3320314975472184
124,124,124,124,124,124,124,1-0292,16,1-0292,18,99,4,0,48,32.850260734558105,0.3318208155005869
233,233,233,233,233,233,233,1-3587,11,1-3587,13,46,11,0,7,15.20732969045639,0.33059412370557373
89,89,89,89,89,89,89,1-9831,5,1-9831,5,132,8,0,59,43.461778819561005,0.32925590014818945
150,150,150,150,150,150,150,1-3083,3,1-3083,3,78,7,0,31,25.632460057735443,0.32862128279148006
7,7,7,7,7,7,7,MLG69,11,MLG69,13,576,86,0,170,188.17800676822662,0.32669792841706013
286,286,286,286,286,286,286,1-1770,13,1-1770,11,35,6,0,9,11.409423887729645,0.3259835396494184
91,91,91,91,91,91,91,1-9270,12,1-9270,14,128,23,0,31,41.63246005773544,0.32525359420105815
125,125,125,125,125,125,125,1-1390,14,1-1390,16,98,23,0,14,31.41465938091278,0.3205577487848243
354,354,354,354,354,354,354,1-7530,11,1-7530,13,25,5,0,5,8.005235493183136,0.3202094197273254
13,13,13,13,13,13,13,1-1258,13,1-1258,15,435,97,0,69,138.47224980592728,0.3183270110481087
137,137,137,137,137,137,137,1-6611,18,1-6611,8,89,6,0,37,28.238742649555206,0.3172892432534293
