Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,7,10,1-1390,98,75,0,3,75.47896009683609,0.7701934703758785
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,7,10,1-9379,58,27,0,13,29.07549375295639,0.5013016164302826
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,20,14,1-10785,279,119,0,16,121.55445384979248,0.43567904605660385
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,17,12,MLG59,71,26,0,21,29.35272067785263,0.4134186010965159
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,19,11,1-8910,137,37,0,113,55.04083031415939,0.4017578855048131
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,7,10,1-2382,139,51,0,14,53.23514711856842,0.3829866699177584
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,16,5,MLG50,319,105,0,78,117.45296251773834,0.36819110507128006
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,15,8,MLG51,248,85,0,36,90.74752116203308,0.36591742404045596
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,19,11,1-1462,192,60,0,43,66.86509472131729,0.34825570167352754
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,13,23,1-6611,89,30,0,4,30.63861346244812,0.3442540838477317
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,7,10,MLG65,201,64,0,18,66.87376058101654,0.33270527652247034
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,20,14,1-1258,435,138,0,26,142.15098750591278,0.32678387932393743
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,21,13,MLG57,629,151,0,333,204.164570748806,0.32458596303466775
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,18,15,1-0292,99,27,0,29,31.62994760274887,0.3194944202297866
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,16,5,1-3447,110,33,0,6,33.95792019367218,0.30870836539701985
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,7,10,1-3596,223,62,0,29,66.62994760274887,0.29878900270290976
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,7,10,1-2282,219,60,0,30,64.7896009683609,0.29584292679616847
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,13,23,MLG41,66,19,0,2,19.31930673122406,0.29271676865491
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,18,15,1-7140,397,96,0,89,110.20914953947067,0.2776049106787674
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,18,15,1-6878,167,30,0,94,45.00741636753082,0.2695054872307235
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,10,2,1-0027,29,7,0,5,7.79826682806015,0.26890575269172934
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,3,21,1-1942,34,8,0,6,8.95792019367218,0.26346824099035826
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,10,2,MLG29,164,39,0,25,42.99133414030075,0.26214228134329726
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,20,14,1-7441,111,22,0,41,28.54578799009323,0.2571692611720111
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,14,7,1-18615,22,5,0,3,5.47896009683609,0.24904364076527682
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,17,12,1-0008,230,50,0,35,55.58786779642105,0.2416863817235698
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,16,5,1-4649,244,54,0,22,57.51237404346466,0.235706450997806
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,21,13,1-9286,81,13,0,38,19.06682789325714,0.23539293695379188
254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,1-8379,8,6,1-8379,5,1,0,1,1.15965336561203,0.231930673122406
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,1-9549,8,6,1-9549,18,4,0,1,4.15965336561203,0.23109185364511278
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,6,9,1-7807,239,44,0,70,55.1757355928421,0.23086081838009248
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,9,1,1-11350,100,23,0,0,23.0,0.23
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,14,7,1-1608,307,55,0,97,70.48637646436691,0.22959731747350787
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,15,4,1-9794,46,7,0,22,10.51237404346466,0.22852987051010132
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,8,6,1-3206,45,9,0,8,10.27722692489624,0.2283828205532498
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,14,7,1-7682,141,30,0,12,31.91584038734436,0.2263534779244281
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,8,6,MLG69,576,111,0,117,129.6794437766075,0.22513792322327694
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,7,10,MLG38,77,14,0,20,17.1930673122406,0.22328658847065716
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,10,2,1-6693,98,18,0,22,21.51237404346466,0.2195140208516802
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,14,7,1-5891,96,14,0,44,21.02474808692932,0.21900779257218042
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,19,11,1-3139,93,16,0,27,20.31064087152481,0.21839398786585817
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,13,23,1-8928,39,8,0,2,8.31930673122406,0.21331555721087334
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,17,12,1-3587,46,8,0,11,9.75618702173233,0.2120910222115724
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8124,12,22,1-8124,18,3,0,5,3.79826682806015,0.21101482378111946
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,19,1,72-12171,19,4,0,0,4.0,0.21052631578947367
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,14,7,1-7614,72,14,0,7,15.11757355928421,0.20996629943450293
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-2670,7,10,1-2670,104,6,0,99,21.805683195590973,0.20967003072683627
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,17,12,1-18203,29,5,0,6,5.95792019367218,0.20544552391973034
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,3,21,1-8551,38,7,0,5,7.79826682806015,0.20521754810684606
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,1-9137,17,12,1-9137,111,6,0,105,22.763603389263153,0.20507750801137975
