Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,MLG45,20,5,MLG45,70,12,1,27,1029.0348896980286,14.700498424257551
4,4,4,4,4,4,4,4,4,4,4,1-6240,20,5,1-6240,698,51,1,166,1155.7330255508423,1.655777973568542
454,454,454,454,454,454,454,454,454,454,454,1-0272,9,9,1-0272,111,54,0,38,77.97502994537354,0.7024777472556174
370,370,370,370,370,370,370,370,370,370,370,MLG62,13,8,MLG62,525,48,0,465,341.37865591049194,0.6502450588771275
399,399,399,399,399,399,399,399,399,399,399,MLG60,15,2,MLG60,47,26,0,4,28.5236873626709,0.6068869651632106
299,299,299,299,299,299,299,299,299,299,299,MLG54,7,6,MLG54,595,94,0,390,340.0595178604126,0.5715286014460715
68,68,68,68,68,68,68,68,68,68,68,1-7845,13,22,1-7845,36,11,0,14,19.832905769348145,0.5509140491485596
302,302,302,302,302,302,302,302,302,302,302,MLG51,13,8,MLG51,248,97,0,46,126.02240467071533,0.508154857543207
246,246,246,246,246,246,246,246,246,246,246,MLG56,4,10,MLG56,511,131,0,199,256.5534462928772,0.5020615387336149
217,217,217,217,217,217,217,217,217,217,217,1-9630,7,3,1-9630,33,7,0,14,15.832905769348145,0.47978502331358014
153,153,153,153,153,153,153,153,153,153,153,1-1350,20,5,1-1350,195,47,0,71,91.79545068740845,0.47074590096106894
380,380,380,380,380,380,380,380,380,380,380,1-7004,9,9,1-7004,381,71,0,171,178.8876347541809,0.46952135106084225
388,388,388,388,388,388,388,388,388,388,388,MLG49,13,8,MLG49,185,75,0,18,86.35659313201904,0.46679239530821104
327,327,327,327,327,327,327,327,327,327,327,P-16616,8,22,P-16616,28,13,0,0,13.0,0.4642857142857143
387,387,387,387,387,387,387,387,387,387,387,1-10539,20,5,1-10539,63,2,0,43,29.129639148712158,0.46237522458273267
272,272,272,272,272,272,272,272,272,272,272,1-1570,12,3,1-1570,142,46,0,31,65.55857706069946,0.46168012014577087
286,286,286,286,286,286,286,286,286,286,286,1-3587,3,21,1-3587,46,19,0,3,20.892765522003174,0.45419055482615595
483,483,483,483,483,483,483,483,483,483,483,1-9491,20,5,1-9491,80,16,0,32,36.18949890136719,0.45236873626708984
131,131,131,131,131,131,131,131,131,131,131,1-9283,18,4,1-9283,235,97,0,14,105.83290576934814,0.4503527905078644
139,139,139,139,139,139,139,139,139,139,139,1-7863,12,3,1-7863,351,55,0,162,157.2093381881714,0.44788985238795265
298,298,298,298,298,298,298,298,298,298,298,1-7019,20,5,1-7019,107,43,0,7,47.41645288467407,0.44314441948293526
412,412,412,412,412,412,412,412,412,412,412,1-6858,14,7,1-6858,23,5,0,8,10.047374725341797,0.43684237936268683
434,434,434,434,434,434,434,434,434,434,434,MLG59,17,14,MLG59,71,23,0,10,29.309218406677246,0.4128058930517922
192,192,192,192,192,192,192,192,192,192,192,1-9770,19,19,1-9770,50,11,0,15,20.46382761001587,0.4092765522003174
446,446,446,446,446,446,446,446,446,446,446,1-3534,9,9,1-3534,279,63,0,80,113.47374725341797,0.4067159399764085
499,499,499,499,499,499,499,499,499,499,499,1-8627,20,5,1-8627,25,7,0,5,10.154609203338623,0.4061843681335449
