,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-6980,11,3,1-6980,128,4,0,110,90.06143116950989,0.703604931011796
1,MLG54,20,16,MLG54,595,100,0,394,408.2563989162445,0.6861452082625958
2,1-1224,15,15,1-1224,151,29,0,94,102.54340481758118,0.6790953961429217
3,1-1833,5,13,1-1833,124,8,0,97,83.89053475856781,0.6765365706336114
4,P-16616,21,19,P-16616,28,4,0,18,18.0827796459198,0.64581355878285
5,1-8910,6,1,1-8910,137,1,0,110,87.06143116950989,0.6354848990475175
6,MLG62,17,14,MLG62,525,25,0,373,316.8264893293381,0.6034790272939773
7,MLG60,17,14,MLG60,47,18,0,13,28.17089641094208,0.5993807747008952
8,1-18028,4,10,1-18028,309,40,0,184,183.9573030471801,0.5953310778225895
9,1-0008,7,8,1-0008,230,12,0,158,135.61551022529602,0.5896326531534609
10,1-9938,9,9,1-9938,55,18,0,15,29.735649704933167,0.5406481764533303
11,1-6692,5,13,1-6692,71,12,0,33,37.818429350852966,0.5326539345190558
12,MLG58,20,16,MLG58,71,26,0,14,36.95327305793762,0.5204686346188397
13,1-10038,4,18,1-10038,76,19,0,26,39.34179282188416,0.5176551687090021
14,MLG32,19,7,MLG32,52,13,0,17,26.30040299892425,0.5057769807485434
15,MLG59,1,6,MLG59,71,15,0,26,35.341792821884155,0.4977717298856923
16,MLG75,9,9,MLG75,185,60,0,41,92.07744252681732,0.4977159055503639
17,1-7845,5,3,1-7845,36,10,0,10,17.823766469955444,0.495104624165429
18,1-4417,7,8,1-4417,151,17,0,71,72.54874193668365,0.480455244613799
19,1-6858,20,20,1-6858,23,7,0,5,10.911883234977722,0.4744297058685966
20,1-3509,7,8,1-3509,35,7,0,12,16.388519763946533,0.4682434218270438
21,MLG52,20,16,MLG52,125,48,0,13,58.17089641094208,0.4653671712875366
22,1-8267,16,17,1-8267,133,26,0,45,61.2069491147995,0.4602026249233045
23,1-17907,16,17,1-17907,119,29,0,32,54.03605270385742,0.4540844765030035
24,MLG50,20,16,MLG50,319,70,0,92,141.9786515235901,0.4450741427071789
25,1-9156,5,13,1-9156,268,26,0,118,118.32044434547424,0.4414941953189337
26,MLG40,19,7,MLG40,51,17,0,7,22.47663652896881,0.4407183633131139
27,1-6693,22,11,1-6693,98,24,0,24,42.777039527893066,0.4365004033458476
28,MLG51,8,12,MLG51,248,56,0,66,107.63685870170592,0.4340195915391368
29,1-4020,4,10,1-4020,37,9,0,9,16.0413898229599,0.4335510762962135
30,MLG48,21,19,MLG48,159,28,0,52,68.68358564376831,0.4319722367532598
31,1-6181,21,19,1-6181,659,175,0,136,281.40322399139404,0.4270155144027224
32,1-5172,4,10,1-5172,120,16,0,45,51.2069491147995,0.4267245759566625
33,1-6914,4,10,1-6914,73,28,0,4,31.129506587982178,0.4264315970956462
34,1-3587,10,4,1-3587,46,14,0,7,19.47663652896881,0.4234051419341046
35,MLG45,22,11,MLG45,70,21,0,11,29.60614311695099,0.4229449016707284
36,1-3535,5,13,1-3535,315,46,0,111,132.84380781650543,0.4217263740206521
37,1-2335,5,20,1-2335,145,40,0,27,61.1241694688797,0.4215459963371014
38,1-3534,16,17,1-3534,279,51,0,85,117.50201499462128,0.4211541756079616
39,1-2382,11,3,1-2382,139,27,0,40,58.29506587982178,0.4193889631641854
40,1-0296,8,16,1-0296,41,14,0,4,17.129506587982178,0.4177928436093214
41,1-10785,8,12,1-10785,279,97,0,25,116.5594161748886,0.4177756852146545
42,1-3312,21,15,1-3312,36,3,0,15,14.735649704933168,0.4093236029148102
43,1-5002,22,11,1-5002,45,12,0,8,18.259013175964355,0.4057558483547634
44,1-4640,14,5,1-4640,87,18,0,22,35.21228623390198,0.4047389222287583
45,1-7268,19,7,1-7268,70,20,0,10,27.823766469955444,0.3974823781422206
46,1-0055,1,6,1-0055,18,4,0,4,7.129506587982178,0.3960836993323432
47,MLG41,17,14,MLG41,66,19,0,9,26.0413898229599,0.3945665124690894
48,1-0003,1,6,1-0003,17,2,0,6,6.694259881973267,0.393779993057251
49,1-9609,12,7,1-9609,25,2,0,10,9.823766469955444,0.3929506587982178
50,1-3068,16,17,1-3068,180,21,0,63,70.2897287607193,0.3904984931151072
51,1-9404,15,15,1-9404,100,10,0,37,38.94793593883514,0.3894793593883514
52,1-1204,5,13,1-1204,39,5,0,13,15.170896410942078,0.3889973438703097
53,MLG30,7,8,MLG30,208,25,0,71,80.54874193668365,0.3872535670032868
54,1-7122,5,13,1-7122,197,18,0,74,75.89587187767029,0.385258232881575
55,MLG29,21,19,MLG29,164,42,0,27,63.1241694688797,0.3849034723712177
56,1-0303,1,6,1-0303,212,19,0,79,80.80775511264801,0.3811686561917359
57,MLG31,14,5,MLG31,33,11,0,2,12.564753293991089,0.3807500998179118
58,1-7004,16,17,1-7004,381,60,0,108,144.4966778755188,0.3792563723766897
59,1-9761,9,9,1-9761,35,7,0,8,13.259013175964355,0.3788289478846958
60,1-2573,14,5,1-2573,37,10,0,5,13.911883234977722,0.3759968441885871
61,1-11350,18,18,1-11350,100,18,0,25,37.55941617488861,0.3755941617488861
62,1-18563,1,6,1-18563,8,3,0,0,3.0,0.375
63,1-10468,15,15,1-10468,549,97,0,139,205.75035393238068,0.3747729579824784
64,1-4700,22,11,1-4700,31,3,0,11,11.606143116950989,0.3743917134500319
65,1-8450,20,16,1-8450,52,17,0,3,19.34712994098664,0.3720601911728198
66,1-9610,5,13,1-9610,49,1,0,22,18.212286233901978,0.3716793108959587
