Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
526,1-5002,9,8,1-5002,45,21,0,13,32.53251361846924,0.7229447470770942
424,1-4700,6,6,1-4700,31,21,0,1,21.88711643218994,0.706036013941611
389,1-0278,15,9,1-0278,79,46,0,10,54.871164321899414,0.6945717002772078
399,MLG60,15,9,MLG60,47,17,0,16,31.193862915039062,0.6636992109582779
363,1-10785,3,7,1-10785,279,31,0,163,175.59997844696045,0.6293906037525464
483,1-9491,8,13,1-9491,80,37,0,15,50.30674648284912,0.628834331035614
149,MLG58,10,6,MLG58,71,38,0,5,42.43558216094971,0.5976842557880241
166,MLG40,8,13,MLG40,51,18,0,13,29.53251361846924,0.5790688944797889
170,1-5043,17,6,1-5043,123,56,0,16,70.19386291503906,0.5706818123173908
358,1-9831,16,10,1-9831,132,7,0,75,73.5337324142456,0.5570737304109515
190,1-2382,11,20,1-2382,139,10,0,75,76.5337324142456,0.5506023914693928
268,MLG44,8,13,MLG44,59,20,0,14,32.41963005065918,0.5494852550959183
427,1-9379,8,13,1-9379,58,20,0,12,30.645397186279297,0.5283689170048155
440,MLG52,10,11,MLG52,125,49,0,19,65.85521221160889,0.5268416976928711
174,MLG38,15,9,MLG38,77,20,0,23,40.40367794036865,0.5247230901346578
157,1-6061,9,8,1-6061,40,5,0,18,20.968095779418945,0.5242023944854737
461,1-9651,3,6,1-9651,38,9,0,12,19.645397186279297,0.5169841364810341
296,1-9404,16,10,1-9404,100,14,0,42,51.25889015197754,0.5125889015197754
208,1-10468,16,10,1-10468,549,94,0,210,280.2944507598877,0.5105545551181925
234,MLG29,9,8,MLG29,164,40,0,49,83.46870517730713,0.508955519373824
141,MLG45,15,9,MLG45,70,20,0,17,35.080979347229004,0.5011568478175572
263,1-6927,16,10,1-6927,179,32,0,63,87.88833522796631,0.49099628618975594
305,1-7866,15,9,1-7866,318,91,0,72,154.87238311767578,0.48702007269709363
454,1-0272,6,12,1-0272,111,7,0,53,54.017170906066895,0.48664117933393597
470,1-1204,6,12,1-1204,39,3,0,18,18.968095779418945,0.4863614302415114
302,MLG51,12,15,MLG51,248,59,0,65,116.66256809234619,0.47041358101752495
322,1-0296,14,17,1-0296,41,5,0,16,19.193862915039062,0.468142997927782
398,1-0303,3,7,1-0303,212,40,0,65,97.66256809234619,0.460672491001633
342,MLG65,11,20,MLG65,201,3,0,100,91.71164321899414,0.4562768319352942
343,1-4319,16,10,1-4319,163,26,0,52,72.13005447387695,0.442515671618877
73,1-5355,20,19,1-5355,53,11,0,14,23.41963005065918,0.4418798122765883
437,1-6980,7,14,1-6980,128,28,0,32,56.387725830078125,0.44052910804748535
364,1-7682,19,16,1-7682,141,28,0,38,61.71042442321777,0.43766258456182816
85,1-8084,9,8,1-8084,82,27,0,10,35.871164321899414,0.43745322343779774
64,1-9674,16,10,1-9674,144,12,0,57,62.56563663482666,0.4344835877418518
162,1-8067,16,10,1-8067,322,35,0,114,136.13127326965332,0.42276792940886126
354,1-9417,16,10,1-9417,76,9,0,26,32.06502723693848,0.42190825311761154
88,1-5626,3,6,1-5626,125,41,0,13,52.53251361846924,0.4202601089477539
114,1-7496,6,12,1-7496,246,34,0,78,103.19508171081543,0.41949220207648547
272,1-1570,8,13,1-1570,142,31,0,32,59.387725830078125,0.41822342133857837
533,1-7530,6,12,1-7530,25,6,0,5,10.435582160949707,0.41742328643798826
387,1-10539,15,9,1-10539,63,17,0,10,25.871164321899414,0.41065340193491134
217,1-9630,10,11,1-9630,33,9,0,5,13.435582160949707,0.4071388533621123
503,1-9076,8,13,1-9076,9,1,0,3,3.661349296569824,0.40681658850775826
446,1-3534,6,12,1-3534,279,41,0,81,112.85643100738525,0.4045033369440332
497,1-8493,16,10,1-8493,38,2,0,15,15.306746482849121,0.4028091179697137
479,1-9286,14,17,1-9286,81,13,0,22,32.51656150817871,0.40143903096516925
