Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
212,212,212,212,212,212,212,MLG32,7,MLG32,8,52,16,1,15,1017.9348224252462,19.575669662023966
34,34,34,34,34,34,34,MLG51,7,MLG51,8,248,14,2,102,2027.1567924916744,8.174019324563202
30,30,30,30,30,30,30,1-10785,4,1-10785,17,279,41,2,11,2042.418869778514,7.320497741141627
58,58,58,58,58,58,58,MLG49,22,MLG49,21,185,19,1,26,1022.3536922037601,5.526236174074379
18,18,18,18,18,18,18,MLG63,4,MLG63,17,380,58,2,18,2060.3217869102955,5.421899439237619
54,54,54,54,54,54,54,1-1350,22,1-1350,21,195,19,1,41,1024.2885146290064,5.252761613482084
45,45,45,45,45,45,45,1-3596,12,1-3596,15,223,74,1,28,1077.6116685271263,4.832339320749445
43,43,43,43,43,43,43,MLG14,12,MLG14,15,232,48,1,36,1052.643573820591,4.537256783709444
41,41,41,41,41,41,41,1-9283,7,1-9283,8,235,9,1,55,1016.0943488925695,4.323805739968381
31,31,31,31,31,31,31,1-9156,6,1-9156,12,268,21,1,38,1025.9015501439571,3.8279908587461087
12,12,12,12,12,12,12,1-7024,6,1-7024,12,498,45,1,191,1069.6367388814688,2.1478649375129897
239,239,239,239,239,239,239,1-5002,19,1-5002,3,45,16,0,14,17.805834263563156,0.39568520585695904
88,88,88,88,88,88,88,1-8267,8,1-8267,6,133,43,0,14,44.805834263563156,0.3368859719064899
161,161,161,161,161,161,161,1-8285,14,1-8285,2,72,23,0,8,24.03190529346466,0.3337764624092314
40,40,40,40,40,40,40,1-7807,10,1-7807,11,239,69,0,44,74.67547911405563,0.3124497034060905
55,55,55,55,55,55,55,1-1462,8,1-1462,9,192,52,0,54,58.96536073088646,0.3071112538067003
174,174,174,174,174,174,174,MLG41,14,MLG41,2,66,18,0,14,19.805834263563156,0.3000883979327751
165,165,165,165,165,165,165,MLG59,6,MLG59,12,71,18,0,25,21.224704042077065,0.2989394935503812
195,195,195,195,195,195,195,1-9379,12,1-9379,15,58,17,0,2,17.257976323366165,0.2975513159201063
166,166,166,166,166,166,166,MLG58,17,MLG58,11,71,18,0,23,20.9667277187109,0.29530602420719576
29,29,29,29,29,29,29,1-3534,17,1-3534,6,279,64,0,82,74.57702925801277,0.2673011801362465
138,138,138,138,138,138,138,1-4640,12,1-4640,15,87,21,0,9,22.160893455147743,0.25472291327756025
84,84,84,84,84,84,84,1-2382,14,1-2382,6,139,32,0,12,33.54785794019699,0.24135149597264022
20,20,20,20,20,20,20,1-8067,9,1-8067,10,322,69,0,54,75.96536073088646,0.23591726935057908
299,299,299,299,299,299,299,MLG31,14,MLG31,2,33,7,0,6,7.7739289700984955,0.23557360515449988
78,78,78,78,78,78,78,1-1570,11,1-1570,13,142,26,0,56,33.223337054252625,0.23396716235389173
144,144,144,144,144,144,144,1-7058,14,1-7058,2,80,5,0,102,18.156792491674423,0.22695990614593028
143,143,143,143,143,143,143,1-9286,16,1-9286,5,81,16,0,13,17.676846101880074,0.21823266792444534
332,332,332,332,332,332,332,P-16616,19,P-16616,15,28,5,0,8,6.031905293464661,0.2154251890523093
146,146,146,146,146,146,146,MLG78,10,MLG78,11,80,16,0,9,17.160893455147743,0.2145111681893468
11,11,11,11,11,11,11,MLG56,16,MLG56,5,511,88,0,160,108.63810586929321,0.21259903301231547
176,176,176,176,176,176,176,1-6561,11,1-6561,13,65,11,0,21,13.708751395344734,0.21090386762068822
343,343,343,343,343,343,343,MLG67,22,MLG67,11,27,4,0,13,5.6768461018800735,0.21025355932889161
28,28,28,28,28,28,28,1-7005,15,1-7005,4,285,48,0,92,59.8669108748436,0.21005933640295998
129,129,129,129,129,129,129,1-4531,15,1-4531,4,94,17,0,21,19.708751395344734,0.20966756803558229
36,36,36,36,36,36,36,MLG64,10,MLG64,11,245,47,0,17,49.192798748612404,0.20078693366780573
151,151,151,151,151,151,151,MLG38,14,MLG38,2,77,13,0,19,15.450775071978569,0.2006594165192022
425,425,425,425,425,425,425,1-0003,23,1-0003,22,17,3,0,3,3.3869644850492477,0.19923320500289693
89,89,89,89,89,89,89,1-9831,9,1-9831,10,132,21,0,40,26.159526467323303,0.19817823081305533
46,46,46,46,46,46,46,1-2282,14,1-2282,2,219,40,0,24,43.09571588039398,0.1967840907780547
208,208,208,208,208,208,208,1-5355,23,1-5355,22,53,9,0,11,10.418869778513908,0.19658244865120583
5,5,5,5,5,5,5,MLG57,13,MLG57,14,629,85,0,279,120.98769710958004,0.1923492799834341
269,269,269,269,269,269,269,1-8551,23,1-8551,22,38,7,0,0,7.0,0.18421052631578946
93,93,93,93,93,93,93,MLG52,8,MLG52,9,125,21,0,14,22.805834263563156,0.18244667410850524
77,77,77,77,77,77,77,1-9674,9,1-9674,10,144,20,0,46,25.9334554374218,0.1800934405376514
262,262,262,262,262,262,262,1-8172,13,1-8172,14,40,6,0,7,6.902917131781578,0.17257292829453946
400,400,400,400,400,400,400,1-8646,10,1-8646,11,20,3,0,3,3.3869644850492477,0.16934822425246238
85,85,85,85,85,85,85,1-1131,17,1-1131,6,138,15,0,64,23.255242347717285,0.16851624889650207
524,524,524,524,524,524,524,1-7525,6,1-7525,12,6,1,0,0,1.0,0.16666666666666666
384,384,384,384,384,384,384,1-0358,10,1-0358,11,22,3,0,5,3.644940808415413,0.16567912765524603
275,275,275,275,275,275,275,1-4020,23,1-4020,22,37,6,0,1,6.128988161683083,0.16564832869413737
432,432,432,432,432,432,432,1-3089,19,1-3089,3,16,2,0,5,2.644940808415413,0.1653088005259633
354,354,354,354,354,354,354,1-7530,23,1-7530,22,25,4,0,1,4.128988161683083,0.1651595264673233
103,103,103,103,103,103,103,1-3362,21,1-3362,20,117,18,0,10,19.289881616830826,0.16487078304983613
493,493,493,493,493,493,493,1-0033,18,1-0033,7,10,1,0,5,1.644940808415413,0.1644940808415413
66,66,66,66,66,66,66,MLG48,11,MLG48,13,159,20,0,46,25.9334554374218,0.16310349331711824
394,394,394,394,394,394,394,1-9697,4,1-9697,17,20,3,0,2,3.257976323366165,0.16289881616830826
449,449,449,449,449,449,449,MLG43,4,MLG43,17,14,2,0,2,2.257976323366165,0.16128402309758322
386,386,386,386,386,386,386,1-4855,16,1-4855,5,22,3,0,4,3.5159526467323303,0.1598160293969241
52,52,52,52,52,52,52,1-7122,22,1-7122,21,197,29,0,17,31.192798748612404,0.15833907994219495
272,272,272,272,272,272,272,1-19229,4,1-19229,17,38,6,0,0,6.0,0.15789473684210525
56,56,56,56,56,56,56,1-8427,8,1-8427,9,189,28,0,12,29.54785794019699,0.15633787269945498
235,235,235,235,235,235,235,1-1989,23,1-1989,22,46,6,0,9,7.160893455147743,0.1556715968510379
344,344,344,344,344,344,344,1-2103,11,1-2103,13,26,3,0,8,4.031905293464661,0.15507328051787156
153,153,153,153,153,153,153,1-9516,15,1-9516,4,76,11,0,6,11.773928970098495,0.15492011802761177
337,337,337,337,337,337,337,1-6532,23,1-6532,22,27,4,0,1,4.128988161683083,0.1529254874697438
132,132,132,132,132,132,132,MLG55,13,MLG55,14,92,9,0,39,14.03053830564022,0.15250585114826326
220,220,220,220,220,220,220,MLG35,23,MLG35,2,49,6,0,11,7.418869778513908,0.1514055056839573
130,130,130,130,130,130,130,1-3139,15,1-3139,4,93,11,0,23,13.9667277187109,0.15017986794312796
35,35,35,35,35,35,35,1-7496,21,1-7496,20,246,34,0,20,36.57976323366165,0.1486982245270799
219,219,219,219,219,219,219,1-2400,8,1-2400,9,49,7,0,2,7.257976323366165,0.14812196578298295
227,227,227,227,227,227,227,1-1957,13,1-1957,14,47,5,0,15,6.934822425246239,0.14754941330311147
255,255,255,255,255,255,255,1-3564,11,1-3564,13,41,5,0,8,6.031905293464661,0.1471196413040161
191,191,191,191,191,191,191,MLG44,23,MLG44,22,59,8,0,5,8.644940808415413,0.14652442048161718
47,47,47,47,47,47,47,1-0303,22,1-0303,21,212,27,0,31,30.99863301217556,0.14621996703856396
401,401,401,401,401,401,401,1-8100,14,1-8100,13,19,2,0,6,2.7739289700984955,0.14599626158413134
10,10,10,10,10,10,10,MLG62,14,MLG62,2,525,63,0,95,75.25387535989285,0.14334071497122447
163,163,163,163,163,163,163,1-6692,5,1-6692,16,71,7,0,24,10.095715880393982,0.14219318141399975
22,22,22,22,22,22,22,MLG50,13,MLG50,14,319,37,0,64,45.255242347717285,0.14186596347246797
70,70,70,70,70,70,70,1-1224,9,1-1224,10,151,15,0,47,21.06244359910488,0.1394863814510257
15,15,15,15,15,15,15,1-1580,18,1-1580,7,400,22,0,260,55.53692203760147,0.13884230509400367
252,252,252,252,252,252,252,1-6918,16,1-6918,5,43,0,0,46,5.933455437421799,0.13798733575399533
211,211,211,211,211,211,211,1-8042,18,1-8042,2,52,6,0,9,7.160893455147743,0.137709489522072
118,118,118,118,118,118,118,MLG15,8,MLG15,9,105,8,0,50,14.449408084154129,0.1376134103252774
100,100,100,100,100,100,100,1-5172,11,1-5172,13,120,14,0,18,16.321786910295486,0.13601489091912905
4,4,4,4,4,4,4,MLG68,20,MLG68,19,642,49,0,296,87.18049585819244,0.13579516488815022
91,91,91,91,91,91,91,1-9270,11,1-9270,13,128,10,0,57,17.352325215935707,0.1355650407494977
251,251,251,251,251,251,251,1-6919,14,1-6919,2,43,0,0,45,5.804467275738716,0.13498761106369106
420,420,420,420,420,420,420,1-8678,18,1-8678,7,17,2,0,2,2.257976323366165,0.13282213666859796
6,6,6,6,6,6,6,MLG54,8,MLG54,9,595,55,0,182,78.47584542632103,0.13189217718709417
53,53,53,53,53,53,53,1-8341,15,1-8341,4,197,23,0,22,25.837739557027817,0.1311560383605473
300,300,300,300,300,300,300,1-18709,3,1-18709,18,33,3,0,10,4.289881616830826,0.12999641263123715
257,257,257,257,257,257,257,1-19286,3,1-19286,18,40,3,0,17,5.192798748612404,0.1298199687153101
126,126,126,126,126,126,126,1-6693,3,1-6693,18,98,6,0,52,12.707384407520294,0.12966718783183973
109,109,109,109,109,109,109,1-7441,11,1-7441,13,111,11,0,26,14.353692203760147,0.12931254237621753
120,120,120,120,120,120,120,1-2670,12,1-2670,15,104,1,0,96,13.382863521575928,0.12868138001515314
110,110,110,110,110,110,110,1-9137,14,1-9137,2,111,1,0,102,14.156792491674423,0.12753867109616598
65,65,65,65,65,65,65,1-4319,9,1-4319,10,163,16,0,36,20.643573820590973,0.12664769215086485
51,51,51,51,51,51,51,MLG65,8,MLG65,9,201,15,0,81,25.44804109632969,0.12660716963348104
263,263,263,263,263,263,263,1-6061,3,1-6061,18,40,4,0,8,5.031905293464661,0.1257976323366165
325,325,325,325,325,325,325,1-9338,9,1-9338,10,29,3,0,5,3.644940808415413,0.1256876140832901
24,24,24,24,24,24,24,1-3535,5,1-3535,16,315,31,0,65,39.38423050940037,0.1250293032044456
440,440,440,440,440,440,440,1-2034,5,1-2034,16,16,2,0,0,2.0,0.125
37,37,37,37,37,37,37,1-5775,20,1-5775,19,244,20,0,78,30.06107661128044,0.12320113365278869
8,8,8,8,8,8,8,1-10468,9,1-10468,10,549,54,0,105,67.54375697672367,0.12303052272627263
