,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-9394,16,9,1-9394,117,67,0,9,73.68629968166351,0.6297974331766112
1,MLG65,13,15,MLG65,201,112,0,15,123.14383280277252,0.612655884590908
2,1-1608,19,16,1-1608,307,28,0,199,175.8415151834488,0.572773665092667
3,1-1015,10,19,1-1015,155,50,0,50,87.14610934257507,0.5622329635004844
4,MLG59,7,8,MLG59,71,14,0,31,37.03058779239655,0.5215575745407964
5,1-0303,1,10,1-0303,212,74,0,41,104.45980966091156,0.4927349512307149
6,1-3141,18,6,1-3141,136,27,0,53,66.37487590312958,0.4880505581112468
7,1-1258,18,6,1-1258,435,68,0,193,211.38398206233973,0.4859401886490569
8,1-6974,16,14,1-6974,207,79,0,27,99.05889904499054,0.478545406014447
9,P-16616,9,22,P-16616,28,5,0,11,13.172144055366516,0.4704337162630899
10,1-9270,18,6,1-9270,128,35,0,33,59.51643216609955,0.4649721262976527
11,MLG68,22,18,MLG68,642,113,0,247,296.50178015232086,0.4618407790534592
12,1-9379,12,20,1-9379,58,20,0,9,26.68629968166352,0.460108615201095
13,1-3068,8,4,1-3068,180,24,0,78,81.94793057441711,0.4552662809689839
14,1-0027,5,7,1-0027,29,7,0,8,12.943377494812012,0.4463233618900694
15,1-6611,8,4,1-6611,89,4,0,48,39.66026496887207,0.4456209547064277
16,1-9227,8,4,1-9227,801,68,0,387,355.51088631153107,0.443833815619889
17,1-0292,21,10,1-0292,99,25,0,25,43.57305467128754,0.4401318653665407
18,1-7682,2,16,1-7682,141,29,0,43,60.94565403461456,0.4322386810965571
19,1-3139,8,4,1-3139,93,9,0,41,39.45980966091156,0.4242990286119522
20,1-5002,1,10,1-5002,45,10,0,12,18.915066242218018,0.4203348053826226
21,1-3052,8,4,1-3052,166,26,0,58,69.08948683738708,0.4162017279360668
22,1-18709,5,18,1-18709,33,10,0,5,13.714610934257507,0.415594270735076
23,1-9768,22,18,1-9768,241,12,0,118,99.66481804847716,0.4135469628567517
24,MLG42,10,19,MLG42,14,2,0,5,5.714610934257507,0.4081864953041076
25,1-9997,2,11,1-9997,16,5,0,2,6.485844373703003,0.4053652733564377
26,1-19915,18,6,1-19915,62,8,0,23,25.087210297584534,0.4046324241545893
27,1-9277,8,4,1-9277,48,3,0,22,19.344288110733032,0.4030060023069381
28,1-6878,21,2,1-6878,167,24,0,58,67.08948683738708,0.4017334541160903
29,1-9963,18,6,1-9963,116,16,0,41,46.45980966091156,0.4005156005250996
30,1-10232,18,6,1-10232,5,2,0,0,2.0,0.4
31,1-17790,1,10,1-17790,5,2,0,0,2.0,0.4
32,1-5555,7,8,1-5555,10,1,0,4,3.971688747406006,0.3971688747406006
33,1-7536,12,20,1-7536,17,6,0,1,6.7429221868515015,0.3966424815795001
34,1-5282,4,22,1-5282,17,3,0,5,6.714610934257507,0.3949771137798534
35,1-1204,14,13,1-1204,39,5,0,14,15.40091061592102,0.3948951439979749
36,1-5980,7,8,1-5980,29,4,0,10,11.429221868515016,0.3941110989143108
37,1-9345,20,5,1-9345,47,17,0,2,18.485844373703003,0.3933158377383617
38,1-5530,8,4,1-5530,7,2,0,1,2.742922186851501,0.3918460266930716
39,1-3523,20,5,1-3523,543,186,0,36,212.74519872665405,0.3917959460896023
40,1-5744,13,15,1-5744,18,7,0,0,7.0,0.3888888888888889
41,1-7213,21,2,1-7213,23,3,0,8,8.943377494812012,0.3888424997744353
42,1-9610,12,20,1-9610,49,13,0,8,18.94337749481201,0.3865995407104492
43,MLG40,14,13,MLG40,51,7,0,17,19.629677176475525,0.3848956309112848
44,MLG32,4,22,MLG32,52,14,0,8,19.94337749481201,0.3835264902848463
45,1-6561,18,6,1-6561,65,16,0,12,24.915066242218018,0.3833087114187387
46,MLG11,15,10,MLG11,87,31,0,3,33.228766560554504,0.381939845523615
47,1-5355,4,22,1-5355,53,18,0,3,20.228766560554504,0.3816748407651793
48,1-8503,8,20,1-8503,16,6,0,0,6.0,0.375
49,1-9806,6,11,1-9806,8,3,0,0,3.0,0.375
50,1-7496,10,19,1-7496,246,58,0,46,92.17442059516908,0.3746927666470287
51,1-19286,11,14,1-19286,40,6,0,12,14.915066242218018,0.3728766560554504
52,1-7993,16,9,1-7993,24,3,0,8,8.943377494812012,0.3726407289505005
53,1-7019,21,20,1-7019,107,19,0,28,39.80182123184204,0.3719796376807667
54,1-6028,15,23,1-6028,2,0,0,1,0.7429221868515015,0.3714610934257507
55,1-4847,14,13,1-4847,2,0,0,1,0.7429221868515015,0.3714610934257507
56,MLG67,12,2,MLG67,27,7,0,4,9.971688747406006,0.3693218054594817
57,1-18487,18,6,1-18487,23,4,0,6,8.457533121109009,0.3677188313525656
58,1-6538,1,10,1-6538,44,5,0,15,16.143832802772522,0.3669052909721028
59,1-9578,6,11,1-9578,42,5,0,14,15.40091061592102,0.3666883479981195
60,72-12171,8,4,72-12171,19,1,0,8,6.943377494812012,0.3654409207795795
61,1-18935,4,22,1-18935,30,5,0,8,10.943377494812012,0.364779249827067
62,1-10785,18,6,1-10785,279,31,0,95,101.57760775089264,0.3640774471358159
63,MLG75,12,20,MLG75,185,48,0,26,67.31597685813904,0.3638701451791299
64,1-7024,12,20,1-7024,498,112,0,93,181.09176337718964,0.3636380790706619
65,1-8172,12,20,1-8172,40,13,0,2,14.485844373703005,0.3621461093425751
66,1-5197,17,21,1-5197,72,6,0,27,26.05889904499054,0.3619291534026463
67,MLG38,7,8,MLG38,77,10,0,24,27.830132484436035,0.3614302920056628
68,1-18615,1,10,1-18615,22,2,0,8,7.943377494812012,0.3610626134005459
69,1-8421,18,6,1-8421,109,14,0,34,39.25935435295105,0.3601775628711105
70,1-9850,10,19,1-9850,27,3,0,9,9.686299681663511,0.3587518400616116
71,1-9496,17,21,1-9496,39,8,0,8,13.943377494812012,0.3575224998669746
72,1-1131,2,17,1-1131,138,21,0,38,49.231043100357056,0.3567466891330221
73,1-4355,14,13,1-4355,49,7,0,14,17.40091061592102,0.3551206248147147
74,1-2335,16,9,1-2335,145,12,0,53,51.37487590312958,0.3543094889871005
75,1-8018,4,22,1-8018,58,16,0,6,20.45753312110901,0.3527160882949829
76,1-9946,6,11,1-9946,12,2,0,3,4.228766560554504,0.352397213379542
77,1-4531,8,4,1-4531,94,9,0,32,32.77350997924805,0.3486543614813622
78,1-5654,7,8,1-5654,15,3,0,3,5.228766560554504,0.3485844373703003
79,1-9836,16,9,1-9836,5,1,0,1,1.7429221868515017,0.3485844373703003
80,MLG45,7,8,MLG45,70,11,0,18,24.372599363327023,0.3481799909046718
81,1-8820,17,21,1-8820,83,17,0,16,28.886754989624023,0.3480331926460726
82,1-7866,11,14,1-7866,318,21,0,120,110.15066242218018,0.346385730887359
83,1-0055,19,16,1-0055,18,4,0,3,6.228766560554504,0.3460425866974724
84,1-1390,13,15,1-1390,98,19,0,20,33.85844373703003,0.3454943238472452
85,1-4052,6,11,1-4052,13,3,0,2,4.485844373703003,0.3450649518233079
86,1-9855,4,22,1-9855,8,2,0,1,2.742922186851501,0.3428652733564377
87,1-8705,12,20,1-8705,48,12,0,6,16.45753312110901,0.3428652733564377
88,1-7005,8,4,1-7005,285,13,0,114,97.69312930107117,0.3427829098283199
89,MLG15,6,11,MLG15,105,29,0,9,35.68629968166351,0.3398695207777477
90,1-5981,1,10,1-5981,28,8,0,2,9.485844373703005,0.3387801562036787
91,1-9630,22,18,1-9630,33,3,0,11,11.172144055366516,0.3385498198595913
92,1-7807,10,19,1-7807,239,33,0,64,80.5470199584961,0.3370168199100255
93,1-2103,4,22,1-2103,26,8,0,1,8.742922186851501,0.336266237955827
94,1-6035,5,7,1-6035,23,4,0,5,7.714610934257507,0.3354178667068481
95,1-7204,4,22,1-7204,26,2,0,9,8.686299681663513,0.3340884492947505
96,1-4640,10,19,1-4640,87,9,0,27,29.05889904499054,0.3340103338504659
97,1-9651,2,17,1-9651,38,6,0,9,12.686299681663511,0.333849991622724
98,1-9971,22,18,1-9971,15,5,0,0,5.0,0.3333333333333333
99,1-3596,9,12,1-3596,223,54,0,27,74.05889904499054,0.332102686300406
100,1-1250,20,5,1-1250,34,9,0,3,11.228766560554504,0.330257840016309
101,1-4855,6,11,1-4855,22,2,0,7,7.20045530796051,0.3272934230891141
102,1-3104,4,22,1-3104,16,3,0,3,5.228766560554504,0.3267979100346565
103,1-9938,12,20,1-9938,55,15,0,4,17.971688747406006,0.3267579772255637
104,1-9491,15,23,1-9491,80,17,0,12,25.915066242218018,0.3239383280277252
105,1-5214,10,19,1-5214,40,4,0,12,12.915066242218018,0.3228766560554504
106,1-17733,17,21,1-17733,74,9,0,20,23.85844373703003,0.3224114018517571
107,1-9404,2,17,1-9404,100,18,0,19,32.11552155017853,0.3211552155017853
108,1-3534,10,19,1-3534,279,38,0,69,89.2616308927536,0.3199341609059269
109,1-7863,18,6,1-7863,351,48,0,86,111.89130806922913,0.3187786554678892
110,1-9667,2,17,1-9667,14,0,0,6,4.457533121109009,0.3183952229363577
111,1-4760,7,23,1-4760,40,6,0,9,12.686299681663511,0.3171574920415878
112,1-0296,1,10,1-0296,41,13,0,0,13.0,0.3170731707317073
113,1-9516,8,4,1-9516,76,7,0,23,24.087210297584534,0.3169369775997965
114,1-6914,20,5,1-6914,73,9,0,19,23.115521550178528,0.3166509801394319
115,1-1191,10,19,1-1191,53,13,0,5,16.714610934257507,0.3153700176275001
116,1-8181,7,8,1-8181,30,2,0,10,9.429221868515016,0.3143073956171671
117,1-3587,10,19,1-3587,46,7,0,10,14.429221868515016,0.3136787362720655
118,1-9185,4,22,1-9185,31,6,0,5,9.714610934257507,0.3133745462663712
119,1-5043,18,6,1-5043,123,14,0,33,38.51643216609955,0.3131417249276386
120,1-8023,6,11,1-8023,16,2,0,4,4.971688747406006,0.3107305467128753
121,1-1592,7,8,1-1592,32,1,0,12,9.915066242218018,0.309845820069313
122,1-9055,10,19,1-9055,12,0,0,5,3.7146109342575073,0.3095509111881256
123,1-8095,18,6,1-8095,46,9,0,7,14.20045530796051,0.3087055501730545
124,1-1005,5,7,1-1005,125,11,0,37,38.488120913505554,0.3079049673080444
125,1-6743,22,18,1-6743,58,5,0,17,17.629677176475525,0.3039599513185435
126,1-9498,14,13,1-9498,64,12,0,10,19.42922186851501,0.3035815916955471
127,1-8341,8,4,1-8341,197,12,0,64,59.547019958496094,0.3022691368451578
128,1-8100,5,7,1-8100,19,5,0,1,5.7429221868515015,0.3022590624658685
129,1-6228,22,18,1-6228,48,13,0,2,14.485844373703005,0.3017884244521459
130,MLG31,7,8,MLG31,33,4,0,8,9.943377494812012,0.3013144695397579
131,MLG84,7,8,MLG84,63,10,0,12,18.915066242218018,0.3002391467018733
132,MLG48,9,12,MLG48,159,41,0,9,47.68629968166351,0.2999138344758711
133,1-4747,18,6,1-4747,25,3,0,6,7.457533121109009,0.2983013248443603
134,1-6980,6,18,1-6980,128,21,0,23,38.08721029758453,0.2975563304498791
135,1-8267,10,19,1-8267,133,12,0,37,39.488120913505554,0.2969031647631996
136,1-3089,20,5,1-3089,16,4,0,1,4.7429221868515015,0.2964326366782188
137,1-9115,10,19,1-9115,16,4,0,1,4.7429221868515015,0.2964326366782188
138,1-19229,20,5,1-19229,38,9,0,3,11.228766560554504,0.2954938568566975
139,1-9892,4,22,1-9892,22,5,0,2,6.485844373703003,0.294811107895591
140,1-0358,4,22,1-0358,22,5,0,2,6.485844373703003,0.294811107895591
141,1-8067,17,21,1-8067,322,30,0,87,94.63423025608064,0.2938951250188839
142,MLG12,20,5,MLG12,146,28,0,20,42.85844373703003,0.2935509845002056
143,1-6927,17,21,1-6927,179,28,0,33,52.51643216609955,0.2933878891960869
144,1-19448,16,9,1-19448,45,8,0,7,13.20045530796051,0.2933434512880113
145,1-6693,7,8,1-6693,98,19,0,13,28.65798842906952,0.2924284533578522
146,1-1770,22,18,1-1770,35,8,0,3,10.228766560554504,0.2922504731587001
147,1-8174,17,21,1-8174,45,2,0,15,13.143832802772522,0.2920851733949449
148,1-0205,8,4,1-0205,34,1,0,12,9.915066242218018,0.2916195953593534
149,MLG57,6,11,MLG57,629,147,0,49,183.4031871557236,0.2915789938882727
150,1-1850,12,20,1-1850,30,8,0,1,8.742922186851501,0.2914307395617167
151,1-3175,9,12,1-3175,6,1,0,1,1.7429221868515017,0.2904870311419169
152,1-4842,21,2,1-4842,6,1,0,1,1.7429221868515017,0.2904870311419169
153,1-9902,4,22,1-9902,30,2,0,9,8.686299681663513,0.2895433227221171
