Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
470,470,470,470,470,470,470,470,470,470,470,470,1-1204,12,4,1-1204,39,38,0,1,38.22507855296135,0.9801302193067013
425,425,425,425,425,425,425,425,425,425,425,425,1-6006,2,13,1-6006,57,46,0,13,48.92602118849754,0.8583512489210096
543,543,543,543,543,543,543,543,543,543,543,543,1-5803,9,2,1-5803,15,11,0,4,11.900314211845398,0.7933542807896932
322,322,322,322,322,322,322,322,322,322,322,322,1-0296,15,5,1-0296,41,26,0,9,28.025706976652145,0.6835538286988329
492,492,492,492,492,492,492,492,492,492,492,492,1-6028,16,7,1-6028,2,1,0,1,1.2250785529613495,0.6125392764806747
387,387,387,387,387,387,387,387,387,387,387,387,1-10539,23,20,1-10539,63,37,0,7,38.575549870729446,0.6123103154084039
122,122,122,122,122,122,122,122,122,122,122,122,MLG42,8,14,MLG42,14,8,0,2,8.450157105922699,0.6035826504230499
471,471,471,471,471,471,471,471,471,471,471,471,1-9794,9,2,1-9794,46,27,0,3,27.67523565888405,0.6016355578018271
548,548,548,548,548,548,548,548,548,548,548,548,1-3087,13,12,1-3087,26,13,0,5,14.125392764806747,0.5432843371079519
204,204,204,204,204,204,204,204,204,204,204,204,1-9733,8,14,1-9733,4,2,0,0,2.0,0.5
545,545,545,545,545,545,545,545,545,545,545,545,1-19567,21,16,1-19567,2,1,0,0,1.0,0.5
490,490,490,490,490,490,490,490,490,490,490,490,1-3551,18,10,1-3551,6,3,0,0,3.0,0.5
403,403,403,403,403,403,403,403,403,403,403,403,1-1770,13,12,1-1770,35,17,0,2,17.4501571059227,0.4985759173120771
503,503,503,503,503,503,503,503,503,503,503,503,1-9076,1,9,1-9076,9,4,0,1,4.2250785529613495,0.46945317255126107
537,537,537,537,537,537,537,537,537,537,537,537,1-4494,22,8,1-4494,16,6,0,6,7.350471317768097,0.45940445736050606
237,237,237,237,237,237,237,237,237,237,237,237,1-9667,9,2,1-9667,14,6,0,1,6.2250785529613495,0.4446484680686678
552,552,552,552,552,552,552,552,552,552,552,552,MLG46,9,2,MLG46,17,7,0,1,7.2250785529613495,0.42500462076243234
433,433,433,433,433,433,433,433,433,433,433,433,1-5654,9,2,1-5654,15,6,0,1,6.2250785529613495,0.41500523686408997
486,486,486,486,486,486,486,486,486,486,486,486,1-8678,13,12,1-8678,17,7,0,0,7.0,0.4117647058823529
409,409,409,409,409,409,409,409,409,409,409,409,1-9645,13,12,1-9645,69,28,0,1,28.22507855296135,0.40905910946320795
86,86,86,86,86,86,86,86,86,86,86,86,1-9345,9,2,1-9345,47,19,0,1,19.22507855296135,0.4090442245310925
468,468,468,468,468,468,468,468,468,468,468,468,1-6228,6,11,1-6228,48,18,0,7,19.575549870729446,0.4078239556401968
285,285,285,285,285,285,285,285,285,285,285,285,1-18615,7,17,1-18615,22,8,0,4,8.900314211845398,0.40455973690206354
251,251,251,251,251,251,251,251,251,251,251,251,1-7268,15,5,1-7268,70,26,0,10,28.250785529613495,0.4035826504230499
238,238,238,238,238,238,238,238,238,238,238,238,1-9855,9,2,1-9855,8,3,0,1,3.2250785529613495,0.4031348191201687
419,419,419,419,419,419,419,419,419,419,419,419,1-6692,21,16,1-6692,71,27,0,5,28.125392764806747,0.3961322924620669
125,125,125,125,125,125,125,125,125,125,125,125,1-8622,9,2,1-8622,54,20,0,5,21.125392764806747,0.39121097712605085
161,161,161,161,161,161,161,161,161,161,161,161,MLG41,12,4,MLG41,66,24,0,8,25.800628423690796,0.3909186124801636
31,31,31,31,31,31,31,31,31,31,31,31,1-8938,3,3,1-8938,30,11,0,3,11.675235658884048,0.3891745219628016
467,467,467,467,467,467,467,467,467,467,467,467,1-13247,2,13,1-13247,29,5,0,27,11.077120929956436,0.3819696872398771
499,499,499,499,499,499,499,499,499,499,499,499,1-8627,14,18,1-8627,25,9,0,2,9.450157105922699,0.37800628423690796
273,273,273,273,273,273,273,273,273,273,273,273,1-3589,2,13,1-3589,27,9,0,5,10.125392764806747,0.3750145468446944
364,364,364,364,364,364,364,364,364,364,364,364,1-7682,21,16,1-7682,141,45,0,33,52.42759224772453,0.3718268953739329
228,228,228,228,228,228,228,228,228,228,228,228,1-17835,13,12,1-17835,17,6,0,1,6.2250785529613495,0.3661810913506676
346,346,346,346,346,346,346,346,346,346,346,346,MLG32,4,24,MLG32,52,19,0,0,19.0,0.36538461538461536
460,460,460,460,460,460,460,460,460,460,460,460,1-7993,2,13,1-7993,24,4,0,21,8.72664961218834,0.3636104005078475
434,434,434,434,434,434,434,434,434,434,434,434,MLG59,21,16,MLG59,71,23,0,12,25.700942635536194,0.3619851075427633
374,374,374,374,374,374,374,374,374,374,374,374,1-6919,20,19,1-6919,43,4,0,51,15.479006201028824,0.35997688839601916
310,310,310,310,310,310,310,310,310,310,310,310,1-4855,8,14,1-4855,22,7,0,4,7.900314211845398,0.35910519144751807
331,331,331,331,331,331,331,331,331,331,331,331,MLG75,9,2,MLG75,185,63,0,14,66.15109974145889,0.35757351211599403
265,265,265,265,265,265,265,265,265,265,265,265,1-11330,13,12,1-11330,14,5,0,0,5.0,0.35714285714285715
473,473,473,473,473,473,473,473,473,473,473,473,1-9452,12,4,1-9452,16,5,0,3,5.6752356588840485,0.35470222868025303
132,132,132,132,132,132,132,132,132,132,132,132,1-9110,9,2,1-9110,29,10,0,1,10.22507855296135,0.3525889156193569
344,344,344,344,344,344,344,344,344,344,344,344,1-6035,3,3,1-6035,23,6,0,9,8.025706976652145,0.34894378159357153
174,174,174,174,174,174,174,174,174,174,174,174,MLG38,12,4,MLG38,77,24,0,12,26.700942635536194,0.34676548877319735
274,274,274,274,274,274,274,274,274,274,274,274,1-0033,13,12,1-0033,10,3,0,2,3.450157105922699,0.3450157105922699
457,457,457,457,457,457,457,457,457,457,457,457,1-8503,20,19,1-8503,16,5,0,2,5.450157105922699,0.3406348191201687
256,256,256,256,256,256,256,256,256,256,256,256,1-9277,12,4,1-9277,48,15,0,6,16.350471317768097,0.3406348191201687
496,496,496,496,496,496,496,496,496,496,496,496,1-3176,16,7,1-3176,3,1,0,0,1.0,0.3333333333333333
551,551,551,551,551,551,551,551,551,551,551,551,1-9838,4,24,1-9838,3,1,0,0,1.0,0.3333333333333333
564,564,564,564,564,564,564,564,564,564,564,564,1-9034,13,12,1-9034,3,1,0,0,1.0,0.3333333333333333
398,398,398,398,398,398,398,398,398,398,398,398,1-0303,19,6,1-0303,212,54,0,73,70.43073436617851,0.33222044512348353
422,422,422,422,422,422,422,422,422,422,422,422,1-6878,5,15,1-6878,167,34,0,93,54.9323054254055,0.3289359606311707
449,449,449,449,449,449,449,449,449,449,449,449,1-1935,19,6,1-1935,12,3,0,4,3.900314211845398,0.32502618432044983
538,538,538,538,538,538,538,538,538,538,538,538,1-9576,9,2,1-9576,10,3,0,1,3.2250785529613495,0.32250785529613496
494,494,494,494,494,494,494,494,494,494,494,494,1-3265,18,10,1-3265,19,5,0,5,6.125392764806747,0.32238909288456563
478,478,478,478,478,478,478,478,478,478,478,478,1-9394,12,4,1-9394,117,21,0,73,37.43073436617851,0.3199208065485343
307,307,307,307,307,307,307,307,307,307,307,307,1-5530,1,9,1-5530,7,2,0,1,2.2250785529613495,0.31786836470876423
