Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,MLG40,17,MLG40,3,51,11,1,7,1011.8245152309537,19.839696377077523
168,168,168,168,168,MLG45,5,MLG45,5,70,17,1,16,1018.8846062421799,14.555494374888283
32,32,32,32,32,1-7874,17,1-7874,19,258,31,1,6,1031.7067273408175,3.998863284266734
8,8,8,8,8,1-10468,5,1-10468,5,549,58,1,158,1076.6104866415262,1.9610391377805578
228,228,228,228,228,MLG60,2,MLG60,2,47,16,0,4,16.471151560544968,0.35045003320308443
203,203,203,203,203,1-9938,6,1-9938,6,55,18,0,10,19.17787890136242,0.3486887072974985
112,112,112,112,112,1-3447,4,1-3447,4,110,34,0,21,36.47354569286108,0.3315776881169189
212,212,212,212,212,MLG32,17,MLG32,19,52,15,0,4,15.471151560544968,0.2975221453950955
34,34,34,34,34,MLG51,15,MLG51,16,248,70,0,30,73.53363670408726,0.2965065996132551
123,123,123,123,123,1-11350,2,1-11350,2,100,28,0,13,29.531242571771145,0.29531242571771144
165,165,165,165,165,MLG59,5,MLG59,5,71,18,0,22,20.591333582997322,0.2900187828591172
267,267,267,267,267,1-5413,15,1-5413,16,39,10,0,11,11.295666791498661,0.289632481833299
441,441,441,441,441,1-9997,7,1-9997,7,16,4,0,5,4.58893945068121,0.2868087156675756
242,242,242,242,242,1-3206,3,1-3206,13,45,11,0,16,12.88460624217987,0.28632458315955267
125,125,125,125,125,1-1390,4,1-1390,16,98,23,0,33,26.887000374495983,0.27435714667853045
93,93,93,93,93,MLG52,10,MLG52,12,125,30,0,21,32.47354569286108,0.25978836554288864
394,394,394,394,394,1-9697,14,1-9697,20,20,4,0,10,5.177878901362419,0.25889394506812097
239,239,239,239,239,1-5002,7,1-5002,7,45,10,0,14,11.649030461907387,0.25886734359794195
233,233,233,233,233,1-3587,12,1-3587,13,46,11,0,5,11.58893945068121,0.25193346631915675
299,299,299,299,299,MLG31,12,MLG31,19,33,7,0,11,8.295666791498661,0.25138384216662607
43,43,43,43,43,MLG14,2,MLG14,2,232,56,0,18,58.120182022452354,0.25051802595884637
77,77,77,77,77,1-9674,6,1-9674,6,144,34,0,12,35.4134546816349,0.2459267686224646
85,85,85,85,85,1-1131,10,1-1131,12,138,26,0,67,33.89178863912821,0.2455926712980305
146,146,146,146,146,MLG78,14,MLG78,15,80,17,0,21,19.47354569286108,0.2434193211607635
57,57,57,57,57,MLG75,8,MLG75,9,185,41,0,28,44.298060923814774,0.23944897796656633
81,81,81,81,81,1-7682,11,1-7682,11,141,27,0,55,33.478333957493305,0.2374349926063355
450,450,450,450,450,1-11206,13,1-11206,14,14,3,0,2,3.235575780272484,0.23111255573374884
243,243,243,243,243,1-19166,12,1-19166,13,45,10,0,3,10.353363670408726,0.23007474823130503
195,195,195,195,195,1-9379,8,1-9379,9,58,12,0,11,13.295666791498661,0.22923563433618382
13,13,13,13,13,1-1258,14,1-1258,15,435,91,0,69,99.12736441940069,0.22787899866528893
147,147,147,147,147,1-2423,10,1-2423,12,79,17,0,8,17.942303121089935,0.22711776102645487
154,154,154,154,154,1-9417,6,1-9417,6,76,15,0,15,16.76681835204363,0.2206160309479425
91,91,91,91,91,1-9270,13,1-9270,14,128,24,0,32,27.76921248435974,0.21694697253406048
439,439,439,439,439,1-4682,15,1-4682,16,16,3,0,4,3.4711515605449677,0.21694697253406048
404,404,404,404,404,1-20578,5,1-20578,5,19,4,0,1,4.117787890136242,0.21672567842822327
327,327,327,327,327,1-8988,2,1-8988,2,29,6,0,2,6.235575780272484,0.2150198544921546
45,45,45,45,45,1-3596,4,1-3596,4,223,43,0,42,47.94709138572216,0.21500937841131013
211,211,211,211,211,1-8042,15,1-8042,19,52,10,0,10,11.17787890136242,0.214959209641585
54,54,54,54,54,1-1350,11,1-1350,11,195,34,0,65,41.656212858855724,0.21362160440438832
189,189,189,189,189,MLG10,18,MLG10,20,60,12,0,6,12.706727340817451,0.21177878901362418
5,5,5,5,5,MLG57,15,MLG57,16,629,118,0,128,133.07684993743896,0.2115689188194578
122,122,122,122,122,1-9404,6,1-9404,6,100,19,0,16,20.88460624217987,0.2088460624217987
84,84,84,84,84,1-2382,4,1-2382,4,139,25,0,30,28.533636704087257,0.20527796189990832
