Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,191,191,191,MLG44,21,1,MLG44,59,10,1,3,1012.0278962850571,17.153015191272154
168,168,168,168,168,168,168,168,168,168,168,168,MLG45,7,16,MLG45,70,11,1,18,1023.1673777103424,14.616676824433464
84,84,84,84,84,84,84,84,84,84,84,84,1-2382,21,1,1-2382,139,7,1,6,1011.0557925701141,7.273782680360533
6,6,6,6,6,6,6,6,6,6,6,6,MLG54,7,16,MLG54,595,25,1,93,1087.864784836769,1.8283441761962507
75,75,75,75,75,75,75,75,75,75,75,75,1-2545,4,8,1-2545,145,29,0,68,74.9656491279602,0.5170044767445532
295,295,295,295,295,295,295,295,295,295,295,295,1-1942,14,16,1-1942,34,10,0,11,17.435619711875916,0.5128123444669387
49,49,49,49,49,49,49,49,49,49,49,49,1-6974,7,16,1-6974,207,62,0,56,99.85406398773193,0.4823867825494296
145,145,145,145,145,145,145,145,145,145,145,145,1-9491,18,20,1-9491,80,21,0,26,38.575101137161255,0.4821887642145157
368,368,368,368,368,368,368,368,368,368,368,368,1-6858,11,13,1-6858,23,10,0,1,10.675965428352356,0.4641724099283633
228,228,228,228,228,228,228,228,228,228,228,228,MLG60,4,8,MLG60,47,6,0,23,21.547204852104187,0.45845116706604655
78,78,78,78,78,78,78,78,78,78,78,78,1-1570,18,20,1-1570,142,7,0,83,63.105130553245544,0.44440232783975736
36,36,36,36,36,36,36,36,36,36,36,36,MLG64,13,6,MLG64,245,78,0,45,108.41844427585602,0.44252426235043274
55,55,55,55,55,55,55,55,55,55,55,55,1-1462,14,5,1-1462,192,14,0,99,80.92057740688324,0.4214613406608502
29,29,29,29,29,29,29,29,29,29,29,29,1-3534,10,19,1-3534,279,63,0,80,117.07723426818848,0.4196316640436863
299,299,299,299,299,299,299,299,299,299,299,299,MLG31,13,6,MLG31,33,9,0,7,13.731757998466492,0.4161138787414088
156,156,156,156,156,156,156,156,156,156,156,156,1-2294,8,17,1-2294,75,21,0,15,31.13948142528534,0.4151930856704712
57,57,57,57,57,57,57,57,57,57,57,57,MLG75,4,8,MLG75,185,40,0,53,75.82616770267487,0.4098711767712155
40,40,40,40,40,40,40,40,40,40,40,40,1-7807,5,14,1-7807,239,55,0,63,97.58582198619843,0.4083088786033407
331,331,331,331,331,331,331,331,331,331,331,331,1-5981,3,8,1-5981,28,8,0,5,11.37982714176178,0.40642239792006357
102,102,102,102,102,102,102,102,102,102,102,102,1-17907,5,14,1-17907,119,28,0,30,48.27896285057068,0.40570557017286285
332,332,332,332,332,332,332,332,332,332,332,332,P-16616,2,9,P-16616,28,10,0,2,11.351930856704712,0.40542610202516827
43,43,43,43,43,43,43,43,43,43,43,43,MLG14,12,13,MLG14,232,63,0,44,92.74247884750366,0.3997520639978606
35,35,35,35,35,35,35,35,35,35,35,35,1-7496,5,14,1-7496,246,52,0,66,96.6137182712555,0.3927386921595752
67,67,67,67,67,67,67,67,67,67,67,67,1-3516,5,14,1-3516,156,32,0,42,60.39054799079895,0.38711889737691635
239,239,239,239,239,239,239,239,239,239,239,239,1-5002,6,15,1-5002,45,12,0,8,17.407723426818848,0.38683829837375217
81,81,81,81,81,81,81,81,81,81,81,81,1-7682,18,20,1-7682,141,13,0,60,53.55792570114136,0.3798434446889458
176,176,176,176,176,176,176,176,176,176,176,176,1-6561,18,20,1-6561,65,3,0,32,24.63089370727539,0.37893682626577524
129,129,129,129,129,129,129,129,129,129,129,129,1-4531,14,5,1-4531,94,13,0,33,35.30685913562775,0.37560488442157175
51,51,51,51,51,51,51,51,51,51,51,51,MLG65,3,7,MLG65,201,41,0,51,75.47423684597015,0.3754937156515928
137,137,137,137,137,137,137,137,137,137,137,137,1-6611,5,14,1-6611,89,18,0,22,32.87123942375183,0.36933976880620034
281,281,281,281,281,281,281,281,281,281,281,281,1-3312,11,12,1-3312,36,3,0,15,13.13948142528534,0.364985595146815
22,22,22,22,22,22,22,22,22,22,22,22,MLG50,12,13,MLG50,319,73,0,64,116.26178741455078,0.3644570138387172
28,28,28,28,28,28,28,28,28,28,28,28,1-7005,14,5,1-7005,285,33,0,103,102.62443912029266,0.3600857512992725
34,34,34,34,34,34,34,34,34,34,34,34,MLG51,8,17,MLG51,248,48,0,61,89.23389112949371,0.3598140771350553
114,114,114,114,114,114,114,114,114,114,114,114,1-7152,5,14,1-7152,109,25,0,21,39.195273995399475,0.359589669682564
227,227,227,227,227,227,227,227,227,227,227,227,1-1957,16,3,1-1957,47,4,0,19,16.843343138694763,0.3583690029509524
46,46,46,46,46,46,46,46,46,46,46,46,1-2282,13,6,1-2282,219,63,0,22,77.87123942375183,0.3555764357248942
103,103,103,103,103,103,103,103,103,103,103,103,1-3362,5,14,1-3362,117,24,0,25,40.8991357088089,0.34956526246845215
5,5,5,5,5,5,5,5,5,5,5,5,MLG57,16,3,MLG57,629,63,0,226,215.76818680763245,0.3430336833189705
