Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,18,2,1-7842,21,17,0,0,17.0,0.8095238095238095
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,12,3,1-7839,24,17,0,5,17.37822835147381,0.7240928479780754
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,7,5,1-9995,24,17,0,2,17.151291340589523,0.7146371391912302
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,17,10,1-10060,36,21,0,23,22.739850416779518,0.6316625115772089
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,6,13,1-8042,52,31,0,1,31.07564567029476,0.5976085705825915
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,4,6,1-9333,102,58,0,22,59.66420474648476,0.5849431837890663
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,15,7,1-6909,36,20,0,0,20.0,0.5555555555555556
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,10,4,1-6647,62,33,0,0,33.0,0.532258064516129
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,18,2,1-3639,17,9,0,0,9.0,0.5294117647058824
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,12,3,1-3108,18,9,0,6,9.45387402176857,0.5252152234315872
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-3551,18,2,1-3551,6,3,0,1,3.0756456702947617,0.5126076117157936
530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,1-4847,15,7,1-4847,2,1,0,0,1.0,0.5
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,11,17,1-19567,2,1,0,0,1.0,0.5
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,1,18,1-18423,47,22,0,10,22.756456702947617,0.4841799298499493
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,16,19,1-1177,17,8,0,2,8.151291340589523,0.47948772591703076
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,4,6,1-1183,45,21,0,6,21.45387402176857,0.47675275603930156
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,1-19839,5,16,1-19839,13,6,0,2,6.151291340589523,0.47317625696842486
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,15,7,1-4052,13,6,0,2,6.151291340589523,0.47317625696842486
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,15,7,1-7682,141,64,0,34,66.5719527900219,0.4721415091490915
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,9,9,1-3596,223,102,0,31,104.34501577913761,0.46791486896474266
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1-2153,13,8,1-2153,13,6,0,0,6.0,0.46153846153846156
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,12,3,1-4494,16,7,0,5,7.378228351473808,0.461139271967113
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,6,13,1-19915,62,27,0,3,27.226937010884285,0.4391441453368433
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,1-7321,10,4,1-7321,7,3,0,0,3.0,0.42857142857142855
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,17,10,1-6858,23,9,0,11,9.832102373242378,0.4274827118801034
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,20,11,1-1350,195,79,0,54,83.08486619591713,0.42607623690213914
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,6,13,1-9498,64,27,0,1,27.07564567029476,0.42305696359835565
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1-2178,9,9,1-2178,12,5,0,1,5.075645670294762,0.4229704725245635
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,7,5,1-7441,111,44,0,36,46.72324413061142,0.4209301273028056
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,18,2,1-1935,12,5,0,0,5.0,0.4166666666666667
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,7,5,1-10785,279,108,0,60,112.5387402176857,0.40336466027844337
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,1-10071,1,18,1-10071,30,12,0,1,12.075645670294762,0.40252152234315874
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,3,12,1-8566,5,2,0,0,2.0,0.4
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,6,13,1-9997,16,6,0,5,6.378228351473808,0.398639271967113
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,1,18,1-7845,36,14,0,4,14.302582681179047,0.39729396336608463
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,12,3,MLG40,51,19,0,15,20.134685054421425,0.394797746165126
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,11,17,1-9496,39,15,0,3,15.226937010884285,0.39043428233036626
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,9,9,1-8578,11,4,0,3,4.226937010884285,0.38426700098948047
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,3,12,1-9034,3,1,0,2,1.1512913405895233,0.38376378019650775
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,10,4,1-8938,30,11,0,6,11.45387402176857,0.381795800725619
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,10,4,1-3089,16,6,0,1,6.075645670294762,0.3797278543934226
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,7,5,1-1390,98,35,0,28,37.118078768253326,0.3787559057985033
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,14,15,1-8023,16,6,0,0,6.0,0.375
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,17,10,1-5425,17,6,0,4,6.302582681179047,0.3707401577164145
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,3,12,1-8551,38,13,0,10,13.756456702947617,0.36201201849862147
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,3,12,1-4531,94,33,0,13,33.9833937138319,0.36152546504076494
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,6,13,1-9270,128,44,0,29,46.19372443854809,0.36088847217615694
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,8,14,MLG45,70,24,0,15,25.134685054421425,0.3590669293488775
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,14,15,MLG58,71,24,0,17,25.285976395010948,0.356140512605788
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,10,4,1-5161,12,4,0,3,4.226937010884285,0.35224475090702373
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,72-12387,16,19,72-12387,71,25,0,0,25.0,0.352112676056338
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,20,11,1-0303,212,68,0,74,73.59777960181236,0.34715933774439794
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,6,13,1-6561,65,21,0,20,22.512913405895233,0.34635251393684974
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,4,6,1-8074,145,49,0,13,49.9833937138319,0.34471306009539243
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,8,14,1-5002,45,14,0,19,15.437267735600471,0.3430503941244549
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,20,11,1-2324,25,8,0,7,8.529519692063332,0.34118078768253324
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,13,8,1-2103,26,8,0,11,8.832102373242378,0.33969624512470686
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,4,6,1-20012,12,4,0,1,4.075645670294762,0.3396371391912301
