Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,9,20,MLG56,511,94,1,48,1126.521954536438,2.204543942341366
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,9,20,MLG54,595,129,1,42,1157.4567102193832,1.9453053953266946
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,1,15,1-6028,2,1,0,2,2.3550814390182495,1.1775407195091248
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,2,10,1-8578,11,12,0,0,12.0,1.0909090909090908
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1-8767,5,11,1-8767,48,1,0,71,49.10539108514786,1.0230289809405804
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,17,12,1-7122,197,188,0,5,191.38770359754562,0.9715111857743433
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,5,11,1-6974,207,186,0,6,190.06524431705475,0.9181895860727283
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,6,2,1-7993,24,12,0,13,20.808029353618622,0.8670012230674425
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,6,2,1-9455,2,1,0,1,1.6775407195091248,0.8387703597545624
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,1-6916,8,4,1-6916,43,3,0,45,33.489332377910614,0.7788216832072236
