,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG56,9,20,MLG56,511,77,1,49,1077.2196326553822,2.10806190343519
1,MLG54,9,20,MLG54,595,52,1,42,1052.188256561756,1.7683836244735398
2,MLG48,13,8,MLG48,159,77,0,8,77.03585839271545,0.4845022540422355
3,1-0296,13,8,1-0296,41,16,0,16,16.071716785430908,0.3919930923275831
4,1-1570,14,9,1-1570,142,52,0,15,52.06723448634148,0.3666706653967709
5,P-16616,13,8,P-16616,28,10,0,4,10.017929196357729,0.3577831855842045
6,1-5002,8,10,1-5002,45,16,0,11,16.04930528998375,0.3566512286663055
7,1-6647,2,13,1-6647,62,22,0,4,22.017929196357727,0.3551278902638343
8,1-3596,13,8,1-3596,223,76,0,75,76.33617243170738,0.3423146745816474
9,1-9491,1,2,1-9491,80,25,0,6,25.02689379453659,0.3128361724317073
10,1-8285,18,15,1-8285,72,22,0,6,22.02689379453659,0.3059290804796749
11,MLG14,12,5,MLG14,232,63,0,34,63.15239816904068,0.2722086127975891
12,MLG57,16,7,MLG57,629,167,0,201,167.90094211697578,0.2669331353211062
13,1-4531,10,21,1-4531,94,25,0,9,25.04034069180489,0.2663866031043073
14,MLG39,19,7,MLG39,23,6,0,4,6.017929196357727,0.2616490954938142
15,1-8421,14,9,1-8421,109,28,0,10,28.04482299089432,0.257291954044902
16,1-5413,11,13,1-5413,39,10,0,5,10.02241149544716,0.2569849101396707
17,MLG55,16,7,MLG55,92,23,0,39,23.17480966448784,0.2519001050487808
18,1-2282,16,7,1-2282,219,54,0,54,54.24204415082932,0.247680566898764
19,1-6561,14,9,1-6561,65,16,0,5,16.02241149544716,0.2464986383914947
20,1-9283,18,15,1-9283,235,57,0,21,57.09412828087807,0.2429537373654385
21,1-9270,14,9,1-9270,128,31,0,8,31.03585839271545,0.2424676436930894
22,MLG59,5,17,MLG59,71,17,0,13,17.058269888162613,0.2402573223684875
23,MLG40,1,11,MLG40,51,12,0,11,12.04930528998375,0.236260888038897
24,MLG75,19,11,MLG75,185,43,0,41,43.1837742626667,0.2334258068252254
25,MLG32,19,11,MLG32,52,12,0,16,12.071716785430908,0.2321483997198251
26,1-11350,13,8,1-11350,100,23,0,39,23.17480966448784,0.2317480966448784
27,1-6227,9,20,1-6227,52,12,0,5,12.02241149544716,0.2312002210662915
28,1-8928,9,20,1-8928,39,9,0,1,9.004482299089432,0.2308841615151136
29,MLG50,12,5,MLG50,319,73,0,32,73.14343357086182,0.2292897604102251
30,MLG67,2,2,MLG67,27,6,0,1,6.004482299089432,0.2223882332996085
31,1-7866,2,16,1-7866,318,69,0,162,69.72613245248795,0.2192645674606539
