,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG50,21,11,MLG50,319,68,1,60,1123.800565481186,3.5228857852074795
1,1-6240,21,11,1-6240,698,141,2,72,2207.960678577423,3.163267447818657
2,1-1258,21,11,1-1258,435,149,1,124,1264.3211686611176,2.906485445197972
3,MLG54,12,9,MLG54,595,97,0,502,563.8647311925888,0.9476718171304014
4,MLG62,11,7,MLG62,525,81,0,413,465.0938923954964,0.885893128372374
5,MLG60,13,13,MLG60,47,23,0,15,36.95014137029648,0.7861732206446059
6,1-2382,12,9,1-2382,139,48,0,65,108.45061260461809,0.7802202345655976
7,1-1390,12,9,1-1390,98,50,0,27,75.11025446653366,0.7664311680258536
8,1-0129,21,11,1-0129,142,56,0,44,96.920414686203,0.6825381315929789
9,MLG52,12,9,MLG52,125,48,0,40,85.20037698745728,0.6816030158996582
10,1-7004,19,10,1-7004,381,171,0,92,256.56086707115173,0.6733881025489546
11,1-5172,13,13,1-5172,120,48,0,35,80.55032986402512,0.6712527488668759
12,1-9286,21,11,1-9286,81,26,0,30,53.90028274059296,0.6654355893900366
13,1-8400,15,5,1-8400,33,5,0,18,21.74016964435577,0.6587930195259325
14,1-7152,19,10,1-7152,109,18,0,56,70.08052778244019,0.6429406218572494
15,MLG57,14,3,MLG57,629,167,0,255,404.1524032950401,0.6425316427584103
16,1-18028,11,7,1-18028,309,132,0,65,192.45061260461807,0.6228175165197996
17,1-10785,17,12,1-10785,279,27,0,153,169.29144197702408,0.6067793619248175
18,1-7682,13,13,1-7682,141,49,0,37,83.41034871339798,0.5915627568326098
19,1-0303,17,12,1-0303,212,36,0,96,125.28090476989746,0.5909476640089503
20,P-16616,5,6,P-16616,28,10,0,7,16.510065972805023,0.5896452133144651
21,MLG31,11,7,MLG31,33,9,0,11,19.23010367155075,0.5827304142894167
22,1-6858,4,8,1-6858,23,5,0,9,13.370084822177889,0.5813080357468646
23,1-5043,13,13,1-5043,123,50,0,23,71.39021676778793,0.5804082664047799
24,1-8067,4,8,1-8067,322,124,0,65,184.45061260461807,0.5728279894553356
25,1-10468,4,8,1-10468,549,116,0,209,310.37196975946426,0.5653405642248893
26,1-3587,19,10,1-3587,46,10,0,17,25.810160219669346,0.5610904395580292
27,1-3534,19,10,1-3534,279,48,0,116,155.8810932636261,0.5587135959269752
28,1-3596,11,7,1-3596,223,79,0,49,124.57046180963516,0.558611936366077
29,1-6974,16,1,1-6974,207,9,0,114,115.02107441425323,0.555657364320064
30,MLG51,14,3,MLG51,248,39,0,104,135.72098016738892,0.5472620168039876
31,1-3516,19,10,1-3516,156,37,0,52,85.36049008369446,0.5471826287416311
32,1-5981,12,9,1-5981,28,12,0,3,14.790028274059296,0.5282152955021177
33,1-2545,15,5,1-2545,145,10,0,71,76.03066915273666,0.5243494424326667
34,1-3523,15,5,1-3523,543,103,0,194,283.4218283891678,0.5219554850629241
35,1-7005,6,4,1-7005,285,108,0,43,147.99040526151657,0.5192645798649704
36,1-1317,4,8,1-1317,414,101,0,119,211.6711215376854,0.5112829022649406
37,1-2701,19,10,1-2701,61,15,0,17,30.810160219669346,0.5050845937650712
38,MLG59,11,7,MLG59,71,19,0,18,35.740169644355774,0.5033826710472644
39,1-10060,4,8,1-10060,36,17,0,1,17.930009424686432,0.4980558173524009
40,1-4531,6,4,1-4531,94,32,0,15,45.95014137029648,0.4888312911733667
41,1-6611,19,10,1-6611,89,22,0,23,43.39021676778793,0.4875305254807633
42,MLG15,12,9,MLG15,105,33,0,19,50.670179069042206,0.4825731339908781
43,1-8328,19,10,1-8328,114,28,0,29,54.970273315906525,0.4821953799640923
44,1-4319,4,8,1-4319,163,33,0,49,78.57046180963516,0.4820273730652464
45,1-6647,13,13,1-6647,62,13,0,18,29.74016964435577,0.4796801555541254
46,1-9576,13,13,1-9576,10,2,0,3,4.790028274059296,0.4790028274059296
