Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,2,7,1-1989,46,21,0,20,23.55011737346649,0.511959073336228
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,8,8,1-9740,34,17,0,1,17.127505868673325,0.503750172608039
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,16,2,1-18234,43,20,0,13,21.65757629275322,0.5036645649477492
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,3,15,1-8503,16,7,0,8,8.020046949386597,0.5012529343366623
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,16,2,1-4929,10,5,0,0,5.0,0.5
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,3,15,MLG55,92,42,0,27,45.442658454179764,0.49394193971934525
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,10,14,MLG60,47,21,0,16,23.040093898773193,0.49021476380368495
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,13,3,1-1015,155,71,0,19,73.42261150479317,0.47369426777285917
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,18,5,1-18487,23,10,0,7,10.892541080713272,0.47358874263970746
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,18,5,1-4499,12,5,0,3,5.382517606019974,0.44854313383499783
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,8,8,1-18377,14,6,0,2,6.255011737346649,0.4467865526676178
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,4,4,1-3584,26,11,0,4,11.510023474693298,0.44269321056512684
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,3,15,1-3087,26,11,0,2,11.25501173734665,0.43288506682102496
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,20,1,1-7204,26,10,0,7,10.892541080713272,0.4189438877197412
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,15,17,1-10060,36,13,0,14,14.785082161426544,0.41069672670629287
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,11,11,1-1183,45,15,0,24,18.06014084815979,0.40133646329243977
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,3,15,1-8042,52,17,0,30,20.825176060199738,0.4004841550038411
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,9,6,1-7991,46,18,0,3,18.382517606019974,0.39961994795695593
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,4,4,1-18709,33,12,0,4,12.510023474693298,0.37909162044525146
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,10,14,1-9034,3,1,0,1,1.1275058686733246,0.37583528955777484
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,18,5,MLG65,201,69,0,50,75.37529343366623,0.3750014598689862
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-17657,3,15,1-17657,8,3,0,0,3.0,0.375
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,4,4,1-6035,23,8,0,4,8.510023474693298,0.37000102063883905
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,16,2,1-5891,96,34,0,9,35.14755281805992,0.36612034185479087
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,1-9237,16,2,1-9237,38,13,0,7,13.892541080713272,0.3655931863345598
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,13,3,1-1204,39,12,0,15,13.912588030099869,0.3567330264128171
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,11,11,1-7897,95,33,0,6,33.76503521203995,0.355421423284631
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,4,4,1-8222,12,4,0,2,4.255011737346649,0.3545843114455541
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,9,6,1-3104,16,5,0,5,5.637529343366623,0.35234558396041393
503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,1-9076,8,8,1-9076,9,3,0,1,3.1275058686733246,0.34750065207481384
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,12,13,1-5425,17,5,0,7,5.892541080713272,0.34662006357136893
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,10,14,1-20167,56,18,0,11,19.40256455540657,0.3464743670608316
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,5,18,1-2103,26,9,0,0,9.0,0.34615384615384615
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,10,14,1-0303,212,68,0,38,72.84522300958633,0.34360954249804876
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,2,7,72-12171,19,6,0,4,6.510023474693298,0.342632814457542
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,3,15,MLG48,159,53,0,11,54.40256455540657,0.3421544940591608
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,16,2,MLG58,71,23,0,9,24.14755281805992,0.3401063777191538
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,8,8,1-3596,223,71,0,37,75.71771714091301,0.3395413324704619
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,5,18,1-9452,16,5,0,3,5.382517606019974,0.33640735037624836
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,5,18,1-3587,46,15,0,3,15.382517606019974,0.33440255665260815
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,20,1,1-9055,12,4,0,0,4.0,0.3333333333333333
559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,10,14,1-5914,3,1,0,0,1.0,0.3333333333333333
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,13,3,1-7807,239,71,0,61,78.7778579890728,0.32961446857352633
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,18,5,1-4760,40,12,0,9,13.147552818059921,0.32868882045149805
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,4,4,1-0027,29,9,0,4,9.510023474693298,0.32793184395494135
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,8,8,1-9379,58,17,0,15,18.91258803009987,0.3260791039672391
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,18,5,1-8938,30,9,0,6,9.765035212039948,0.3255011737346649
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,17,12,MLG69,576,166,0,166,187.16597419977188,0.3249409274301595
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,14,19,1-2423,79,24,0,13,25.65757629275322,0.3247794467437116
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-6743,9,6,1-6743,58,17,0,14,18.785082161426544,0.32388072692114733
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,5,18,MLG59,71,21,0,15,22.91258803009987,0.32271250746619534
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,4,4,1-5980,29,9,0,2,9.25501173734665,0.3191383357705741
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,9,6,1-7770,11,3,0,4,3.5100234746932983,0.3190930431539362
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,15,17,1-5775,244,64,0,105,77.38811621069908,0.3171644106995864
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,13,3,1-5282,17,5,0,3,5.382517606019974,0.3166186827070573
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,4,4,1-6061,40,12,0,5,12.637529343366623,0.31593823358416556
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,12,13,1-8067,322,95,0,51,101.50279930233955,0.3152260847898744
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,13,3,1-8328,114,33,0,22,35.80512911081314,0.3140800799194135
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,16,2,MLG73,10,3,0,1,3.1275058686733246,0.3127505868673325
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,13,3,MLG06,18,5,0,4,5.510023474693298,0.3061124152607388
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,17,12,1-11350,100,25,0,44,30.61025822162628,0.3061025822162628
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,14,19,1-9752,22,6,0,5,6.637529343366623,0.3017058792439374
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,21,10,1-0272,111,33,0,3,33.382517606019974,0.3007434018560358
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,5,18,1-5803,15,4,0,4,4.510023474693298,0.30066823164621986
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,9,6,1-5744,18,5,0,3,5.382517606019974,0.29902875588999855
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,3,15,1-4494,16,4,0,6,4.7650352120399475,0.2978147007524967
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,3,15,1-7467,64,18,0,8,19.020046949386597,0.2971882335841656
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,13,3,1-7496,246,64,0,68,72.67039906978607,0.2954081262999434
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,12,13,P-16616,28,8,0,2,8.25501173734665,0.29482184776238035
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,17,12,1-18558,307,85,0,40,90.10023474693298,0.29348610666753416
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,6,16,1-5355,53,12,0,27,15.442658454179764,0.2913709142298069
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,4,4,1-3106,34,9,0,7,9.892541080713272,0.2909570906092139
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,18,5,1-8646,20,4,0,14,5.785082161426544,0.28925410807132723
529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,1-6217,17,12,1-6217,44,12,0,5,12.637529343366623,0.28721657598560507
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,16,2,MLG75,185,50,0,23,52.932634979486465,0.28612235124046737
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,16,2,MLG10,60,16,0,9,17.14755281805992,0.2857925469676654
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,18,5,1-2324,25,6,0,8,7.020046949386597,0.28080187797546385
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,13,3,1-3516,156,39,0,35,43.46270540356636,0.2786070859202972
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,8,8,1-1850,30,8,0,2,8.25501173734665,0.275167057911555
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,13,3,1-3362,117,28,0,31,31.952681928873062,0.2730998455459236
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,4,4,1-5002,45,11,0,10,12.275058686733246,0.27277908192740546
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,15,17,1-19286,40,8,0,22,10.80512911081314,0.2701282277703285
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,15,17,MLG31,33,8,0,7,8.892541080713272,0.26947094183979614
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,11,11,1-19547,66,17,0,6,17.765035212039948,0.26916720018242346
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,13,3,1-17907,119,28,0,30,31.825176060199738,0.26743845428739277
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,2,7,1-4020,37,9,0,7,9.892541080713272,0.26736597515441274
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,5,18,1-3523,543,135,0,75,144.56294015049934,0.266230092358194
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,18,5,1-1131,138,32,0,37,36.71771714091301,0.26607041406458704
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,10,14,1-20641,16,4,0,2,4.255011737346649,0.2659382335841656
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1-9643,16,2,1-9643,8,2,0,1,2.1275058686733246,0.2659382335841656
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,1-9606,4,4,1-9606,16,4,0,2,4.255011737346649,0.2659382335841656
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,9,6,1-8100,19,5,0,0,5.0,0.2631578947368421
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,21,10,1-2701,61,14,0,16,16.040093898773193,0.26295235899628183
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,3,15,1-10451,46,11,0,8,12.020046949386597,0.261305368464926
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,8,8,1-18994,28,7,0,2,7.255011737346649,0.2591075620480946
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,11,11,MLG49,185,41,0,54,47.88531690835953,0.25883955085599747
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,16,2,1-9500,33,8,0,4,8.510023474693298,0.25787949923313025
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,18,5,1-3564,41,9,0,12,10.530070424079895,0.25683098595316817
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,7,9,MLG57,629,133,0,214,160.28625589609146,0.2548271158920373
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,12,13,1-9417,76,17,0,18,19.295105636119843,0.25388296889631373
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,6,16,1-6909,36,9,0,1,9.127505868673325,0.25354182968537015
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,10,14,1-8705,48,11,0,9,12.147552818059921,0.25307401704291504
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,2,7,1-9491,80,18,0,17,20.167599767446518,0.2520949970930815
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,2,7,1-5913,14,3,0,4,3.5100234746932983,0.25071596247809275
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,15,17,1-1770,35,8,0,6,8.765035212039948,0.2504295774868556
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,15,17,1-8532,4,1,0,0,1.0,0.25
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-9444,2,7,1-9444,24,6,0,0,6.0,0.25
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,5,18,1-9733,4,1,0,0,1.0,0.25
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,14,19,1-0008,230,55,0,17,57.16759976744652,0.24855478159759356
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,15,17,1-0296,41,8,0,17,10.167599767446518,0.24799023823040287
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,13,3,1-8659,91,20,0,19,22.422611504793167,0.24640232422849634
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,10,14,1-7842,21,4,0,9,5.147552818059921,0.24512156276475816
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,9,6,MLG56,511,105,0,157,125.01842138171196,0.244654444973996
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,18,5,1-4649,244,51,0,67,59.54289320111275,0.24402825082423257
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,2,7,1-0003,17,4,0,1,4.127505868673325,0.24279446286313675
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,10,14,1-7866,318,67,0,78,76.94545775651932,0.24196684829094126
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,4,4,1-0053,142,31,0,26,34.31515258550644,0.24165600412328478
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,12,13,1-10468,549,118,0,115,132.66317489743233,0.24164512731772736
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,4,4,1-6693,98,23,0,5,23.637529343366623,0.24119927901394514
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,18,5,1-9457,11,2,0,5,2.637529343366623,0.23977539485151117
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,17,12,1-7070,129,25,0,46,30.86526995897293,0.23926565859668938
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,18,5,1-1833,124,23,0,52,29.63030517101288,0.23895407395978127
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,2,7,1-7682,141,26,0,58,33.395340383052826,0.2368463856954101
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,13,3,1-6611,89,19,0,15,20.91258803009987,0.23497289921460526
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,17,12,MLG35,49,11,0,4,11.510023474693298,0.2348984382590469
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,4,4,MLG29,164,31,0,59,38.52284625172615,0.23489540397393993
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,18,5,1-3447,110,17,0,69,25.797904938459396,0.23452640853144907
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,20,1,1-6228,48,11,0,2,11.25501173734665,0.23447941119472185
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,1-9588,7,9,1-9588,14,3,0,2,3.255011737346649,0.23250083838190352
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,1-9667,15,17,1-9667,14,3,0,2,3.255011737346649,0.23250083838190352
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,6,16,1-9655,27,6,0,2,6.255011737346649,0.23166710138320923
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,21,10,1-9630,33,7,0,4,7.510023474693298,0.22757646893009995
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,9,6,1-8023,16,3,0,5,3.637529343366623,0.22734558396041393
254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,1-8379,2,7,1-8379,5,1,0,1,1.1275058686733246,0.2255011737346649
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,17,12,1-9576,10,2,0,2,2.255011737346649,0.2255011737346649
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,3,15,1-4136,5,1,0,1,1.1275058686733246,0.2255011737346649
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,12,13,1-2297,25,5,0,5,5.637529343366623,0.2255011737346649
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,15,17,1-0205,34,7,0,5,7.637529343366623,0.22463321598137126
