Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
338,1-3589,12,1-3589,1,27,0,0,7,2.670309156179428,0.0989003391177566
206,1-8544,14,1-8544,8,54,0,0,14,5.340618312358856,0.0989003391177566
63,1-3052,12,1-3052,1,166,0,0,43,16.40332767367363,0.09881522694984114
199,1-20167,1,1-20167,4,56,4,0,4,5.525890946388245,0.09867662404264722
451,1-11329,17,1-11329,10,14,1,0,1,1.3814727365970612,0.09867662404264722
83,MLG13,12,MLG13,1,140,0,0,36,13.733018517494202,0.09809298941067286
19,1-7863,5,1-7863,14,351,16,0,47,33.929218620061874,0.09666444051299679
251,1-6919,9,1-6919,19,43,3,0,3,4.1444182097911835,0.0963818188323531
471,1-19205,5,1-19205,14,12,0,0,3,1.1444182097911835,0.09536818414926529
468,1-9946,10,1-9946,20,12,0,0,3,1.1444182097911835,0.09536818414926529
504,1-9861,10,1-9861,20,8,0,0,2,0.7629454731941223,0.09536818414926529
545,1-4926,22,1-4926,19,4,0,0,1,0.38147273659706116,0.09536818414926529
541,1-8532,17,1-8532,10,4,0,0,1,0.38147273659706116,0.09536818414926529
474,1-18004,8,1-18004,5,12,0,0,3,1.1444182097911835,0.09536818414926529
539,1-21192,12,1-21192,1,4,0,0,1,0.38147273659706116,0.09536818414926529
470,1-9055,12,1-9055,1,12,0,0,3,1.1444182097911835,0.09536818414926529
153,1-9516,12,1-9516,1,76,0,0,19,7.247981995344162,0.09536818414926529
301,1-8400,19,1-8400,9,33,2,0,3,3.1444182097911835,0.09528540029670253
302,1-9500,4,1-9500,15,33,2,0,3,3.1444182097911835,0.09528540029670253
140,1-8066,21,1-8066,17,86,7,0,3,8.144418209791183,0.0947025373231533
405,1-9607,5,1-9607,14,19,1,0,2,1.7629454731941223,0.09278660385232222
100,1-5172,5,1-5172,14,120,6,0,13,10.959145575761795,0.0913262131313483
33,1-6296,22,1-6296,18,254,18,0,13,22.959145575761795,0.09039033691244801
234,1-10451,16,1-10451,12,46,3,0,3,4.1444182097911835,0.09009604803893877
291,1-0037,5,1-0037,14,35,2,0,3,3.1444182097911835,0.08984052027974809
293,1-1250,21,1-1250,17,34,3,0,0,3.0,0.08823529411764706
226,1-4634,14,1-4634,8,48,0,0,11,4.196200102567673,0.08742083547015984
322,1-19549,4,1-19549,15,29,1,0,4,2.5258909463882446,0.08709968780649119
381,1-9752,10,1-9752,20,22,0,0,5,1.9073636829853058,0.08669834922660481
436,1-9115,16,1-9115,12,16,1,0,1,1.3814727365970612,0.08634204603731632
387,1-9436,1,1-9436,4,21,1,0,2,1.7629454731941223,0.08394978443781535
389,1-7842,2,1-7842,20,21,1,0,2,1.7629454731941223,0.08394978443781535
346,1-9805,4,1-9805,15,26,1,0,3,2.1444182097911835,0.08247762345350705
327,1-8988,2,1-8988,2,29,2,0,1,2.381472736597061,0.08211974953782969
222,1-8705,22,1-8705,18,48,3,0,2,3.7629454731941223,0.07839469735821088
465,1-18498,18,1-18498,11,13,1,0,0,1.0,0.07692307692307693
492,MLG73,10,MLG73,20,10,0,0,2,0.7629454731941223,0.07629454731941224
533,1-3217,2,1-3217,2,5,0,0,1,0.38147273659706116,0.07629454731941224
491,1-5555,19,1-5555,9,10,0,0,2,0.7629454731941223,0.07629454731941224
532,1-4136,10,1-4136,20,5,0,0,1,0.38147273659706116,0.07629454731941224
287,1-2596,17,1-2596,10,35,0,0,7,2.670309156179428,0.07629454731941224
534,1-8379,10,1-8379,20,5,0,0,1,0.38147273659706116,0.07629454731941224
535,1-8566,10,1-8566,20,5,0,0,1,0.38147273659706116,0.07629454731941224
531,1-4051,5,1-4051,14,5,0,0,1,0.38147273659706116,0.07629454731941224
158,1-9808,22,1-9808,18,74,4,0,4,5.525890946388245,0.07467420197821953
306,1-1972,9,1-1972,19,32,2,0,1,2.381472736597061,0.07442102301865816
46,1-2282,1,1-2282,4,219,11,0,13,15.959145575761795,0.07287281084822737
230,1-9345,18,1-9345,11,47,3,0,1,3.381472736597061,0.07194622843823534
224,1-9277,12,1-9277,1,48,0,0,9,3.4332546293735504,0.07152613811194897
428,1-9606,15,1-9606,7,16,0,0,3,1.1444182097911835,0.07152613811194897
95,1-5626,5,1-5626,14,125,5,0,10,8.814727365970612,0.07051781892776489
107,MLG37,2,MLG37,2,116,7,0,3,8.144418209791183,0.07021050180854468
483,1-8578,12,1-8578,1,11,0,0,2,0.7629454731941223,0.06935867938128384
480,1-5653,20,1-5653,16,11,0,0,2,0.7629454731941223,0.06935867938128384
173,1-1207,12,1-1207,1,66,0,0,12,4.577672839164734,0.06935867938128384
231,1-7991,4,1-7991,15,46,2,0,3,3.1444182097911835,0.06835691760415616
21,MLG02,22,MLG02,18,320,15,0,18,21.8665092587471,0.06833284143358469
289,1-5549,8,1-5549,5,35,2,0,1,2.381472736597061,0.06804207818848747
193,1-8094,3,1-8094,3,58,2,0,5,3.907363682985306,0.06736833936181562
417,1-5425,8,1-5425,5,17,0,0,3,1.1444182097911835,0.06731871822301079
202,1-6787,1,1-6787,4,56,3,0,2,3.7629454731941223,0.06719545487846647
390,1-20003,19,1-20003,9,21,1,0,1,1.3814727365970612,0.06578441602843148
523,1-3175,10,1-3175,20,6,0,0,1,0.38147273659706116,0.06357878943284352
524,1-7525,4,1-7525,15,6,0,0,1,0.38147273659706116,0.06357878943284352
520,1-10698,10,1-10698,20,6,0,0,1,0.38147273659706116,0.06357878943284352
360,1-7993,5,1-7993,14,24,0,0,4,1.5258909463882446,0.06357878943284352
261,1-5214,14,1-5214,8,40,1,0,4,2.5258909463882446,0.06314727365970611
333,1-9996,6,1-9996,13,28,1,0,2,1.7629454731941223,0.06296233832836151
205,1-8398,1,1-8398,4,54,3,0,1,3.381472736597061,0.06261986549253817
99,1-8826,12,1-8826,1,123,0,0,20,7.629454731941223,0.06202808725155466
269,1-8551,12,1-8551,1,38,0,0,6,2.288836419582367,0.060232537357430706
131,1-9925,8,1-9925,5,93,1,0,12,5.577672839164734,0.05997497676521219
416,1-9907,18,1-9907,11,17,1,0,0,1.0,0.058823529411764705
178,1-0405,6,1-0405,13,64,3,0,2,3.7629454731941223,0.05879602301865816
460,1-20791,12,1-20791,1,13,0,0,2,0.7629454731941223,0.058688113322624795
397,1-9839,5,1-9839,14,20,0,0,3,1.1444182097911835,0.05722091048955917
391,72-18936,10,72-18936,20,20,0,0,3,1.1444182097911835,0.05722091048955917
16,1-7140,22,1-7140,18,397,14,0,22,22.392400205135345,0.05640403074341397
164,72-0103,22,72-0103,1,71,4,0,0,4.0,0.056338028169014086
283,1-6909,1,1-6909,4,36,2,0,0,2.0,0.05555555555555555
415,1-9465,16,1-9465,12,18,1,0,0,1.0,0.05555555555555555
305,1-8127,2,1-8127,2,32,1,0,2,1.7629454731941223,0.05509204603731632
204,1-8576,22,1-8576,18,55,3,0,0,3.0,0.05454545454545454
515,1-3646,10,1-3646,20,7,0,0,1,0.38147273659706116,0.05449610522815159
453,1-5036,21,1-5036,17,14,0,0,2,0.7629454731941223,0.05449610522815159
454,1-5913,1,1-5913,4,14,0,0,2,0.7629454731941223,0.05449610522815159
449,MLG43,1,MLG43,4,14,0,0,2,0.7629454731941223,0.05449610522815159
284,1-2584,17,1-2584,10,36,0,0,5,1.9073636829853058,0.052982324527369604
341,1-9870,15,1-9870,7,27,1,0,1,1.3814727365970612,0.051165656911002264
393,1-6718,18,1-6718,11,20,1,0,0,1.0,0.05
186,1-19004,21,1-19004,17,60,3,0,0,3.0,0.05
42,1-8541,12,1-8541,1,232,0,0,30,11.444182097911835,0.049328371111688946
89,1-9831,8,1-9831,5,132,3,0,9,6.43325462937355,0.04873677749525417
433,1-20641,14,1-20641,8,16,0,0,2,0.7629454731941223,0.047684092074632645
502,72-11994,17,72-11994,10,8,0,0,1,0.38147273659706116,0.047684092074632645
175,1-19547,14,1-19547,8,66,2,0,3,3.1444182097911835,0.047642700148351265
97,1-1833,1,1-1833,4,124,3,0,7,5.670309156179428,0.04572829964660829
201,1-8529,17,1-8529,10,56,1,0,4,2.5258909463882446,0.045105195471218655
419,1-0001,10,1-0001,20,17,0,0,2,0.7629454731941223,0.04487914548200719
422,1-7536,19,1-7536,9,17,0,0,2,0.7629454731941223,0.04487914548200719
69,MLG17,10,MLG17,20,153,3,0,10,6.814727365970612,0.04454070173837001
498,1-8113,8,1-8113,5,9,0,0,1,0.38147273659706116,0.042385859621895686
116,MLG08,4,MLG08,15,107,4,0,1,4.381472736597061,0.04094834333268282
188,1-7722,14,1-7722,8,60,2,0,1,2.381472736597061,0.039691212276617684
349,1-8186,18,1-8186,11,26,1,0,0,1.0,0.038461538461538464
399,1-19813,5,1-19813,14,20,0,0,2,0.7629454731941223,0.03814727365970612
209,1-19897,2,1-19897,2,53,2,0,0,2.0,0.03773584905660377
139,MLG11,4,MLG11,15,87,2,0,3,3.1444182097911835,0.03614273804357682
479,1-19598,10,1-19598,20,11,0,0,1,0.38147273659706116,0.03467933969064192
216,1-8397,1,1-8397,4,51,1,0,2,1.7629454731941223,0.03456755829792397
320,1-18203,19,1-18203,9,29,1,0,0,1.0,0.034482758620689655
197,1-6006,12,1-6006,1,57,0,0,5,1.9073636829853058,0.03346252075412817
318,1-9902,21,1-9902,17,30,1,0,0,1.0,0.03333333333333333
370,1-7066,12,1-7066,1,23,0,0,2,0.7629454731941223,0.033171542312787926
229,1-18423,12,1-18423,1,47,0,0,4,1.5258909463882446,0.032465764816771166
478,1-20012,18,1-20012,11,12,0,0,1,0.38147273659706116,0.03178939471642176
469,1-6543,4,1-6543,15,12,0,0,1,0.38147273659706116,0.03178939471642176
366,1-9444,21,1-9444,17,24,0,0,2,0.7629454731941223,0.03178939471642176
196,1-6743,1,1-6743,4,58,1,0,2,1.7629454731941223,0.03039561160679521
271,1-5508,12,1-5508,1,38,0,0,3,1.1444182097911835,0.030116268678715353
159,1-6914,2,1-6914,1,73,1,0,3,2.1444182097911835,0.029375591914947718
459,1-19839,5,1-19839,14,13,0,0,1,0.38147273659706116,0.029344056661312398
467,1-0031,6,1-0031,13,13,0,0,1,0.38147273659706116,0.029344056661312398
452,1-9588,12,1-9588,1,14,0,0,1,0.38147273659706116,0.027248052614075795
135,MLG07,12,MLG07,1,90,0,0,6,2.288836419582367,0.02543151577313741
149,1-5877,5,1-5877,14,79,2,0,0,2.0,0.02531645569620253
259,1-7509,21,1-7509,17,40,1,0,0,1.0,0.025
298,1-7481,12,1-7481,1,33,0,0,2,0.7629454731941223,0.023119559793761284
110,1-9137,7,1-9137,6,111,1,0,4,2.5258909463882446,0.022755774291785987
120,1-2670,10,1-2670,20,104,0,0,6,2.288836419582367,0.022008042495984297
113,1-7341,15,1-7341,7,110,2,0,1,2.381472736597061,0.021649752150882374
285,1-9887,22,1-9887,18,36,0,0,2,0.7629454731941223,0.021192929810947843
279,1-6642,8,1-6642,5,36,0,0,2,0.7629454731941223,0.021192929810947843
92,1-6980,5,1-6980,14,128,1,0,4,2.5258909463882446,0.01973352301865816
395,1-1836,5,1-1836,14,20,0,0,1,0.38147273659706116,0.01907363682985306
392,MLG33,1,MLG33,4,20,0,0,1,0.38147273659706116,0.01907363682985306
396,1-7721,8,1-7721,5,20,0,0,1,0.38147273659706116,0.01907363682985306
379,1-7182,18,1-7182,11,22,0,0,1,0.38147273659706116,0.01733966984532096
382,1-18409,4,1-18409,15,22,0,0,1,0.38147273659706116,0.01733966984532096
223,1-6228,12,1-6228,1,48,0,0,2,0.7629454731941223,0.01589469735821088
353,1-9331,12,1-9331,1,25,0,0,1,0.38147273659706116,0.015258909463882446
192,1-8021,10,1-8021,20,58,0,0,2,0.7629454731941223,0.013154232296450385
314,1-4088,12,1-4088,1,30,0,0,1,0.38147273659706116,0.012715757886568705
309,1-9185,18,1-9185,11,31,0,0,1,0.38147273659706116,0.012305572148292296
50,1-7964,22,1-7964,18,202,0,0,6,2.288836419582367,0.011330873364269143
288,1-9761,12,1-9761,1,35,0,0,1,0.38147273659706116,0.01089922104563032
167,72-12387,5,72-12387,14,71,0,0,2,0.7629454731941223,0.01074571089005806
119,1-9646,16,1-9646,12,105,1,0,0,1.0,0.009523809523809525
118,MLG15,1,MLG15,4,105,1,0,0,1.0,0.009523809523809525
44,1-0008,22,1-0008,18,230,1,0,3,2.1444182097911835,0.00932355743387471
241,1-6216,12,1-6216,1,45,0,0,1,0.38147273659706116,0.008477171924379136
170,1-6594,10,1-6594,20,70,0,0,1,0.38147273659706116,0.00544961052281516
162,1-7614,10,1-7614,20,72,0,0,1,0.38147273659706116,0.005298232452736961
554,1-10948,12,1-10948,1,2,0,0,0,0.0,0.0
526,1-9836,4,1-9836,15,5,0,0,0,0.0,0.0
544,1-4910,1,1-4910,4,4,0,0,0,0.0,0.0
461,1-2153,5,1-2153,14,13,0,0,0,0.0,0.0
409,1-5744,21,1-5744,17,18,0,0,0,0.0,0.0
364,1-9253,12,1-9253,1,24,0,0,0,0.0,0.0
547,1-9838,4,1-9838,13,3,0,0,0,0.0,0.0
388,1-8125,6,1-8125,13,21,0,0,0,0.0,0.0
185,1-2714,1,1-2714,4,61,0,0,0,0.0,0.0
508,1-9806,7,1-9806,12,8,0,0,0,0.0,0.0
374,1-18202,1,1-18202,4,23,0,0,0,0.0,0.0
342,1-6531,12,1-6531,1,27,0,0,0,0.0,0.0
398,1-20047,5,1-20047,14,20,0,0,0,0.0,0.0
282,1-2104,10,1-2104,20,36,0,0,0,0.0,0.0
511,1-3033,1,1-3033,4,7,0,0,0,0.0,0.0
536,1-10232,7,1-10232,6,5,0,0,0,0.0,0.0
525,1-3216,1,1-3216,4,5,0,0,0,0.0,0.0
383,1-3521,18,1-3521,11,22,0,0,0,0.0,0.0
313,1-8641,7,1-8641,6,30,0,0,0,0.0,0.0
550,1-3176,18,1-3176,11,3,0,0,0,0.0,0.0
560,1-19924,12,1-19924,1,1,0,0,0,0.0,0.0
562,1-6931,12,1-6931,1,1,0,0,0,0.0,0.0
484,1-9731,1,1-9731,4,11,0,0,0,0.0,0.0
475,1-4499,10,1-4499,20,12,0,0,0,0.0,0.0
361,1-10696,12,1-10696,10,24,0,0,0,0.0,0.0
527,1-17790,1,1-17790,4,5,0,0,0,0.0,0.0
339,1-9850,12,1-9850,1,27,0,0,0,0.0,0.0
225,1-8767,1,1-8767,4,48,0,0,0,0.0,0.0
200,1-8020,12,1-8020,1,56,0,0,0,0.0,0.0
187,1-9955,12,1-9955,1,60,0,0,0,0.0,0.0
464,1-7453,21,1-7453,17,13,0,0,0,0.0,0.0
563,1-8352,12,1-8352,1,1,0,0,0,0.0,0.0
565,1-10922,12,1-10922,1,1,0,0,0,0.0,0.0
413,1-0022,4,1-0022,15,18,0,0,0,0.0,0.0
476,1-2178,12,1-2178,1,12,0,0,0,0.0,0.0
248,1-6217,1,1-6217,4,44,0,0,0,0.0,0.0
463,1-20467,4,1-20467,15,13,0,0,0,0.0,0.0
517,1-7321,18,1-7321,11,7,0,0,0,0.0,0.0
363,1-5167,10,1-5167,20,24,0,0,0,0.0,0.0
542,1-8093,21,1-8093,17,4,0,0,0,0.0,0.0
561,1-21195,12,1-21195,1,1,0,0,0,0.0,0.0
522,1-3178,12,1-3178,1,6,0,0,0,0.0,0.0
444,1-8906,12,1-8906,1,15,0,0,0,0.0,0.0
499,1-17645,20,1-17645,16,9,0,0,0,0.0,0.0
549,1-7599,7,1-7599,6,3,0,0,0,0.0,0.0
516,1-9447,1,1-9447,4,7,0,0,0,0.0,0.0
519,1-10762,21,1-10762,17,6,0,0,0,0.0,0.0
557,1-19927,12,1-19927,1,1,0,0,0,0.0,0.0
559,1-10978,12,1-10978,1,1,0,0,0,0.0,0.0
529,1-5424,7,1-5424,1,5,0,0,0,0.0,0.0
509,P-16454,1,P-16454,4,8,0,0,0,0.0,0.0
494,1-6971,12,1-6971,1,10,0,0,0,0.0,0.0
307,1-9739,9,1-9739,20,31,0,0,0,0.0,0.0
340,1-3519,5,1-3519,14,27,0,0,0,0.0,0.0
507,1-9643,4,1-9643,15,8,0,0,0,0.0,0.0
292,1-9740,1,1-9740,4,34,0,0,0,0.0,0.0
543,1-7608,1,1-7608,4,4,0,0,0,0.0,0.0
553,1-4847,14,1-4847,6,2,0,0,0,0.0,0.0
310,1-10071,18,1-10071,11,30,0,0,0,0.0,0.0
254,1-2025,10,1-2025,20,41,0,0,0,0.0,0.0
240,1-8174,1,1-8174,4,45,0,0,0,0.0,0.0
500,1-2869,12,1-2869,1,9,0,0,0,0.0,0.0
558,1-10951,1,1-10951,13,1,0,0,0,0.0,0.0
530,1-3647,1,1-3647,4,5,0,0,0,0.0,0.0
443,1-19222,7,1-19222,6,15,0,0,0,0.0,0.0
448,MLG42,18,MLG42,11,14,0,0,0,0.0,0.0
528,1-8623,12,1-8623,1,5,0,0,0,0.0,0.0
564,1-7527,1,1-7527,17,1,0,0,0,0.0,0.0
252,1-6918,14,1-6918,8,43,0,0,0,0.0,0.0
198,1-8401,7,1-8401,20,57,0,0,0,0.0,0.0
537,1-5990,19,1-5990,9,5,0,0,0,0.0,0.0
485,1-4361,12,1-4361,1,10,0,0,0,0.0,0.0
497,MLG72,22,MLG72,18,9,0,0,0,0.0,0.0
