Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,7,17,1-6909,36,5,0,7,10.539259791374207,0.2927572164270613
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,5,19,MLG48,159,1,0,57,46.105401158332825,0.28997107646750203
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,7,17,1-1258,435,16,0,138,125.20255017280579,0.28782195442024316
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,7,17,1-9630,33,0,0,12,9.495873928070068,0.2877537553960627
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,8,2,1-18371,120,25,0,12,34.49587392807007,0.2874656160672506
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,20,10,1-3596,223,26,0,48,63.98349571228027,0.2869215054362344
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,6,8,1-8938,30,7,0,2,8.582645654678345,0.28608818848927814
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,4,20,1-5799,7,2,0,0,2.0,0.2857142857142857
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,16,9,MLG64,245,35,0,44,69.81820440292358,0.28497226286907584
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,5,19,1-6561,65,5,0,17,18.45248806476593,0.2838844317656297
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,6,8,1-7866,318,67,0,29,89.948361992836,0.28285648425420123
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,13,13,1-0292,99,1,0,34,27.90497612953186,0.2818684457528471
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,12,4,1-8493,38,2,0,11,10.704551100730896,0.28169871317712886
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,13,13,1-8222,12,1,0,3,3.373968482017517,0.2811640401681264
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,10,11,1-8427,189,15,0,48,52.98349571228027,0.2803359561496311
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-8127,16,9,1-8127,32,5,0,5,8.956614136695862,0.2798941917717457
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,8,2,1-1177,17,0,0,6,4.747936964035034,0.27929040964911966
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,19,7,MLG29,164,26,0,25,45.78307068347931,0.2791650651431665
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-0033,6,8,1-0033,10,2,0,1,2.7913228273391724,0.2791322827339172
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,12,4,1-4319,163,16,0,36,44.487621784210205,0.27293019499515464
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,1-9731,4,20,1-9731,11,3,0,0,3.0,0.2727272727272727
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,13,13,1-2324,25,6,0,1,6.791322827339172,0.2716529130935669
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,7,17,1-9818,28,6,0,2,7.582645654678345,0.27080877338136944
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,72-12387,7,17,72-12387,71,1,0,23,19.200425028800964,0.27042852153240793
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,4,20,1-1769,89,24,0,0,24.0,0.2696629213483146
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,12,4,1-8067,322,33,0,68,86.80995225906372,0.2695961250281482
456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,1-8186,3,24,1-8186,26,7,0,0,7.0,0.2692307692307692
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,7,17,1-8928,39,1,0,12,10.495873928070068,0.26912497251461714
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7744,15,12,1-7744,37,6,0,5,9.956614136695862,0.26909767937015844
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,9,15,1-4649,244,11,0,69,65.6012750864029,0.2688576847803397
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,6,8,1-6900,67,14,0,5,17.956614136695862,0.26800916621934123
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,1,23,1-9651,38,7,0,4,10.16529130935669,0.26750766603570236
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-8541,20,10,1-8541,232,46,0,20,61.82645654678345,0.2664933471844114
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,15,12,MLG31,33,8,0,1,8.791322827339172,0.266403722040581
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,9,15,1-4390,45,4,0,10,11.913228273391724,0.26473840607537164
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,7,17,1-8705,48,0,0,16,12.661165237426758,0.2637742757797241
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,10,11,1-6240,698,73,0,140,183.78519582748413,0.2633025728187452
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,11,1,1-20578,19,5,0,0,5.0,0.2631578947368421
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,MLG69,20,10,MLG69,576,94,0,72,150.9752435684204,0.26210979786184097
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1-9650,12,4,1-9650,25,1,0,7,6.5392597913742065,0.26157039165496826
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,20,10,1-18558,307,58,0,28,80.15703916549683,0.26109784744461506
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1-9607,12,4,1-9607,19,1,0,5,4.956614136695862,0.2608744282471506
489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,1-9578,16,9,1-9578,42,3,0,10,10.913228273391724,0.25983876841408865
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,14,16,1-18028,309,80,0,0,80.0,0.2588996763754045
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,18,6,MLG07,90,9,0,18,23.243810892105103,0.2582645654678345
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,13,13,MLG30,208,3,0,64,53.64466094970703,0.2579070237966684
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,8,2,1-4020,37,4,0,7,9.539259791374207,0.2578178321993029
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,12,4,MLG11,87,1,0,27,22.365716338157654,0.25707719928916845
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,19,7,1-20167,56,12,0,3,14.373968482017517,0.25667800860745565
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,12,4,1-9674,144,6,0,39,36.86159026622772,0.25598326573769253
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,1-5530,17,5,1-5530,7,1,0,1,1.7913228273391724,0.2559032610484532
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,5,19,1-2297,25,0,0,8,6.330582618713379,0.25322330474853516
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-3584,6,8,1-3584,26,5,0,2,6.582645654678345,0.2531786790260902
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,2,21,1-9805,26,5,0,2,6.582645654678345,0.2531786790260902
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-7066,17,5,1-7066,23,5,0,1,5.791322827339172,0.25179664466692053
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,9,15,1-8910,137,6,0,36,34.487621784210205,0.2517344655781767
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,9,15,1-1462,192,14,0,43,48.02688157558441,0.25014000820616883
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,1-18563,8,2,1-18563,8,2,0,0,2.0,0.25
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,1-5929,6,8,1-5929,4,1,0,0,1.0,0.25
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,15,12,1-1935,12,3,0,0,3.0,0.25
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,1,23,1-8532,4,1,0,0,1.0,0.25
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,15,12,1-6718,20,5,0,0,5.0,0.25
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,17,5,1-21192,4,1,0,0,1.0,0.25
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,1-19004,14,16,1-19004,60,15,0,0,15.0,0.25
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,13,13,1-7608,4,1,0,0,1.0,0.25
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,12,4,1-9404,100,13,0,15,24.869842410087585,0.24869842410087586
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,17,5,1-4747,25,3,0,4,6.1652913093566895,0.24661165237426758
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,1-0001,6,8,1-0001,17,1,0,4,4.1652913093566895,0.24501713584451115
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-6538,8,2,1-6538,44,6,0,6,10.747936964035034,0.24427129463715988
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,4,20,1-0296,41,10,0,0,10.0,0.24390243902439024
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,12,4,1-2294,75,8,0,13,18.28719675540924,0.2438292900721232
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,4,20,1-0027,29,7,0,0,7.0,0.2413793103448276
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,20,10,MLG78,80,12,0,9,19.12190544605255,0.2390238180756569
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,14,16,1-7122,197,47,0,0,47.0,0.23857868020304568
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,11,1,1-17907,119,28,0,0,28.0,0.23529411764705882
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,5,19,1-7770,11,1,0,2,2.5826456546783447,0.23478596860712225
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,12,4,1-5653,11,1,0,2,2.5826456546783447,0.23478596860712225
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,7,17,1-6734,44,4,0,8,10.330582618713379,0.23478596860712225
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,13,13,1-8622,54,0,0,16,12.661165237426758,0.23446602291531032
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,9,15,1-19166,45,1,0,12,10.495873928070068,0.23324164284600152
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,5,19,1-8988,29,2,0,6,6.747936964035034,0.23268748151844945
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,1,23,1-9946,12,2,0,1,2.7913228273391724,0.2326102356115977
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,12,4,1-5549,35,1,0,9,8.121905446052551,0.23205444131578717
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,18,6,MLG52,125,6,0,29,28.948361992836,0.231586895942688
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,10,11,1-0055,18,1,0,4,4.1652913093566895,0.2314050727420383
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,8,2,1-9496,39,9,0,0,9.0,0.23076923076923078
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-7341,19,7,1-7341,110,23,0,3,25.373968482017517,0.2306724407456138
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,19,7,1-4634,48,7,0,5,10.956614136695862,0.22826279451449713
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,6,8,1-9722,22,5,0,0,5.0,0.22727272727272727
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,8,2,1-5515,29,1,0,7,6.5392597913742065,0.22549171694393816
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,7,17,1-8018,58,2,0,14,13.078519582748413,0.22549171694393816
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,12,4,1-8820,83,6,0,16,18.661165237426758,0.2248333161135754
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,11,1,1-6611,89,20,0,0,20.0,0.2247191011235955
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,14,16,1-4355,49,11,0,0,11.0,0.22448979591836735
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,8,2,1-8590,24,3,0,3,5.373968482017517,0.22391535341739655
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,2,21,1-9452,16,2,0,2,3.5826456546783447,0.22391535341739655
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-8023,2,21,1-8023,16,2,0,2,3.5826456546783447,0.22391535341739655
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,5,19,1-9861,8,1,0,1,1.7913228273391724,0.22391535341739655
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,7,17,1-7991,46,0,0,13,10.28719675540924,0.22363471207411392
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,6,8,1-3564,41,6,0,4,9.16529130935669,0.22354369047211436
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,13,13,1-8066,86,1,0,23,19.200425028800964,0.2232607561488484
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,5,19,1-0037,35,3,0,6,7.747936964035034,0.2213696275438581
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,20,10,MLG62,525,52,0,81,116.09714901447296,0.22113742669423422
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,8,2,1-6974,207,22,0,30,45.73968482017517,0.22096466096702982
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,1-6916,9,15,1-6916,43,0,0,12,9.495873928070068,0.22083427739697833
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,19,7,1-5980,29,4,0,3,6.373968482017517,0.2197920166212937
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,14,16,1-5891,96,21,0,0,21.0,0.21875
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,2,21,MLG75,185,11,0,37,40.27894461154938,0.21772402492729392
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,11,1,1-3068,180,39,0,0,39.0,0.21666666666666667
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,1,23,1-9995,24,2,0,4,5.1652913093566895,0.2152204712231954
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,1-9588,11,1,1-9588,14,3,0,0,3.0,0.21428571428571427
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,15,12,1-1580,400,48,0,47,85.1921728849411,0.21298043221235274
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-7874,9,15,1-7874,258,13,0,53,54.940109848976135,0.21294616220533386
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,1-9996,20,10,1-9996,28,2,0,5,5.956614136695862,0.21273621916770935
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,2,21,1-9379,58,2,0,13,12.28719675540924,0.21184821992084898
513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,1-8094,9,15,1-8094,58,2,0,13,12.28719675540924,0.21184821992084898
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,11,1,1-8100,19,4,0,0,4.0,0.21052631578947367
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,9,15,1-6914,73,1,0,18,15.243810892105103,0.20881932728911098
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,8,2,1-1204,39,1,0,9,8.121905446052551,0.20825398579621926
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,12,4,1-9831,132,9,0,23,27.200425028800964,0.2060638259757649
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,1-9740,14,16,1-9740,34,7,0,0,7.0,0.20588235294117646
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,19,7,1-9497,150,14,0,21,30.61777937412262,0.20411852916081746
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,4,20,1-1390,98,20,0,0,20.0,0.20408163265306123
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,5,19,1-9270,128,11,0,19,26.035133719444275,0.2033994821831584
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,8,2,1-5775,244,25,0,31,49.53100764751434,0.20299593298161617
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,2,21,MLG32,52,5,0,7,10.539259791374207,0.20267807291104242
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,2,21,1-8529,56,8,0,4,11.16529130935669,0.19938020195279801
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,12,4,1-5197,72,8,0,8,14.330582618713379,0.1990358697043525
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,9,15,1-9110,29,1,0,6,5.747936964035034,0.1982047228977598
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,16,9,1-8093,4,0,0,1,0.7913228273391724,0.1978307068347931
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-17657,10,11,1-17657,8,0,0,2,1.5826456546783447,0.1978307068347931
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,17,5,1-9733,4,0,0,1,0.7913228273391724,0.1978307068347931
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,72-18936,9,15,72-18936,20,0,0,5,3.956614136695862,0.1978307068347931
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,17,5,1-3083,78,13,0,3,15.373968482017517,0.1971021600258656
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,10,11,1-2701,61,8,0,5,11.956614136695862,0.19601006781468627
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,14,16,1-9794,46,9,0,0,9.0,0.1956521739130435
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,15,12,MLG08,107,20,0,1,20.791322827339172,0.19431142829288947
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,19,7,1-1005,125,14,0,13,24.28719675540924,0.1942975740432739
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,5,19,1-18487,23,2,0,3,4.373968482017517,0.1901725426964138
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,7,17,1-7863,351,15,0,65,66.4359837770462,0.18927630705711168
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,5,19,1-5043,123,8,0,19,23.035133719444275,0.1872775099141811
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,17,5,1-17733,74,5,0,11,13.704551100730896,0.18519663649636345
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,12,4,MLG43,14,1,0,2,2.5826456546783447,0.18447468961988175
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,4,20,MLG59,71,13,0,0,13.0,0.18309859154929578
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,1-19839,8,2,1-19839,13,0,0,3,2.373968482017517,0.18261296015519363
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,4,20,MLG38,77,14,0,0,14.0,0.18181818181818182
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,8,2,1-1183,45,5,0,4,8.16529130935669,0.1814509179857042
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,17,5,1-19813,20,2,0,2,3.5826456546783447,0.17913228273391724
418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,1-6216,4,20,1-6216,45,8,0,0,8.0,0.17777777777777778
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,12,4,1-9925,93,7,0,12,16.49587392807007,0.1773749884738717
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,6,8,1-10451,46,1,0,9,8.121905446052551,0.17656316187070764
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,8,2,1-7897,95,12,0,6,16.747936964035034,0.17629407330563193
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,13,13,MLG72,9,0,0,2,1.5826456546783447,0.17584951718648276
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,4,20,1-17758,40,7,0,0,7.0,0.175
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,5,19,1-9963,116,10,0,13,20.28719675540924,0.1748896272018038
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,16,9,1-2034,16,2,0,1,2.7913228273391724,0.17445767670869827
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,10,11,1-5508,38,1,0,7,6.5392597913742065,0.17208578398353175
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-0129,5,19,1-0129,142,3,0,27,24.365716338157654,0.17158955167716658
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,4,20,1-1957,47,8,0,0,8.0,0.1702127659574468
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,7,17,1-20047,20,1,0,3,3.373968482017517,0.16869842410087585
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,2,21,1-2103,26,2,0,3,4.373968482017517,0.16822955700067374
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,5,19,1-3141,136,11,0,15,22.869842410087585,0.16816060595652638
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,9,15,1-18714,32,3,0,3,5.373968482017517,0.1679365150630474
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,1-9465,14,16,1-9465,18,3,0,0,3.0,0.16666666666666666
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-9907,17,5,1-9907,17,2,0,1,2.7913228273391724,0.164195460431716
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,12,4,1-3639,17,2,0,1,2.7913228273391724,0.164195460431716
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,1,23,1-5002,45,5,0,3,7.373968482017517,0.16386596626705593
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,2,21,MLG40,51,2,0,8,8.330582618713379,0.1633447572296741
96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,MLG37,16,9,MLG37,116,11,0,10,18.913228273391724,0.16304507132234244
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,1-2584,18,6,1-2584,36,5,0,1,5.791322827339172,0.16087007853719923
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,11,1,1-3516,156,25,0,0,25.0,0.16025641025641027
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,11,1,1-7530,25,4,0,0,4.0,0.16
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1-9185,10,11,1-9185,31,1,0,5,4.956614136695862,0.1598907786030923
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,8,2,1-5555,10,0,0,2,1.5826456546783447,0.15826456546783446
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,1-9712,13,13,1-9712,10,0,0,2,1.5826456546783447,0.15826456546783446
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,4,20,1-3052,166,26,0,0,26.0,0.1566265060240964
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,5,19,1-8421,109,9,0,10,16.913228273391724,0.1551672318659791
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,1-20467,17,5,1-20467,13,2,0,0,2.0,0.15384615384615385
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,4,20,1-9416,13,2,0,0,2.0,0.15384615384615385
529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,1-6217,20,10,1-6217,44,2,0,6,6.747936964035034,0.15336220372806897
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,1-9614,19,7,1-9614,30,3,0,2,4.582645654678345,0.15275485515594484
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,12,4,1-3087,26,0,0,5,3.956614136695862,0.1521774667959947
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,2,21,1-1942,34,2,0,4,5.1652913093566895,0.15192033262813792
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,10,11,1-7070,129,6,0,17,19.45248806476593,0.15079448112221652
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-18994,16,9,1-18994,28,1,0,4,4.1652913093566895,0.14876040390559606
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,5,19,1-19915,62,6,0,4,9.16529130935669,0.1478272791831724
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,7,17,1-9553,23,1,0,3,3.373968482017517,0.14669428182684857
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,2,21,1-1250,34,1,0,5,4.956614136695862,0.14578276872634888
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,1-9447,15,12,1-9447,7,1,0,0,1.0,0.14285714285714285
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,14,16,1-11329,14,2,0,0,2.0,0.14285714285714285
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,1-9504,13,13,1-9504,30,1,0,4,4.1652913093566895,0.13884304364522299
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,2,21,MLG39,23,0,0,4,3.1652913093566895,0.1376213612763778
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,9,15,1-7752,29,0,0,5,3.956614136695862,0.1364349702308918
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,11,1,1-8267,133,18,0,0,18.0,0.13533834586466165
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,4,20,1-5803,15,2,0,0,2.0,0.13333333333333333
532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,1-19447,10,11,1-19447,15,2,0,0,2.0,0.13333333333333333
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,5,19,1-10762,6,0,0,1,0.7913228273391724,0.13188713788986206
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,2,21,1-8157,75,1,0,11,9.704551100730896,0.12939401467641196
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,14,16,MLG68,642,82,0,0,82.0,0.1277258566978193
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,1-9345,15,12,1-9345,47,6,0,0,6.0,0.1276595744680851
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,2,21,MLG45,70,1,0,10,8.913228273391724,0.12733183247702462
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,1-5877,14,16,1-5877,79,10,0,0,10.0,0.12658227848101267
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,5,19,1-1570,142,10,0,10,17.913228273391724,0.1261494948830403
