Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,5,1-9491,10,80,18,1,13,1020.6646615564823,12.758308269456029
93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,5,MLG52,10,125,7,1,15,1010.0746094882488,8.080596875905991
368,368,368,368,368,368,368,368,368,368,368,368,368,1-6858,11,1-6858,21,23,7,0,6,8.22984379529953,0.35781929544780566
195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,7,1-9379,9,58,18,0,13,20.664661556482315,0.35628726821521234
165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,7,MLG59,9,71,21,0,15,24.074609488248825,0.339079006876744
124,124,124,124,124,124,124,124,124,124,124,124,124,1-0292,1,1-0292,1,99,29,0,22,33.50942724943161,0.3384790631255718
215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,13,MLG40,16,51,15,0,11,17.254713624715805,0.33832771813168244
239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,6,1-5002,11,45,12,0,15,15.074609488248825,0.334991321961085
84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,5,1-2382,10,139,40,0,26,45.32932311296463,0.32611023822276713
168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,7,MLG45,9,70,20,0,8,21.63979172706604,0.30913988181522917
43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,9,MLG14,6,232,62,0,44,71.01885449886322,0.3061157521502725
46,46,46,46,46,46,46,46,46,46,46,46,46,1-2282,10,1-2282,20,219,52,0,67,65.73325571417809,0.3001518525761556
332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,13,P-16616,16,28,7,0,5,8.024869829416275,0.28660249390772413
174,174,174,174,174,174,174,174,174,174,174,174,174,MLG41,7,MLG41,9,66,17,0,9,18.844765692949295,0.2855267529234742
176,176,176,176,176,176,176,176,176,176,176,176,176,1-6561,11,1-6561,21,65,16,0,11,18.254713624715805,0.28084174807255086
278,278,278,278,278,278,278,278,278,278,278,278,278,1-7845,4,1-7845,3,36,8,0,9,9.844765692949295,0.27346571369303596
11,11,11,11,11,11,11,11,11,11,11,11,11,MLG56,2,MLG56,2,511,137,0,11,139.2547136247158,0.27251411668241843
74,74,74,74,74,74,74,74,74,74,74,74,74,1-8074,7,1-8074,9,145,34,0,26,39.32932311296463,0.271236711123894
155,155,155,155,155,155,155,155,155,155,155,155,155,1-8157,7,1-8157,17,75,19,0,6,20.22984379529953,0.2697312506039937
151,151,151,151,151,151,151,151,151,151,151,151,151,MLG38,7,MLG38,9,77,19,0,8,20.63979172706604,0.26804924320864987
299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,9,MLG31,6,33,8,0,4,8.81989586353302,0.2672695716222127
267,267,267,267,267,267,267,267,267,267,267,267,267,1-5413,5,1-5413,10,39,9,0,6,10.22984379529953,0.2623036870589623
345,345,345,345,345,345,345,345,345,345,345,345,345,1-3584,11,1-3584,21,26,6,0,4,6.81989586353302,0.2623036870589623
54,54,54,54,54,54,54,54,54,54,54,54,54,1-1350,2,1-1350,2,195,49,0,7,50.434817761182785,0.25864009108298863
171,171,171,171,171,171,171,171,171,171,171,171,171,1-9645,9,1-9645,6,69,8,0,48,17.83875036239624,0.2585326139477716
281,281,281,281,281,281,281,281,281,281,281,281,281,1-3312,8,1-3312,8,36,7,0,11,9.254713624715805,0.25707537846432793
183,183,183,183,183,183,183,183,183,183,183,183,183,1-19915,11,1-19915,21,62,14,0,9,15.844765692949295,0.25556073698305315
51,51,51,51,51,51,51,51,51,51,51,51,51,MLG65,7,MLG65,9,201,48,0,13,50.664661556482315,0.25206299281831995
132,132,132,132,132,132,132,132,132,132,132,132,132,MLG55,10,MLG55,20,92,13,0,49,23.043724328279495,0.2504752644378206
203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,8,1-9938,8,55,9,0,23,13.714401215314865,0.2493527493693612
319,319,319,319,319,319,319,319,319,319,319,319,319,1-18935,10,1-18935,16,30,6,0,6,7.22984379529953,0.240994793176651
441,441,441,441,441,441,441,441,441,441,441,441,441,1-9997,6,1-9997,11,16,3,0,4,3.81989586353302,0.23874349147081375
47,47,47,47,47,47,47,47,47,47,47,47,47,1-0303,12,1-0303,15,212,34,0,78,49.98796933889389,0.23579230820232966
57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,17,MLG75,5,185,38,0,27,43.534297078847885,0.23532052475052911
22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,9,MLG50,6,319,65,0,46,74.42880243062973,0.23331912987658224
351,351,351,351,351,351,351,351,351,351,351,351,351,1-2324,17,1-2324,5,25,5,0,4,5.81989586353302,0.2327958345413208
111,111,111,111,111,111,111,111,111,111,111,111,111,1-0272,5,1-0272,10,111,17,0,40,25.1989586353302,0.22701764536333513
79,79,79,79,79,79,79,79,79,79,79,79,79,1-0129,11,1-0129,21,142,29,0,15,32.074609488248825,0.22587753160738608
118,118,118,118,118,118,118,118,118,118,118,118,118,MLG15,7,MLG15,9,105,12,0,56,23.47854208946228,0.22360516275678363
208,208,208,208,208,208,208,208,208,208,208,208,208,1-5355,2,1-5355,21,53,10,0,9,11.844765692949295,0.2234861451499867
104,104,104,104,104,104,104,104,104,104,104,104,104,1-9394,14,1-9394,17,117,14,0,59,26.093463987112045,0.22302105971890637
15,15,15,15,15,15,15,15,15,15,15,15,15,1-1580,15,1-1580,18,400,44,0,215,88.06940266489983,0.22017350666224955
440,440,440,440,440,440,440,440,440,440,440,440,440,1-2034,18,1-2034,19,16,2,0,7,3.434817761182785,0.21467611007392406
97,97,97,97,97,97,97,97,97,97,97,97,97,1-1833,10,1-1833,20,124,7,0,95,26.472526758909225,0.2134881190234615
406,406,406,406,406,406,406,406,406,406,406,406,406,1-3265,15,1-3265,18,19,3,0,5,4.024869829416275,0.21183525417980395
189,189,189,189,189,189,189,189,189,189,189,189,189,MLG10,9,MLG10,6,60,5,0,37,12.584036737680435,0.20973394562800726
228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,17,MLG60,5,47,9,0,4,9.81989586353302,0.20893395454325575
40,40,40,40,40,40,40,40,40,40,40,40,40,1-7807,18,1-7807,7,239,26,0,116,49.77698004245758,0.20827188302283506
331,331,331,331,331,331,331,331,331,331,331,331,331,1-5981,15,1-5981,18,28,5,0,4,5.81989586353302,0.20785342369760787
64,64,64,64,64,64,64,64,64,64,64,64,64,MLG29,6,MLG29,11,164,23,0,54,34.06859415769577,0.20773533022985224
62,62,62,62,62,62,62,62,62,62,62,62,62,1-6878,1,1-6878,1,167,22,0,57,33.683516055345535,0.20169770093021278
37,37,37,37,37,37,37,37,37,37,37,37,37,1-5775,9,1-5775,6,244,43,0,30,49.14921897649765,0.20143122531351496
371,371,371,371,371,371,371,371,371,371,371,371,371,1-6035,11,1-6035,21,23,4,0,3,4.614921897649765,0.20064877815868543
70,70,70,70,70,70,70,70,70,70,70,70,70,1-1224,8,1-1224,8,151,10,0,99,30.292422622442245,0.20061207034729964
45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,10,1-3596,20,223,27,0,86,44.62776106595993,0.20012448908502212
58,58,58,58,58,58,58,58,58,58,58,58,58,MLG49,4,MLG49,3,185,31,0,29,36.944245010614395,0.19969862167899674
85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,21,1-1131,12,138,27,0,0,27.0,0.1956521739130435
403,403,403,403,403,403,403,403,403,403,403,403,403,72-12171,20,72-12171,14,19,2,0,8,3.63979172706604,0.19156798563505473
20,20,20,20,20,20,20,20,20,20,20,20,20,1-8067,8,1-8067,8,322,39,0,108,61.13718831539154,0.1898670444577377
