Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,1,12,1-0296,41,16,0,5,17.132464557886124,0.4178649892167347
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,10,18,1-1015,155,46,0,82,64.57241874933243,0.41659624999569306
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,12,19,1-9379,58,20,0,12,22.717914938926697,0.3916881886021844
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,5,11,1-18709,33,11,0,8,12.811943292617798,0.38824070583690296
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,9,16,MLG48,159,47,0,50,58.32464557886124,0.3668216703073034
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,7,12,1-6693,98,33,0,10,35.26492911577225,0.35984621546706375
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,1,14,1-0303,212,66,0,44,75.96568810939789,0.35832871749715983
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,1,14,1-5002,45,12,0,13,14.944407850503922,0.3320979522334205
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,MLG13,3,4,MLG13,140,41,0,19,45.30336531996727,0.3235954665711948
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,9,16,1-3596,223,59,0,57,71.91009595990181,0.3224667980264655
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,3,18,1-7530,25,7,0,4,7.905971646308899,0.31623886585235594
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,5,11,1-0027,29,7,0,9,9.038436204195023,0.3116702139377594
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,4,21,MLG32,52,14,0,9,16.038436204195023,0.3084314654652889
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,21,13,1-0292,99,20,0,42,29.51270228624344,0.2981081039014489
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,23,12,1-5413,39,9,0,10,11.264929115772247,0.2888443363018525
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,18,10,1-6561,65,18,0,3,18.679478734731674,0.2873765959189488
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,2,7,1-7682,141,31,0,42,40.51270228624344,0.2873241296896698
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,6,15,MLG57,629,113,0,293,179.36242309212685,0.285154885679057
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,7,2,1-5980,29,8,0,1,8.226492911577225,0.2836721693647319
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,22,4,1-1770,35,8,0,8,9.811943292617798,0.2803412369319371
