,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-1183,21,14,1-1183,45,28,0,17,36.0724758207798,0.8016105737951067
1,1-7024,7,12,1-7024,498,112,0,206,209.8194128870964,0.4213241222632458
2,1-3447,11,2,1-3447,110,44,0,4,45.8994060754776,0.4172673279588872
3,1-9491,22,15,1-9491,80,21,0,26,33.3461394906044,0.416826743632555
4,1-10060,5,1,1-10060,36,4,0,23,14.9215849339962,0.4144884703887833
5,1-4531,9,13,1-4531,94,21,0,34,37.1449516415596,0.3951590600165915
6,MLG48,19,16,MLG48,159,27,0,73,61.6641608774662,0.3878249111790327
7,1-7682,2,19,1-7682,141,30,0,51,54.2174274623394,0.384520762144251
8,MLG50,16,4,MLG50,319,93,0,55,119.116833537817,0.3734070016859467
9,1-5002,3,5,1-5002,45,11,0,12,16.6982182264328,0.3710715161429511
10,1-1608,11,2,1-1608,307,83,0,65,113.865348726511,0.3708969013892866
11,1-1390,18,18,1-1390,98,27,0,18,35.5473273396492,0.3627278299964204
12,1-2382,18,18,1-2382,139,26,0,50,49.74257594347,0.3578602585861151
13,1-0129,13,11,1-0129,142,31,0,39,49.5192092359066,0.3487268256049761
14,1-2400,23,9,1-2400,49,7,0,21,16.9718818962574,0.3463649366583143
15,1-3139,9,13,1-3139,93,16,0,34,32.1449516415596,0.3456446413070925
16,MLG59,12,6,MLG59,71,20,0,9,24.2736636698246,0.341882586898938
17,1-1770,11,2,1-1770,35,11,0,2,11.9497030377388,0.3414200867925371
18,1-9394,17,21,1-9394,117,7,0,69,39.7647548019886,0.3398696991622957
19,MLG63,14,3,MLG63,380,54,0,153,126.6522823870182,0.3332954799658373
20,1-6611,23,9,1-6611,89,7,0,47,29.3180213868618,0.3294159706388966
21,1-0296,10,10,1-0296,41,9,0,9,13.2736636698246,0.3237478943859658
22,1-3516,19,16,1-3516,156,40,0,22,50.4467334151268,0.3233764962508128
23,MLG41,18,18,MLG41,66,18,0,7,21.3239606320858,0.3230903126073606
24,1-9270,13,11,1-9270,128,25,0,34,41.1449516415596,0.3214449346996844
25,1-19286,15,6,1-19286,40,10,0,6,12.8491091132164,0.32122772783041
26,1-9227,9,13,1-9227,801,101,0,326,255.8015951514244,0.3193528029356109
27,1-9379,18,18,1-9379,58,17,0,3,18.4245545566082,0.3176647337346241
28,1-1131,7,12,1-1131,138,39,0,10,43.748515188694,0.317018226005029
29,1-8285,22,15,1-8285,72,13,0,20,22.497030377388,0.3124587552415
30,1-19915,15,8,1-19915,62,15,0,9,19.2736636698246,0.3108655430616871
31,1-4494,22,8,1-4494,16,4,0,2,4.9497030377388,0.309356439858675
32,1-2294,5,1,1-2294,75,17,0,13,23.1730697453022,0.308974263270696
33,MLG13,8,22,MLG13,140,38,0,11,43.2233667075634,0.3087383336254528
34,1-6561,13,11,1-6561,65,9,0,23,19.9215849339962,0.30648592206148
35,1-8188,21,6,1-8188,140,21,0,45,42.368318349123,0.3026308453508786
36,1-9416,2,19,1-9416,13,2,0,4,3.8994060754776,0.2999543134982769
37,1-7004,23,9,1-7004,381,15,0,209,114.2439674437046,0.2998529329231092
38,1-1258,13,11,1-1258,435,27,0,217,130.0427795946598,0.2989489186084133
39,1-6035,3,5,1-6035,23,4,0,6,6.8491091132164,0.2977873527485391
40,1-5413,21,3,1-5413,39,3,0,18,11.5473273396492,0.2960853164012615
41,1-9794,17,14,1-9794,46,6,0,16,13.5976243019104,0.2956005283024
42,1-2297,21,14,1-2297,25,5,0,5,7.374257594347,0.29497030377388
43,1-8566,20,23,1-8566,5,1,0,1,1.4748515188694,0.29497030377388
44,1-1250,14,3,1-1250,34,0,0,21,9.9718818962574,0.2932906440075706
45,1-5043,13,11,1-5043,123,16,0,42,35.9437637925148,0.2922257218903642
46,1-3141,13,11,1-3141,136,12,0,58,39.5413880944252,0.2907455006943029
47,1-7991,6,17,1-7991,46,11,0,5,13.374257594347,0.2907447303118913
48,1-6532,6,18,1-6532,27,5,0,6,7.8491091132164,0.2907077449339407
49,1-1462,9,13,1-1462,192,42,0,29,55.7706940472126,0.2904723648292323
50,1-5161,20,23,1-5161,12,3,0,1,3.4748515188694,0.2895709599057833
51,1-9995,12,6,1-9995,24,6,0,2,6.9497030377388,0.2895709599057833
52,1-7496,10,10,1-7496,246,56,0,32,71.1952486038208,0.2894115796903284
53,1-17907,23,9,1-17907,119,12,0,47,34.3180213868618,0.2883867343433764
54,1-7070,2,19,1-7070,129,3,0,72,37.1893093585968,0.2882892198340837
55,1-9333,17,21,1-9333,102,8,0,45,29.368318349123,0.2879246896972843
56,1-19229,7,12,1-19229,38,9,0,4,10.8994060754776,0.2868264756704631
57,1-3596,19,16,1-3596,223,52,0,24,63.3964364528656,0.2842889527034332
58,1-8084,13,11,1-8084,82,18,0,11,23.2233667075634,0.2832117891166268
59,MLG62,21,14,MLG62,525,31,0,246,147.8134736418724,0.2815494736035664
60,1-7807,23,9,1-7807,239,34,0,70,67.239606320858,0.2813372649408284
61,MLG65,18,18,MLG65,201,55,0,3,56.4245545566082,0.2807191768985482
62,1-7152,7,12,1-7152,109,22,0,18,30.5473273396492,0.2802507095380661
63,MLG14,10,10,MLG14,232,55,0,21,64.9718818962574,0.280051215070075
64,1-9504,12,6,1-9504,30,6,0,5,8.374257594347,0.2791419198115666
65,1-6647,21,14,1-6647,62,13,0,9,17.2736636698246,0.278607478545558
66,1-0303,2,19,1-0303,212,13,0,97,59.0605973303318,0.278587723256282
67,1-3362,12,9,1-3362,117,14,0,39,32.5192092359066,0.277941959281253
68,MLG75,15,8,MLG75,185,46,0,11,51.2233667075634,0.2768830632841265
69,1-8023,21,14,1-8023,16,3,0,3,4.4245545566082,0.2765346597880125
70,MLG60,23,14,MLG60,47,12,0,2,12.9497030377388,0.275525596547634
71,72-0103,8,22,72-0103,71,1,0,39,19.5192092359066,0.2749184399423465
72,1-0405,1,24,1-0405,64,0,0,37,17.5695061981678,0.2745235343463719
73,1-9651,10,10,1-9651,38,8,0,5,10.374257594347,0.2730067787986052
74,1-8397,3,5,1-8397,51,3,0,23,13.9215849339962,0.2729722536077686
75,1-9283,2,19,1-9283,235,4,0,126,63.8312913775444,0.2716225165001889
76,1-9963,13,11,1-9963,116,11,0,43,31.4186153113842,0.2708501319946914
77,1-7441,8,4,1-7441,111,19,0,23,29.9215849339962,0.2695638282342
78,1-8551,23,9,1-8551,38,5,0,11,10.2233667075634,0.2690359659885105
79,1-8450,7,12,1-8450,52,13,0,2,13.9497030377388,0.2682635199565154
80,1-1350,2,19,1-1350,195,17,0,74,52.1390123963356,0.267379550750439
81,1-20467,3,5,1-20467,13,3,0,1,3.4748515188694,0.2672962706822615
82,1-10785,13,11,1-10785,279,18,0,119,74.5073307454586,0.2670513646790631
83,1-5980,3,5,1-5980,29,2,0,12,7.6982182264328,0.2654558009114758
84,MLG10,16,4,MLG10,60,11,0,10,15.748515188694,0.2624752531449
85,1-3068,9,13,1-3068,180,19,0,59,47.0162396132946,0.26120133118497
86,1-17835,4,7,1-17835,17,3,0,3,4.4245545566082,0.2602679150946
87,1-9436,21,14,1-9436,21,4,0,3,5.4245545566082,0.2583121217432476
88,1-9887,4,7,1-9887,36,5,0,9,9.2736636698246,0.2576017686062389
89,1-8400,16,4,1-8400,33,8,0,1,8.4748515188694,0.2568136823899818
90,1-8314,8,3,1-8314,36,4,0,11,9.2233667075634,0.25620463076565
91,1-6181,4,7,1-6181,659,76,0,193,167.6463431417942,0.2543950578782916
92,1-4649,18,18,1-4649,244,53,0,18,61.5473273396492,0.2522431448346279
93,1-1015,16,4,1-1015,155,18,0,44,38.8934668302536,0.250925592453249
94,1-8826,2,19,1-8826,123,18,0,27,30.8209910094738,0.2505771626786487
95,1-18004,1,24,1-18004,12,3,0,0,3.0,0.25
96,1-7608,4,7,1-7608,4,1,0,0,1.0,0.25
97,1-3089,7,2,1-3089,16,4,0,0,4.0,0.25
98,1-19205,4,7,1-19205,12,3,0,0,3.0,0.25
99,1-9946,13,1,1-9946,12,3,0,0,3.0,0.25
100,1-18234,4,7,1-18234,43,5,0,12,10.6982182264328,0.2487957727077395
101,1-5036,1,24,1-5036,14,3,0,1,3.4748515188694,0.2482036799192428
102,1-9498,15,8,1-9498,64,13,0,6,15.8491091132164,0.2476423298940062
103,1-5355,13,11,1-5355,53,6,0,15,13.122772783041,0.2475994864724717
