Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,12,18,1-1989,46,41,0,3,43.03807383775711,0.9356103008208068
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,17,5,1-7058,80,3,0,105,74.33258432149887,0.9291573040187359
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,4,7,1-3447,110,15,0,93,78.18028897047043,0.7107298997315493
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,13,10,MLG45,70,27,0,28,46.02202248573303,0.6574574640819004
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,13,10,1-5002,45,21,0,12,29.152295351028442,0.6478287855784098
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,12,18,1-9794,46,18,0,13,26.83165329694748,0.5832968108032061
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,19,3,1-6980,128,29,0,64,72.47890853881836,0.5662414729595184
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,18,19,MLG54,595,67,0,385,328.5528091788292,0.5521895952585365
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,7,6,MLG44,59,22,0,15,32.19036918878555,0.5455994777760264
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,11,4,MLG52,125,57,0,16,67.86972713470459,0.5429578170776367
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,7,6,MLG40,51,19,0,11,26.472937405109406,0.5190772040217531
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,19,3,1-1833,124,52,0,18,64.22844302654266,0.5179713147301828
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,3,9,1-7004,381,27,0,248,195.48077058792114,0.5130728886822077
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,3,11,1-7530,25,10,0,4,12.717431783676147,0.5086972713470459
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,15,8,MLG58,71,30,0,9,36.11422151327133,0.5086510072291737
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,10,17,MLG62,525,2,0,390,266.9495989084244,0.5084754264922369
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,17,5,1-1258,435,96,0,180,218.28443026542664,0.501803287966498
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,1,14,1-9379,58,27,0,3,29.03807383775711,0.5006564454785709
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,20,20,1-0008,230,3,0,162,113.05598723888397,0.49154777060384336
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,6,1,1-6974,207,17,0,123,100.56102734804153,0.48580206448329244
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,12,13,1-2335,145,38,0,45,68.57110756635666,0.47290419011280455
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,19,11,MLG55,92,17,0,39,43.49495989084244,0.47277130316133087
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,18,19,1-1390,98,31,0,22,45.94587481021881,0.4688354572471307
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,3,9,1-7496,246,54,0,90,115.14221513271332,0.46805778509233054
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,1,8,1-0027,29,12,0,2,13.358715891838074,0.46064537558062324
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,3,9,1-1015,155,51,0,30,71.3807383775711,0.46052089275852326
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,1,14,MLG32,52,15,0,13,23.83165329694748,0.45830102494129765
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,8,MLG75,185,65,0,29,84.70138043165207,0.4578452996305517
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,11,4,1-3206,45,17,0,5,20.396789729595184,0.4532619939910041
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,18,19,1-2382,139,29,0,50,62.96789729595184,0.45300645536656003
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,6,1,1-9768,241,107,0,3,109.03807383775711,0.4524401404056312
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,16,2,1-7268,70,30,0,2,31.358715891838074,0.44798165559768677
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,16,2,1-7682,141,45,0,26,62.66330659389496,0.444420614141099
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,15,3,MLG15,105,12,0,51,46.64725524187088,0.4442595737321036
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,3,9,1-7807,239,59,0,69,105.87569826841354,0.4429945534243245
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,19,3,MLG57,629,79,0,290,276.0138043165207,0.43881367935853843
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,4,7,1-3139,93,9,0,46,40.250465512275696,0.432800704433072
