Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,18,6,MLG56,511,80,1,106,1152.490777850151,2.255363557436695
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,18,6,MLG54,595,33,1,95,1097.968149960041,1.8453246217815815
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,7,13,1-10785,279,112,0,80,166.71002101898193,0.5975269570572829
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,14,14,1-10060,36,13,0,11,20.522627890110016,0.5700729969475005
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,14,14,MLG58,71,27,0,19,39.99362999200821,0.5632905632677213
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,18,6,1-2382,139,43,0,49,76.50988787412643,0.5504308480152981
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,10,10,1-7268,70,22,0,21,36.36138051748276,0.5194482931068966
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,13,12,1-7140,397,108,0,118,188.69728100299835,0.47530801260201094
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,7,13,1-0303,212,66,0,48,98.82601261138916,0.4661604368461753
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,18,17,MLG10,60,21,0,9,27.154877364635468,0.4525812894105911
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,13,12,1-6878,167,35,0,58,74.6647652387619,0.44709440262731676
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,6,8,1-7964,202,86,0,6,90.10325157642365,0.44605570087338436
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,1,6,1-7058,80,22,0,20,35.67750525474548,0.44596881568431856
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,6,8,1-7866,318,47,0,138,141.37478625774384,0.44457479955265355
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,13,12,MLG30,208,54,0,53,90.24538892507553,0.4338720621397862
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,11,2,1-3068,180,40,0,55,77.61313945055008,0.43118410805861157
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,10,10,1-9283,235,15,0,124,99.800532579422,0.4246831173592425
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,15,5,1-6647,62,18,0,12,26.20650315284729,0.4226855347233434
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,14,14,1-7122,197,47,0,53,83.24538892507553,0.4225654260156118
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,15,11,1-11350,100,34,0,12,42.20650315284729,0.4220650315284729
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-7066,17,5,1-7066,23,9,0,1,9.683875262737274,0.4210380549016206
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,12,9,1-6858,23,9,0,1,9.683875262737274,0.4210380549016206
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-8093,16,17,1-8093,4,1,0,1,1.6838752627372742,0.42096881568431854
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,17,5,1-9733,4,1,0,1,1.6838752627372742,0.42096881568431854
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,7,13,1-6909,36,9,0,9,15.154877364635468,0.42096881568431854
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,12,4,1-3087,26,0,0,16,10.942004203796387,0.42084631553063023
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,10,10,1-0003,17,3,0,6,7.103251576423645,0.41783832802492027
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,1,19,1-8095,46,13,0,9,19.154877364635468,0.4164103774920754
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,10,10,1-1350,195,47,0,50,81.19376313686371,0.416378272496737
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,7,13,1-8172,40,9,0,11,16.522627890110016,0.4130656972527504
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,17,5,1-1770,35,11,0,5,14.41937631368637,0.4119821803910392
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,20,9,1-6787,56,21,0,3,23.051625788211823,0.4116361747894968
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,6,8,1-3523,543,143,0,117,223.01340574026108,0.4107060879194495
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,15,11,1-3265,19,5,0,4,7.735501050949097,0.40713163426047877
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,6,8,1-3206,45,14,0,6,18.103251576423645,0.402294479476081
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,18,6,1-9752,22,2,0,10,8.838752627372742,0.40176148306239734
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,17,5,1-8566,5,2,0,0,2.0,0.4
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,3,18,1-5424,5,2,0,0,2.0,0.4
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,8,1,1-4051,5,2,0,0,2.0,0.4
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,9,15,1-18423,47,1,0,26,18.78075683116913,0.3995905708759389
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,17,5,MLG60,47,16,0,4,18.735501050949097,0.3986276819350872
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-4149,6,8,1-4149,16,5,0,2,6.367750525474548,0.39798440784215927
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,9,15,1-4531,94,6,0,45,36.77438682317734,0.39121688109763125
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,18,6,1-11330,14,0,0,8,5.471002101898193,0.39078586442129953
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,11,2,1-0272,111,35,0,12,43.20650315284729,0.3892477761517774
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,10,10,1-9286,81,11,0,30,31.516257882118225,0.389089603482941
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,11,2,1-20578,19,6,0,2,7.367750525474548,0.38777634344602885
