,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-0008,8,10,1-0008,230,168,0,96,219.9228687286377,0.9561863857766856
1,1-18028,21,9,1-18028,309,221,0,74,261.0238779783249,0.8447374691855174
2,1-2545,11,11,1-2545,145,29,0,72,67.94215154647827,0.4685665623895053
3,1-9379,19,4,1-9379,58,10,0,30,26.22589647769928,0.4521706289258496
4,1-0296,7,11,1-0296,41,8,0,19,18.27640110254288,0.4457658805498263
5,1-1390,19,4,1-1390,98,29,0,26,43.06244361400604,0.4394126899388371
6,1-5002,22,3,1-5002,45,17,0,5,19.704316079616547,0.4378736906581454
7,1-6858,19,4,1-6858,23,2,0,14,9.57208502292633,0.4161776096924491
8,1-3535,9,8,1-3535,315,83,0,87,130.0550997853279,0.4128733326518346
9,1-10468,20,13,1-10468,549,103,0,220,221.98990750312805,0.4043532012807432
10,MLG14,19,4,MLG14,232,54,0,73,93.48301476240158,0.4029440291482827
11,1-1608,15,12,1-1608,307,92,0,58,123.37006652355194,0.4018568942135242
12,P-16616,9,8,P-16616,28,3,0,15,11.11294823884964,0.3968910085303442
13,MLG60,17,16,MLG60,47,17,0,3,18.622589647769928,0.3962253116546793
14,MLG75,17,16,MLG75,185,64,0,17,73.19467467069626,0.3956468901118716
15,MLG50,21,9,MLG50,319,93,0,52,121.12488722801208,0.3797018408401633
16,1-9938,20,13,1-9938,55,12,0,16,20.65381145477295,0.3755238446322354
17,1-4319,20,13,1-4319,163,37,0,44,60.79798150062561,0.3729937515375804
18,1-6980,16,2,1-6980,128,47,0,1,47.54086321592331,0.3714129938744008
19,1-1317,20,13,1-1317,414,74,0,146,152.96602952480316,0.3694831631033893
20,MLG64,18,5,MLG64,245,63,0,50,90.04316079616547,0.3675231052904713
21,1-8427,18,5,1-8427,189,22,0,87,69.05509978532791,0.3653708983350683
22,1-3052,10,15,1-3052,166,24,0,67,60.237835466861725,0.3628785269088055
23,1-9283,8,10,1-9283,235,75,0,18,84.73553788661957,0.3605767569643386
24,1-6927,20,13,1-6927,179,39,0,47,64.42057114839554,0.359891458929584
25,1-7866,11,11,1-7866,318,80,0,63,114.07438260316847,0.3587244735948695
26,1-9394,15,12,1-9394,117,31,0,20,41.81726431846619,0.357412515542446
