,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
341,1-3646,5,1-3646,11,7,0,0,1,0.9717327952384948,0.1388189707483564
342,1-0405,18,1-0405,21,64,0,0,9,8.745595157146454,0.1366499243304133
343,1-9752,9,1-9752,1,22,3,0,0,3.0,0.1363636363636363
344,1-2335,14,1-2335,17,145,8,0,12,19.66079354286194,0.1355916796059444
345,1-5775,22,1-5775,6,244,0,0,34,33.038915038108826,0.135405389500446
346,1-2584,20,1-2584,7,36,0,0,5,4.858663976192474,0.1349628882275687
347,1-9338,22,1-9338,6,29,0,0,4,3.88693118095398,0.1340321096880682
348,MLG54,24,MLG54,12,595,0,0,82,79.68208920955658,0.1339194776631203
349,1-19222,5,1-19222,11,15,2,0,0,2.0,0.1333333333333333
350,MLG10,22,MLG10,6,60,0,0,8,7.773862361907959,0.129564372698466
351,1-1592,25,1-1592,13,32,4,0,0,4.0,0.125
352,1-1224,1,1-1224,8,151,4,0,15,18.575991928577423,0.1230198140965392
353,P-16454,13,P-16454,16,8,0,0,1,0.9717327952384948,0.1214665994048118
354,1-4319,1,1-4319,8,163,7,0,13,19.63252633810044,0.1204449468595118
355,1-7481,17,1-7481,20,33,3,0,1,3.971732795238495,0.1203555392496513
356,1-8328,20,1-8328,7,114,0,0,14,13.604259133338928,0.1193356064327976
357,1-9609,22,1-9609,1,25,0,0,3,2.9151983857154846,0.1166079354286193
358,1-9331,11,1-9331,4,25,0,0,3,2.9151983857154846,0.1166079354286193
359,1-9417,1,1-9417,8,76,3,0,6,8.83039677143097,0.116189431203039
360,1-6927,1,1-6927,8,179,5,0,16,20.54772472381592,0.1147917582336084
361,1-9907,18,1-9907,21,17,0,0,2,1.9434655904769893,0.1143215053221758
362,1-5425,1,1-5425,8,17,0,0,2,1.9434655904769893,0.1143215053221758
363,1-7897,14,1-7897,17,95,2,0,9,10.745595157146454,0.1131115279699626
364,1-6538,14,1-6538,17,44,3,0,2,4.94346559047699,0.1123514906926588
365,1-9076,25,1-9076,1,9,1,0,0,1.0,0.1111111111111111
366,1-9655,14,1-9655,17,27,3,0,0,3.0,0.1111111111111111
367,1-19897,14,1-19897,17,53,1,0,5,5.858663976192474,0.1105408297394806
368,1-6531,9,1-6531,1,27,0,0,3,2.9151983857154846,0.1079703105820549
369,1-2869,16,1-2869,10,9,0,0,1,0.9717327952384948,0.1079703105820549
370,1-8544,24,1-8544,11,54,0,0,6,5.830396771430969,0.1079703105820549
371,1-8113,11,1-8113,4,9,0,0,1,0.9717327952384948,0.1079703105820549
372,1-6914,15,1-6914,14,73,2,0,6,7.830396771430969,0.1072657091976845
373,1-9818,13,1-9818,16,28,0,0,3,2.9151983857154846,0.1041142280612673
374,1-9996,18,1-9996,21,28,0,0,3,2.9151983857154846,0.1041142280612673
375,1-18203,14,1-18203,17,29,2,0,1,2.971732795238495,0.1024735446633963
376,1-9607,20,1-9607,7,19,0,0,2,1.9434655904769893,0.1022876626566836
377,1-7042,17,1-7042,20,117,9,0,3,11.915198385715485,0.1018393024420126
378,1-1836,17,1-1836,20,20,1,0,1,1.9717327952384949,0.0985866397619247
379,1-17758,1,1-17758,8,40,1,0,3,3.9151983857154846,0.0978799596428871
380,MLG73,14,MLG73,1,10,0,0,1,0.9717327952384948,0.0971732795238494
381,1-4088,18,1-4088,21,30,0,0,3,2.9151983857154846,0.0971732795238494
382,1-9712,20,1-9712,7,10,0,0,1,0.9717327952384948,0.0971732795238494
383,MLG32,25,MLG32,13,52,5,0,0,5.0,0.0961538461538461
384,1-5197,1,1-5197,8,72,3,0,4,6.88693118095398,0.0956518219576941
385,1-6227,18,1-6227,21,52,1,0,4,4.88693118095398,0.0939794457875765
386,1-17733,1,1-17733,8,74,2,0,5,6.858663976192474,0.0926846483269253
387,1-9938,1,1-9938,8,55,2,0,3,4.915198385715485,0.0893672433766451
388,1-9404,1,1-9404,8,100,5,0,4,8.88693118095398,0.0888693118095397
389,1-9457,1,1-9457,8,11,0,0,1,0.9717327952384948,0.0883393450216813
390,1-19598,9,1-19598,1,11,0,0,1,0.9717327952384948,0.0883393450216813
391,1-8578,5,1-8578,14,11,0,0,1,0.9717327952384948,0.0883393450216813
392,1-1183,14,1-1183,10,45,3,0,1,3.971732795238495,0.0882607287830776
393,1-7991,4,1-7991,18,46,4,0,0,4.0,0.0869565217391304
394,MLG44,25,MLG44,13,59,5,0,0,5.0,0.0847457627118644
395,1-1131,24,1-1131,12,138,0,0,12,11.660793542861938,0.0844985039337821
396,1-6743,1,1-6743,8,58,1,0,4,4.88693118095398,0.0842574341543789
397,1-5549,1,1-5549,10,35,1,0,2,2.9434655904769897,0.0840990168707711
398,1-9925,20,1-9925,7,93,0,0,8,7.773862361907959,0.083589917869978
399,1-19205,18,1-19205,21,12,1,0,0,1.0,0.0833333333333333
400,1-18423,1,1-18423,8,47,1,0,3,3.9151983857154846,0.0833020933130954
401,72-0103,7,72-0103,14,71,1,0,5,5.858663976192474,0.0825163940308799
402,1-6909,13,1-6909,16,36,1,0,2,2.9434655904769897,0.0817629330688052
403,1-8314,18,1-8314,21,36,0,0,3,2.9151983857154846,0.0809777329365412
404,1-10060,1,1-10060,8,36,0,0,3,2.9151983857154846,0.0809777329365412
405,1-9610,17,1-9610,20,49,2,0,2,3.9434655904769897,0.0804788896015712
406,1-7341,18,1-7341,21,110,2,0,7,8.802129566669464,0.0800193596969951
407,1-2714,13,1-2714,16,61,0,0,5,4.858663976192474,0.0796502291179094
408,1-1317,1,1-1317,8,414,16,0,17,32.51945751905441,0.0785494142972328
409,1-7530,22,1-7530,6,25,0,0,2,1.9434655904769893,0.0777386236190795
410,1-9237,13,1-9237,16,38,1,0,2,2.9434655904769897,0.077459620802026
411,1-18498,25,1-18498,13,13,1,0,0,1.0,0.0769230769230769
412,1-9805,17,1-9805,20,26,2,0,0,2.0,0.0769230769230769
413,1-6974,14,1-6974,17,207,9,0,7,15.802129566669464,0.0763387901771471
414,1-3087,15,1-3087,4,26,0,0,2,1.9434655904769893,0.0747486765568073
415,1-9416,20,1-9416,7,13,0,0,1,0.9717327952384948,0.0747486765568073
416,1-20467,5,1-20467,11,13,0,0,1,0.9717327952384948,0.0747486765568073
417,1-18735,9,1-18735,1,27,1,0,1,1.9717327952384949,0.0730271405643886
418,1-8820,1,1-8820,8,83,1,0,5,5.858663976192474,0.0705863129661743
419,MLG58,25,MLG58,13,71,5,0,0,5.0,0.0704225352112676
420,MLG42,14,MLG42,17,14,0,0,1,0.9717327952384948,0.0694094853741782
421,1-6918,24,1-6918,12,43,0,0,3,2.9151983857154846,0.0677953112957089
422,1-19447,14,1-19447,1,15,1,0,0,1.0,0.0666666666666666
423,1-8023,25,1-8023,4,16,1,0,0,1.0,0.0625
424,1-20641,18,1-20641,21,16,1,0,0,1.0,0.0625
425,1-6228,18,1-6228,21,48,1,0,2,2.9434655904769897,0.0613221998016039
426,1-9997,24,1-9997,11,16,0,0,1,0.9717327952384948,0.0607332997024059
427,1-9452,24,1-9452,4,16,0,0,1,0.9717327952384948,0.0607332997024059
428,1-9740,18,1-9740,21,34,2,0,0,2.0,0.0588235294117647
429,1-8678,22,1-8678,6,17,0,0,1,0.9717327952384948,0.0571607526610879
430,1-17835,22,1-17835,1,17,0,0,1,0.9717327952384948,0.0571607526610879
431,1-1942,24,1-1942,12,34,0,0,2,1.9434655904769893,0.0571607526610879
432,1-9761,25,1-9761,13,35,2,0,0,2.0,0.0571428571428571
433,1-7122,17,1-7122,20,197,10,0,1,10.971732795238497,0.0556940751027334
434,1-9270,25,1-9270,13,128,7,0,0,7.0,0.0546875
435,1-9674,1,1-9674,8,144,2,0,6,7.830396771430969,0.0543777553571595
436,1-6642,16,1-6642,10,36,0,0,2,1.9434655904769893,0.0539851552910274
437,1-8124,1,1-8124,8,18,0,0,1,0.9717327952384948,0.0539851552910274
438,1-9465,5,1-9465,11,18,0,0,1,0.9717327952384948,0.0539851552910274
439,MLG17,14,MLG17,17,153,2,0,6,7.830396771430969,0.0511790638655618
440,1-20047,18,1-20047,21,20,0,0,1,0.9717327952384948,0.0485866397619247
441,1-4649,24,1-4649,12,244,0,0,12,11.660793542861938,0.0477901374707456
442,1-0296,20,1-0296,7,41,0,0,2,1.9434655904769893,0.0474015997677314
443,1-7441,25,1-7441,13,111,5,0,0,5.0,0.045045045045045
444,1-9722,14,1-9722,17,22,0,0,1,0.9717327952384948,0.0441696725108406
445,1-18487,25,1-18487,13,23,1,0,0,1.0,0.0434782608695652
446,1-10451,25,1-10451,13,46,2,0,0,2.0,0.0434782608695652
447,1-8095,25,1-8095,13,46,2,0,0,2.0,0.0434782608695652
448,1-7839,4,1-7839,20,24,1,0,0,1.0,0.0416666666666666
449,1-10696,18,1-10696,21,24,0,0,1,0.9717327952384948,0.0404888664682706
450,1-9995,20,1-9995,1,24,0,0,1,0.9717327952384948,0.0404888664682706
451,1-2294,1,1-2294,8,75,3,0,0,3.0,0.04
452,1-9831,1,1-9831,8,132,2,0,3,4.915198385715485,0.0372363514069354
453,1-8018,25,1-8018,13,58,2,0,0,2.0,0.0344827586206896
454,1-19549,18,1-19549,21,29,0,0,1,0.9717327952384948,0.033508027422017
455,1-8541,24,1-8541,12,232,0,0,8,7.773862361907959,0.033508027422017
456,1-7722,4,1-7722,18,60,2,0,0,2.0,0.0333333333333333
457,MLG64,25,MLG64,13,245,8,0,0,8.0,0.0326530612244898
458,1-9614,5,1-9614,11,30,0,0,1,0.9717327952384948,0.0323910931746165
459,1-8127,25,1-8127,13,32,1,0,0,1.0,0.03125
460,1-7467,25,1-7467,13,64,2,0,0,2.0,0.03125
461,1-2670,18,1-2670,21,104,1,0,2,2.9434655904769897,0.0283025537545864
462,1-9645,22,1-9645,6,69,0,0,2,1.9434655904769893,0.0281661679779273
463,1-3447,24,1-3447,12,110,0,0,3,2.9151983857154846,0.0265018035065044
464,1-7509,14,1-7509,17,40,1,0,0,1.0,0.025
465,1-6916,5,1-6916,20,43,1,0,0,1.0,0.0232558139534883
466,1-6919,17,1-6919,3,43,1,0,0,1.0,0.0232558139534883
467,1-18234,25,1-18234,1,43,1,0,0,1.0,0.0232558139534883
468,1-8418,2,1-8418,9,46,1,0,0,1.0,0.0217391304347826
469,1-6006,18,1-6006,21,57,1,0,0,1.0,0.0175438596491228
470,1-9955,5,1-9955,11,60,1,0,0,1.0,0.0166666666666666
471,MLG09,18,MLG09,21,125,0,0,2,1.9434655904769893,0.0155477247238159
472,1-8659,24,1-8659,12,91,0,0,1,0.9717327952384948,0.0106783823652581
473,1-1015,25,1-1015,13,155,1,0,0,1.0,0.0064516129032258
474,1-7527,9,1-7527,1,1,0,0,0,0.0,0.0
475,1-4926,25,1-4926,11,4,0,0,0,0.0,0.0
476,1-8020,9,1-8020,1,56,0,0,0,0.0,0.0
477,1-5530,25,1-5530,13,7,0,0,0,0.0,0.0
478,1-4051,25,1-4051,13,5,0,0,0,0.0,0.0
479,1-3175,24,1-3175,12,6,0,0,0,0.0,0.0
480,1-19567,15,1-19567,4,2,0,0,0,0.0,0.0
481,1-5167,22,1-5167,6,24,0,0,0,0.0,0.0
482,1-4929,1,1-4929,21,10,0,0,0,0.0,0.0
483,1-8401,9,1-8401,1,57,0,0,0,0.0,0.0
484,1-3519,4,1-3519,18,27,0,0,0,0.0,0.0
485,1-6971,5,1-6971,11,10,0,0,0,0.0,0.0
486,1-8623,9,1-8623,1,5,0,0,0,0.0,0.0
487,1-18563,17,1-18563,1,8,0,0,0,0.0,0.0
488,1-4847,1,1-4847,10,2,0,0,0,0.0,0.0
489,MLG43,25,MLG43,4,14,0,0,0,0.0,0.0
490,1-7525,11,1-7525,4,6,0,0,0,0.0,0.0
491,1-10698,22,1-10698,6,6,0,0,0,0.0,0.0
492,1-9733,20,1-9733,7,4,0,0,0,0.0,0.0
493,1-0003,22,1-0003,6,17,0,0,0,0.0,0.0
494,1-3216,20,1-3216,7,5,0,0,0,0.0,0.0
495,1-10948,9,1-10948,1,2,0,0,0,0.0,0.0
496,1-2596,10,1-2596,2,35,0,0,0,0.0,0.0
497,1-17657,22,1-17657,6,8,0,0,0,0.0,0.0
498,1-7721,9,1-7721,1,20,0,0,0,0.0,0.0
499,1-7453,11,1-7453,4,13,0,0,0,0.0,0.0
500,1-6931,9,1-6931,1,1,0,0,0,0.0,0.0
501,1-9455,1,1-9455,1,2,0,0,0,0.0,0.0
502,1-3521,9,1-3521,1,22,0,0,0,0.0,0.0
503,1-8186,12,1-8186,16,26,0,0,0,0.0,0.0
504,1-10922,9,1-10922,1,1,0,0,0,0.0,0.0
505,1-9838,18,1-9838,21,3,0,0,0,0.0,0.0
506,1-4149,12,1-4149,15,16,0,0,0,0.0,0.0
507,1-17645,4,1-17645,18,9,0,0,0,0.0,0.0
508,1-19927,9,1-19927,1,1,0,0,0,0.0,0.0
509,1-21195,9,1-21195,1,1,0,0,0,0.0,0.0
510,1-7842,24,1-7842,10,21,0,0,0,0.0,0.0
511,1-4910,9,1-4910,1,4,0,0,0,0.0,0.0
512,1-9588,2,1-9588,9,14,0,0,0,0.0,0.0
513,1-2025,9,1-2025,1,41,0,0,0,0.0,0.0
514,1-9739,14,1-9739,17,31,0,0,0,0.0,0.0
515,1-2153,8,1-2153,18,13,0,0,0,0.0,0.0
516,1-1207,24,1-1207,10,66,0,0,0,0.0,0.0
517,1-3104,24,1-3104,14,16,0,0,0,0.0,0.0
518,1-3178,9,1-3178,1,6,0,0,0,0.0,0.0
519,1-5653,25,1-5653,21,11,0,0,0,0.0,0.0
520,1-8352,9,1-8352,1,1,0,0,0,0.0,0.0
521,1-2104,9,1-2104,1,36,0,0,0,0.0,0.0
522,1-0001,12,1-0001,15,17,0,0,0,0.0,0.0
523,1-7608,9,1-7608,1,4,0,0,0,0.0,0.0
524,1-18202,1,1-18202,4,23,0,0,0,0.0,0.0
525,1-10951,4,1-10951,18,1,0,0,0,0.0,0.0
526,1-0022,18,1-0022,21,18,0,0,0,0.0,0.0
527,1-8125,14,1-8125,17,21,0,0,0,0.0,0.0
528,1-5424,1,1-5424,14,5,0,0,0,0.0,0.0
529,1-9253,9,1-9253,1,24,0,0,0,0.0,0.0
530,1-19924,9,1-19924,1,1,0,0,0,0.0,0.0
531,MLG07,25,MLG07,13,90,0,0,0,0.0,0.0
532,1-7993,25,1-7993,14,24,0,0,0,0.0,0.0
533,72-11994,1,72-11994,8,8,0,0,0,0.0,0.0
534,1-9731,2,1-9731,9,11,0,0,0,0.0,0.0
535,1-4361,9,1-4361,1,10,0,0,0,0.0,0.0
536,1-20003,9,1-20003,1,21,0,0,0,0.0,0.0
537,1-9855,22,1-9855,6,8,0,0,0,0.0,0.0
538,1-3551,1,1-3551,8,6,0,0,0,0.0,0.0
539,1-9643,9,1-9643,1,8,0,0,0,0.0,0.0
540,1-6217,1,1-6217,8,44,0,0,0,0.0,0.0
541,1-8174,2,1-8174,9,45,0,0,0,0.0,0.0
542,1-10978,9,1-10978,1,1,0,0,0,0.0,0.0
543,1-9606,18,1-9606,21,16,0,0,0,0.0,0.0
544,1-7536,24,1-7536,14,17,0,0,0,0.0,0.0
545,1-4855,24,1-4855,12,22,0,0,0,0.0,0.0
546,1-6028,10,1-6028,2,2,0,0,0,0.0,0.0
547,1-3647,9,1-3647,1,5,0,0,0,0.0,0.0
548,1-5555,1,1-5555,8,10,0,0,0,0.0,0.0
549,1-7770,14,1-7770,17,11,0,0,0,0.0,0.0
550,1-0033,22,1-0033,6,10,0,0,0,0.0,0.0
551,1-19839,7,1-19839,14,13,0,0,0,0.0,0.0
552,1-8767,1,1-8767,8,48,0,0,0,0.0,0.0
553,1-2297,1,1-2297,8,25,0,0,0,0.0,0.0
554,1-5406,3,1-5406,19,10,0,0,0,0.0,0.0
555,1-8641,9,1-8641,1,30,0,0,0,0.0,0.0
556,72-18936,9,72-18936,1,20,0,0,0,0.0,0.0
557,72-12387,25,72-12387,13,71,0,0,0,0.0,0.0
558,P-0009,14,P-0009,17,7,0,0,0,0.0,0.0
559,1-19568,9,1-19568,1,2,0,0,0,0.0,0.0
560,1-8021,14,1-8021,17,58,0,0,0,0.0,0.0
561,1-18409,1,1-18409,8,22,0,0,0,0.0,0.0
562,1-10071,18,1-10071,21,30,0,0,0,0.0,0.0
563,1-10232,1,1-10232,8,5,0,0,0,0.0,0.0
564,1-8988,24,1-8988,1,29,0,0,0,0.0,0.0
565,1-2178,2,1-2178,9,12,0,0,0,0.0,0.0
