,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG56,9,20,MLG56,511,50,1,94,1119.5318130254743,2.1908646047465257
1,MLG54,9,20,MLG54,595,42,1,131,1138.900718152523,1.914118854037853
2,1-2545,22,8,1-2545,145,79,0,25,97.49250346422195,0.6723620928567031
3,1-1608,18,11,1-1608,307,60,0,187,198.32392591238025,0.6460062733302288
4,MLG59,5,13,MLG59,71,26,0,21,41.53370290994644,0.5849817311260063
5,1-7024,2,12,1-7024,498,84,0,265,280.0205367207527,0.5622902343790215
6,1-6858,11,5,1-6858,23,4,0,11,12.13670152425766,0.5276826749677244
7,1-7866,2,12,1-7866,318,67,0,135,166.85951870679855,0.524715467631442
8,MLG32,19,16,MLG32,52,11,0,22,27.27340304851532,0.5244885201637561
9,MLG29,8,15,MLG29,164,31,0,70,82.77900969982147,0.5047500591452528
10,1-0278,5,13,1-0278,79,9,0,41,39.327705681324005,0.4978190592572659
11,1-8084,8,15,1-8084,82,13,0,37,40.36890512704849,0.492303721061567
12,P-16616,13,8,P-16616,28,8,0,7,13.177900969982147,0.4706393203565052
13,MLG55,16,7,MLG55,92,37,0,8,42.91760110855103,0.4664956642233807
14,MLG78,19,16,MLG78,80,24,0,16,35.83520221710205,0.4479400277137756
15,MLG75,19,16,MLG75,185,32,0,66,80.82020914554596,0.4368659953813295
16,1-4355,22,8,1-4355,49,11,0,14,21.35580193996429,0.4358326926523325
17,MLG52,9,20,MLG52,125,16,0,52,54.46440720558167,0.4357152576446533
18,1-9516,19,16,1-9516,76,22,0,15,33.09550207853317,0.4354671326122786
19,MLG64,11,9,MLG64,245,50,0,74,104.73781025409698,0.427501266343253
20,MLG51,6,10,MLG51,248,40,0,88,105.09361219406128,0.4237645652986342
21,1-4929,7,6,1-4929,10,2,0,3,4.2191004157066345,0.4219100415706635
22,1-9645,20,24,1-9645,69,29,0,0,29.0,0.4202898550724637
23,MLG58,11,9,MLG58,71,18,0,16,29.83520221710205,0.4202141157338317
24,1-6098,8,15,1-6098,1327,336,0,299,557.1703414320946,0.4198721487807796
25,MLG68,5,13,MLG68,642,81,0,254,268.88383519649506,0.4188221732032633
26,1-3104,6,10,1-3104,16,3,0,5,6.698500692844391,0.4186562933027744
27,1-9997,8,4,1-9997,16,3,0,5,6.698500692844391,0.4186562933027744
28,1-9892,6,10,1-9892,22,4,0,7,9.177900969982147,0.4171773168173703
29,72-12171,18,11,72-12171,19,2,0,8,7.917601108551025,0.416715847818475
30,1-10696,10,14,1-10696,24,10,0,0,10.0,0.4166666666666667
31,1-1258,14,18,1-1258,435,58,0,165,180.0505228638649,0.4139092479629078
32,1-6693,8,15,1-6693,98,22,0,25,40.492503464221954,0.4131888108594077
33,1-3523,22,8,1-3523,543,62,0,216,221.77522993087769,0.4084258378100878
34,1-7842,9,20,1-7842,21,4,0,6,8.438200831413269,0.4018190872101557
35,1-0055,18,11,1-0055,18,5,0,3,7.219100415706634,0.4010611342059241
36,1-8124,11,9,1-8124,18,5,0,3,7.219100415706634,0.4010611342059241
37,1-6974,5,13,1-6974,207,41,0,56,82.42320775985718,0.3981797476321603
38,1-5406,8,15,1-5406,10,1,0,4,3.9588005542755127,0.3958800554275513
39,1-7614,12,14,1-7614,72,24,0,6,28.43820083141327,0.3949750115474065
40,1-6611,11,9,1-6611,89,21,0,19,35.054302632808685,0.3938685689079627
41,1-10451,14,18,1-10451,46,7,0,15,18.095502078533173,0.3933804799681124
42,1-18377,5,13,1-18377,14,4,0,2,5.479400277137756,0.3913857340812683
43,1-1942,19,14,1-1942,34,8,0,7,13.177900969982147,0.3875853226465337
44,1-9491,1,2,1-9491,80,25,0,8,30.917601108551025,0.3864700138568878
45,1-17758,17,3,1-17758,40,11,0,6,15.438200831413267,0.3859550207853317
46,1-8910,10,14,1-8910,137,48,0,6,52.43820083141327,0.3827605900103158
47,MLG62,6,10,MLG62,525,13,0,251,198.6647347807884,0.3784090186300732
48,1-2324,5,13,1-2324,25,5,0,6,9.438200831413267,0.3775280332565308
49,1-8488,15,4,1-8488,23,2,0,9,8.657301247119904,0.3764044020486914
50,1-4149,15,4,1-4149,16,6,0,0,6.0,0.375
51,1-9752,13,17,1-9752,22,6,0,3,8.219100415706635,0.3735954734412106
52,MLG45,17,3,MLG45,70,9,0,23,26.0131031870842,0.3716157598154885
53,1-19567,15,4,1-19567,2,0,0,1,0.7397001385688782,0.3698500692844391
54,1-19568,19,16,1-19568,2,0,0,1,0.7397001385688782,0.3698500692844391
55,1-6028,1,2,1-6028,2,0,0,1,0.7397001385688782,0.3698500692844391
56,1-8627,11,9,1-8627,25,7,0,3,9.219100415706636,0.3687640166282653
57,MLG44,1,2,MLG44,59,18,0,5,21.69850069284439,0.3677711981838032
58,1-4760,22,8,1-4760,40,5,0,13,14.616101801395416,0.3654025450348854
59,1-3052,10,14,1-3052,166,45,0,21,60.53370290994644,0.3646608609032918
60,1-3312,12,5,1-3312,36,2,0,15,13.095502078533173,0.3637639466259215
61,1-3564,15,4,1-3564,41,6,0,12,14.876401662826538,0.3628390649469887
62,1-8590,2,12,1-8590,24,5,0,5,8.69850069284439,0.3624375288685162
63,MLG15,3,23,MLG15,105,29,0,12,37.87640166282654,0.3607276348840623
64,1-9457,11,9,1-9457,11,1,0,4,3.9588005542755127,0.359890959479592
65,1-8450,16,7,1-8450,52,15,0,5,18.69850069284439,0.359586551785469
66,1-9452,12,5,1-9452,16,2,0,5,5.698500692844391,0.3561562933027744
67,1-6035,15,4,1-6035,23,3,0,7,8.177900969982147,0.3555609117383542
68,MLG14,12,5,MLG14,232,58,0,33,82.41010457277298,0.3552159679860904
69,P-0009,9,20,P-0009,7,1,0,2,2.4794002771377563,0.3542000395911081
70,1-8285,18,11,1-8285,72,21,0,6,25.43820083141327,0.3533083448807398
71,1-8341,10,14,1-8341,197,48,0,29,69.45130401849747,0.3525446904492257
72,1-10468,7,6,1-10468,549,79,0,154,192.91382133960724,0.3513912957005596
73,1-5413,11,9,1-5413,39,10,0,5,13.69850069284439,0.3512436075088305
74,1-4855,18,11,1-4855,22,4,0,5,7.698500692844391,0.349931849674745
75,1-3139,10,14,1-3139,93,25,0,10,32.39700138568878,0.3483548536095568
76,1-7530,11,9,1-7530,25,5,0,5,8.69850069284439,0.3479400277137756
77,1-5002,8,15,1-5002,45,9,0,9,15.657301247119904,0.3479400277137756
78,1-8042,16,3,1-8042,52,4,0,19,18.054302632808685,0.3471981275540132
79,1-5744,5,13,1-5744,18,1,0,7,6.177900969982147,0.3432167205545637
80,1-9227,10,14,1-9227,801,157,0,156,272.393221616745,0.3400664439659738
81,1-9518,16,7,1-9518,22,6,0,2,7.479400277137756,0.339972739869898
82,MLG49,15,4,MLG49,185,22,0,55,62.6835076212883,0.3388297709258827
83,1-1317,7,6,1-1317,414,24,0,157,140.13292175531387,0.3384853182495504
84,MLG57,16,7,MLG57,629,140,0,97,211.7509134411812,0.3366469212101449
85,1-5803,1,2,1-5803,15,5,0,0,5.0,0.3333333333333333
86,MLG13,10,14,MLG13,140,37,0,13,46.616101801395416,0.332972155724253
87,1-11350,13,17,1-11350,100,17,0,22,33.27340304851532,0.3327340304851532
88,1-3596,13,17,1-3596,223,44,0,40,73.58800554275513,0.3299910562455387
89,1-5161,2,12,1-5161,12,1,0,4,3.9588005542755127,0.329900046189626
90,1-6647,2,16,1-6647,62,13,0,10,20.39700138568878,0.328983893317561
91,1-2297,7,6,1-2297,25,3,0,7,8.177900969982147,0.3271160387992859
92,1-5163,22,8,1-5163,16,3,0,3,5.2191004157066345,0.3261937759816646
93,1-1570,14,18,1-1570,142,35,0,15,46.09550207853317,0.3246162118206561
94,1-9416,12,5,1-9416,13,2,0,3,4.2191004157066345,0.3245461858235873
95,1-8095,6,10,1-8095,46,9,0,8,14.917601108551024,0.3242956762728484
96,MLG33,16,7,MLG33,20,5,0,2,6.479400277137756,0.3239700138568878
97,1-2282,16,7,1-2282,219,48,0,31,70.93070429563522,0.3238844945006174
98,1-7839,7,6,1-7839,24,4,0,5,7.698500692844391,0.3207708622018496
99,1-0129,14,18,1-0129,142,13,0,44,45.54680609703064,0.3207521556128918
100,1-11329,9,13,1-11329,14,3,0,2,4.479400277137756,0.3199571626526968
101,1-18558,22,8,1-18558,307,38,0,81,97.91571122407912,0.3189436847689874
