,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-8397,20,4,1-8397,51,1,0,51,32.85156893730164,0.6441484105353262
1,1-10951,15,12,1-10951,1,0,0,1,0.6245405673980713,0.6245405673980713
2,1-5775,9,6,1-5775,244,92,0,88,146.95956993103027,0.6022933193894683
3,1-1989,17,8,1-1989,46,20,0,4,22.498162269592285,0.4890904841215714
4,MLG59,5,10,MLG59,71,10,0,39,34.35708212852478,0.4839025651904898
5,1-8627,17,8,1-8627,25,10,0,3,11.873621702194214,0.4749448680877685
6,1-11350,13,14,1-11350,100,37,0,16,46.99264907836914,0.4699264907836914
7,1-8314,18,7,1-8314,36,16,0,1,16.62454056739807,0.4617927935388353
8,1-5002,15,12,1-5002,45,10,0,16,19.99264907836914,0.4442810906304253
9,1-18371,7,3,1-18371,120,11,0,67,52.844218015670776,0.4403684834639231
10,1-5355,10,9,1-5355,53,18,0,8,22.99632453918457,0.4338929158336711
11,1-6692,21,19,1-6692,71,13,0,28,30.487135887146,0.4293962801006478
12,1-1390,7,3,1-1390,98,14,0,43,40.855244398117065,0.4168902489603782
13,MLG40,21,18,MLG40,51,15,0,8,19.99632453918457,0.392084794885972
14,1-9286,21,19,1-9286,81,8,0,38,31.73254156112671,0.391759772359589
15,MLG65,1,13,MLG65,201,39,0,63,78.34605574607849,0.3897813718710373
16,MLG29,4,15,MLG29,164,36,0,43,62.855244398117065,0.3832636853543723
17,1-8267,8,17,1-8267,133,13,0,56,47.97427177429199,0.3607088103330225
18,1-5531,22,11,1-5531,8,1,0,3,2.873621702194214,0.3592027127742767
19,1-6227,1,20,1-6227,52,13,0,9,18.62086510658264,0.3580935597419739
20,MLG57,16,4,MLG57,629,168,0,91,224.8331916332245,0.3574454556967003
21,1-2382,1,13,1-2382,139,27,0,36,49.483460426330566,0.35599611817504
22,1-4494,1,2,1-4494,16,5,0,1,5.624540567398071,0.3515337854623794
23,MLG48,10,9,MLG48,159,9,0,75,55.84054255485535,0.3511983808481468
24,1-9394,22,11,1-9394,117,32,0,14,40.743567943573,0.3482356234493419
25,1-9345,16,4,1-9345,47,10,0,10,16.245405673980713,0.3456469292336322
26,1-10696,1,13,1-10696,24,2,0,10,8.245405673980713,0.3435585697491963
27,1-3509,16,2,1-3509,35,12,0,0,12.0,0.3428571428571428
28,1-7467,10,19,1-7467,64,10,0,19,21.866270780563354,0.3416604809463024
29,1-1258,6,5,1-1258,435,88,0,93,146.08227276802063,0.3358213167080934
30,1-1570,6,5,1-1570,142,22,0,41,47.60616326332092,0.3352546708684572
31,1-0292,2,23,1-0292,99,25,0,13,33.11902737617493,0.334535630062373
32,1-8285,17,8,1-8285,72,14,0,16,23.99264907836914,0.3332312371995714
33,MLG44,4,15,MLG44,59,9,0,17,19.61718964576721,0.3324947397587663
34,1-8042,17,8,1-8042,52,14,0,5,17.122702836990356,0.3292827468651991
35,1-18558,12,7,1-18558,307,41,0,96,100.95589447021484,0.3288465617922307
36,1-0027,1,13,1-0027,29,7,0,4,9.498162269592283,0.3275228368824926
37,1-8124,22,11,1-8124,18,4,0,3,5.873621702194214,0.3263123167885674
38,1-7819,7,3,1-7819,59,3,0,26,19.238054752349854,0.3260687246160992
39,1-9651,10,9,1-9651,38,8,0,7,12.3717839717865,0.3255732624154341
40,MLG62,12,7,MLG62,525,66,0,168,170.92281532287598,0.3255672672816685
41,1-4136,1,13,1-4136,5,1,0,1,1.6245405673980713,0.3249081134796142
42,1-9055,13,14,1-9055,12,2,0,3,3.873621702194214,0.3228018085161845
43,1-9768,7,3,1-9768,241,14,0,102,77.70313787460327,0.3224196592307189
44,1-3033,1,13,1-3033,7,1,0,2,2.2490811347961426,0.3212973049708775
45,1-2400,8,17,1-2400,49,2,0,22,15.739892482757568,0.3212222955664809
46,1-3535,21,19,1-3535,315,28,0,117,101.07124638557434,0.3208610996367439
47,MLG51,16,4,MLG51,248,30,0,79,79.33870482444763,0.3199141323566437
48,1-9609,4,15,1-9609,25,3,0,8,7.99632453918457,0.3198529815673828
49,MLG38,1,13,MLG38,77,19,0,9,24.62086510658264,0.3197514948906836
50,MLG10,16,4,MLG10,60,6,0,21,19.115351915359497,0.3185891985893249
51,1-6734,6,5,1-6734,44,9,0,8,13.99632453918457,0.3180982849814675
52,1-7614,13,14,1-7614,72,21,0,3,22.87362170219421,0.317689190308253
53,1-2573,11,21,1-2573,37,3,0,14,11.743567943572998,0.3173937282046756
54,MLG52,17,8,MLG52,125,12,0,44,39.47978496551514,0.3158382797241211
55,1-9156,14,18,1-9156,268,62,0,36,84.48346042633057,0.3152367926355618
56,1-19549,1,13,1-19549,29,1,0,13,9.119027376174929,0.3144492198681009
57,1-6693,4,15,1-6693,98,17,0,22,30.73989248275757,0.3136723722730364
58,1-7608,4,15,1-7608,4,0,0,2,1.2490811347961426,0.3122702836990356
59,1-9455,2,23,1-9455,2,0,0,1,0.6245405673980713,0.3122702836990356
60,1-19567,16,4,1-19567,2,0,0,1,0.6245405673980713,0.3122702836990356
61,MLG14,22,11,MLG14,232,49,0,37,72.10800099372864,0.3108103491108993
62,MLG64,3,2,MLG64,245,38,0,61,76.09697461128235,0.310599896372581
63,1-1177,6,5,1-1177,17,4,0,2,5.249081134796143,0.3087694785174201
64,1-4855,17,8,1-4855,22,3,0,6,6.747243404388428,0.3066928820176558
65,1-10785,6,5,1-10785,279,53,0,52,85.4761095046997,0.3063659838878125
66,1-2034,4,15,1-2034,16,3,0,3,4.873621702194214,0.3046013563871383
67,MLG68,9,6,MLG68,642,130,0,104,194.9522190093994,0.3036638925380053
68,1-1770,16,12,1-1770,35,5,0,9,10.620865106582642,0.303453288759504
69,72-12171,7,3,72-12171,19,2,0,6,5.747243404388428,0.302486494967812
70,1-5413,2,23,1-5413,39,3,0,14,11.743567943572998,0.301117126758282
71,1-4052,15,12,1-4052,13,2,0,3,3.873621702194214,0.2979709001687857
72,1-3447,20,20,1-3447,110,29,0,6,32.74724340438843,0.2977022127671675
73,1-7842,2,23,1-7842,21,0,0,10,6.245405673980713,0.2974002701895578
74,1-4649,15,12,1-4649,244,26,0,74,72.21600198745728,0.2959672212600708
75,1-1350,20,20,1-1350,195,37,0,33,57.60983872413635,0.2954350703801864
76,MLG41,1,13,MLG41,66,17,0,4,19.498162269592285,0.2954267010544286
77,MLG31,1,13,MLG31,33,6,0,6,9.747243404388428,0.2953710122541947
