Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,10,2,MLG48,159,101,0,33,125.06999081373215,0.7866037158096362
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,21,20,1-9286,81,33,0,29,54.1524161696434,0.6685483477733754
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,21,20,1-7897,95,60,0,2,61.45878732204437,0.6469346033899408
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,17,13,1-1989,46,22,0,10,29.293936610221863,0.6368247089178666
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,19,16,1-10539,63,9,0,39,37.446352779865265,0.5943865520613534
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,19,17,MLG60,47,23,0,5,26.64696830511093,0.5669567724491688
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,1,6,MLG41,66,24,0,17,36.39969223737717,0.5515104884451086
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,17,13,1-7268,70,9,0,40,38.17574644088745,0.5453678062983922
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,13,7,1-7866,318,38,0,185,172.93782728910446,0.5438296455632216
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,4,15,MLG29,164,64,0,30,85.88180983066559,0.5236695721382048
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,7,10,1-1390,98,40,0,13,49.48211759328842,0.5049195672784533
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,1,6,MLG31,33,13,0,5,16.64696830511093,0.5044535850033616
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,1,6,MLG65,201,45,0,75,99.70452457666397,0.496042410829174
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,17,13,1-4020,37,7,0,15,17.940904915332794,0.4848893220360215
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,3,12,1-9379,58,23,0,7,28.105755627155304,0.48458199357164317
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,15,3,1-0278,79,24,0,19,37.85847955942154,0.4792212602458423
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,21,20,1-6692,71,23,0,15,33.940904915332794,0.4780409143004619
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,15,3,1-5002,45,9,0,16,20.67029857635498,0.459339968363444
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,6,18,1-6561,65,21,0,12,29.752723932266235,0.45773421434255745
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,19,17,1-9491,80,22,0,20,36.587873220443726,0.4573484152555466
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,2,8,MLG32,52,16,0,10,23.293936610221863,0.4479603194273435
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,1,6,MLG38,77,24,0,14,34.21151125431061,0.44430534096507285
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,18,11,1-1224,151,12,0,74,65.97513091564178,0.4369213967923297
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,5,21,1-4417,151,23,0,58,65.3048323392868,0.4324823333727603
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,4,17,1-5980,29,12,0,0,12.0,0.41379310344827586
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,3,12,1-8328,114,36,0,15,46.940904915332794,0.4117623238187087
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,11,5,1-4531,94,14,0,32,37.34059715270996,0.3972403952415953
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,9,16,1-5775,244,31,0,90,96.64542949199677,0.39608782578687196
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,17,21,1-7964,202,64,0,20,78.58787322044373,0.38904887732892934
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,3,12,1-9997,16,4,0,3,6.188180983066559,0.3867613114416599
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,1,16,1-4494,16,4,0,3,6.188180983066559,0.3867613114416599
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,20,10,1-1957,47,13,0,7,18.105755627155304,0.3852288431309639
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,15,3,MLG50,319,87,0,49,122.74028939008713,0.3847657974610882
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,13,7,1-11350,100,18,0,28,38.423022508621216,0.3842302250862122
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,14,19,1-9156,268,66,0,50,102.46968305110931,0.3823495636235422
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,2,8,MLG45,70,22,0,6,26.376361966133118,0.37680517094475885
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,18,11,1-9417,76,16,0,17,28.399692237377167,0.3736801610181206
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,22,21,1-6878,167,32,0,41,61.90514010190964,0.37068946168808165
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,3,11,P-16616,28,3,0,10,10.293936610221863,0.3676405932222094
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,3,18,1-18487,23,4,0,6,8.376361966133118,0.3641896507014399
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,7,20,1-0055,18,5,0,2,6.458787322044373,0.358821517891354
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,4,15,1-6098,1327,277,0,271,474.6656821370125,0.35769832866391293
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,20,4,1-1350,195,46,0,32,69.34059715270996,0.35559280591133313
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,4,17,1-18709,33,11,0,1,11.729393661022186,0.35543617154612683
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,4,15,1-6693,98,23,0,15,33.940904915332794,0.34633576444217135
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,21,20,MLG40,51,11,0,9,17.564542949199677,0.34440280292548386
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,22,9,1-7140,397,40,0,131,135.5505695939064,0.3414372030073209
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,17,13,1-7682,141,8,0,55,48.116651356220245,0.3412528464980159
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,2,8,MLG58,71,14,0,14,24.211511254310608,0.3410072007649381
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,9,20,1-9770,50,6,0,15,16.940904915332794,0.3388180983066559
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,20,4,1-1608,307,82,0,30,103.88180983066559,0.3383772307187804
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,19,17,1-0303,212,40,0,43,71.36392742395401,0.3366222991695944
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,11,5,1-3052,166,20,0,48,55.01089572906494,0.33139093812689724
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,6,18,1-9270,128,24,0,25,42.23484152555466,0.32995969941839576
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,4,15,1-3312,36,6,0,8,11.83514928817749,0.32875414689381915
