Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
166,166,166,166,166,166,166,166,166,MLG40,18,17,MLG40,51,4,1,10,1010.9492900371552,19.822535098767748
260,260,260,260,260,260,260,260,260,1-0129,2,24,1-0129,142,0,1,21,1014.5935090780258,7.145024711817083
343,343,343,343,343,343,343,343,343,1-4319,18,17,1-4319,163,25,1,19,1038.2036510705948,6.3693475525803365
398,398,398,398,398,398,398,398,398,1-0303,2,24,1-0303,212,0,1,69,1047.9501012563705,4.94316085498288
302,302,302,302,302,302,302,302,302,MLG51,19,13,MLG51,248,73,1,36,1098.0174441337585,4.427489694087736
299,299,299,299,299,299,299,299,299,MLG54,19,13,MLG54,595,54,1,92,1117.9334683418274,1.8788797787257603
463,463,463,463,463,463,463,463,463,1-1989,16,22,1-1989,46,0,0,42,29.187018156051636,0.6345003946967747
347,347,347,347,347,347,347,347,347,1-8188,20,3,1-8188,140,55,0,41,83.49208915233612,0.5963720653738295
438,438,438,438,438,438,438,438,438,MLG10,5,9,MLG10,60,28,0,11,35.64421904087067,0.5940703173478444
207,207,207,207,207,207,207,207,207,1-7058,20,3,1-7058,80,6,0,56,44.91602420806885,0.5614503026008606
394,394,394,394,394,394,394,394,394,1-2423,19,13,1-2423,79,17,0,37,42.71237313747406,0.5406629511072666
73,73,73,73,73,73,73,73,73,1-5355,15,2,1-5355,53,23,0,7,27.864503026008606,0.5257453401133699
68,68,68,68,68,68,68,68,68,1-7845,1,2,1-7845,36,5,0,20,18.898580074310303,0.5249605576197306
243,243,243,243,243,243,243,243,243,1-1015,12,4,1-1015,155,43,0,51,78.44137918949127,0.5060734141257501
488,488,488,488,488,488,488,488,488,1-11350,14,8,1-11350,100,29,0,30,49.847870111465454,0.49847870111465453
209,209,209,209,209,209,209,209,209,1-9938,6,14,1-9938,55,21,0,9,27.254361033439636,0.4955338369716297
365,365,365,365,365,365,365,365,365,MLG48,17,15,MLG48,159,16,0,89,77.84868133068085,0.48961434799170345
364,364,364,364,364,364,364,364,364,1-7682,7,10,1-7682,141,35,0,48,68.35659217834473,0.48479852608755125
322,322,322,322,322,322,322,322,322,1-0296,14,8,1-0296,41,14,0,8,19.55943202972412,0.4770593177981493
345,345,345,345,345,345,345,345,345,1-1131,11,5,1-1131,138,44,0,29,64.15294110774994,0.4648763848387677
305,305,305,305,305,305,305,305,305,1-7866,14,8,1-7866,318,58,0,129,147.64584147930145,0.464295098991514
478,478,478,478,478,478,478,478,478,1-9394,16,22,1-9394,117,0,0,78,54.20446228981018,0.4632860024770101
466,466,466,466,466,466,466,466,466,1-5981,21,12,1-5981,28,6,0,10,12.949290037155151,0.46247464418411255
370,370,370,370,370,370,370,370,370,MLG62,20,3,MLG62,525,93,0,211,239.6300197839737,0.45643813292185464
353,353,353,353,353,353,353,353,353,MLG50,19,13,MLG50,319,101,0,60,142.6957402229309,0.4473220696643602
562,562,562,562,562,562,562,562,562,1-0003,7,10,1-0003,17,2,0,8,7.559432029724121,0.44467247233671303
236,236,236,236,236,236,236,236,236,1-7024,11,5,1-7024,498,67,0,221,220.57930982112885,0.4429303410062828
454,454,454,454,454,454,454,454,454,1-0272,12,4,1-0272,111,17,0,44,47.576876163482666,0.4286205059773213
436,436,436,436,436,436,436,436,436,1-5161,17,15,1-5161,12,3,0,3,5.084787011146545,0.4237322509288788
183,183,183,183,183,183,183,183,183,1-9496,6,14,1-9496,39,4,0,18,16.508722066879272,0.42330056581741726
399,399,399,399,399,399,399,399,399,MLG60,9,11,MLG60,47,15,0,7,19.864503026008606,0.4226490005533746
106,106,106,106,106,106,106,106,106,MLG69,21,12,MLG69,576,131,0,161,242.88356959819794,0.4216728638857603
411,411,411,411,411,411,411,411,411,MLG15,1,8,MLG15,105,38,0,9,44.254361033439636,0.42147010508037747
526,526,526,526,526,526,526,526,526,1-5002,13,7,1-5002,45,12,0,10,18.94929003715515,0.42109533415900335
