Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,15,3,1-3535,315,82,8,66,8092.4407079815865,25.690287961846305
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,19,20,MLG44,59,2,1,4,1002.6327701807022,16.993775765774615
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,6,18,MLG41,66,8,1,11,1009.7401179969311,15.299092696923198
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,9,7,1-9491,80,23,1,12,1024.8983105421066,12.811228881776334
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,10,13,1-2282,219,70,2,0,2070.0,9.452054794520548
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,14,1,MLG52,125,29,1,13,1031.0565030872822,8.248452024698258
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,1,20,1-0053,142,12,1,21,1015.3220434486866,7.150155235554131
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,15,3,1-6098,1327,288,8,317,8338.14703682065,6.283456696925885
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,16,18,MLG49,185,20,1,39,1026.1695092618465,5.5468622122261975
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,8,5,MLG14,232,27,1,52,1035.2260123491287,4.462181087711762
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,14,19,MLG64,245,34,1,27,1038.27119871974,4.2378416274275095
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-9768,16,1,1-9768,241,10,1,9,1011.42373290658,4.196778974716099
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,14,19,1-9156,268,39,1,27,1043.27119871974,3.892802980297537
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,10,13,MLG54,595,94,2,0,2094.0,3.519327731092437
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,9,7,1-1608,307,31,1,221,1065.960552483797,3.472184210044942
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,16,1,MLG50,319,38,1,48,1045.5932421684265,3.277721762283469
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,7,9,MLG63,380,54,1,31,1058.9039689004421,2.7865893918432687
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,7,9,1-1580,400,61,1,56,1069.858782529831,2.6746469563245774
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,16,1,MLG57,629,115,1,98,1130.5028694272041,1.7973018591847443
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,8,5,MLG68,642,92,1,228,1128.067900300026,1.757115109501598
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,7,9,1-7866,318,136,0,114,154.03395015001297,0.4843834910377766
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,10,13,1-17907,119,57,0,0,57.0,0.4789915966386555
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,17,2,1-8267,133,57,0,10,58.581925451755524,0.4404656049004175
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,17,2,1-7004,381,141,0,144,163.77972650527954,0.4298680485702875
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,8,5,1-5775,244,87,0,106,103.76840978860855,0.42528036798610064
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,7,9,1-2545,145,58,0,7,59.10734781622887,0.40763688149123356
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,5,17,MLG60,47,16,0,3,16.474577635526657,0.3505229284154608
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,7,9,1-3523,543,177,0,47,184.43504962325096,0.33965939157136454
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,13,10,1-7019,107,26,0,65,36.282515436410904,0.33908892931225143
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,6,18,1-1989,46,6,0,58,15.175167620182037,0.3298949482648269
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,7,9,1-4355,49,14,0,11,15.740117996931076,0.32122689789655257
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,19,8,1-3596,223,58,0,80,70.65540361404419,0.3168403749508708
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,19,8,1-19286,40,10,0,15,12.372888177633286,0.30932220444083214
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,16,13,1-4052,13,4,0,0,4.0,0.3076923076923077
