Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,1-10951,9,15,1-10951,1,1,0,0,1.0,1.0
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,7,16,1-8646,20,9,0,4,9.397661983966827,0.46988309919834137
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,13,3,1-8267,133,51,0,43,55.274866327643394,0.41560049870408566
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,20,2,MLG58,71,29,0,3,29.29824648797512,0.4126513589855651
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,9,15,1-7122,197,62,0,110,72.93570455908775,0.3702320028380089
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,15,23,1-5002,45,16,0,4,16.397661983966827,0.36439248853259615
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,7,16,1-0292,99,30,0,32,33.18129587173462,0.33516460476499615
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,2,4,1-9997,16,5,0,2,5.198830991983414,0.32492693699896336
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,18,5,1-6980,128,28,0,126,40.52635249495506,0.31661212886683643
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,18,5,1-9270,128,35,0,42,39.17545083165169,0.3060582096222788
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,18,5,1-6561,65,18,0,12,19.192985951900482,0.2952767069523151
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,13,3,1-2382,139,35,0,38,38.77778884768486,0.27897689818478316
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,20,2,1-0303,212,55,0,35,58.47954235970974,0.27584689792315914
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,13,15,1-7042,117,31,0,5,31.497077479958534,0.269205790426996
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,13,3,1-3516,156,35,0,70,41.95908471941948,0.2689684917911505
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,6,20,1-9404,100,25,0,17,26.690063431859016,0.2669006343185902
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,23,8,1-11350,100,26,0,5,26.497077479958534,0.26497077479958536
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,13,3,1-0272,111,27,0,17,28.690063431859016,0.2584690399266578
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,17,13,1-9651,38,9,0,7,9.695908471941948,0.25515548610373545
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,20,2,1-6974,207,47,0,51,52.07019029557705,0.25154681302211135
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,15,2,MLG33,20,5,0,0,5.0,0.25
446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446,1-3534,13,3,1-3534,279,58,0,112,69.13453555107117,0.24779403423323
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,17,13,MLG51,248,57,0,37,60.67837335169315,0.2446708602890853
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,23,8,MLG14,232,51,0,38,54.77778884768486,0.23611115882622785
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,19,11,1-9286,81,18,0,5,18.497077479958534,0.22835898123405599
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,11,12,1-18371,120,25,0,21,27.087725415825844,0.22573104513188202
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,9,15,MLG50,319,70,0,7,70.69590847194195,0.22161726793712208
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,13,3,1-7496,246,42,0,110,52.93570455908775,0.21518579089060064
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,23,23,MLG31,33,7,0,1,7.099415495991707,0.2151338029088396
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,10,4,MLG44,59,11,0,16,12.59064793586731,0.21340081247232728
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,1-5355,21,5,1-5355,53,9,0,23,11.286556407809258,0.2129538944869671
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,20,2,1-7024,498,102,0,33,105.28071136772633,0.2114070509392095
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,7,16,1-6878,167,32,0,29,34.8830493837595,0.2088805352320928
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,1-20167,20,4,1-20167,56,11,0,4,11.397661983966827,0.20352967828512192
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,10,18,1-4682,16,3,0,2,3.1988309919834137,0.19992693699896336
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,13,5,1-8678,17,3,0,4,3.3976619839668274,0.19986246964510748
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,10,4,1-6098,1327,244,0,207,264.5790076702833,0.19938131700850287
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,17,13,MLG49,185,35,0,18,36.78947892785072,0.19886204825865256
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,11,12,1-3535,315,50,0,122,62.128690510988235,0.19723393813012138
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,18,10,1-9498,64,12,0,6,12.596492975950241,0.19682020274922252
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,4,22,1-5981,28,5,0,5,5.497077479958534,0.1963241957128048
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,6,14,1-4640,87,15,0,18,16.789478927850723,0.19298251641207728
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,1-7441,15,23,1-7441,111,20,0,12,21.192985951900482,0.19092780136847282
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,17,13,1-4760,40,7,0,6,7.596492975950241,0.18991232439875602
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,21,6,1-7863,351,60,0,57,65.66668327152729,0.18708456772514898
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,9,15,MLG52,125,23,0,3,23.29824648797512,0.18638597190380096
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,20,2,1-5775,244,43,0,23,45.28655640780926,0.18560064101561172
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,2,19,1-5799,7,1,0,3,1.2982464879751205,0.18546378399644578
